"","x"
"logLoss",2.14951917731551
"AUC",0.943914632942287
"prAUC",0.553510429497794
"Accuracy",0.603901692646074
"Kappa",0.584555258904198
"Mean_F1",0.52956185487081
"Mean_Sensitivity",0.596202176888827
"Mean_Specificity",0.987185133739504
"Mean_Pos_Pred_Value",0.511011203193295
"Mean_Neg_Pred_Value",0.987067552272368
"Mean_Precision",0.511011203193295
"Mean_Recall",0.596202176888827
"Mean_Detection_Rate",0.0188719278951898
"Mean_Balanced_Accuracy",0.791693655314165
