"","pred","obs","BLCA","BRCA","CESC","COAD","DLBC","ESCA","GBM","HNSC","KICH","KIRC","KIRP","LGG","LIHC","LUAD","LUSC","OV","PRAD","READ","SARC","SKCM","STAD","THCA","UCEC","UVM","rowIndex","nrounds","max_depth","eta","gamma","colsample_bytree","min_child_weight","subsample","Resample"
"1","OV","OV",0.0297675393521786,0.0255020800977945,0.0234674103558064,0.0221261829137802,0.0216647423803806,0.0293454769998789,0.0223041083663702,0.0255778767168522,0.0335472337901592,0.0221533942967653,0.025909923017025,0.022701159119606,0.0216982755810022,0.0280280690640211,0.0217812582850456,0.441153585910797,0.0217595156282187,0.022004758939147,0.0217620749026537,0.0218039583414793,0.0235138330608606,0.0253992639482021,0.0250995103269815,0.0219287555664778,5,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"2","OV","OV",0.023889223113656,0.032664779573679,0.0239563006907701,0.0234805233776569,0.0229908395558596,0.0240983683615923,0.0591833144426346,0.0257137045264244,0.0352223664522171,0.0234154593199492,0.0234551671892405,0.0240906942635775,0.0687777996063232,0.0250117350369692,0.0263882223516703,0.340743362903595,0.0230914112180471,0.0233516674488783,0.0230941288173199,0.023138577118516,0.0266114808619022,0.0273049715906382,0.0271386373788118,0.0231872797012329,25,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"3","BRCA","OV",0.0399467535316944,0.217647656798363,0.0584372729063034,0.0275570563971996,0.0269823540002108,0.0282821655273438,0.0440362691879272,0.0301779471337795,0.0270647648721933,0.0288745816797018,0.0278856251388788,0.0282731577754021,0.0420560203492641,0.0405820310115814,0.0401968099176884,0.0516394786536694,0.0279348138719797,0.0274058245122433,0.0271035730838776,0.0275234114378691,0.036964301019907,0.0322199203073978,0.0332207977771759,0.0279874447733164,28,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"4","LUSC","OV",0.0309784673154354,0.0594111569225788,0.0302896108478308,0.0296643320471048,0.0293146800249815,0.0303523615002632,0.0423956960439682,0.0325116217136383,0.0995422899723053,0.0353525318205357,0.0298043768852949,0.0304595343768597,0.0366545282304287,0.0316240713000298,0.122565224766731,0.0410826243460178,0.0314082577824593,0.0303212199360132,0.0291995108127594,0.0301986467093229,0.0518242008984089,0.0516918785870075,0.0340359061956406,0.0293172802776098,34,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"5","OV","OV",0.0327420234680176,0.0363146401941776,0.0328339599072933,0.0321561582386494,0.0325819179415703,0.0343958996236324,0.0324406661093235,0.0352426245808601,0.0412012115120888,0.0320926979184151,0.0358228646218777,0.0330181606113911,0.045043159276247,0.0342805162072182,0.0406007170677185,0.15234936773777,0.0316485650837421,0.0320052653551102,0.0316522903740406,0.0317132063210011,0.0727610513567924,0.0416694208979607,0.0436536855995655,0.0317799560725689,35,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"6","LIHC","LIHC",0.0324417650699615,0.0344598889350891,0.0317203737795353,0.0310904011130333,0.030442014336586,0.0319084823131561,0.0313404127955437,0.0340473428368568,0.0755846872925758,0.0311701130121946,0.062777079641819,0.0318983234465122,0.164226025342941,0.0337278246879578,0.0439112409949303,0.0304413605481386,0.032891858369112,0.0309197828173637,0.0320381931960583,0.0306376256048679,0.0406746752560139,0.0356800854206085,0.035268347710371,0.0307021159678698,72,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"7","LIHC","LIHC",0.0293969679623842,0.0333634205162525,0.0297169201076031,0.0291267391294241,0.0285193044692278,0.0298931542783976,0.0293609611690044,0.0318969190120697,0.0980311930179596,0.0345852263271809,0.0326422639191151,0.0298836342990398,0.199781328439713,0.0320390425622463,0.0431281141936779,0.028518695384264,0.0395301952958107,0.0289668962359428,0.0300146713852882,0.02870256267488,0.0389792434871197,0.0321187525987625,0.0330408103764057,0.0287629757076502,76,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"8","THCA","LIHC",0.033823411911726,0.045790933072567,0.0272917747497559,0.0267497561872005,0.0278364680707455,0.0502496734261513,0.0392960347235203,0.0326991342008114,0.0264219641685486,0.031422670930624,0.0378070026636124,0.0406751483678818,0.109528727829456,0.0506506934762001,0.0307531002908945,0.0345970056951046,0.0263064671307802,0.0293670240789652,0.0262596569955349,0.0440436266362667,0.0313624627888203,0.130073517560959,0.0382177233695984,0.0287760086357594,78,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"9","KICH","LIHC",0.0212872698903084,0.0293176453560591,0.0208139177411795,0.0204005483537912,0.0199750959873199,0.020857036113739,0.0205645952373743,0.0242243800312281,0.277987360954285,0.0203440170735121,0.0262993536889553,0.0209306813776493,0.242926850914955,0.0217309072613716,0.0227132048457861,0.0199746713042259,0.0200624763965607,0.0202885940670967,0.0200267788022757,0.0201034545898438,0.0226404871791601,0.0234121568500996,0.0224380884319544,0.0206804163753986,96,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"10","LIHC","LIHC",0.0393091104924679,0.0401467978954315,0.0329175777733326,0.0322638340294361,0.0315909758210182,0.0331127904355526,0.0325232818722725,0.0353323742747307,0.0402264669537544,0.0323391072452068,0.0455835200846195,0.0331022478640079,0.18396270275116,0.0343678183853626,0.0331042557954788,0.0315902978181839,0.0317291654646397,0.0320867747068405,0.0332474000751972,0.0317939668893814,0.0334117263555527,0.0426732040941715,0.0517237596213818,0.031860888004303,101,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"11","STAD","HNSC",0.0596643760800362,0.0323315821588039,0.0420794561505318,0.0298336613923311,0.029211487621069,0.0801811218261719,0.029921842738986,0.0648659020662308,0.0293543264269829,0.0312600359320641,0.0292418170720339,0.0519398264586926,0.0295253060758114,0.0328166522085667,0.0293685831129551,0.0292108599096537,0.0397122241556644,0.0296699404716492,0.0294511895626783,0.0294895824044943,0.0891632363200188,0.0353072136640549,0.0625856295228004,0.0538141019642353,106,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"12","HNSC","HNSC",0.0232036896049976,0.025255735963583,0.0842058211565018,0.0161044094711542,0.0157685521990061,0.0394209325313568,0.0159853976219893,0.36924996972084,0.0280358102172613,0.0548251159489155,0.0157849304378033,0.0202474724501371,0.0158186592161655,0.0260319001972675,0.0158533565700054,0.0157682187855244,0.0237250998616219,0.0243811793625355,0.0166555233299732,0.0202177874743938,0.0418727658689022,0.0523175299167633,0.023342227563262,0.0159279145300388,116,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"13","HNSC","HNSC",0.0229853335767984,0.0234450902789831,0.0398222953081131,0.0223619062453508,0.0195649284869432,0.0236914791166782,0.0199734531342983,0.398608535528183,0.0223350394517183,0.0207187570631504,0.0197741370648146,0.0207098666578531,0.0200207997113466,0.0209707207977772,0.048552293330431,0.0245471373200417,0.0260323993861675,0.0383971147239208,0.0293484125286341,0.0198900811374187,0.0288953930139542,0.0227397382259369,0.0470483899116516,0.0195666626095772,118,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"14","CESC","HNSC",0.0289393831044436,0.0260576214641333,0.111530870199203,0.0448713973164558,0.0224966742098331,0.0307448077946901,0.0231605917215347,0.0626339390873909,0.0497302338480949,0.0252044070512056,0.0978353843092918,0.0239019189029932,0.0274709593504667,0.0244741290807724,0.0342645868659019,0.0224961917847395,0.0316336862742901,0.0785204097628593,0.022914033383131,0.0477043390274048,0.0656724944710732,0.0369759798049927,0.0380770973861217,0.022688889876008,130,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"15","STAD","HNSC",0.0439501479268074,0.0333410389721394,0.0396252274513245,0.0255677793174982,0.0250345636159182,0.0261398870497942,0.0257733762264252,0.0913489982485771,0.0278625376522541,0.0267458278685808,0.0250605642795563,0.0262321885675192,0.0250733122229576,0.0272351019084454,0.029603224247694,0.0321467481553555,0.0486684627830982,0.0254274662584066,0.0252382028847933,0.0251954328268766,0.258232057094574,0.0316825211048126,0.0290035884827375,0.0258117616176605,148,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"16","HNSC","HNSC",0.0433684922754765,0.0352192893624306,0.0367036312818527,0.0378106571733952,0.0286655779927969,0.084280863404274,0.0288161337375641,0.106614291667938,0.028805747628212,0.0329637341201305,0.0286953449249268,0.03353051841259,0.0287099443376064,0.0423380322754383,0.0376608744263649,0.0338083617389202,0.0324885286390781,0.0301069747656584,0.0302801374346018,0.0337059423327446,0.0986497700214386,0.0330545753240585,0.0444583483040333,0.0292642042040825,160,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"17","HNSC","HNSC",0.0223410464823246,0.0299691203981638,0.0672418773174286,0.0219588372856379,0.0215008854866028,0.0297743566334248,0.0221354141831398,0.318425565958023,0.0314374640583992,0.0257432293146849,0.0215232148766518,0.0225294623523951,0.0497975721955299,0.0257784593850374,0.0303906723856926,0.0215004291385412,0.0215949416160583,0.0244923122227192,0.021675780415535,0.0216440632939339,0.0757582411170006,0.0242145322263241,0.0268878992646933,0.0216845944523811,164,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"18","OV","HNSC",0.0451124906539917,0.0391964428126812,0.0355416052043438,0.0348357446491718,0.0341092459857464,0.0437929071485996,0.0429005064070225,0.0492064543068409,0.0348313748836517,0.034956332296133,0.067249707877636,0.0359081849455833,0.0375480987131596,0.0447958782315254,0.0350894816219807,0.0769098401069641,0.034258458763361,0.0346445702016354,0.0341974943876266,0.0343284271657467,0.0576050356030464,0.0391089245676994,0.0394720770418644,0.0344006828963757,176,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"19","HNSC","HNSC",0.0253990944474936,0.0236937757581472,0.0223385076969862,0.0359884239733219,0.0214382447302341,0.0415126755833626,0.0298627521842718,0.339839458465576,0.0215268414467573,0.0229641702026129,0.0243417285382748,0.0225696414709091,0.0243346989154816,0.0587092563509941,0.0273092035204172,0.030545549467206,0.0215320270508528,0.0351227261126041,0.0214937124401331,0.0219737067818642,0.0392662100493908,0.0319112539291382,0.027167858555913,0.0291584935039282,196,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
