"","x"
"logLoss",2.08016572664849
"AUC",0.947148792613375
"prAUC",0.554024223427905
"Accuracy",0.559887005649717
"Kappa",0.53347801019911
"Mean_F1",0.57066491890678
"Mean_Sensitivity",0.617993207559886
"Mean_Specificity",0.980567726893241
"Mean_Pos_Pred_Value",0.551271674212725
"Mean_Neg_Pred_Value",0.980530706603959
"Mean_Precision",0.551271674212724
"Mean_Recall",0.617993207559886
"Mean_Detection_Rate",0.0233286252354049
"Mean_Balanced_Accuracy",0.799280467226563
