"","x"
"logLoss",1.99690447002473
"AUC",0.948416505303699
"prAUC",0.563980908316634
"Accuracy",0.637276465525485
"Kappa",0.619362523555562
"Mean_F1",0.544815901064461
"Mean_Sensitivity",0.603861210021707
"Mean_Specificity",0.988279375316821
"Mean_Pos_Pred_Value",0.526411837714469
"Mean_Neg_Pred_Value",0.988179250537916
"Mean_Precision",0.526411837714469
"Mean_Recall",0.603861210021707
"Mean_Detection_Rate",0.0199148895476714
"Mean_Balanced_Accuracy",0.796070292669264
