"","x"
"logLoss",2.08423569845009
"AUC",0.929580162646905
"prAUC",0.537414793532001
"Accuracy",0.559881715130606
"Kappa",0.534772471035244
"Mean_F1",0.527900960363799
"Mean_Sensitivity",0.55734356518068
"Mean_Specificity",0.980687596405703
"Mean_Pos_Pred_Value",0.521805244336789
"Mean_Neg_Pred_Value",0.980664374224148
"Mean_Precision",0.521805244336789
"Mean_Recall",0.55734356518068
"Mean_Detection_Rate",0.0233284047971086
"Mean_Balanced_Accuracy",0.769015580793191
