"","pred","obs","BLCA","BRCA","CESC","COAD","DLBC","ESCA","GBM","HNSC","KICH","KIRC","KIRP","LGG","LIHC","LUAD","LUSC","OV","PRAD","READ","SARC","SKCM","STAD","THCA","UCEC","UVM","rowIndex","nrounds","max_depth","eta","gamma","colsample_bytree","min_child_weight","subsample","Resample"
"1","OV","OV",0.0317050702869892,0.0602778270840645,0.0316968113183975,0.0345571301877499,0.0293189696967602,0.0304683651775122,0.0315023995935917,0.0368213467299938,0.0295266564935446,0.0293215345591307,0.0786042064428329,0.0362642779946327,0.0456613376736641,0.0382304154336452,0.0318184718489647,0.144238606095314,0.030716747045517,0.0313555337488651,0.0293284449726343,0.0537534095346928,0.0339109674096107,0.0371215678751469,0.0330936200916767,0.0307063087821007,24,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"2","LGG","OV",0.0357199348509312,0.0757319554686546,0.0354431793093681,0.0388035662472248,0.0290630850940943,0.0324143059551716,0.0453500561416149,0.0360109955072403,0.0299770627170801,0.0379705913364887,0.03641277551651,0.0808834359049797,0.0366462618112564,0.0522024892270565,0.0292315613478422,0.0549685023725033,0.0304486602544785,0.0461967848241329,0.0291028618812561,0.0421395488083363,0.0372160859405994,0.0309492163360119,0.0546280220150948,0.04248908162117,32,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"3","GBM","OV",0.0442465133965015,0.0431463196873665,0.0513055846095085,0.0326266661286354,0.031233225017786,0.0326426178216934,0.098198339343071,0.0423649586737156,0.0473859347403049,0.0312359593808651,0.0355542898178101,0.0349139682948589,0.0315153300762177,0.0490970984101295,0.0378513932228088,0.0391885414719582,0.0327222645282745,0.0318746976554394,0.0312759727239609,0.0336456671357155,0.0569644160568714,0.0429374948143959,0.0553615875542164,0.0327111445367336,38,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"4","KICH","LIHC",0.0528563670814037,0.043644092977047,0.0381923727691174,0.0362942516803741,0.034744169563055,0.0363119915127754,0.0450823456048965,0.0378999933600426,0.0589465163648129,0.0347472131252289,0.0414832048118114,0.0433136261999607,0.0536112040281296,0.0378795191645622,0.034768708050251,0.0356380566954613,0.0579259060323238,0.0358823984861374,0.0349142216145992,0.0528301224112511,0.0382806025445461,0.0369989909231663,0.0408157147467136,0.0369383692741394,47,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"5","LIHC","LIHC",0.0461046323180199,0.0386481694877148,0.0360234826803207,0.0349572859704494,0.0334643013775349,0.0350425913929939,0.0351864509284496,0.0373266004025936,0.0337742380797863,0.0334672331809998,0.0433856844902039,0.070951484143734,0.0841622054576874,0.0364841558039188,0.0334879383444786,0.0429561883211136,0.0348609611392021,0.0505799874663353,0.0338669121265411,0.0548013150691986,0.0383036136627197,0.040683027356863,0.0364337638020515,0.0350477993488312,50,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"6","UCEC","LIHC",0.0362189747393131,0.075316347181797,0.0377503298223019,0.0336343795061111,0.0322984643280506,0.0338171347975731,0.0418203845620155,0.0389900207519531,0.0326644405722618,0.0323012955486774,0.0613014586269855,0.0360782295465469,0.0437944084405899,0.0437495000660419,0.0447025634348392,0.0355198569595814,0.0368783809244633,0.0333565734326839,0.0323089100420475,0.0407431200146675,0.0404708534479141,0.0457654409110546,0.0766921117901802,0.033826794475317,62,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"7","LUAD","HNSC",0.0291030816733837,0.052898682653904,0.0293880347162485,0.0367858745157719,0.02730025164783,0.0549053139984608,0.0290225017815828,0.102544955909252,0.0276249051094055,0.0279869120568037,0.0294679868966341,0.0383713021874428,0.0391294918954372,0.125963449478149,0.0285822581499815,0.0282051526010036,0.038952425122261,0.0561254769563675,0.0273376144468784,0.0422769151628017,0.0309966988861561,0.0309681873768568,0.032894678413868,0.0331678353250027,84,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"8","UVM","HNSC",0.0606333836913109,0.0494799986481667,0.0365563184022903,0.0439493544399738,0.0326740741729736,0.0443342849612236,0.0341624841094017,0.0386012345552444,0.0422350205481052,0.0324932970106602,0.0353597588837147,0.0362926833331585,0.0475355163216591,0.0441800430417061,0.035260334610939,0.0499363616108894,0.0359615869820118,0.0335548482835293,0.0327788889408112,0.0350149571895599,0.0536818504333496,0.0369741730391979,0.0430975742638111,0.0652519837021828,99,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"9","HNSC","HNSC",0.0416486784815788,0.0342357158660889,0.0386656448245049,0.0399145074188709,0.0302850808948278,0.0316516868770123,0.0345651097595692,0.0833719670772552,0.0306326895952225,0.0302877333015203,0.0311052929610014,0.0338540859520435,0.0305586215108633,0.049123153090477,0.0783780291676521,0.035604041069746,0.037729274481535,0.031143594533205,0.0302948746830225,0.0372145064175129,0.0553392618894577,0.0512917563319206,0.0539110191166401,0.0491936393082142,100,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"10","LGG","HNSC",0.0258871093392372,0.0234799049794674,0.0751406103372574,0.0206168573349714,0.0197363328188658,0.0235742013901472,0.0206304676830769,0.0450838878750801,0.0465156696736813,0.0197380650788546,0.0250614956021309,0.213438153266907,0.0644339323043823,0.0215173661708832,0.0208122972398996,0.0278694909065962,0.116770669817924,0.0224923454225063,0.019742714241147,0.0463280230760574,0.0216900706291199,0.0287003461271524,0.0293830502778292,0.0213569793850183,103,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"11","PRAD","HNSC",0.043759610503912,0.0709463953971863,0.0337609276175499,0.0349956452846527,0.0312298610806465,0.0406034030020237,0.0332000143826008,0.0479456931352615,0.0314893163740635,0.0320953279733658,0.0341951325535774,0.0457484684884548,0.0413602516055107,0.0514362044632435,0.0401395969092846,0.0322650149464607,0.0939585641026497,0.0467041991651058,0.0316352508962154,0.0344578810036182,0.034131683409214,0.0332566127181053,0.0340010486543179,0.0466839075088501,107,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"12","HNSC","HNSC",0.0654798373579979,0.026278804987669,0.0283818207681179,0.0370441302657127,0.0229315664619207,0.0243327748030424,0.0320746675133705,0.165960729122162,0.0234006885439157,0.0229335725307465,0.0621983781456947,0.0285754296928644,0.039947334676981,0.0427354499697685,0.0286996718496084,0.0243182592093945,0.0289556495845318,0.0234025362879038,0.0229389779269695,0.0717588886618614,0.0252665560692549,0.0469669103622437,0.0398476719856262,0.0655696764588356,112,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"13","HNSC","HNSC",0.0462896451354027,0.0472170934081078,0.0376877300441265,0.0549543723464012,0.0308277774602175,0.03221445530653,0.0474125258624554,0.108546003699303,0.0440497286617756,0.0308304764330387,0.054883599281311,0.0344607383012772,0.0311062168329954,0.0336954221129417,0.0311287753283978,0.0407014675438404,0.0355113036930561,0.0314609222114086,0.0308377407491207,0.0453927777707577,0.0359904579818249,0.0362653583288193,0.0389737114310265,0.0395617187023163,127,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"14","HNSC","HNSC",0.0954209566116333,0.0322373695671558,0.0335231125354767,0.029493996873498,0.0282343458384275,0.0295659769326448,0.0392956808209419,0.101473473012447,0.0287813488394022,0.0282368175685406,0.0351814292371273,0.0452299043536186,0.031901590526104,0.0307822469621897,0.0282542873173952,0.0470664091408253,0.0409707576036453,0.0288142301142216,0.0282434727996588,0.0944292172789574,0.0315620191395283,0.0443087518215179,0.0327652022242546,0.0342274196445942,131,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"15","OV","HNSC",0.0548768565058708,0.0590753369033337,0.0367028117179871,0.0600857101380825,0.0304012838751078,0.0335176587104797,0.0575815737247467,0.041921503841877,0.0306438002735376,0.0304039474576712,0.0380408652126789,0.0339839868247509,0.0364841409027576,0.0331447310745716,0.0331771597266197,0.0723957344889641,0.0318506620824337,0.0685139521956444,0.0390284955501556,0.0368551276624203,0.0348512642085552,0.0352783016860485,0.0386829003691673,0.0325021669268608,156,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"16","HNSC","HNSC",0.0481168814003468,0.0290542859584093,0.038208719342947,0.0394989848136902,0.0265100989490747,0.0345011502504349,0.030705077573657,0.166708245873451,0.0268143750727177,0.0265124179422855,0.0316099710762501,0.0292963944375515,0.0315602831542492,0.067019946873188,0.0280163418501616,0.032650064677,0.0394296571612358,0.0269576963037252,0.0463160946965218,0.0528991930186749,0.0480742156505585,0.0304827224463224,0.041435319930315,0.0276218764483929,157,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"17","HNSC","HNSC",0.0587330684065819,0.0669919699430466,0.0299500841647387,0.0263015851378441,0.0251782778650522,0.0263144411146641,0.0291625093668699,0.143968090415001,0.0297057181596756,0.0251804813742638,0.0313289240002632,0.0320781543850899,0.0256856568157673,0.0330165065824986,0.0304279718548059,0.0261296108365059,0.0286834463477135,0.0256953909993172,0.0251864176243544,0.0328450538218021,0.0367614440619946,0.0502839088439941,0.03901332244277,0.12137795984745,193,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"18","HNSC","HNSC",0.0298906750977039,0.0340146347880363,0.046074416488409,0.0254251509904861,0.0233934186398983,0.0244490429759026,0.10889508575201,0.214927077293396,0.0371044538915157,0.0233954731374979,0.0240119211375713,0.029611011967063,0.023745846003294,0.0331011563539505,0.0354304239153862,0.0304250456392765,0.0251802764832973,0.0238738805055618,0.0234009847044945,0.0318970233201981,0.0368932224810123,0.0355939976871014,0.0429810360074043,0.036284763365984,194,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"19","BRCA","HNSC",0.0559510961174965,0.131930306553841,0.0753649324178696,0.029661551117897,0.0268480908125639,0.0320126712322235,0.0362738221883774,0.049422312527895,0.031743947416544,0.0269175115972757,0.0270527210086584,0.0301381535828114,0.039740864187479,0.0312999822199345,0.0270634070038795,0.0280307307839394,0.0315460041165352,0.0273995008319616,0.0268567688763142,0.049476258456707,0.0470138899981976,0.0536677353084087,0.0425631813704967,0.0420245304703712,198,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"20","UCEC","HNSC",0.0455697737634182,0.0507153384387493,0.036417119204998,0.0437972135841846,0.0319515839219093,0.0632621943950653,0.0403528288006783,0.051589410752058,0.0322064682841301,0.0319543853402138,0.0323607362806797,0.0358670502901077,0.0322401784360409,0.0373330861330032,0.0380179360508919,0.0342573076486588,0.0355601720511913,0.0326078124344349,0.0319619178771973,0.0486382618546486,0.0346258282661438,0.0634980201721191,0.0666529685258865,0.0485624074935913,212,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"21","KICH","KICH",0.0430069267749786,0.0408626236021519,0.0363035202026367,0.0350782349705696,0.0335800834000111,0.0350953787565231,0.0360808521509171,0.0469564199447632,0.0732808634638786,0.0335830263793468,0.0636523067951202,0.0397307574748993,0.03379075974226,0.0366103909909725,0.0402701124548912,0.034700058400631,0.038681760430336,0.0342697612941265,0.0446641109883785,0.0611995831131935,0.037772424519062,0.0466921776533127,0.0389687903225422,0.0351690612733364,219,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"22","STAD","STAD",0.0418620146811008,0.0329884327948093,0.024155305698514,0.023419052362442,0.0222389306873083,0.0265117287635803,0.0279176980257034,0.0485331043601036,0.022432554513216,0.0222408808767796,0.0224084369838238,0.0249641705304384,0.0224397964775562,0.0491171292960644,0.0224893074482679,0.0236727837473154,0.0253349021077156,0.022695679217577,0.0222461204975843,0.0236362777650356,0.350431501865387,0.0261908397078514,0.0486364103853703,0.0234369449317455,234,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"23","STAD","STAD",0.0309948902577162,0.0292872171849012,0.0260079186409712,0.0252151992172003,0.0239445641636848,0.0357813388109207,0.0304054021835327,0.0465562380850315,0.0241530407220125,0.0239466670900583,0.0243865940719843,0.0327852144837379,0.0240947883576155,0.0283533465117216,0.0242141466587782,0.0254481304436922,0.124223791062832,0.0244363453239202,0.0239523071795702,0.0294071082025766,0.22733835875988,0.0335912257432938,0.0564054436981678,0.0250706765800714,246,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"24","STAD","STAD",0.0398892462253571,0.0432257726788521,0.0370552130043507,0.0322139002382755,0.0308380853384733,0.0405298620462418,0.0465062595903873,0.0683995932340622,0.0312032978981733,0.0308407824486494,0.0313424468040466,0.0346170961856842,0.0311166178435087,0.0336209461092949,0.0403248518705368,0.0323001854121685,0.0333516858518124,0.0318483524024487,0.0318594500422478,0.0350335240364075,0.101558096706867,0.0360082536935806,0.0940191820263863,0.0322973094880581,249,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"25","PRAD","STAD",0.0383415035903454,0.0356618463993073,0.0450312159955502,0.0328746773302555,0.0314706414937973,0.037517137825489,0.0528934970498085,0.0499386452138424,0.0465635098516941,0.0314733982086182,0.0320962965488434,0.0362010784447193,0.0319447480142117,0.0343105867505074,0.0316421650350094,0.032659724354744,0.100823879241943,0.0321169905364513,0.0330338925123215,0.0339528881013393,0.0656973719596863,0.0409673973917961,0.0533976256847382,0.0393892414867878,272,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"26","STAD","STAD",0.0458070933818817,0.037443783134222,0.0331486985087395,0.031880397349596,0.0305188279598951,0.0450603291392326,0.0328939221799374,0.0525482632219791,0.0307375397533178,0.0305214989930391,0.0307721570134163,0.0342587158083916,0.0307944789528847,0.0356590151786804,0.0367724746465683,0.0316719487309456,0.0456821955740452,0.031145628541708,0.0305286925286055,0.0347086414694786,0.154104992747307,0.04698421433568,0.0542225874960423,0.0321339070796967,274,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"27","STAD","STAD",0.038408700376749,0.0374605059623718,0.0333625450730324,0.0376220047473907,0.030715711414814,0.0728154256939888,0.0390035696327686,0.0531471148133278,0.0309556759893894,0.0307183973491192,0.0312180705368519,0.0420563519001007,0.0312639102339745,0.0380735769867897,0.037224218249321,0.0328350029885769,0.0564734824001789,0.0313465520739555,0.0317727662622929,0.0331023149192333,0.0949056968092918,0.036275926977396,0.0671750754117966,0.0320674180984497,292,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"28","PRAD","STAD",0.0361560843884945,0.0212031695991755,0.0196855664253235,0.0211661942303181,0.0174354445189238,0.0207824930548668,0.0188646372407675,0.0348372310400009,0.0175872463732958,0.0174369756132364,0.0181979835033417,0.0195720475167036,0.0175929255783558,0.0229027457535267,0.0176317431032658,0.0185302793979645,0.483436316251755,0.0177935380488634,0.0174410827457905,0.0197762083262205,0.0498292744159698,0.0191400740295649,0.0319280363619328,0.0210727043449879,295,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"29","STAD","STAD",0.0808137357234955,0.0278821066021919,0.0293576009571552,0.0592949353158474,0.0260019339621067,0.033235315233469,0.0326415933668613,0.0536211468279362,0.0267519429326057,0.0260042082518339,0.0271391253918409,0.0356021858751774,0.0262889377772808,0.0364054515957832,0.0270574148744345,0.0354768000543118,0.0452203564345837,0.0320462286472321,0.0260103400796652,0.0378361083567142,0.175312235951424,0.0314786769449711,0.0413189567625523,0.0272026918828487,296,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
