"","x"
"logLoss",0.548629942863921
"AUC",0.96670653950625
"prAUC",0.89163164720583
"Accuracy",0.893967093235832
"Kappa",0.822994794620922
"Mean_F1",0.848442746384181
"Mean_Sensitivity",0.88588184173877
"Mean_Specificity",0.950334709736135
"Mean_Pos_Pred_Value",0.835844274487104
"Mean_Neg_Pred_Value",0.946903246452839
"Mean_Precision",0.835844274487104
"Mean_Recall",0.88588184173877
"Mean_Detection_Rate",0.297989031078611
"Mean_Balanced_Accuracy",0.918108275737452
