"","x"
"logLoss",1.94061131970876
"AUC",0.950316599373876
"prAUC",0.591091168839902
"Accuracy",0.559529892692897
"Kappa",0.535099308546846
"Mean_F1",0.555530114569001
"Mean_Sensitivity",0.595669678151902
"Mean_Specificity",0.980713802634303
"Mean_Pos_Pred_Value",0.587271958154142
"Mean_Neg_Pred_Value",0.980784462331981
"Mean_Precision",0.587271958154142
"Mean_Recall",0.595669678151902
"Mean_Detection_Rate",0.0233137455288707
"Mean_Balanced_Accuracy",0.788191740393102
