"","pred","obs","ESCA","OV","STAD","rowIndex","nrounds","max_depth","eta","gamma","colsample_bytree","min_child_weight","subsample","Resample"
"94","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,1020,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"95","ESCA","ESCA",0.600628793239594,0.197869375348091,0.201501861214638,1037,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"96","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,1040,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"97","OV","OV",0.144999846816063,0.664779245853424,0.190220937132835,1046,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"98","OV","OV",0.14629453420639,0.676826596260071,0.176878854632378,1048,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"99","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,1051,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"100","OV","OV",0.151931539177895,0.655049860477448,0.193018555641174,1056,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"101","STAD","STAD",0.135446384549141,0.154146879911423,0.71040678024292,1058,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"102","OV","OV",0.107597440481186,0.520907878875732,0.371494680643082,1072,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"103","OV","OV",0.145742401480675,0.674272179603577,0.179985404014587,1076,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"104","ESCA","ESCA",0.641179502010345,0.15708301961422,0.201737448573112,1096,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"105","ESCA","ESCA",0.645244002342224,0.155303686857224,0.199452295899391,1101,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"106","ESCA","STAD",0.526849389076233,0.195082232356071,0.278068363666534,1106,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"107","ESCA","ESCA",0.525863885879517,0.196438401937485,0.277697712182999,1114,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"108","ESCA","STAD",0.499833822250366,0.177898794412613,0.322267383337021,1139,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"109","ESCA","ESCA",0.561306238174438,0.169912323355675,0.268781423568726,1148,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"110","ESCA","STAD",0.561481595039368,0.191972866654396,0.246545508503914,1149,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"111","STAD","STAD",0.156441420316696,0.141846373677254,0.701712191104889,1165,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"112","ESCA","ESCA",0.634228408336639,0.157553970813751,0.208217605948448,1167,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"113","STAD","STAD",0.136889606714249,0.145134061574936,0.717976331710815,1172,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"114","OV","OV",0.143900334835052,0.686785638332367,0.169313982129097,1178,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"115","STAD","STAD",0.136889606714249,0.145134061574936,0.717976331710815,1179,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"116","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,1181,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"117","STAD","STAD",0.136889606714249,0.145134061574936,0.717976331710815,1189,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"118","OV","OV",0.144576832652092,0.680902481079102,0.174520716071129,1196,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"119","OV","OV",0.145269125699997,0.672082543373108,0.182648316025734,1198,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"120","STAD","STAD",0.136889606714249,0.145134061574936,0.717976331710815,1201,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"121","STAD","STAD",0.136889606714249,0.145134061574936,0.717976331710815,1204,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"122","STAD","STAD",0.14631824195385,0.154784113168716,0.698897659778595,1207,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"123","STAD","STAD",0.203773781657219,0.197354078292847,0.598872125148773,1223,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"124","OV","STAD",0.156342595815659,0.458751648664474,0.384905725717545,1236,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"125","OV","OV",0.140250742435455,0.648865163326263,0.210884064435959,1237,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"126","STAD","STAD",0.132077693939209,0.18662503361702,0.681297302246094,1240,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"127","OV","OV",0.14678193628788,0.68490481376648,0.168313264846802,1264,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"128","STAD","STAD",0.138809412717819,0.369421809911728,0.491768807172775,1266,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"129","OV","OV",0.219685479998589,0.426429957151413,0.353884547948837,1270,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"130","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,1273,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"131","OV","OV",0.145252555608749,0.672005891799927,0.18274150788784,1279,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"132","STAD","STAD",0.181529089808464,0.144870683550835,0.673600256443024,1296,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"133","STAD","STAD",0.136889606714249,0.145134061574936,0.717976331710815,1298,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"134","ESCA","ESCA",0.645244002342224,0.155303686857224,0.199452295899391,1299,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"135","STAD","STAD",0.214780777692795,0.183613628149033,0.601605594158173,1310,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"136","STAD","STAD",0.117238111793995,0.385472387075424,0.497289478778839,1332,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"137","ESCA","STAD",0.589123547077179,0.175147756934166,0.235728666186333,1339,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"138","STAD","STAD",0.299589157104492,0.144450232386589,0.555960595607758,1345,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"139","STAD","STAD",0.258831799030304,0.176042184233665,0.565126061439514,1366,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"140","STAD","STAD",0.204807698726654,0.141651645302773,0.65354061126709,1377,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"141","STAD","STAD",0.137153968214989,0.145089611411095,0.717756390571594,1388,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"142","STAD","STAD",0.138694852590561,0.198821023106575,0.662484109401703,1398,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"143","STAD","STAD",0.223604813218117,0.162291303277016,0.614103853702545,1412,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"144","STAD","STAD",0.203741952776909,0.166443273425102,0.629814743995667,1414,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"145","STAD","STAD",0.320982575416565,0.141936257481575,0.537081182003021,1416,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"146","OV","OV",0.173199713230133,0.606990396976471,0.219809859991074,1423,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"147","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,1445,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"148","OV","OV",0.144689723849297,0.598779857158661,0.256530463695526,1457,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"149","STAD","STAD",0.179143697023392,0.178003653883934,0.64285272359848,1458,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"150","OV","OV",0.214282810688019,0.613975048065186,0.171742156147957,1465,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"151","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,1480,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"152","OV","OV",0.146813184022903,0.679226100444794,0.173960730433464,1482,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"153","OV","OV",0.145469188690186,0.627187550067902,0.227343216538429,1497,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"154","OV","OV",0.371031522750854,0.428268134593964,0.200700283050537,1510,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"155","OV","OV",0.152138739824295,0.563633501529694,0.284227758646011,1525,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"156","STAD","ESCA",0.294986963272095,0.19248454272747,0.512528479099274,1528,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"157","STAD","STAD",0.137909337878227,0.145888671278954,0.716202020645142,1536,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"158","ESCA","ESCA",0.664168536663055,0.153836876153946,0.181994616985321,1538,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"159","STAD","STAD",0.136237666010857,0.149205356836319,0.714556992053986,1540,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"160","STAD","STAD",0.221810474991798,0.234644293785095,0.543545246124268,1561,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"161","ESCA","ESCA",0.607560634613037,0.151662513613701,0.240776836872101,1603,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"162","OV","OV",0.157189562916756,0.678250670433044,0.164559796452522,1612,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"163","OV","OV",0.155968934297562,0.668305039405823,0.175726026296616,1631,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"164","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,1634,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"165","OV","OV",0.163198933005333,0.632427453994751,0.204373612999916,8,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"166","OV","OV",0.149065300822258,0.667504966259003,0.183429703116417,15,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"167","OV","OV",0.144237995147705,0.68088173866272,0.174880251288414,39,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"168","OV","OV",0.172194331884384,0.616897761821747,0.210907876491547,40,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"169","OV","OV",0.14539922773838,0.674966990947723,0.179633751511574,66,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"170","OV","OV",0.144136741757393,0.678413689136505,0.177449524402618,74,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"171","STAD","STAD",0.204683765769005,0.208602368831635,0.5867138504982,83,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"172","OV","STAD",0.149197652935982,0.668097674846649,0.182704716920853,87,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"173","STAD","STAD",0.359988331794739,0.152374505996704,0.487637132406235,101,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"174","OV","STAD",0.30705600976944,0.45882186293602,0.234122097492218,105,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"175","OV","STAD",0.249774172902107,0.399741977453232,0.350483804941177,127,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"176","OV","OV",0.144136741757393,0.678413689136505,0.177449524402618,128,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"177","OV","OV",0.145472779870033,0.677354693412781,0.177172526717186,131,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"178","OV","OV",0.144614666700363,0.680663228034973,0.17472206056118,135,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"179","OV","OV",0.253199487924576,0.531991422176361,0.214809074997902,141,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"180","OV","OV",0.171186164021492,0.615161657333374,0.213652178645134,143,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"181","OV","OV",0.144136741757393,0.678413689136505,0.177449524402618,162,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"182","OV","OV",0.144136741757393,0.678413689136505,0.177449524402618,164,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"183","OV","OV",0.144136741757393,0.678413689136505,0.177449524402618,167,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"184","OV","OV",0.133409380912781,0.621184766292572,0.245405852794647,175,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"185","OV","OV",0.149065300822258,0.667504966259003,0.183429703116417,186,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"186","STAD","STAD",0.153583511710167,0.345804572105408,0.500611960887909,213,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"187","OV","OV",0.144136741757393,0.678413689136505,0.177449524402618,218,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"188","OV","OV",0.144136741757393,0.678413689136505,0.177449524402618,227,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"189","ESCA","ESCA",0.660013794898987,0.15404000878334,0.185946211218834,228,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"190","STAD","STAD",0.18275360763073,0.162254989147186,0.654991388320923,235,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"191","OV","OV",0.144257664680481,0.678982853889465,0.176759511232376,265,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"192","OV","OV",0.144136741757393,0.678413689136505,0.177449524402618,266,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"193","OV","OV",0.193738743662834,0.564461827278137,0.241799414157867,271,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"194","OV","OV",0.144136741757393,0.678413689136505,0.177449524402618,292,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"195","OV","OV",0.144136741757393,0.678413689136505,0.177449524402618,308,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"196","OV","OV",0.144136741757393,0.678413689136505,0.177449524402618,318,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"197","OV","OV",0.144136741757393,0.678413689136505,0.177449524402618,327,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"198","OV","OV",0.147980883717537,0.66983699798584,0.182182118296623,332,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"199","OV","OV",0.144136741757393,0.678413689136505,0.177449524402618,350,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"200","OV","OV",0.195722013711929,0.572123169898987,0.232154846191406,356,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"201","OV","OV",0.154566004872322,0.670146763324738,0.175287187099457,373,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"202","OV","OV",0.166063964366913,0.661032736301422,0.172903269529343,394,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
