"","pred","obs","ESCA","OV","STAD","rowIndex","nrounds","max_depth","eta","gamma","colsample_bytree","min_child_weight","subsample","Resample"
"1","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,9,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"2","OV","OV",0.18435126543045,0.621224403381348,0.194424346089363,22,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"3","STAD","STAD",0.12256944924593,0.234562456607819,0.642868101596832,24,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"4","STAD","STAD",0.172226786613464,0.172664567828178,0.655108630657196,25,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"5","OV","OV",0.214282810688019,0.613975048065186,0.171742156147957,50,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"6","OV","STAD",0.146813184022903,0.679226100444794,0.173960730433464,53,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"7","STAD","STAD",0.142321079969406,0.1558678150177,0.701811134815216,89,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"8","OV","OV",0.147641688585281,0.68305915594101,0.169299140572548,94,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"9","STAD","STAD",0.148338735103607,0.220211252570152,0.631450057029724,123,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"10","STAD","STAD",0.137153968214989,0.145089611411095,0.717756390571594,126,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"11","STAD","STAD",0.179151087999344,0.348083317279816,0.47276559472084,134,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"12","STAD","STAD",0.204128578305244,0.189772516489029,0.606098890304565,211,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"13","OV","OV",0.200548514723778,0.563484907150269,0.235966548323631,229,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"14","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,236,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"15","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,239,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"16","OV","OV",0.142797321081161,0.660646855831146,0.196555778384209,247,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"17","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,251,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"18","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,254,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"19","OV","OV",0.176655128598213,0.491792321205139,0.331552594900131,256,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"20","STAD","STAD",0.216799572110176,0.163367167115211,0.61983323097229,260,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"21","OV","OV",0.174084052443504,0.615776598453522,0.21013930439949,279,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"22","OV","OV",0.140600979328156,0.650485575199127,0.208913415670395,290,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"23","OV","OV",0.185491472482681,0.596258163452148,0.218250319361687,296,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"24","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,336,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"25","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,351,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"26","OV","STAD",0.146336197853088,0.677019357681274,0.176644489169121,361,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"27","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,374,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"28","OV","OV",0.148884400725365,0.641912162303925,0.209203407168388,382,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"29","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,409,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"30","OV","OV",0.14433316886425,0.667752385139465,0.187914460897446,412,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"31","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,414,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"32","OV","OV",0.14433316886425,0.667752385139465,0.187914460897446,422,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"33","STAD","STAD",0.247788235545158,0.161419600248337,0.590792119503021,459,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"34","STAD","STAD",0.152674108743668,0.1618692278862,0.685456693172455,462,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"35","OV","STAD",0.130884751677513,0.464766353368759,0.404348909854889,469,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"36","ESCA","ESCA",0.651903510093689,0.14994053542614,0.198155954480171,497,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"37","OV","OV",0.136641189455986,0.687993228435516,0.175365567207336,510,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"38","OV","OV",0.177453309297562,0.613754093647003,0.208792582154274,516,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"39","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,535,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"40","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,539,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"41","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,550,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"42","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,555,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"43","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,562,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"44","OV","OV",0.220598787069321,0.567463517189026,0.211937680840492,585,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"45","OV","OV",0.144999846816063,0.664779245853424,0.190220937132835,586,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"46","OV","OV",0.321755886077881,0.448623895645142,0.2296202480793,591,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"47","ESCA","OV",0.419286757707596,0.380369424819946,0.200343802571297,597,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"48","ESCA","OV",0.394614577293396,0.379068523645401,0.226316913962364,600,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"49","OV","OV",0.222859933972359,0.563030004501343,0.214110046625137,605,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"50","STAD","STAD",0.21032552421093,0.170379266142845,0.619295239448547,606,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"51","STAD","STAD",0.136237666010857,0.149205356836319,0.714556992053986,612,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"52","STAD","STAD",0.136889606714249,0.145134061574936,0.717976331710815,614,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"53","STAD","STAD",0.229056492447853,0.160810500383377,0.610132992267609,624,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"54","STAD","STAD",0.154775947332382,0.166184976696968,0.679039061069489,645,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"55","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,667,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"56","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,673,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"57","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,676,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"58","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,677,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"59","OV","OV",0.142677396535873,0.660092055797577,0.197230562567711,680,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"60","OV","OV",0.341559112071991,0.384690076112747,0.273750841617584,690,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"61","OV","OV",0.151931539177895,0.655049860477448,0.193018555641174,693,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"62","STAD","STAD",0.136889606714249,0.145134061574936,0.717976331710815,695,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"63","OV","OV",0.153664797544479,0.670129418373108,0.176205739378929,719,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"64","STAD","STAD",0.172171115875244,0.228514567017555,0.599314332008362,721,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"65","STAD","STAD",0.274166971445084,0.151722207665443,0.574110805988312,726,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"66","STAD","STAD",0.274839401245117,0.1984873265028,0.526673316955566,727,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"67","STAD","STAD",0.267458230257034,0.228318125009537,0.504223644733429,728,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"68","STAD","STAD",0.136889606714249,0.145134061574936,0.717976331710815,732,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"69","STAD","STAD",0.138869136571884,0.144801199436188,0.71632969379425,736,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"70","STAD","STAD",0.160989090800285,0.344702392816544,0.49430850148201,740,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"71","ESCA","ESCA",0.433734744787216,0.157705813646317,0.408559441566467,743,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"72","ESCA","ESCA",0.674173057079315,0.147843718528748,0.177983209490776,745,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"73","ESCA","ESCA",0.608967006206512,0.168435171246529,0.222597792744637,747,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"74","ESCA","ESCA",0.60871171951294,0.151949852705002,0.239338427782059,761,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"75","OV","OV",0.208320543169975,0.536375761032104,0.255303710699081,763,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"76","ESCA","ESCA",0.674173057079315,0.147843718528748,0.177983209490776,767,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"77","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,772,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"78","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,780,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"79","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,782,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"80","ESCA","STAD",0.623127818107605,0.184340015053749,0.192532122135162,795,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"81","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,797,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"82","OV","OV",0.156419962644577,0.669022142887115,0.174557909369469,808,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"83","OV","OV",0.146336197853088,0.677019357681274,0.176644489169121,827,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"84","STAD","STAD",0.192786574363708,0.150865614414215,0.656347811222076,842,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"85","OV","OV",0.146813184022903,0.679226100444794,0.173960730433464,847,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"86","STAD","STAD",0.135446384549141,0.154146879911423,0.71040678024292,860,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"87","OV","OV",0.14629453420639,0.676826596260071,0.176878854632378,865,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"88","STAD","STAD",0.136441305279732,0.210420057177544,0.653138637542725,937,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"89","ESCA","ESCA",0.616738379001617,0.148442670702934,0.234818950295448,954,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"90","OV","OV",0.144100874662399,0.681281328201294,0.174617826938629,970,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"91","STAD","STAD",0.137762740254402,0.146059781312943,0.716177463531494,973,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"92","ESCA","OV",0.568898141384125,0.185694605112076,0.245407238602638,974,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"93","ESCA","ESCA",0.597446799278259,0.188089206814766,0.214464038610458,1005,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
