"","pred","obs","BLCA","BRCA","CESC","COAD","ESCA","GBM","KIRC","LGG","LUAD","OV","PRAD","STAD","THCA","UCS","rowIndex","nrounds","max_depth","eta","gamma","colsample_bytree","min_child_weight","subsample","Resample"
"232","KIRC","KIRC",0.0336350612342358,0.0336375720798969,0.0336366072297096,0.0336370244622231,0.0335753783583641,0.0335756354033947,0.561982929706573,0.0336040817201138,0.0336002036929131,0.0345369949936867,0.0336213521659374,0.0336885042488575,0.0336254090070724,0.0336432494223118,78,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"233","KIRC","KIRC",0.030730040743947,0.0313532203435898,0.0304419174790382,0.0304422955960035,0.0303865037858486,0.0303867347538471,0.603209793567657,0.0304124802350998,0.0304089710116386,0.0304313320666552,0.030428109690547,0.0304888859391212,0.0304317809641361,0.0304479282349348,82,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"234","KIRC","KIRC",0.0452907755970955,0.0452941544353962,0.0452928580343723,0.0452934205532074,0.0452104099094868,0.0452107563614845,0.411422967910767,0.045249056071043,0.0452438369393349,0.0452771075069904,0.0452723130583763,0.0453627370297909,0.0452777780592442,0.0453017987310886,96,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"235","GBM","GBM",0.0348748899996281,0.0342150516808033,0.0341678187251091,0.0341682434082031,0.0341056250035763,0.552456974983215,0.0366459712386131,0.034134779125452,0.0341308377683163,0.0341559387743473,0.0341523215174675,0.0342205353081226,0.0343964397907257,0.0341745652258396,113,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"236","GBM","GBM",0.0342002734541893,0.0342028252780437,0.0342018492519855,0.0342022739350796,0.0341395884752274,0.553007185459137,0.0366824679076672,0.0341687723994255,0.0341648310422897,0.0341899544000626,0.0341863334178925,0.034254614263773,0.0341904573142529,0.0342086032032967,122,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"237","KIRC","KIRC",0.0335813798010349,0.0335838831961155,0.0335829220712185,0.0335833393037319,0.0335217900574207,0.034525390714407,0.561085999011993,0.0335504487156868,0.0335465781390667,0.0350745804607868,0.0335676893591881,0.0336347334086895,0.0335717387497425,0.0335895530879498,130,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"238","KIRC","KIRC",0.0336657650768757,0.0336682796478271,0.0336673147976398,0.0336677320301533,0.0336060300469398,0.0336062870919704,0.562495946884155,0.0336347594857216,0.0336308777332306,0.0336556062102318,0.0336520448327065,0.0337192565202713,0.0336561053991318,0.0336739607155323,147,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"239","KIRC","KIRC",0.0336657650768757,0.0336682796478271,0.0336673147976398,0.0336677320301533,0.0336060300469398,0.0336062870919704,0.562495946884155,0.0336347594857216,0.0336308777332306,0.0336556062102318,0.0336520448327065,0.0337192565202713,0.0336561053991318,0.0336739607155323,153,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"240","KIRC","KIRC",0.0595575720071793,0.0595620200037956,0.0595603138208389,0.0595610477030277,0.0594518929719925,0.0594523437321186,0.226018592715263,0.0595027096569538,0.0594958439469337,0.0595395937561989,0.0595332905650139,0.0596521981060505,0.0595404766499996,0.0595720671117306,167,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"241","KIRC","KIRC",0.0304289143532515,0.0304311849176884,0.0304303169250488,0.0304306913167238,0.0303749218583107,0.0303751546889544,0.604560554027557,0.030400887131691,0.030397379770875,0.0304197315126657,0.0304165128618479,0.03047726303339,0.0304201804101467,0.0304363220930099,176,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"242","OV","OV",0.0359568893909454,0.0359595715999603,0.035958543419838,0.0359589904546738,0.0362591072916985,0.0358933582901955,0.038549330085516,0.0359237715601921,0.0359196253120899,0.502990365028381,0.035942230373621,0.0627759695053101,0.0359465666115284,0.0359656438231468,187,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"243","OV","OV",0.0360777005553246,0.0360803939402103,0.0360793620347977,0.0360798053443432,0.0360136851668358,0.0360139571130276,0.0386788509786129,0.0360444709658623,0.0360403098165989,0.524292051792145,0.0360629931092262,0.0403825528919697,0.0360673442482948,0.036086481064558,188,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"244","OV","OV",0.0360160805284977,0.0360187701880932,0.0360177420079708,0.0360181890428066,0.0363187976181507,0.0359524488449097,0.0386127904057503,0.0359829105436802,0.0359787568449974,0.503818452358246,0.0360014028847218,0.0612330920994282,0.0360057428479195,0.0360248498618603,189,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"245","OV","OV",0.0464104600250721,0.0464139208197594,0.0464125946164131,0.0464131645858288,0.0468971356749535,0.0463284626603127,0.0514717735350132,0.0463677085936069,0.0463623553514481,0.32353612780571,0.0463915392756462,0.114175833761692,0.0463971383869648,0.046421755105257,191,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"246","GBM","GBM",0.0341859199106693,0.0341884717345238,0.0341874919831753,0.0341879166662693,0.0341252610087395,0.552775084972382,0.0367415063083172,0.0341544300317764,0.0341504886746407,0.0345208644866943,0.0341719835996628,0.0342402346432209,0.0341761074960232,0.0341942422091961,203,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"247","OV","OV",0.0357356332242489,0.0357383005321026,0.0357372798025608,0.0357377231121063,0.0361103788018227,0.0356724932789803,0.0383121222257614,0.035702720284462,0.0356986001133919,0.499895304441452,0.0357210673391819,0.0684687197208405,0.0357253737747669,0.0357443317770958,209,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"248","STAD","STAD",0.0375385694205761,0.0385346561670303,0.0422168262302876,0.0515847392380238,0.13810370862484,0.0303362198174,0.032783005386591,0.0497151240706444,0.0406499281525612,0.0390586256980896,0.0559472106397152,0.372885495424271,0.0403330326080322,0.0303128678351641,211,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"249","KIRC","KIRC",0.0312328767031431,0.03123520873487,0.0312343146651983,0.0312347020953894,0.0311774574220181,0.0311776958405972,0.594112634658813,0.0312041100114584,0.0312005095183849,0.031223451718688,0.0312201455235481,0.0312825031578541,0.0312239117920399,0.0312404800206423,239,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"250","OV","OV",0.0375343970954418,0.0375371985137463,0.0375361256301403,0.0375365912914276,0.0377118065953255,0.0374680794775486,0.0376310907304287,0.0374998264014721,0.0374954976141453,0.492487192153931,0.037519097328186,0.0569759830832481,0.0375236235558987,0.0375435352325439,261,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"251","OV","OV",0.0450767427682877,0.0450801067054272,0.0450788214802742,0.045079380273819,0.0461231395602226,0.0449971035122871,0.045192863792181,0.0450352281332016,0.0450300313532352,0.388608992099762,0.0450583696365356,0.0694876909255981,0.0450638085603714,0.0450877211987972,263,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"252","OV","OV",0.0358083806931973,0.0358110517263412,0.0358100309967995,0.035810474306345,0.0361093506217003,0.0357451140880585,0.03839011490345,0.035775400698185,0.0357712730765343,0.500912964344025,0.0357937850058079,0.0666468665003777,0.0357981026172638,0.0358170978724957,269,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"253","STAD","STAD",0.042544711381197,0.0425478890538216,0.0425466671586037,0.0425471924245358,0.201145961880684,0.0424695424735546,0.0431142374873161,0.0425055213272572,0.0425006151199341,0.045494232326746,0.0425273664295673,0.28496852517128,0.0425324998795986,0.0425550639629364,272,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"254","GBM","GBM",0.0342539250850677,0.0342564806342125,0.034255500882864,0.034255925565958,0.034193143248558,0.553874671459198,0.0348253697156906,0.0342223718762398,0.0342184230685234,0.0345895364880562,0.0342399589717388,0.034308347851038,0.0342440903186798,0.0342622622847557,281,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"255","KIRC","KIRC",0.0335649363696575,0.0335674397647381,0.0335664786398411,0.0335668958723545,0.0335053764283657,0.0335056334733963,0.560811281204224,0.0335340201854706,0.0335301496088505,0.0338937975466251,0.0335512533783913,0.0362743735313416,0.0335553027689457,0.033573105931282,311,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"256","KIRC","KIRC",0.0312328767031431,0.03123520873487,0.0312343146651983,0.0312347020953894,0.0311774574220181,0.0311776958405972,0.594112634658813,0.0312041100114584,0.0312005095183849,0.031223451718688,0.0312201455235481,0.0312825031578541,0.0312239117920399,0.0312404800206423,316,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"257","KIRC","KIRC",0.0414939410984516,0.0414970368146896,0.0414958484470844,0.0414963625371456,0.0414203144609928,0.0414206311106682,0.460764765739441,0.0414557196199894,0.0414509400725365,0.0414814166724682,0.0414770245552063,0.0415598712861538,0.0414820313453674,0.0415040403604507,323,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"258","KIRC","KIRC",0.0333353504538536,0.033337838947773,0.0333368852734566,0.0333372987806797,0.0332762002944946,0.0332764536142349,0.566789865493774,0.0333046466112137,0.033300805836916,0.0333252921700478,0.0333217643201351,0.0333883166313171,0.0333257839083672,0.033343467861414,331,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"259","KIRC","KIRC",0.0410105958580971,0.0410136543214321,0.0410124808549881,0.0410129874944687,0.0409378223121166,0.0409381352365017,0.467046111822128,0.0409728176891804,0.0409680940210819,0.0409982167184353,0.0409938767552376,0.0410757511854172,0.0409988239407539,0.0410205759108067,333,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"260","KIRC","KIRC",0.0336657650768757,0.0336682796478271,0.0336673147976398,0.0336677320301533,0.0336060300469398,0.0336062870919704,0.562495946884155,0.0336347594857216,0.0336308777332306,0.0336556062102318,0.0336520448327065,0.0337192565202713,0.0336561053991318,0.0336739607155323,339,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"261","KIRC","KIRC",0.0328987278044224,0.0329011864960194,0.0329002439975739,0.0329006500542164,0.0328403525054455,0.0328406058251858,0.572464048862457,0.0328684262931347,0.0328646339476109,0.032888799905777,0.0328853167593479,0.0329510010778904,0.0328892879188061,0.0329067371785641,348,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"262","KIRC","KIRC",0.0417873524129391,0.0417904704809189,0.0417892746627331,0.0417897962033749,0.0417132042348385,0.0417135208845139,0.456951797008514,0.0417488627135754,0.0417440459132195,0.0417747385799885,0.0417703203856945,0.0418537482619286,0.0417753607034683,0.0417975261807442,351,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"263","KIRC","KIRC",0.0414535664021969,0.0414566583931446,0.0414554737508297,0.0414559878408909,0.0413800105452538,0.0413803271949291,0.461289525032043,0.0414153859019279,0.041410606354475,0.0414410568773746,0.0414366684854031,0.0415194295346737,0.0414416678249836,0.0414636544883251,357,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"264","OV","OV",0.0363173000514507,0.0363200083374977,0.0363189727067947,0.0363194234669209,0.0371603555977345,0.0362531319260597,0.0364108569920063,0.0362838506698608,0.0362796634435654,0.508032083511353,0.0363024957478046,0.0553688555955887,0.0363068729639053,0.036326140165329,369,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"265","STAD","STAD",0.033523790538311,0.0328895151615143,0.0328441150486469,0.0328445211052895,0.0548252873122692,0.0368379540741444,0.0363455079495907,0.0328123532235622,0.0328085646033287,0.048575684428215,0.0328292138874531,0.526949048042297,0.0330638773739338,0.0328505970537663,383,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"266","OV","OV",0.0367723777890205,0.0360766425728798,0.0360268391668797,0.0360272862017155,0.0401661284267902,0.0359615311026573,0.0386225469410419,0.0359920002520084,0.0359878465533257,0.503945708274841,0.0360104963183403,0.0561087690293789,0.0362678989768028,0.0360339507460594,436,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"267","OV","OV",0.033750057220459,0.0337525755167007,0.0337516106665134,0.0337520316243172,0.0362296067178249,0.0336904264986515,0.0361833907663822,0.0337189733982086,0.0337150804698467,0.47211965918541,0.0337362997233868,0.11810164898634,0.033740371465683,0.0337582752108574,450,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"268","OV","OV",0.0333865396678448,0.0333890318870544,0.033388078212738,0.0333884917199612,0.043319296091795,0.0333275534212589,0.0358893163502216,0.0333557911217213,0.033351942896843,0.467034518718719,0.0333729311823845,0.120024882256985,0.0333769582211971,0.033394668251276,452,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"269","OV","OV",0.0351409912109375,0.0351436138153076,0.0351426117122173,0.0351430475711823,0.0456898212432861,0.0350789055228233,0.0377752892673016,0.0351086258888245,0.03510457649827,0.491577059030533,0.0351266674697399,0.073688343167305,0.0351309068500996,0.0351495482027531,453,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"270","GBM","GBM",0.0342002734541893,0.0342028252780437,0.0342018492519855,0.0342022739350796,0.0341395884752274,0.553007185459137,0.0366824679076672,0.0341687723994255,0.0341648310422897,0.0341899544000626,0.0341863334178925,0.034254614263773,0.0341904573142529,0.0342086032032967,471,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"271","GBM","GBM",0.0342002734541893,0.0342028252780437,0.0342018492519855,0.0342022739350796,0.0341395884752274,0.553007185459137,0.0366824679076672,0.0341687723994255,0.0341648310422897,0.0341899544000626,0.0341863334178925,0.034254614263773,0.0341904573142529,0.0342086032032967,477,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"272","KIRC","KIRC",0.0332281142473221,0.0332305915653706,0.0332296416163445,0.0332300551235676,0.0331691540777683,0.0331694073975086,0.568183541297913,0.0331975109875202,0.0331936776638031,0.0332180857658386,0.0332145690917969,0.0332809090614319,0.033218577504158,0.0332362055778503,510,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"273","KIRC","KIRC",0.030004171654582,0.0300064105540514,0.0300055500119925,0.0300059225410223,0.0299509298056364,0.0299511589109898,0.610080301761627,0.0299765337258577,0.0299730747938156,0.0299951136112213,0.029991939663887,0.0300518441945314,0.0299955569207668,0.0300114750862122,523,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"274","KIRC","KIRC",0.0304382350295782,0.0304405074566603,0.0304396357387304,0.0304400119930506,0.0303842257708311,0.0303844567388296,0.604439437389374,0.030410198494792,0.030406691133976,0.0304290484637022,0.0304258279502392,0.0304865967482328,0.0304294992238283,0.030445646494627,539,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"275","KIRC","KIRC",0.0312328767031431,0.03123520873487,0.0312343146651983,0.0312347020953894,0.0311774574220181,0.0311776958405972,0.594112634658813,0.0312041100114584,0.0312005095183849,0.031223451718688,0.0312201455235481,0.0312825031578541,0.0312239117920399,0.0312404800206423,546,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"276","KIRC","KIRC",0.0312328767031431,0.03123520873487,0.0312343146651983,0.0312347020953894,0.0311774574220181,0.0311776958405972,0.594112634658813,0.0312041100114584,0.0312005095183849,0.031223451718688,0.0312201455235481,0.0312825031578541,0.0312239117920399,0.0312404800206423,554,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"277","KIRC","KIRC",0.0414535664021969,0.0414566583931446,0.0414554737508297,0.0414559878408909,0.0413800105452538,0.0413803271949291,0.461289525032043,0.0414153859019279,0.041410606354475,0.0414410568773746,0.0414366684854031,0.0415194295346737,0.0414416678249836,0.0414636544883251,557,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"278","KIRC","KIRC",0.0417873524129391,0.0417904704809189,0.0417892746627331,0.0417897962033749,0.0417132042348385,0.0417135208845139,0.456951797008514,0.0417488627135754,0.0417440459132195,0.0417747385799885,0.0417703203856945,0.0418537482619286,0.0417753607034683,0.0417975261807442,603,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"279","KIRC","KIRC",0.0301081705838442,0.0301104169338942,0.0301095545291901,0.0301099289208651,0.0300547443330288,0.0300549734383821,0.60872882604599,0.0300804376602173,0.0300769656896591,0.0300990827381611,0.0300958976149559,0.0301560088992119,0.0300995279103518,0.0301154982298613,612,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"280","KIRC","KIRC",0.0573410913348198,0.0573453679680824,0.0573437288403511,0.0573444329202175,0.0572393462061882,0.0572397820651531,0.254822939634323,0.0572882667183876,0.0572816580533981,0.0573237799108028,0.0573177114129066,0.0574321933090687,0.0573246330022812,0.0573550462722778,634,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"281","KIRC","KIRC",0.0336657650768757,0.0336682796478271,0.0336673147976398,0.0336677320301533,0.0336060300469398,0.0336062870919704,0.562495946884155,0.0336347594857216,0.0336308777332306,0.0336556062102318,0.0336520448327065,0.0337192565202713,0.0336561053991318,0.0336739607155323,647,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"282","KIRC","KIRC",0.0336448103189468,0.033647321164608,0.0336463563144207,0.0336467735469341,0.0335851088166237,0.0342078655958176,0.562145829200745,0.0336138196289539,0.0336099416017532,0.0336346551775932,0.0336310938000679,0.0336982682347298,0.0336351543664932,0.0336530022323132,663,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"283","KIRC","KIRC",0.041827667504549,0.0418307892978191,0.0418295934796333,0.0418301150202751,0.0417534522712231,0.0417537689208984,0.456427842378616,0.0417891442775726,0.0417843237519264,0.0418150462210178,0.0418106205761433,0.0418941304087639,0.0418156646192074,0.041837852448225,664,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"284","KIRC","KIRC",0.0328987278044224,0.0329011864960194,0.0329002439975739,0.0329006500542164,0.0328403525054455,0.0328406058251858,0.572464048862457,0.0328684262931347,0.0328646339476109,0.032888799905777,0.0328853167593479,0.0329510010778904,0.0328892879188061,0.0329067371785641,673,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"285","KIRC","KIRC",0.0304289143532515,0.0304311849176884,0.0304303169250488,0.0304306913167238,0.0303749218583107,0.0303751546889544,0.604560554027557,0.030400887131691,0.030397379770875,0.0304197315126657,0.0304165128618479,0.03047726303339,0.0304201804101467,0.0304363220930099,675,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"286","KIRC","KIRC",0.0336657650768757,0.0336682796478271,0.0336673147976398,0.0336677320301533,0.0336060300469398,0.0336062870919704,0.562495946884155,0.0336347594857216,0.0336308777332306,0.0336556062102318,0.0336520448327065,0.0337192565202713,0.0336561053991318,0.0336739607155323,677,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"287","KIRC","KIRC",0.0336448103189468,0.033647321164608,0.0336463563144207,0.0336467735469341,0.0335851088166237,0.0342078655958176,0.562145829200745,0.0336138196289539,0.0336099416017532,0.0336346551775932,0.0336310938000679,0.0336982682347298,0.0336351543664932,0.0336530022323132,684,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"288","KIRC","KIRC",0.0335520170629025,0.033554520457983,0.033553559333086,0.0335539728403091,0.035533033311367,0.033492736518383,0.560595393180847,0.0335211120545864,0.0335172452032566,0.0348802171647549,0.0335383377969265,0.0336053259670734,0.0335423871874809,0.0335601828992367,692,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"289","STAD","STAD",0.0385548882186413,0.0385577641427517,0.0385566651821136,0.0385571420192719,0.0511782504618168,0.0384867712855339,0.0414790324866772,0.0385193787515163,0.0385149344801903,0.101008974015713,0.0385391712188721,0.420938968658447,0.0385438241064548,0.0385642759501934,693,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"290","OV","OV",0.036010917276144,0.0360136032104492,0.0360125750303268,0.0360130220651627,0.0364569611847401,0.0359472930431366,0.0386072546243668,0.0359777510166168,0.0359736010432243,0.503746151924133,0.0359962396323681,0.0612243078649044,0.0360005795955658,0.0360196866095066,729,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"291","KIRC","KIRC",0.0413449667394161,0.0413480512797832,0.0413468703627586,0.0413473844528198,0.0412716045975685,0.0412719212472439,0.46270078420639,0.0413068868219852,0.0413021184504032,0.0413324907422066,0.0413281172513962,0.0414106585085392,0.0413331016898155,0.0413550324738026,733,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"292","OV","OV",0.0377126820385456,0.0377154983580112,0.0377144180238247,0.0377148874104023,0.0376457683742046,0.0376460514962673,0.0378098376095295,0.0376779474318027,0.0376736037433147,0.492289423942566,0.0376973114907742,0.0552787929773331,0.0377018600702286,0.0377218686044216,744,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"293","KIRC","KIRC",0.0332281142473221,0.0332305915653706,0.0332296416163445,0.0332300551235676,0.0331691540777683,0.0331694073975086,0.568183541297913,0.0331975109875202,0.0331936776638031,0.0332180857658386,0.0332145690917969,0.0332809090614319,0.033218577504158,0.0332362055778503,748,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"294","GBM","GBM",0.0342002734541893,0.0342028252780437,0.0342018492519855,0.0342022739350796,0.0341395884752274,0.553007185459137,0.0366824679076672,0.0341687723994255,0.0341648310422897,0.0341899544000626,0.0341863334178925,0.034254614263773,0.0341904573142529,0.0342086032032967,750,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"295","OV","OV",0.0355649664998055,0.035567618906498,0.0355666056275368,0.035567045211792,0.0358638912439346,0.035502128303051,0.0381291508674622,0.0355322100222111,0.0355281084775925,0.497507899999619,0.0355504676699638,0.0729914680123329,0.0355547592043877,0.0355736240744591,783,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"296","OV","OV",0.0362522602081299,0.0362549647688866,0.0362539291381836,0.0362543798983097,0.036187931895256,0.0361882075667381,0.0388659946620464,0.0362188704311848,0.0362146906554699,0.507122218608856,0.0362374819815159,0.0554461367428303,0.036241851747036,0.0362610854208469,784,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"297","KIRC","KIRC",0.0335969775915146,0.0335994847118855,0.0335985235869884,0.0335989408195019,0.0355806536972523,0.0335376188158989,0.561346650123596,0.0335660316050053,0.0335621610283852,0.0335868373513222,0.0335832834243774,0.0336503610014915,0.0335873365402222,0.03360515832901,787,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"298","OV","OV",0.0358083806931973,0.0358110517263412,0.0358100309967995,0.035810474306345,0.0361093506217003,0.0357451140880585,0.03839011490345,0.035775400698185,0.0357712730765343,0.500912964344025,0.0357937850058079,0.0666468665003777,0.0357981026172638,0.0358170978724957,804,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"299","KIRC","KIRC",0.0417795665562153,0.0426268167793751,0.0413878411054611,0.0413883551955223,0.041312500834465,0.0413128174841404,0.460536956787109,0.0413478203117847,0.0413430482149124,0.0413734465837479,0.0413690693676472,0.0414516925811768,0.0413740575313568,0.0413960106670856,809,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"300","STAD","STAD",0.0293151810765266,0.029317369684577,0.0293165296316147,0.0293168947100639,0.0313626378774643,0.0292633883655071,0.0314287655055523,0.0292881820350885,0.0292848013341427,0.16345751285553,0.0293032340705395,0.480716466903687,0.0293067693710327,0.0293223187327385,821,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"301","OV","OV",0.0363317541778088,0.036334466189146,0.041111059486866,0.0363338775932789,0.0362672880291939,0.036267563700676,0.0389512255787849,0.036298293620348,0.0362941026687622,0.508234262466431,0.0363169461488724,0.0485972464084625,0.0363213270902634,0.0363406017422676,844,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"302","OV","OV",0.034481905400753,0.0344844795763493,0.0344834960997105,0.0344839207828045,0.0622848868370056,0.034420982003212,0.0369680039584637,0.0344501473009586,0.0344461724162102,0.482357293367386,0.0344678498804569,0.0737085044384003,0.03447200730443,0.0344903022050858,852,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"303","GBM","GBM",0.0341969206929207,0.0341994762420654,0.0341984964907169,0.034198921173811,0.0341362431645393,0.552953004837036,0.0367768928408623,0.0341654233634472,0.0341614820063114,0.0341866016387939,0.0341829843819141,0.0342512577772141,0.0341871082782745,0.0342052467167377,855,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"304","OV","OV",0.036010917276144,0.0360136032104492,0.0360125750303268,0.0360130220651627,0.0364569611847401,0.0359472930431366,0.0386072546243668,0.0359777510166168,0.0359736010432243,0.503746151924133,0.0359962396323681,0.0612243078649044,0.0360005795955658,0.0360196866095066,882,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"305","GBM","GBM",0.034084640443325,0.0340871848165989,0.0340862087905407,0.0340866334736347,0.0340241603553295,0.551137387752533,0.039939533919096,0.0340532474219799,0.034049317240715,0.034074354916811,0.0340707451105118,0.0341387949883938,0.0340748578310013,0.03409294039011,892,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"306","GBM","GBM",0.0342002734541893,0.0342028252780437,0.0342018492519855,0.0342022739350796,0.0341395884752274,0.553007185459137,0.0366824679076672,0.0341687723994255,0.0341648310422897,0.0341899544000626,0.0341863334178925,0.034254614263773,0.0341904573142529,0.0342086032032967,899,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"307","KIRC","KIRC",0.041810005903244,0.0418131276965141,0.041811928153038,0.0418124496936798,0.0417358204722404,0.0417361371219158,0.456235110759735,0.0417715013027191,0.0417666807770729,0.0422196574509144,0.0417929664254189,0.0418764390051365,0.0417980067431927,0.0418201871216297,903,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"308","STAD","STAD",0.0416333824396133,0.0416364930570126,0.0416353009641171,0.0416358150541782,0.21822127699852,0.0415598303079605,0.0453064329922199,0.041595034301281,0.0415902324020863,0.0754785761237144,0.0416164100170135,0.24482624232769,0.0416214354336262,0.0416435152292252,907,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"309","GBM","GBM",0.0339620895683765,0.0339646227657795,0.0339636504650116,0.0339640714228153,0.0339018255472183,0.54915577173233,0.0364269949495792,0.0339308083057404,0.0339268930256367,0.0409162789583206,0.0339482463896275,0.0340160503983498,0.0339523404836655,0.0339703559875488,910,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"310","OV","OV",0.0365061648190022,0.0365088917315006,0.0365078486502171,0.0365082994103432,0.0364413894712925,0.0364416651427746,0.0391382090747356,0.0364725440740585,0.0364683344960213,0.510674059391022,0.0364912860095501,0.0488305389881134,0.0364956893026829,0.0365150533616543,926,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"311","OV","OV",0.0350179746747017,0.0350205861032009,0.0350195877254009,0.0350200235843658,0.0454360954463482,0.0349561050534248,0.041014838963747,0.0349857211112976,0.0349816866219044,0.4898561835289,0.035003699362278,0.0736530497670174,0.0350079238414764,0.0350265018641949,929,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"312","GBM","GBM",0.0342002734541893,0.0342028252780437,0.0342018492519855,0.0342022739350796,0.0341395884752274,0.553007185459137,0.0366824679076672,0.0341687723994255,0.0341648310422897,0.0341899544000626,0.0341863334178925,0.034254614263773,0.0341904573142529,0.0342086032032967,944,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"313","OV","OV",0.0371860079467297,0.037188783288002,0.037187721580267,0.0371881797909737,0.0529386885464191,0.037120308727026,0.0372818037867546,0.0371517576277256,0.0371474735438824,0.488701730966568,0.0371708497405052,0.0493663474917412,0.0371753387153149,0.0371950604021549,951,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
