"","pred","obs","BLCA","BRCA","CESC","COAD","ESCA","GBM","KIRC","LGG","LUAD","OV","PRAD","STAD","THCA","UCS","rowIndex","nrounds","max_depth","eta","gamma","colsample_bytree","min_child_weight","subsample","Resample"
"21","GBM","GBM",0.0342283435165882,0.034210279583931,0.0342127270996571,0.0342106483876705,0.034166943281889,0.555132150650024,0.0342997573316097,0.0341715104877949,0.0342247523367405,0.0342269390821457,0.0342158116400242,0.0342403575778008,0.0342265553772449,0.0342332310974598,202,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"22","GBM","GBM",0.0345644876360893,0.0343920439481735,0.0341852493584156,0.0341831706464291,0.0341394990682602,0.55468624830246,0.0342722088098526,0.0341440662741661,0.0341972634196281,0.034199446439743,0.0341883301734924,0.0342128574848175,0.0344293639063835,0.0342057347297668,207,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"23","KIRC","KIRC",0.03332893922925,0.0333113521337509,0.0333137363195419,0.0333117134869099,0.0332691445946693,0.0332667976617813,0.563536763191223,0.0332736037671566,0.03332544490695,0.0333275757730007,0.0333167389035225,0.0367572344839573,0.0333271995186806,0.0333337038755417,236,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"24","KIRC","KIRC",0.0450893379747868,0.0450655445456505,0.045068770647049,0.0450660288333893,0.0450084544718266,0.0450052656233311,0.414149254560471,0.0450144745409489,0.045084610581398,0.0450874902307987,0.0450728312134743,0.0451051667332649,0.0450869835913181,0.0450957790017128,246,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"25","KIRC","KIRC",0.0508539974689484,0.0508271418511868,0.0508307926356792,0.0508277006447315,0.0507627539336681,0.050759170204401,0.339248597621918,0.0507695451378822,0.0508486516773701,0.0508519001305103,0.0508353672921658,0.0508718304336071,0.050851333886385,0.0508612543344498,253,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"26","OV","STAD",0.0443696975708008,0.044518057256937,0.0438828729093075,0.0438802056014538,0.0446634739637375,0.0438210442662239,0.0440023727715015,0.043830007314682,0.0438983030617237,0.325671404600143,0.0438868291676044,0.145765960216522,0.0439006127417088,0.0439091771841049,255,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"27","OV","OV",0.0363413654267788,0.0363221876323223,0.0363247878849506,0.0363225787878036,0.0368731655180454,0.0362736061215401,0.0363602079451084,0.0362810268998146,0.0363375544548035,0.495572239160538,0.036328062415123,0.0679772347211838,0.0363394692540169,0.0363465584814548,285,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"28","OV","OV",0.034949567168951,0.0349311232566833,0.0349336229264736,0.0349314995110035,0.052408903837204,0.03488440066576,0.0350382141768932,0.0348915383219719,0.0349459014832973,0.476592838764191,0.0349367707967758,0.086653359234333,0.0349477417767048,0.034954559057951,287,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"29","GBM","GBM",0.0433860346674919,0.0433631427586079,0.0433662422001362,0.0433636046946049,0.0433081947267056,0.435727745294571,0.0434765592217445,0.0433139950037003,0.0433814823627472,0.0433842577040195,0.0433701500296593,0.0437826067209244,0.0433837696909904,0.0433922335505486,288,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"30","OV","OV",0.0360546372830868,0.0360356122255325,0.0360381901264191,0.0360359996557236,0.0540660247206688,0.0359874106943607,0.0361460894346237,0.0359947755932808,0.0360508598387241,0.491662263870239,0.0360414385795593,0.0577741898596287,0.0360527560114861,0.0360597893595695,303,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"31","OV","OV",0.0362401269376278,0.0362210050225258,0.0362235978245735,0.0362213961780071,0.0388037599623203,0.0361725576221943,0.0363320484757423,0.036179956048727,0.0362363271415234,0.494191735982895,0.036226861178875,0.0684671327471733,0.0362382344901562,0.0362453050911427,307,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"32","KIRC","KIRC",0.0334955975413322,0.0336076021194458,0.0331280827522278,0.0331260710954666,0.0330837406218052,0.0330814048647881,0.560396313667297,0.0330881737172604,0.0331397280097008,0.0333007238805294,0.0331310704350471,0.0411321073770523,0.0331414751708508,0.0331479385495186,312,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"33","STAD","STAD",0.033351507037878,0.0333339050412178,0.0333362929522991,0.0333342663943768,0.0332916714251041,0.0332893207669258,0.033427070826292,0.0332961305975914,0.0333480089902878,0.0622481219470501,0.0333392955362797,0.53769838809967,0.0333497673273087,0.0333562716841698,359,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"34","GBM","GBM",0.0341692306101322,0.0341512002050877,0.0341536402702332,0.0341515652835369,0.0341079346835613,0.554173409938812,0.0343725606799126,0.0341124981641769,0.0341656468808651,0.0357627868652344,0.03415672108531,0.0341812260448933,0.0341674461960793,0.0341741107404232,381,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"35","OV","OV",0.0363413654267788,0.0363221876323223,0.0363247878849506,0.0363225787878036,0.0368731655180454,0.0362736061215401,0.0363602079451084,0.0362810268998146,0.0363375544548035,0.495572239160538,0.036328062415123,0.0679772347211838,0.0363394692540169,0.0363465584814548,390,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"36","OV","OV",0.0448630899190903,0.0448394119739532,0.0448426194489002,0.044839896261692,0.044782605022192,0.044779434800148,0.0449647307395935,0.0447885952889919,0.044858381152153,0.401422768831253,0.0448466613888741,0.0604415908455849,0.0448607429862022,0.0448694974184036,415,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"37","OV","OV",0.0385664738714695,0.0391242355108261,0.0381433218717575,0.0381410047411919,0.0380922704935074,0.0380895808339119,0.0383071228861809,0.0380973741412163,0.038156732916832,0.495965451002121,0.0381467640399933,0.0448446720838547,0.0381587445735931,0.0381661839783192,417,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"38","OV","OV",0.0365992560982704,0.0365799404680729,0.0365825556218624,0.0365803316235542,0.0365335866808891,0.0365310087800026,0.0366821736097336,0.0365384854376316,0.0365954153239727,0.491643875837326,0.0365858525037766,0.0693456307053566,0.036597341299057,0.0366044826805592,419,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"39","OV","OV",0.0384494848549366,0.0384291969239712,0.0384319461882114,0.0384296104311943,0.03838050365448,0.0383777916431427,0.0804936364293098,0.0383856482803822,0.0384454503655434,0.451254695653915,0.038435410708189,0.0455842241644859,0.038447480648756,0.0384549759328365,422,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"40","OV","OV",0.0404111556708813,0.0403898321092129,0.0403927192091942,0.0403902642428875,0.0403386540710926,0.0403358079493046,0.0405027158558369,0.0403440594673157,0.0404069162905216,0.466010481119156,0.0403963588178158,0.0492551103234291,0.0404090471565723,0.0404169261455536,432,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"41","OV","OV",0.0363413654267788,0.0363221876323223,0.0363247878849506,0.0363225787878036,0.0368731655180454,0.0362736061215401,0.0363602079451084,0.0362810268998146,0.0363375544548035,0.495572239160538,0.036328062415123,0.0679772347211838,0.0363394692540169,0.0363465584814548,448,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"42","OV","OV",0.0337293185293674,0.0340655446052551,0.0337139330804348,0.0337118841707706,0.0505790710449219,0.0336664281785488,0.0338148698210716,0.0346174612641335,0.0369733460247517,0.459952831268311,0.0366848036646843,0.109277464449406,0.0341642461717129,0.0350487679243088,457,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"43","GBM","GBM",0.0347568951547146,0.0343851894140244,0.0341784358024597,0.0341763570904732,0.0341326966881752,0.554575741291046,0.0342653803527355,0.0341372601687908,0.0341904498636723,0.0341926328837872,0.0341815166175365,0.0342060402035713,0.034422505646944,0.034198921173811,458,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"44","GBM","GBM",0.0345345921814442,0.0347430780529976,0.0341556780040264,0.0341536030173302,0.0341099686920643,0.554206490516663,0.0342425666749477,0.0341145321726799,0.0341676846146584,0.0341698676347733,0.0341587588191032,0.0341832637786865,0.0348837561905384,0.0341761484742165,466,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"45","OV","OV",0.0366495326161385,0.0373370125889778,0.0371133573353291,0.0391349531710148,0.0373697765171528,0.0348358079791069,0.0349894054234028,0.0434624813497066,0.0382575877010822,0.475928962230682,0.0383790954947472,0.0671725273132324,0.0366785526275635,0.0426908917725086,467,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"46","GBM","GBM",0.0342238172888756,0.0342057570815086,0.0342082008719444,0.0342061221599579,0.0341624207794666,0.555058717727661,0.0344274714589119,0.0341669917106628,0.0342202261090279,0.0342224128544331,0.0342112854123116,0.0342358313500881,0.0342220291495323,0.0342287048697472,475,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"47","ESCA","ESCA",0.0376397222280502,0.0383457764983177,0.0381160825490952,0.0401922948658466,0.442817956209183,0.035776998847723,0.0359110981225967,0.0446367412805557,0.039291225373745,0.0505936816334724,0.0394160151481628,0.0757486075162888,0.0376695282757282,0.0438443087041378,480,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"48","STAD","STAD",0.032304335385561,0.0322872847318649,0.03228959441185,0.0322876311838627,0.0322463735938072,0.0322440974414349,0.0324451476335526,0.0322506949305534,0.0323009453713894,0.0597388036549091,0.0322925038635731,0.552700996398926,0.0323026478290558,0.0323089472949505,485,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"49","KIRC","KIRC",0.0360519960522652,0.0360329709947109,0.0360355488955975,0.036033358424902,0.0359873212873936,0.0359847731888294,0.527876734733582,0.0359921343624592,0.0360482111573219,0.0360505171120167,0.0360387973487377,0.0397603921592236,0.0360501110553741,0.0360571444034576,497,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"50","KIRC","KIRC",0.0334378406405449,0.0334201976656914,0.0334225855767727,0.03342055529356,0.0333778485655785,0.0333754941821098,0.565378129482269,0.0333823226392269,0.033434335142374,0.0335967615246773,0.0334255993366241,0.0334495790302753,0.0334360972046852,0.0334426201879978,499,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"51","KIRC","KIRC",0.0334432050585747,0.0334255546331406,0.0334279462695122,0.0334259159862995,0.0333832018077374,0.0333808474242687,0.565468788146973,0.0333876758813858,0.0334396958351135,0.0334418341517448,0.0334309600293636,0.0334549434483051,0.0334414578974247,0.0334479808807373,508,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"52","KIRC","KIRC",0.0336688458919525,0.0341557785868645,0.0332994349300861,0.0332974120974541,0.033254861831665,0.033252514898777,0.563294887542725,0.033259317278862,0.0333111397922039,0.0359447561204433,0.0333024375140667,0.0333263278007507,0.0333128944039345,0.033319391310215,512,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"53","KIRC","KIRC",0.0334432050585747,0.0334255546331406,0.0334279462695122,0.0334259159862995,0.0333832018077374,0.0333808474242687,0.565468788146973,0.0333876758813858,0.0334396958351135,0.0334418341517448,0.0334309600293636,0.0334549434483051,0.0334414578974247,0.0334479808807373,514,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"54","OV","OV",0.0363717041909695,0.0363525114953518,0.0363551117479801,0.0363529026508331,0.0457474142313004,0.0363038890063763,0.0364639610052109,0.0363113172352314,0.0363678932189941,0.495985984802246,0.0363583900034428,0.0582822598516941,0.0363698042929173,0.0363769009709358,526,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"55","KIRC","KIRC",0.0334596931934357,0.0339436009526253,0.0330925732851028,0.033090565353632,0.0330482795834541,0.0330459475517273,0.559795618057251,0.033052708953619,0.0331042073667049,0.0368066802620888,0.0330955609679222,0.0382462218403816,0.0331059508025646,0.0331124104559422,533,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"56","KIRC","KIRC",0.0357823446393013,0.0357634648680687,0.0357660204172134,0.0357638448476791,0.0439244210720062,0.035868477076292,0.523928463459015,0.0357229337096214,0.0357785895466805,0.0357808768749237,0.0357692427933216,0.0385833606123924,0.0357804745435715,0.0357874557375908,541,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"57","KIRC","KIRC",0.0335627608001232,0.0335450507700443,0.0335474498569965,0.0335454121232033,0.0335025452077389,0.0335001796483994,0.563915371894836,0.0335070341825485,0.0335592404007912,0.0335613861680031,0.0335504747927189,0.0335745438933372,0.0335610099136829,0.0335675552487373,542,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"58","KIRC","KIRC",0.0360464453697205,0.0360274240374565,0.0360299982130527,0.0360278077423573,0.0359817817807198,0.0361332148313522,0.527795493602753,0.0359865948557854,0.0360426604747772,0.036044966429472,0.036033246666193,0.0397542677819729,0.0360445603728294,0.0360515937209129,549,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"59","KIRC","KIRC",0.0360519960522652,0.0360329709947109,0.0360355488955975,0.036033358424902,0.0359873212873936,0.0359847731888294,0.527876734733582,0.0359921343624592,0.0360482111573219,0.0360505171120167,0.0360387973487377,0.0397603921592236,0.0360501110553741,0.0360571444034576,555,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"60","KIRC","KIRC",0.0333807244896889,0.0333631075918674,0.0333654955029488,0.0333634689450264,0.0333208329975605,0.0334610752761364,0.564412355422974,0.0333252996206284,0.0333772227168083,0.0351050011813641,0.0333685055375099,0.0333924405276775,0.0333789810538292,0.0333854928612709,565,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"61","KIRC","KIRC",0.0363875515758991,0.036913800984621,0.0359883084893227,0.0359861217439175,0.0359401479363441,0.03593759983778,0.527184724807739,0.0359449535608292,0.0360009558498859,0.0360032580792904,0.0359915532171726,0.0397082678973675,0.0360028557479382,0.0360098779201508,573,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"62","KIRC","KIRC",0.0334432050585747,0.0334255546331406,0.0334279462695122,0.0334259159862995,0.0333832018077374,0.0333808474242687,0.565468788146973,0.0333876758813858,0.0334396958351135,0.0334418341517448,0.0334309600293636,0.0334549434483051,0.0334414578974247,0.0334479808807373,581,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"63","GBM","GBM",0.0337734930217266,0.0337556675076485,0.0337580814957619,0.0337560288608074,0.0337129049003124,0.547755122184753,0.0471326969563961,0.0337174162268639,0.0337699502706528,0.0337721072137356,0.0337611250579357,0.0337853468954563,0.0337717272341251,0.0337783135473728,597,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"64","OV","OV",0.0359048210084438,0.0358858741819859,0.0358884409070015,0.0358862578868866,0.0358404144644737,0.0358378738164902,0.035986166447401,0.0358452051877975,0.0359010547399521,0.460952639579773,0.0358916744589806,0.108366720378399,0.0359029471874237,0.0359099470078945,617,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"65","KIRC","KIRC",0.0334432050585747,0.0334255546331406,0.0334279462695122,0.0334259159862995,0.0333832018077374,0.0333808474242687,0.565468788146973,0.0333876758813858,0.0334396958351135,0.0334418341517448,0.0334309600293636,0.0334549434483051,0.0334414578974247,0.0334479808807373,627,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"66","KIRC","KIRC",0.0361857302486897,0.0361666344106197,0.0361692197620869,0.0361670218408108,0.0361208133399487,0.0361182577908039,0.529834866523743,0.0361256487667561,0.0361819304525852,0.0361842438578606,0.036172479391098,0.0361984297633171,0.036183837801218,0.0361908972263336,632,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"67","KIRC","KIRC",0.0360519960522652,0.0360329709947109,0.0360355488955975,0.036033358424902,0.0359873212873936,0.0359847731888294,0.527876734733582,0.0359921343624592,0.0360482111573219,0.0360505171120167,0.0360387973487377,0.0397603921592236,0.0360501110553741,0.0360571444034576,644,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"68","OV","OV",0.0353877618908882,0.035369087010622,0.0353716164827347,0.0353694669902325,0.0359056033194065,0.0353217795491219,0.0354775190353394,0.0353290028870106,0.0353840515017509,0.482568323612213,0.0353748053312302,0.0923622623085976,0.0353859141469002,0.0353928171098232,646,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"69","KIRC","KIRC",0.0391643606126308,0.0397307686507702,0.0421260185539722,0.0387322939932346,0.0386828035116196,0.0386800728738308,0.477135717868805,0.0386879853904247,0.0387482643127441,0.0387507416307926,0.0387381389737129,0.0533146485686302,0.038750309497118,0.0387578643858433,668,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"70","OV","OV",0.0348104611039162,0.0347920916974545,0.0347945801913738,0.0347924642264843,0.0353198572993279,0.0347455516457558,0.0348285064101219,0.0347526632249355,0.0348068103194237,0.474695920944214,0.0347977168858051,0.107239335775375,0.0348086431622505,0.0348154343664646,672,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"71","KIRC","KIRC",0.0334432050585747,0.0334255546331406,0.0334279462695122,0.0334259159862995,0.0333832018077374,0.0333808474242687,0.565468788146973,0.0333876758813858,0.0334396958351135,0.0334418341517448,0.0334309600293636,0.0334549434483051,0.0334414578974247,0.0334479808807373,676,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"72","OV","OV",0.0363413654267788,0.0363221876323223,0.0363247878849506,0.0363225787878036,0.0368731655180454,0.0362736061215401,0.0363602079451084,0.0362810268998146,0.0363375544548035,0.495572239160538,0.036328062415123,0.0679772347211838,0.0363394692540169,0.0363465584814548,700,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"73","OV","OV",0.037030253559351,0.0370107144117355,0.0370133630931377,0.0370111130177975,0.0369638279080391,0.0369612090289593,0.0370494537055492,0.0369687713682652,0.03702637180686,0.50496631860733,0.0370166972279549,0.0509179905056953,0.0370283201336861,0.0370355434715748,702,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"74","OV","OV",0.035980362445116,0.0359613746404648,0.035963948816061,0.0359617620706558,0.0365068763494492,0.035913273692131,0.0359990149736404,0.0359206199645996,0.0359765887260437,0.490649372339249,0.0359671898186207,0.0772355645895004,0.0359784811735153,0.0359854996204376,709,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"75","OV","OV",0.0483361929655075,0.048310674726963,0.0483141392469406,0.0483111999928951,0.0491735599935055,0.0482460632920265,0.0484457015991211,0.0482559278607368,0.048331119120121,0.346762865781784,0.0483184903860092,0.0725172758102417,0.0483336672186852,0.0483430959284306,726,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"76","OV","OV",0.0363527350127697,0.0363335497677326,0.0363361500203609,0.036333940923214,0.0368846990168095,0.0362849533557892,0.0363715812563896,0.036292377859354,0.0363489240407944,0.495727300643921,0.0363394282758236,0.0676856562495232,0.0363508351147175,0.0363579280674458,731,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"77","KIRC","KIRC",0.0334432050585747,0.0334255546331406,0.0334279462695122,0.0334259159862995,0.0333832018077374,0.0333808474242687,0.565468788146973,0.0333876758813858,0.0334396958351135,0.0334418341517448,0.0334309600293636,0.0334549434483051,0.0334414578974247,0.0334479808807373,762,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"78","KIRC","KIRC",0.0361857302486897,0.0361666344106197,0.0361692197620869,0.0361670218408108,0.0361208133399487,0.0361182577908039,0.529834866523743,0.0361256487667561,0.0361819304525852,0.0361842438578606,0.036172479391098,0.0361984297633171,0.036183837801218,0.0361908972263336,765,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"79","OV","OV",0.0382458567619324,0.038225669413805,0.0382284075021744,0.0382260829210281,0.0381772443652153,0.0381745435297489,0.0383325032889843,0.0381823480129242,0.0382418408989906,0.498490065336227,0.0382318496704102,0.0415028370916843,0.0394894257187843,0.0382513143122196,769,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"80","KIRC","KIRC",0.0338444970548153,0.033482551574707,0.033281221985817,0.0332791991531849,0.0332366749644279,0.0332343280315399,0.562986791133881,0.0332411304116249,0.0332929193973541,0.0332950465381145,0.0332842245697975,0.0367213636636734,0.0335188843309879,0.0333011709153652,772,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"81","OV","OV",0.047286581248045,0.0472616143524647,0.0472650080919266,0.0472621321678162,0.0481057651340961,0.0471984073519707,0.0473937131464481,0.047208059579134,0.0472816191613674,0.339232981204987,0.0472692623734474,0.0926574245095253,0.0472841113805771,0.0472933351993561,794,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
