"OGU","domain","phylum","class","order","family","genus","species","UNITN","UHGG","PATH","WIS","cov_All"
"G002732165","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_xylosus",FALSE,TRUE,TRUE,FALSE,0.0628282644387
"G002735225","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas","Aeromonas_salmonicida",FALSE,FALSE,TRUE,FALSE,0.0650546248101553
"G002736065","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_mosselii",FALSE,FALSE,TRUE,FALSE,0.161797684322899
"G002736145","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella_aerofaciens",TRUE,TRUE,TRUE,TRUE,0.595023996801872
"G002742165","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_celatum",FALSE,FALSE,TRUE,FALSE,0.00571545127814428
"G002749945","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_combesii",FALSE,FALSE,TRUE,FALSE,0.00309703698128291
"G002761875","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_junii",FALSE,TRUE,TRUE,FALSE,0.873083100445035
"G002763715","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_intermedia",TRUE,TRUE,TRUE,FALSE,0.981809994357557
"G002797435","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas_koreensis",FALSE,FALSE,TRUE,FALSE,0.0778950273592882
"G002797785","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","Capnocytophaga_canimorsus",FALSE,FALSE,TRUE,FALSE,0.0131746834932328
"G002811175","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_baumannii",TRUE,TRUE,TRUE,FALSE,0.419850747355974
"G002813455","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_baetica",FALSE,FALSE,FALSE,TRUE,0.161306360932194
"G002813755","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_mundtii",FALSE,FALSE,TRUE,FALSE,0.0682758518359572
"G002834225","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","Ruminococcus_bromii",TRUE,FALSE,FALSE,TRUE,0.653726913618092
"G002836995","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","Shewanella_algae",FALSE,FALSE,TRUE,FALSE,0.00655037521954335
"G002837055","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus_apis",FALSE,TRUE,FALSE,FALSE,0.00492230716404169
"G002846575","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium_lindanitolerans",TRUE,TRUE,FALSE,FALSE,0.0345060618684742
"G002847555","Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces_oris",TRUE,FALSE,TRUE,TRUE,0.976831839729486
"G002848365","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","Legionella_sainthelensi",FALSE,FALSE,TRUE,FALSE,0.00317489319864617
"G002849795","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_jejuni",TRUE,TRUE,FALSE,FALSE,0.984521186416855
"G002860625","Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Winkia","Winkia_neuii",FALSE,TRUE,FALSE,FALSE,0.0839423873754189
"G002860745","Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Trueperella","Trueperella_bernardiae",TRUE,FALSE,TRUE,FALSE,0.101345281841943
"G002861485","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Alloscardovia","Alloscardovia_omnicolens",TRUE,TRUE,TRUE,TRUE,0.638263236535151
"G002861525","Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces_urogenitalis",TRUE,TRUE,TRUE,FALSE,0.0817372857088313
"G002861965","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Gardnerella","Gardnerella_vaginalis",TRUE,FALSE,TRUE,TRUE,0.747194192828042
"G002865995","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Paeniclostridium","Paeniclostridium_sordellii",TRUE,TRUE,FALSE,FALSE,0.0389309736132683
"G002871895","Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus_hydrogenalis",FALSE,TRUE,FALSE,FALSE,0.904942023442126
"G002871975","Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces_graevenitzii",TRUE,TRUE,FALSE,FALSE,0.913329643053142
"G002874775","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Monoglobus","Monoglobus_pectinilyticus",TRUE,TRUE,FALSE,FALSE,0.0589257152464889
"G002892575","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas_gingivalis",TRUE,TRUE,TRUE,FALSE,0.97191489969637
"G002894165","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_timonensis",TRUE,TRUE,FALSE,TRUE,0.926387894421368
"G002899365","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.165250898281196
"G002899695","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Rubneribacter","Rubneribacter_badeniensis",FALSE,TRUE,FALSE,FALSE,0.0193762904884967
"G002899715","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Enteroscipio","Enteroscipio_rubneri",TRUE,TRUE,FALSE,FALSE,0.0239151838889565
"G002900365","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia_marmotae",TRUE,TRUE,FALSE,FALSE,0.545859951053146
"G002901705","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_lugdunensis",TRUE,TRUE,TRUE,TRUE,0.238524715722169
"G002901765","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_warneri",TRUE,TRUE,TRUE,TRUE,0.970458283197116
"G002901785","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_argenteus",FALSE,TRUE,TRUE,FALSE,0.222835582084708
"G002901805","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_haemolyticus",TRUE,TRUE,TRUE,TRUE,0.451477415701682
"G002901845","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_hominis",TRUE,TRUE,TRUE,FALSE,0.938544506663619
"G002901875","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_epidermidis",TRUE,TRUE,TRUE,FALSE,0.986740901250407
"G002901925","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_capitis",TRUE,TRUE,TRUE,FALSE,0.97233510187487
"G002901955","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_equorum",FALSE,FALSE,TRUE,TRUE,0.114144191103532
"G002901985","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_xylosus",FALSE,TRUE,TRUE,FALSE,0.0626178993891026
"G002902025","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_saprophyticus",FALSE,FALSE,TRUE,TRUE,0.459060406828031
"G002902045","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_succinus",FALSE,FALSE,TRUE,FALSE,0.0463690641364186
"G002902125","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_pseudintermedius",FALSE,FALSE,TRUE,FALSE,0.0806461692412837
"G002902285","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_simulans",TRUE,FALSE,TRUE,FALSE,0.0590833968980422
"G002902325","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_capitis",TRUE,TRUE,TRUE,FALSE,0.992438141162088
"G002902345","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_arlettae",FALSE,FALSE,FALSE,TRUE,0.221446190224698
"G002902365","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_cohnii",TRUE,FALSE,TRUE,TRUE,0.42685550926689
"G002902385","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_intermedius",FALSE,FALSE,TRUE,FALSE,0.0204029024148402
"G002902465","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_hominis",TRUE,TRUE,TRUE,FALSE,0.876882041810784
"G002902505","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_condimenti",FALSE,FALSE,TRUE,FALSE,0.021861621565502
"G002902545","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_saprophyticus",FALSE,FALSE,TRUE,TRUE,0.434241171490865
"G002902625","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_devriesei",FALSE,FALSE,FALSE,TRUE,0.0601563185352178
"G002902685","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_pettenkoferi",TRUE,FALSE,FALSE,TRUE,0.196292700631324
"G002902725","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_caprae",FALSE,FALSE,TRUE,TRUE,0.320193379155852
"G002902745","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_nepalensis",FALSE,TRUE,FALSE,FALSE,0.0462870836682998
"G002915525","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Lactonifactor","Lactonifactor_longoviformis",FALSE,TRUE,FALSE,FALSE,0.0427413340203969
"G002925905","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella_michiganensis",TRUE,FALSE,FALSE,FALSE,0.297642464538964
"G002943685","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_fluorescens",TRUE,FALSE,TRUE,FALSE,0.439177742876764
"G002949675","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Shigella","Shigella_dysenteriae",FALSE,FALSE,TRUE,FALSE,0.888416218573898
"G002959635","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_ovatus",TRUE,TRUE,TRUE,TRUE,0.972197793929365
"G002959695","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_thetaiotaomicron",TRUE,TRUE,TRUE,TRUE,0.984036052103374
"G002959715","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_caccae",TRUE,TRUE,TRUE,TRUE,0.955932158220012
"G002959775","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Veillonella_rogosae",FALSE,TRUE,TRUE,FALSE,0.961314555364257
"G002959895","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Veillonella_infantium",FALSE,TRUE,FALSE,FALSE,0.936497556666104
"G002959915","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Veillonella_atypica",TRUE,TRUE,TRUE,FALSE,0.97945632383037
"G002959935","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Veillonella_tobetsuensis",FALSE,TRUE,FALSE,FALSE,0.557817430808857
"G002982115","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Lysinibacillus","Lysinibacillus_sphaericus",FALSE,FALSE,TRUE,FALSE,0.0125118466000658
"G002982215","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_tuberculosis",FALSE,TRUE,TRUE,FALSE,0.0900567698165136
"G002982225","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_tuberculosis",FALSE,TRUE,TRUE,FALSE,0.0879210833557171
"G002982275","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_tuberculosis",FALSE,TRUE,TRUE,FALSE,0.0868695586685438
"G002982335","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_tuberculosis",FALSE,TRUE,TRUE,FALSE,0.0884010372841431
"G002984395","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella_oxytoca",TRUE,FALSE,TRUE,TRUE,0.242372570660098
"G002993925","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus_paralicheniformis",FALSE,TRUE,FALSE,FALSE,0.029559286159324
"G002998295","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Fastidiosipila","Fastidiosipila_sanguinis",FALSE,FALSE,TRUE,FALSE,0.139247020114889
"G002998365","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus_pumilus",FALSE,FALSE,TRUE,FALSE,0.0227330986951405
"G002998435","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_zoogleoformans",FALSE,FALSE,TRUE,FALSE,0.941191518576094
"G002998535","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_heparinolyticus",FALSE,FALSE,TRUE,FALSE,0.978895946910134
"G003004765","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus_rhodochrous",FALSE,FALSE,TRUE,FALSE,0.0103336142762124
"G003006155","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola","Salinicola_tamaricis",FALSE,TRUE,FALSE,FALSE,0.0084721624604793
"G003010495","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Megasphaera","Megasphaera_elsdenii",TRUE,TRUE,TRUE,FALSE,0.0364683804623101
"G003012055","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Peptostreptococcus","Peptostreptococcus_russellii",TRUE,TRUE,FALSE,FALSE,0.0288070723018632
"G003012835","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus","Brevibacillus_brevis",FALSE,FALSE,TRUE,FALSE,0.0122089593843942
"G003019655","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_varium",FALSE,FALSE,TRUE,FALSE,0.0729611848636088
"G003019675","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_ulcerans",TRUE,FALSE,TRUE,FALSE,0.237078024408686
"G003019695","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_gonidiaformans",TRUE,FALSE,TRUE,FALSE,0.971506616609516
"G003019925","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pluralibacter","Pluralibacter_gergoviae",FALSE,TRUE,TRUE,FALSE,0.0572975779583224
"G003019965","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia_multivorans",FALSE,FALSE,TRUE,FALSE,0.147652366422427
"G003024475","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter_woluwensis",FALSE,FALSE,TRUE,FALSE,0.025954527071952
"G003026815","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Photobacterium","Photobacterium_damselae",FALSE,FALSE,TRUE,FALSE,0.00179768480972604
"G003030305","Bacteria","Actinobacteria","Actinomycetia","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium_acnes",TRUE,TRUE,TRUE,FALSE,1
"G003030905","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_adolescentis",TRUE,TRUE,FALSE,TRUE,0.286180435571886
"G003031005","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_baetica",FALSE,FALSE,FALSE,TRUE,0.157997324348751
"G003031105","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter","Achromobacter_xylosoxidans",TRUE,TRUE,TRUE,TRUE,0.58342463136826
"G003046425","Bacteria","Spirochaetes","Spirochaetia","Leptospirales","Leptospiraceae","Leptospira","Leptospira_borgpetersenii",FALSE,FALSE,TRUE,FALSE,0.000332703425212856
"G003047065","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus_acidophilus",TRUE,TRUE,FALSE,TRUE,0.117097592853237
"G003049525","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Lysinibacillus","Lysinibacillus_fusiformis",FALSE,FALSE,TRUE,FALSE,0.00750830267050564
"G003050665","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter_pylori",TRUE,FALSE,TRUE,FALSE,0.954994294716277
"G003054025","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","Capnocytophaga_leadbetteri",TRUE,FALSE,TRUE,TRUE,0.949588140758919
"G003061265","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Pasteurella","Pasteurella_multocida",FALSE,FALSE,TRUE,FALSE,0.0885483896461068
"G003096335","Bacteria","Firmicutes","Clostridia","Eubacteriales","","Intestinimonas","Intestinimonas_butyriciproducens",TRUE,TRUE,FALSE,FALSE,0.359216669275811
"G003096415","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae","Victivallis","Victivallis_vadensis",FALSE,TRUE,FALSE,FALSE,0.0254594900527449
"G003096635","Bacteria","Firmicutes","Tissierellia","","","Ezakiella","Ezakiella_coagulans",FALSE,TRUE,FALSE,FALSE,0.286793605944992
"G003096815","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_colorans",FALSE,TRUE,FALSE,FALSE,0.263051928601577
"G003113495","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Hafniaceae","Edwardsiella","Edwardsiella_tarda",FALSE,TRUE,TRUE,FALSE,0.0158593890841526
"G003121925","Bacteria","Proteobacteria","Gammaproteobacteria","","","Ignatzschineria","Ignatzschineria_indica",FALSE,FALSE,TRUE,FALSE,0.00343596918688318
"G003124025","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Kocuria","Kocuria_rosea",FALSE,FALSE,TRUE,FALSE,0.159821917872965
"G003124035","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Kocuria","Kocuria_rosea",FALSE,FALSE,TRUE,FALSE,0.168593664465538
"G003130545","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","Shewanella_xiamenensis",FALSE,FALSE,TRUE,FALSE,0.173021807050809
"G003144325","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Proteus","Proteus_terrae",FALSE,TRUE,FALSE,FALSE,0.0419672974240293
"G003144495","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Proteus","Proteus_terrae",FALSE,TRUE,FALSE,FALSE,0.0417694494191622
"G003144535","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Proteus","Proteus_penneri",FALSE,TRUE,TRUE,FALSE,0.0880087096025117
"G003148495","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium_loti",FALSE,FALSE,FALSE,TRUE,0.0462307854765427
"G003148585","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Psychrobacter","Psychrobacter_immobilis",FALSE,FALSE,TRUE,FALSE,0.0411892153181498
"G003149245","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Faecalicatena","Faecalicatena_orotica",FALSE,TRUE,FALSE,FALSE,0.0177642671035349
"G003150935","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus_apis",FALSE,TRUE,FALSE,FALSE,0.0138393276224495
"G003172975","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_sobrinus",FALSE,FALSE,TRUE,FALSE,0.974789888546537
"G003172995","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_sobrinus",FALSE,FALSE,TRUE,FALSE,0.958291544826162
"G003176875","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","Legionella_anisa",FALSE,FALSE,TRUE,FALSE,0.00355315520181922
"G003182075","Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Finegoldia","Finegoldia_magna",TRUE,TRUE,FALSE,FALSE,0.720255805779803
"G003183825","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Gordoniaceae","Gordonia","Gordonia_terrae",FALSE,FALSE,TRUE,FALSE,0.0200241725711383
"G003201315","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella_enterica",FALSE,TRUE,TRUE,FALSE,0.0477799119540146
"G003201875","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Hungatella","Hungatella_effluvii",FALSE,TRUE,FALSE,FALSE,0.59738545619033
"G003204135","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Providencia","Providencia_rettgeri",TRUE,FALSE,TRUE,FALSE,0.0311589894920609
"G003207695","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Franconibacter","Franconibacter_helveticus",FALSE,TRUE,FALSE,FALSE,0.0205219168082246
"G003209395","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium_provencense",FALSE,TRUE,FALSE,FALSE,0.0154567512413028
"G003215615","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter_cinaedi",FALSE,FALSE,TRUE,FALSE,0.00547099908567609
"G003253775","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_leprae",FALSE,FALSE,TRUE,FALSE,0.00162498211547006
"G003254255","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoanaerobaculum","Lachnoanaerobaculum_umeaense",FALSE,TRUE,FALSE,FALSE,0.339163594462385
"G003263915","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Dolosigranulum","Dolosigranulum_pigrum",TRUE,FALSE,TRUE,FALSE,0.450017350678369
"G003266045","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_tuberculosis",FALSE,TRUE,TRUE,FALSE,0.0883438968579172
"G003269195","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_pallens",TRUE,FALSE,FALSE,TRUE,0.991758132057106
"G003269275","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","Phascolarctobacterium_faecium",FALSE,TRUE,FALSE,FALSE,0.927918116305672
"G003289475","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter_hyointestinalis",FALSE,TRUE,TRUE,FALSE,0.00880754715292738
"G003290385","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","Actinobacillus_pleuropneumoniae",FALSE,FALSE,TRUE,FALSE,0.0347265680089811
"G003294075","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Dietziaceae","Dietzia","Dietzia_maris",FALSE,FALSE,TRUE,FALSE,0.307122513728354
"G003312465","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium_prausnitzii",TRUE,FALSE,FALSE,TRUE,0.910978590256205
"G003314795","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas_paucimobilis",FALSE,FALSE,TRUE,FALSE,0.151016164004289
"G003315035","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia_puris",FALSE,FALSE,TRUE,FALSE,0.00288655549709298
"G003315095","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter","Achromobacter_marplatensis",FALSE,FALSE,TRUE,FALSE,0.110059650765752
"G003315195","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","Sutterella_wadsworthensis",TRUE,FALSE,TRUE,TRUE,0.398555917333079
"G003315235","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria_gonorrhoeae",FALSE,TRUE,TRUE,FALSE,0.495921544412492
"G003315405","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium_sanguinis",FALSE,FALSE,TRUE,FALSE,0.0102032331225969
"G003320875","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_gallinarum",TRUE,FALSE,TRUE,TRUE,0.521510270006468
"G003323815","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_haemolyticus",FALSE,FALSE,TRUE,FALSE,0.157029623098682
