"OGU","domain","phylum","class","order","family","genus","species","UNITN","UHGG","PATH","WIS","cov_All"
"G000340435","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_haemophilum",FALSE,FALSE,TRUE,FALSE,0.00638538729131574
"G000341505","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Hafniaceae","Edwardsiella","Edwardsiella_tarda",FALSE,TRUE,TRUE,FALSE,0.0062297773164769
"G000343165","Bacteria","Spirochaetes","Spirochaetia","Leptospirales","Leptospiraceae","Leptospira","Leptospira_interrogans",FALSE,FALSE,TRUE,FALSE,0.000296772264872071
"G000344575","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus_lactis",TRUE,TRUE,FALSE,FALSE,0.748226181523545
"G000344745","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus_subtilis",FALSE,TRUE,TRUE,TRUE,0.0393387908274247
"G000347875","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_mutans",TRUE,TRUE,TRUE,TRUE,0.985472932260521
"G000348015","Bacteria","Spirochaetes","Spirochaetia","Leptospirales","Leptospiraceae","Leptospira","Leptospira_santarosai",FALSE,FALSE,TRUE,FALSE,0.000306192190276575
"G000349975","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter_cinaedi",FALSE,FALSE,TRUE,FALSE,0.00714601384741064
"G000354175","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio_alginolyticus",FALSE,FALSE,TRUE,FALSE,0.00645020641554314
"G000364285","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter_bilis",FALSE,FALSE,TRUE,FALSE,0.0273232710112075
"G000364325","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobium","Atopobium_minutum",TRUE,TRUE,FALSE,FALSE,0.900194260527034
"G000364445","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylobacterium","Methylobacterium_mesophilicum",FALSE,FALSE,TRUE,TRUE,0.223623946806029
"G000367205","Bacteria","Actinobacteria","Actinomycetia","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium_avidum",TRUE,TRUE,TRUE,FALSE,0.288844869124331
"G000367325","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Elizabethkingia","Elizabethkingia_meningoseptica",FALSE,FALSE,TRUE,FALSE,0.0107478730500247
"G000367405","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia_prowazekii",FALSE,FALSE,TRUE,FALSE,0.00458577067901318
"G000368025","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_parvus",FALSE,FALSE,TRUE,FALSE,0.457035871301929
"G000368045","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_johnsonii",TRUE,TRUE,TRUE,FALSE,0.826729900739982
"G000368065","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_seifertii",FALSE,FALSE,TRUE,FALSE,0.205349298699384
"G000368085","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_nosocomialis",FALSE,TRUE,TRUE,FALSE,0.201404907655119
"G000368145","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_guillouiae",FALSE,FALSE,TRUE,FALSE,0.546275300183597
"G000368625","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_schindleri",FALSE,FALSE,TRUE,FALSE,0.358948339537742
"G000368665","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_junii",FALSE,TRUE,TRUE,FALSE,0.84828942790949
"G000368685","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_baylyi",FALSE,FALSE,TRUE,FALSE,0.0349147204920277
"G000368765","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_junii",FALSE,TRUE,TRUE,FALSE,0.91776498393026
"G000368805","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_johnsonii",TRUE,TRUE,TRUE,FALSE,0.80284400721
"G000368825","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_ursingii",TRUE,TRUE,TRUE,TRUE,0.817069056163334
"G000368885","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_radioresistens",FALSE,TRUE,TRUE,FALSE,0.338863149220985
"G000368905","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_radioresistens",FALSE,TRUE,TRUE,FALSE,0.367109070051688
"G000368925","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_bereziniae",FALSE,FALSE,TRUE,FALSE,0.161009332005987
"G000368965","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_calcoaceticus",FALSE,FALSE,TRUE,FALSE,0.084020267811566
"G000369005","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_beijerinckii",FALSE,FALSE,TRUE,TRUE,0.182404289818696
"G000369045","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_pittii",FALSE,TRUE,FALSE,FALSE,0.198965683779092
"G000369065","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_haemolyticus",FALSE,FALSE,TRUE,FALSE,0.201473688165353
"G000369385","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_baumannii",TRUE,TRUE,TRUE,FALSE,0.414880291898704
"G000369625","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_variabilis",FALSE,FALSE,TRUE,FALSE,0.251451277549851
"G000369885","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_ursingii",TRUE,TRUE,TRUE,TRUE,0.750142788978542
"G000369945","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Brucellaceae","Brucella","Brucella_abortus",FALSE,FALSE,TRUE,FALSE,0.0185646954126342
"G000372065","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Oligella","Oligella_urethralis",TRUE,FALSE,TRUE,FALSE,0.263528373931356
"G000372365","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter","Aggregatibacter_actinomycetemcomitans",FALSE,FALSE,TRUE,FALSE,0.124095686276765
"G000372405","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas_somerae",FALSE,TRUE,TRUE,FALSE,0.944419853147559
"G000373345","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","Leptotrichia_wadei",TRUE,TRUE,FALSE,TRUE,0.973748257498849
"G000373605","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_anginosus",TRUE,TRUE,TRUE,TRUE,0.942362890878101
"G000373705","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_micans",TRUE,FALSE,FALSE,FALSE,0.268823842329592
"G000373745","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Oligella","Oligella_ureolytica",FALSE,FALSE,TRUE,FALSE,0.0217257868870816
"G000373885","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia_producta",FALSE,TRUE,FALSE,FALSE,0.0892593379329515
"G000374365","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_gallinarum",FALSE,TRUE,FALSE,FALSE,0.163551234694881
"G000374505","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes_onderdonkii",FALSE,TRUE,FALSE,FALSE,0.850564429021925
"G000374605","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter_ureolyticus",TRUE,FALSE,TRUE,TRUE,0.956513349451837
"G000375345","Bacteria","Proteobacteria","Gammaproteobacteria","","","Wohlfahrtiimonas","Wohlfahrtiimonas_chitiniclastica",FALSE,FALSE,TRUE,FALSE,0.00111945920427494
"G000375505","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_mutans",TRUE,TRUE,TRUE,TRUE,0.985087577740609
"G000375525","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium_propinquum",FALSE,TRUE,TRUE,FALSE,0.158759360811369
"G000375645","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas_bennonis",FALSE,TRUE,TRUE,FALSE,0.371244609759422
"G000376285","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Clostridioides","Clostridioides_difficile",TRUE,TRUE,TRUE,FALSE,0.0595879739247821
"G000376325","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter_curvus",TRUE,FALSE,TRUE,FALSE,0.394500584130076
"G000376405","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas","Dysgonomonas_mossii",TRUE,TRUE,TRUE,FALSE,0.00801799806901451
"G000376705","Bacteria","Actinobacteria","Actinomycetia","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium_acnes",TRUE,TRUE,TRUE,FALSE,0.999989410913426
"G000377625","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_veroralis",TRUE,TRUE,TRUE,FALSE,0.993984441479177
"G000377685","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_oris",TRUE,TRUE,TRUE,TRUE,0.991840710939374
"G000378085","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_loescheii",TRUE,FALSE,TRUE,FALSE,0.948987928549873
"G000378725","Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus","Peptoniphilus_lacrimalis",TRUE,FALSE,FALSE,FALSE,0.498350186499481
"G000378745","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_amnii",TRUE,TRUE,FALSE,FALSE,0.450831997399577
"G000379145","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium_elkanii",TRUE,FALSE,FALSE,FALSE,0.408624990735164
"G000379185","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","Capnocytophaga_cynodegmi",FALSE,FALSE,TRUE,FALSE,0.0196145418206774
"G000379505","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Desulfitobacterium","Desulfitobacterium_hafniense",FALSE,TRUE,FALSE,FALSE,0.00497278170784112
"G000379665","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas","Butyricimonas_synergistica",TRUE,TRUE,FALSE,FALSE,0.0163478817841781
"G000379745","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_cecorum",FALSE,FALSE,TRUE,TRUE,0.293103985740719
"G000379905","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Rodentibacter","Rodentibacter_pneumotropicus",FALSE,FALSE,TRUE,FALSE,0.0472699600369598
"G000379925","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas_levii",FALSE,FALSE,TRUE,FALSE,0.0603429144913112
"G000379945","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas_macacae",FALSE,FALSE,TRUE,FALSE,0.0315855621756957
"G000379965","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_nanceiensis",FALSE,FALSE,TRUE,FALSE,0.980511091457359
"G000380145","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_thoraltensis",FALSE,FALSE,TRUE,FALSE,0.0291150041195931
"G000381365","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_salyersiae",TRUE,TRUE,FALSE,TRUE,0.540030288493194
"G000381525","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Peptostreptococcus","Peptostreptococcus_anaerobius",TRUE,TRUE,TRUE,FALSE,0.908561264540916
"G000382385","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_maculosa",TRUE,FALSE,TRUE,FALSE,0.88774738607384
"G000382425","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Empedobacter","Empedobacter_brevis",FALSE,FALSE,TRUE,FALSE,0.0443812816074166
"G000382825","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_oralis",TRUE,TRUE,TRUE,TRUE,0.963057359315974
"G000385925","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_cristatus",TRUE,FALSE,TRUE,TRUE,0.85028103263153
"G000387565","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus_delbrueckii",TRUE,TRUE,TRUE,TRUE,0.382606396612119
"G000389675","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus_acidophilus",TRUE,TRUE,FALSE,TRUE,0.117997327748485
"G000392875","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_faecalis",TRUE,TRUE,TRUE,FALSE,0.896919248708979
"G000393015","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_faecalis",TRUE,TRUE,TRUE,FALSE,0.881844161535886
"G000393835","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_hirae",TRUE,FALSE,TRUE,FALSE,0.0456653567141054
"G000393915","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_casseliflavus",TRUE,FALSE,TRUE,FALSE,0.0819261786203097
"G000394055","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_caccae",FALSE,TRUE,FALSE,FALSE,0.00735016702498871
"G000394615","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_gilvus",TRUE,FALSE,FALSE,FALSE,0.0151214714564659
"G000401415","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Elizabethkingia","Elizabethkingia_meningoseptica",FALSE,FALSE,TRUE,FALSE,0.0111125792533602
"G000406945","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_dispar",TRUE,FALSE,FALSE,FALSE,0.022614436332765
"G000406965","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_avium",TRUE,FALSE,TRUE,FALSE,0.0658359905018531
"G000407125","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus_garvieae",TRUE,TRUE,TRUE,TRUE,0.0366180490195475
"G000407145","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_caccae",FALSE,TRUE,FALSE,FALSE,0.00568576759129365
"G000407245","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_avium",TRUE,FALSE,TRUE,FALSE,0.0655409836207677
"G000407405","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_casseliflavus",TRUE,FALSE,TRUE,FALSE,0.0811661026536218
"G000407425","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_hirae",TRUE,FALSE,TRUE,FALSE,0.0368431002873977
"G000407545","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_gilvus",TRUE,FALSE,FALSE,FALSE,0.0176208429057178
"G000407565","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_cecorum",FALSE,FALSE,TRUE,TRUE,0.308098931443753
"G000407585","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_dispar",TRUE,FALSE,FALSE,FALSE,0.0236013221575142
"G000407645","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus_garvieae",TRUE,TRUE,TRUE,TRUE,0.0306499251891749
"G000409305","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cronobacter","Cronobacter_malonaticus",FALSE,TRUE,FALSE,FALSE,0.0525635081438151
"G000409755","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_butyricum",TRUE,TRUE,TRUE,FALSE,0.00846415649354446
"G000410535","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema_pallidum",FALSE,FALSE,TRUE,FALSE,0.00849922738285044
"G000411115","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","Capnocytophaga_granulosa",TRUE,FALSE,TRUE,FALSE,0.715990487348625
"G000411175","Bacteria","Actinobacteria","Actinomycetia","Propionibacteriales","Propionibacteriaceae","Propionimicrobium","Propionimicrobium_lymphophilum",TRUE,FALSE,FALSE,TRUE,0.0768889722182396
"G000412335","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cedecea","Cedecea_davisae",FALSE,TRUE,TRUE,FALSE,0.0254807581141968
"G000412675","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_putida",TRUE,FALSE,TRUE,FALSE,0.448512766821062
"G000412995","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema_vincentii",TRUE,FALSE,FALSE,FALSE,0.964564755657347
"G000413035","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema_medium",TRUE,FALSE,FALSE,FALSE,0.949485391060264
"G000413055","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema_maltophilum",TRUE,FALSE,TRUE,FALSE,0.964809349396219
"G000413475","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_intermedius",FALSE,FALSE,TRUE,TRUE,0.957599523270048
"G000413855","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_gyllenbergii",FALSE,FALSE,TRUE,FALSE,0.144920200904129
"G000414075","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_gyllenbergii",FALSE,FALSE,TRUE,FALSE,0.144904498408307
"G000418535","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_intracellulare",FALSE,FALSE,TRUE,FALSE,0.0145964556082095
"G000420065","Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Varibaculum","Varibaculum_cambriense",TRUE,TRUE,FALSE,FALSE,0.140480822651791
"G000420105","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma_orale",FALSE,FALSE,TRUE,FALSE,0.865842697577463
"G000420345","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalicoccus","Faecalicoccus_pleomorphus",FALSE,TRUE,FALSE,FALSE,0.0368733057912594
"G000420405","Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Winkia","Winkia_neuii",FALSE,TRUE,FALSE,FALSE,0.074077450191624
"G000420465","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio_desulfuricans",TRUE,TRUE,TRUE,FALSE,0.0438172875916515
"G000420505","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Alloscardovia","Alloscardovia_omnicolens",TRUE,TRUE,TRUE,TRUE,0.633198519902207
"G000421205","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_denticola",TRUE,TRUE,TRUE,TRUE,0.995672557151481
"G000421785","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_pyogenes",FALSE,FALSE,TRUE,FALSE,0.264139852001009
"G000422085","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_liquefaciens",TRUE,TRUE,TRUE,FALSE,0.156932606361965
"G000422605","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Coprobacillaceae","Eggerthia","Eggerthia_catenaformis",TRUE,FALSE,TRUE,FALSE,0.974021270462074
"G000423185","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Inquilinus","Inquilinus_limosus",FALSE,FALSE,TRUE,FALSE,0.00947272370746007
"G000423285","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Laribacter","Laribacter_hongkongensis",FALSE,TRUE,TRUE,FALSE,0.00891842626066066
"G000423385","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Megamonas","Megamonas_hypermegale",TRUE,TRUE,TRUE,FALSE,0.0145297228780359
"G000423485","Bacteria","Actinobacteria","Actinomycetia","Propionibacteriales","Propionibacteriaceae","Propionimicrobium","Propionimicrobium_lymphophilum",TRUE,FALSE,FALSE,TRUE,0.0762124881453625
"G000425005","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Solobacterium","Solobacterium_moorei",TRUE,TRUE,TRUE,FALSE,0.888565668621377
"G000425045","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus","Acidaminococcus_intestini",TRUE,TRUE,FALSE,FALSE,0.457249182959668
"G000425845","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus","Jeotgalicoccus_psychrophilus",FALSE,FALSE,FALSE,TRUE,0.0302984969026801
"G000426425","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_thermacidophilum",FALSE,TRUE,FALSE,FALSE,0.187718174071601
"G000426485","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas","Dysgonomonas_capnocytophagoides",FALSE,TRUE,TRUE,FALSE,0.00929470841760438
"G000426585","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_baroniae",FALSE,FALSE,TRUE,TRUE,0.980558128626419
"G000426605","Bacteria","Actinobacteria","Actinomycetia","Propionibacteriales","Propionibacteriaceae","Propionibacterium","Propionibacterium_acidifaciens",TRUE,FALSE,TRUE,FALSE,0.901164671043062
"G000426665","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas","Selenomonas_artemidis",TRUE,FALSE,TRUE,FALSE,0.438493262603034
"G000426745","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Veillonella_montpellierensis",FALSE,FALSE,TRUE,FALSE,0.385170003841442
"G000427235","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Lysinibacillus","Lysinibacillus_sphaericus",FALSE,FALSE,TRUE,FALSE,0.00226761146824884
"G000427365","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenella","Rikenella_microfusus",FALSE,TRUE,FALSE,FALSE,0.03742896070131
"G000428105","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_pyogenes",TRUE,TRUE,TRUE,FALSE,0.162701058603847
"G000428125","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_graminisolvens",TRUE,TRUE,FALSE,FALSE,0.0591339781107363
"G000428565","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides_gordonii",TRUE,TRUE,TRUE,FALSE,0.18183527962967
"G000428965","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","Leptotrichia_hofstadii",TRUE,FALSE,FALSE,FALSE,0.951588354591309
"G000429205","Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinotignum","Actinotignum_schaalii",TRUE,FALSE,TRUE,FALSE,0.141540234209881
"G000429225","Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces_dentalis",FALSE,FALSE,FALSE,TRUE,0.930464030694049
"G000429265","Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces_gerencseriae",FALSE,FALSE,TRUE,FALSE,0.759888661473169
"G000429885","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Dermatophilaceae","Dermatophilus","Dermatophilus_congolensis",FALSE,FALSE,TRUE,FALSE,0.00238894773613396
"G000430205","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_haemolyticus",FALSE,FALSE,TRUE,FALSE,0.174462321077474
"G000430225","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_junii",FALSE,TRUE,TRUE,FALSE,0.855386937031475
"G000430525","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_corporis",TRUE,TRUE,TRUE,FALSE,0.294515155257246
