"","pred","obs","ACC","BLCA","BRCA","CESC","CHOL","COAD","DLBC","ESCA","GBM","KICH","KIRC","KIRP","LGG","LIHC","LUAD","LUSC","MESO","OV","PAAD","PCPG","PRAD","READ","SKCM","STAD","TGCT","THCA","THYM","UCEC","UCS","UVM","rowIndex","nrounds","max_depth","eta","gamma","colsample_bytree","min_child_weight","subsample","Resample"
"448","KICH","LUAD",0.0281761698424816,0.0309119801968336,0.0308651253581047,0.0322176180779934,0.0288356002420187,0.0284627731889486,0.022465443238616,0.0180855486541986,0.0180884562432766,0.194576308131218,0.0194121412932873,0.0771948993206024,0.0307758785784245,0.0260458532720804,0.0276288539171219,0.0310416594147682,0.0243003033101559,0.0180837884545326,0.0271006971597672,0.0237725861370564,0.0297153294086456,0.0293808784335852,0.0262183900922537,0.0180987827479839,0.0259291715919971,0.0269135218113661,0.0232937857508659,0.0307596400380135,0.0255756452679634,0.0260731745511293,1459,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"449","LIHC","PRAD",0.0303387641906738,0.0332845561206341,0.033234104514122,0.0394931770861149,0.0310488063842058,0.0306473635137081,0.0241897236555815,0.0194736607372761,0.0194767899811268,0.0263515710830688,0.0209020730108023,0.0328676253557205,0.0331380069255829,0.168772995471954,0.0324518531560898,0.033424187451601,0.0261654127389193,0.0194717664271593,0.0291807446628809,0.0255971886217594,0.0373998135328293,0.0316359400749207,0.0282307155430317,0.0194879099726677,0.0279193036258221,0.0320007503032684,0.0250816438347101,0.0331205241382122,0.0275386404246092,0.0280743557959795,1461,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"450","OV","OV",0.0155633809044957,0.0144765488803387,0.0144878495484591,0.0144735220819712,0.0144339678809047,0.0144732045009732,0.0144714070484042,0.028805784881115,0.0144182294607162,0.0282858572900295,0.0146529665216804,0.0144833317026496,0.0144768562167883,0.0156280342489481,0.0144892521202564,0.0144805870950222,0.0171735305339098,0.491190820932388,0.0159766413271427,0.0155694866552949,0.0144842341542244,0.0144430315122008,0.0175354387611151,0.0399801917374134,0.0146018480882049,0.0165471136569977,0.0149143170565367,0.0144593939185143,0.0158920362591743,0.0351310968399048,1469,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"451","OV","OV",0.0148297045379877,0.013794107362628,0.0138048753142357,0.0139366826042533,0.0137535342946649,0.0137909203767776,0.0137437880039215,0.0787258371710777,0.0137385372072458,0.020221047103405,0.0139622082933784,0.0138005707412958,0.0142942741513252,0.0148913096636534,0.0138062117621303,0.0137979546561837,0.0146610755473375,0.468035519123077,0.0152234844863415,0.0156618151813745,0.0138014303520322,0.0137621704488993,0.0161120668053627,0.049190491437912,0.0138451373204589,0.0151588851585984,0.0142112383618951,0.0142478030174971,0.015142866410315,0.0260544344782829,1475,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"452","LIHC","LIHC",0.0258942991495132,0.0304105598479509,0.0286047849804163,0.0278136171400547,0.0277005210518837,0.0280010774731636,0.0190428961068392,0.0177921801805496,0.0177950393408537,0.0220808833837509,0.0190972555428743,0.0281425751745701,0.0302766636013985,0.276680797338486,0.0274156387895346,0.0283821746706963,0.0228196457028389,0.0177904516458511,0.0243481528013945,0.0220304392278194,0.03089215233922,0.0289042890071869,0.0257930997759104,0.0178052000701427,0.0226822290569544,0.029237600043416,0.0229159351438284,0.0302606858313084,0.0237389095127583,0.0256502386182547,1484,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"453","ESCA","ESCA",0.0167037378996611,0.0144969830289483,0.0160977933555841,0.0146468244493008,0.0144543433561921,0.01449363399297,0.0144441006705165,0.528719186782837,0.0146077973768115,0.0148006705567241,0.0160597022622824,0.0145037760958076,0.0146320750936866,0.0147477043792605,0.0145097048953176,0.0145010277628899,0.0154081275686622,0.0148245617747307,0.0145321497693658,0.0194811075925827,0.0145046794787049,0.0144634190946817,0.0147436046972871,0.0480201989412308,0.0145776318386197,0.016593249514699,0.0149353686720133,0.0149737969040871,0.0159144699573517,0.0146085936576128,1492,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"454","KIRC","KIRC",0.0186288598924875,0.0158309284597635,0.0219135377556086,0.0149934655055404,0.0149524910375476,0.0149931367486715,0.0149912741035223,0.0152173498645425,0.0149361863732338,0.0151873137801886,0.544938325881958,0.0160873960703611,0.014996918849647,0.0152205135673285,0.015075845643878,0.0150007847696543,0.015066621825099,0.0149323334917426,0.0150799285620451,0.0151330828666687,0.0158551931381226,0.0173731967806816,0.015060706064105,0.014944713562727,0.0151907289400697,0.0176232885569334,0.0153283113613725,0.0152968605980277,0.0151222581043839,0.0150284990668297,1496,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"455","OV","STAD",0.0199705939739943,0.0207549799233675,0.0166407022625208,0.02149648219347,0.0191120486706495,0.0201737303286791,0.0159229673445225,0.0228664986789227,0.0128206629306078,0.015708914026618,0.0135358925908804,0.01740044914186,0.0179713498800993,0.0166876036673784,0.0163490623235703,0.0220015831291676,0.017223471775651,0.436765998601913,0.0183957871049643,0.0168494377285242,0.0188502017408609,0.0198974087834358,0.0178706757724285,0.0568200200796127,0.0158788822591305,0.0171153750270605,0.0165100786834955,0.021801695227623,0.018127404153347,0.0184800382703543,1511,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"456","GBM","GBM",0.0208266656845808,0.0131349936127663,0.0131452484056354,0.0606197491288185,0.0149335786700249,0.0131319602951407,0.0131113426759839,0.0130799766629934,0.491283923387527,0.020014114677906,0.0138198770582676,0.0131411487236619,0.0185580961406231,0.0159769747406244,0.0139344921335578,0.0139380404725671,0.0152744827792048,0.0130787044763565,0.0244172438979149,0.0153867127373815,0.0131419664248824,0.0212414283305407,0.01534219738096,0.0130895487964153,0.0161361582577229,0.0173174291849136,0.0167902782559395,0.0222462378442287,0.0179077684879303,0.0159796625375748,1524,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"457","KIRC","KIRC",0.0171985421329737,0.0169308818876743,0.0285979006439447,0.0138422716408968,0.0138044431805611,0.0138419680297375,0.0138402488082647,0.0137871745973825,0.0137893911451101,0.0138979228213429,0.503098130226135,0.0298741385340691,0.0138454595580697,0.0161335505545139,0.0207597389817238,0.0138490293174982,0.0139238266274333,0.0137858334928751,0.0139220962300897,0.0166543517261744,0.0154775511473417,0.0160202495753765,0.0139043498784304,0.0137972636148334,0.0138893835246563,0.0545700713992119,0.0140619892627001,0.0138287609443069,0.0151989199221134,0.0138746155425906,1530,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"458","ESCA","STAD",0.0223076473921537,0.0201032273471355,0.0170972272753716,0.0217239949852228,0.0153975794091821,0.0176144223660231,0.0153531432151794,0.411372989416122,0.0153350047767162,0.022630650550127,0.0161905027925968,0.0154042476788163,0.0166402086615562,0.0166217368096113,0.016847662627697,0.0163383763283491,0.0163647476583719,0.0220156814903021,0.0183872003108263,0.0206905975937843,0.0154052069410682,0.0352561958134174,0.0211786199361086,0.0738226547837257,0.0160767659544945,0.0176234450191259,0.0158626362681389,0.0170850697904825,0.0169025249779224,0.016350032761693,1535,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"459","GBM","GBM",0.0169930420815945,0.0177702642977238,0.0146728241816163,0.0146583123132586,0.0146182542666793,0.0177373345941305,0.0146678984165192,0.0145999677479267,0.548374772071838,0.0157817732542753,0.0148314749822021,0.0146682485938072,0.0147351659834385,0.0158275663852692,0.01467424351722,0.0154720982536674,0.0147446757182479,0.014598548412323,0.0149993896484375,0.0169676151126623,0.0146691612899303,0.0146790659055114,0.0201667286455631,0.0146106518805027,0.0185036566108465,0.0146633982658386,0.0151047362014651,0.0146440053358674,0.0160949397832155,0.0154701834544539,1539,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"460","GBM","GBM",0.015373875387013,0.0186712387949228,0.0166610591113567,0.0144480848684907,0.0142582142725587,0.0163597166538239,0.0142595125362277,0.0142887197434902,0.534868597984314,0.0210186317563057,0.015037227421999,0.0150695778429508,0.0144900372251868,0.0154377417638898,0.0199502054601908,0.0149812353774905,0.0148830432444811,0.0142389936372638,0.0171360820531845,0.0192167703062296,0.0143078677356243,0.014267168007791,0.0224430412054062,0.0142507990822196,0.0148946801200509,0.0182552225887775,0.0147327147424221,0.0153160262852907,0.015698529779911,0.0151853915303946,1549,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"461","STAD","STAD",0.0173591449856758,0.0166754927486181,0.0164291262626648,0.0226790271699429,0.0141399670392275,0.0239699706435204,0.0140574416145682,0.0169326066970825,0.0140088070183992,0.0140838325023651,0.0148616060614586,0.0225898660719395,0.0140657695010304,0.0170962512493134,0.0170402433723211,0.0207305140793324,0.0141797121614218,0.0150260785594583,0.0184279587119818,0.0142940599471331,0.014870754443109,0.0169719643890858,0.0182179920375347,0.523330688476562,0.0142684206366539,0.0164511185139418,0.0142391202971339,0.0143470866605639,0.0145921530202031,0.014063217677176,1555,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"462","PCPG","LGG",0.0378476604819298,0.0363146811723709,0.0362596362829208,0.0378485135734081,0.0477077960968018,0.0334374122321606,0.0241934917867184,0.0212464854121208,0.0212498996406794,0.0218551866710186,0.0228049345314503,0.0348949730396271,0.0321557559072971,0.0311390198767185,0.030815614387393,0.0377564504742622,0.0444114208221436,0.0212444197386503,0.0318372771143913,0.058683879673481,0.0368897765874863,0.0345159806311131,0.0299923326820135,0.0212620310485363,0.031030448153615,0.0349140055477619,0.0524315908551216,0.0361357182264328,0.0369550660252571,0.0221684854477644,1560,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"463","GBM","GBM",0.0203760880976915,0.0211763959378004,0.0161054488271475,0.0219329576939344,0.0162039194256067,0.0205833483487368,0.0143017238005996,0.013123276643455,0.491242647171021,0.0160278733819723,0.01381073333323,0.0177537556737661,0.0183362495154142,0.0159845575690269,0.016681021079421,0.0208621621131897,0.0175731852650642,0.013077606447041,0.0187693051993847,0.0171915590763092,0.0192329436540604,0.0190179590135813,0.0182335320860147,0.0130884489044547,0.0154099361971021,0.017462894320488,0.0168453063815832,0.0222443696111441,0.0184954721480608,0.0188552681356668,1570,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"464","COAD","KIRP",0.0240721981972456,0.035350177437067,0.0352965891361237,0.0244041960686445,0.0245803724974394,0.129722595214844,0.0257758256047964,0.0206821877509356,0.0206855088472366,0.0252939220517874,0.0252666212618351,0.0349073819816113,0.0253620035946369,0.0270492509007454,0.0528607815504074,0.0372265726327896,0.0282203406095505,0.0206801742315292,0.0815395563840866,0.0242512505501509,0.0359099954366684,0.0226903297007084,0.0310931485146284,0.0206973180174828,0.0266950726509094,0.0321069769561291,0.0245406627655029,0.0296101719141006,0.0262149646878242,0.0272138770669699,1577,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"465","PCPG","PCPG",0.0378476604819298,0.0363146811723709,0.0362596362829208,0.0378485135734081,0.0477077960968018,0.0334374122321606,0.0241934917867184,0.0212464854121208,0.0212498996406794,0.0218551866710186,0.0228049345314503,0.0348949730396271,0.0321557559072971,0.0311390198767185,0.030815614387393,0.0377564504742622,0.0444114208221436,0.0212444197386503,0.0318372771143913,0.058683879673481,0.0368897765874863,0.0345159806311131,0.0299923326820135,0.0212620310485363,0.031030448153615,0.0349140055477619,0.0524315908551216,0.0361357182264328,0.0369550660252571,0.0221684854477644,1603,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"466","DLBC","KIRC",0.0228834077715874,0.0362288057804108,0.0361738912761211,0.0324511602520943,0.025191318243742,0.0333583392202854,0.105580314993858,0.0211962424218655,0.0211996491998434,0.0456392988562584,0.022947832942009,0.0357749983668327,0.0360692963004112,0.0277215596288443,0.0442323572933674,0.0335459895431995,0.0317878574132919,0.0211941823363304,0.0317619852721691,0.0278614386916161,0.0368025414645672,0.0231725033372641,0.0318659693002701,0.021211750805378,0.0311388224363327,0.0376061908900738,0.0273002907633781,0.0338238030672073,0.0299746263772249,0.0343035273253918,1605,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"467","ACC","THCA",0.188074454665184,0.0318156704306602,0.0383944660425186,0.0331594757735729,0.029678588733077,0.0292948614805937,0.0231222044676542,0.0186142660677433,0.018617257475853,0.0251886434853077,0.0220302883535624,0.0314171388745308,0.0316755883395672,0.0268072839826345,0.0310197155922651,0.0474201254546642,0.0250107049942017,0.0186124555766582,0.0278929676860571,0.0244675613939762,0.0357656218111515,0.0302398093044758,0.0269848629832268,0.0186278875917196,0.0266871936619282,0.0305885225534439,0.0239747650921345,0.031658872961998,0.0263233296573162,0.0268354024738073,1616,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"468","KICH","LGG",0.0524448081851006,0.0337418243288994,0.0336906723678112,0.0232938583940268,0.0234620198607445,0.0403193980455399,0.0246030818670988,0.0197411924600601,0.0197443645447493,0.105153568089008,0.0241170451045036,0.0333191715180874,0.0242080893367529,0.025818569585681,0.0504557304084301,0.0312431715428829,0.0269363783299923,0.0197392720729113,0.0295816361904144,0.0231478717178106,0.0342761687934399,0.0883377641439438,0.0296784806996584,0.0197556354105473,0.0254805069416761,0.0350246541202068,0.0234241168946028,0.0282629746943712,0.0250222440809011,0.0259757041931152,1623,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"469","UCS","BLCA",0.0350356958806515,0.0336166173219681,0.0651199370622635,0.0350364856421947,0.0255222395062447,0.0309531129896641,0.0223959889262915,0.0196679383516312,0.0196710973978043,0.0202314164489508,0.0211105979979038,0.0311203207820654,0.0272937882691622,0.0288254860788584,0.0322825387120247,0.0349512659013271,0.0249867141246796,0.0196660254150629,0.0294718611985445,0.0543238520622253,0.0341489799320698,0.0711518973112106,0.0277639962732792,0.019682327285409,0.0287249814718962,0.0323200039565563,0.0209710616618395,0.0334509499371052,0.0999814197421074,0.0205214358866215,1631,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"470","OV","OV",0.0375072062015533,0.0318979807198048,0.0153830964118242,0.0139195909723639,0.0137366661801934,0.015761299058795,0.0137379178777337,0.0161693170666695,0.0137216877192259,0.0159397404640913,0.0144871827214956,0.0145183512941003,0.0164939612150192,0.0148730473592877,0.023905523121357,0.014499930664897,0.013878371566534,0.467461496591568,0.01947564445436,0.0156426075845957,0.0137845035642385,0.0137452920898795,0.0139166647568345,0.0548616833984852,0.01541633810848,0.0244300682097673,0.0141938095912337,0.0147557845339179,0.0151242958381772,0.0167609378695488,1634,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"471","KIRC","KIRC",0.0164483468979597,0.0158784240484238,0.0186790432780981,0.0150384483858943,0.0149973509833217,0.0150381177663803,0.0150362504646182,0.014978589490056,0.0149809969589114,0.015232877805829,0.546573162078857,0.016135660931468,0.0150419119745493,0.0151464371010661,0.0151210743933916,0.0150457890704274,0.015111823566258,0.017793707549572,0.0151251703500748,0.0151784839108586,0.0159027613699436,0.0174253191798925,0.0155489295721054,0.0149895502254367,0.0152363032102585,0.0176761616021395,0.0153742991387844,0.0150237698107958,0.0151676274836063,0.0150735871866345,1635,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"472","LGG","PRAD",0.0354787185788155,0.0389235764741898,0.038864579051733,0.0405676029622555,0.0363090522587299,0.0358395986258984,0.0282879136502743,0.0227728597819805,0.0227765198796988,0.0308160185813904,0.0244432725012302,0.0384360142052174,0.0437161102890968,0.0327962748706341,0.037949800491333,0.0390868671238422,0.030598321929574,0.0227706450968981,0.0341245047748089,0.0299338307231665,0.0395399890840054,0.0369956567883492,0.0330135263502598,0.0227895230054855,0.0326493494212627,0.0374222733080387,0.0293309409171343,0.0387317575514317,0.0322041995823383,0.0328306742012501,1665,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"473","THYM","BLCA",0.03204295784235,0.0351542197167873,0.0351009294390678,0.0366390347480774,0.0327928848564625,0.032368890941143,0.0255485121160746,0.0205675400793552,0.02057084441185,0.027831794694066,0.0225016009062529,0.0347138717770576,0.0349994413554668,0.029620286077261,0.0342747420072556,0.0353016965091228,0.0276351794600487,0.020565539598465,0.0308198910206556,0.0725685879588127,0.0357109345495701,0.0334129966795444,0.0298164952546358,0.0205825865268707,0.0294875912368298,0.0337983034551144,0.0818547829985619,0.0349809750914574,0.0290855448693037,0.0296513512730598,1687,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"474","OV","OV",0.0153472144156694,0.0142754772678018,0.0195347759872675,0.0144230285659432,0.0142334885895252,0.0142721803858876,0.0142234032973647,0.0167608838528395,0.0142179680988193,0.0154021726921201,0.0150111494585872,0.0150434449315071,0.0174016300588846,0.0154109699651599,0.0151085257530212,0.0142794596031308,0.0151727003976703,0.484368473291397,0.0158088263124228,0.0162083636969328,0.014283056370914,0.0142424264922738,0.0166743267327547,0.0666766613721848,0.0153456050902605,0.0189807545393705,0.0147071657702327,0.0147450063377619,0.0156713053584099,0.0321696065366268,1725,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"475","OV","OV",0.0173470675945282,0.0149668268859386,0.0149785103276372,0.0149636976420879,0.0149228051304817,0.0149633698165417,0.0149615108966827,0.0181196965277195,0.0149065321311355,0.0166101567447186,0.0155093241482973,0.0149738397449255,0.0149671444669366,0.0161573104560375,0.0149799603968859,0.0149710020050406,0.015087996609509,0.507826030254364,0.0195478312671185,0.0173211097717285,0.0149747729301453,0.0150026930496097,0.0150308050215244,0.0450082719326019,0.0150146260857582,0.0149688888341188,0.015419420786202,0.0149490917101502,0.0190534219145775,0.02249626070261,1753,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"476","CESC","PRAD",0.0356557108461857,0.0391177572309971,0.0390584617853165,0.0407699793577194,0.036490187048912,0.0360183902084827,0.0284290313720703,0.0228864680975676,0.0228901449590921,0.0309697482734919,0.0245652124285698,0.0386277623474598,0.038945522159338,0.0329598858952522,0.0381391197443008,0.0392818599939346,0.0307509656995535,0.0228842422366142,0.034294743090868,0.0300831608474255,0.0397372394800186,0.0371802188456059,0.0331782214343548,0.022903211414814,0.0328122265636921,0.0376089625060558,0.0294772628694773,0.038924977183342,0.0323648564517498,0.032994456589222,1769,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"477","OV","OV",0.0252760984003544,0.0262688715010881,0.0210615694522858,0.0272073652595282,0.0241894666105509,0.0255332011729479,0.0201531574130058,0.0289938785135746,0.0162266753613949,0.0198822356760502,0.017131919041276,0.0220231525599957,0.0227457247674465,0.0211209300905466,0.0206924490630627,0.0278466530144215,0.0217991601675749,0.270447432994843,0.0232829190790653,0.0213257595896721,0.023858055472374,0.0251834727823734,0.0226183068007231,0.0885491520166397,0.0200973581522703,0.0216623451560736,0.02089624106884,0.0275936629623175,0.0229432359337807,0.0233895536512136,1772,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"478","OV","OV",0.0178062450140715,0.0198159217834473,0.0158877931535244,0.0173403639346361,0.0147535651922226,0.0153427431359887,0.0122777903452516,0.0165946241468191,0.0122405923902988,0.0149981640279293,0.0129234613850713,0.0166131649166346,0.0171582363545895,0.013267676346004,0.013447261415422,0.014520475640893,0.0479728765785694,0.417004525661469,0.0175634697079659,0.0148254651576281,0.0179973244667053,0.0170684698969126,0.0149455228820443,0.0754901543259621,0.0151604413986206,0.0163409896194935,0.0143947238102555,0.0208152774721384,0.0504808537662029,0.0149517916142941,1777,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"479","OV","OV",0.0206954441964626,0.0215083006769419,0.017244691029191,0.0222767181694508,0.0198057387024164,0.0209059547632933,0.0165009051561356,0.0154759930446744,0.0132860010489821,0.0162790827453136,0.0140271903946996,0.0180320143699646,0.0186236370354891,0.017293294891715,0.0169424656778574,0.0228001493960619,0.0178486127406359,0.452618807554245,0.0190634783357382,0.0174610037356615,0.0195343866944313,0.0206196028739214,0.0185193084180355,0.0308069437742233,0.0164552200585604,0.0177365932613611,0.017109327018261,0.0225930083543062,0.0187853537499905,0.0191507898271084,1779,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"480","OV","OV",0.0170423053205013,0.0270018000155687,0.0158645696938038,0.0160160437226295,0.0158291906118393,0.0172943826764822,0.0158236511051655,0.051695104688406,0.0160688068717718,0.0180402547121048,0.0160361062735319,0.0250072106719017,0.0367982611060143,0.0184803530573845,0.0159003622829914,0.017654849216342,0.0174474194645882,0.334007382392883,0.020935632288456,0.0197292063385248,0.0232135616242886,0.0158154927194118,0.0188343208283186,0.058391984552145,0.0194814000278711,0.0189264509826899,0.0189780071377754,0.055335458368063,0.0212966501712799,0.0170537903904915,1781,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"481","OV","OV",0.0166234597563744,0.0190946850925684,0.0171700343489647,0.0156224211677909,0.0154171176254749,0.016869343817234,0.0154061950743198,0.0349839963018894,0.0154003081843257,0.0226874127984047,0.0156510341912508,0.0198438595980406,0.0206080991774797,0.0166925173252821,0.0155095821246505,0.0172209497541189,0.016434432938695,0.445533007383347,0.0196032654494047,0.0186524242162704,0.0226430464535952,0.0154267987236381,0.0180609337985516,0.0452391318976879,0.015510180965066,0.0176984909921885,0.0159301850944757,0.0159711744636297,0.0196845605969429,0.018811360001564,1782,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"482","OV","OV",0.0197084378451109,0.0219328012317419,0.0175850428640842,0.0191927868872881,0.0163296479731798,0.016981765627861,0.0135893933475018,0.0137172071263194,0.0135482205078006,0.0166003759950399,0.0143123082816601,0.0183879043906927,0.0214238557964563,0.0146850254386663,0.0162717904895544,0.0160716567188501,0.0158187448978424,0.46155196428299,0.0194397270679474,0.0164092294871807,0.01991992816329,0.0188918467611074,0.0297933109104633,0.0389041379094124,0.0167799890041351,0.018086651340127,0.015932472422719,0.0230389162898064,0.0185458604246378,0.0165490489453077,1787,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"483","OV","OV",0.0179501883685589,0.0154871921986341,0.0154992807656527,0.0154839539900422,0.01553990598768,0.015483614988625,0.0154816908761859,0.035662867128849,0.0154248010367155,0.0171876568347216,0.0156759265810251,0.015494448132813,0.0154875190928578,0.0157461650669575,0.0155007820576429,0.039314828813076,0.022370794788003,0.446241617202759,0.0156483985483646,0.0186295416206121,0.0154954129830003,0.01552430447191,0.0231376755982637,0.0515594817698002,0.0155366528779268,0.0154893267899752,0.0159555207937956,0.0154688395559788,0.017001498490572,0.0155201340094209,1800,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"484","STAD","STAD",0.0139855351299047,0.0143929086625576,0.0120759597048163,0.0127793196588755,0.01255554985255,0.021851422265172,0.0131703000515699,0.0120506184175611,0.0124884909018874,0.0142321530729532,0.0122135886922479,0.0436320975422859,0.0132423341274261,0.0133811542764306,0.0128507809713483,0.0180741306394339,0.0123616838827729,0.0700028464198112,0.0181538444012403,0.0130961779505014,0.02143469825387,0.0125958314165473,0.0166861526668072,0.485458761453629,0.0123722450807691,0.0120682027190924,0.0210592560470104,0.0172030068933964,0.0187201406806707,0.0158107969909906,1811,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"485","GBM","GBM",0.0182235222309828,0.0146702956408262,0.0146817490458488,0.014667228795588,0.0146271456032991,0.0146669074892998,0.0146650858223438,0.0146088479086757,0.548708319664001,0.0147261973470449,0.0148404967039824,0.014677170664072,0.0146706076338887,0.0158371943980455,0.0146831693127751,0.0146743888035417,0.014738792553544,0.0146074276417494,0.0147563740611076,0.0199655909091234,0.0146780842915177,0.0146879944950342,0.0147330071777105,0.0146195385605097,0.0148223601281643,0.0146723175421357,0.0299425683915615,0.014652912504971,0.0147932199761271,0.0147015005350113,1816,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"486","OV","STAD",0.016243739053607,0.014189574867487,0.0261929240077734,0.0143362386152148,0.0159629676491022,0.0141862975433469,0.0141347665339708,0.0215284526348114,0.0141324121505022,0.0143582709133625,0.0149208204820752,0.0151422843337059,0.0167341325432062,0.0155890518799424,0.0150176100432873,0.0141935339197516,0.0144497295841575,0.465837776660919,0.0156599320471287,0.0147455111145973,0.0141971074044704,0.0141567224636674,0.0165739897638559,0.0622337087988853,0.0155287990346551,0.0181139037013054,0.0253943596035242,0.0146562773734331,0.0293250326067209,0.0222640335559845,1819,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"487","LIHC","LIHC",0.0266126450151205,0.0312541872262955,0.029398325830698,0.0285852067172527,0.110966578125954,0.0287778656929731,0.0195711702108383,0.0182857625186443,0.0182887017726898,0.0226934384554625,0.0196270383894444,0.0289232917129993,0.0311165768653154,0.131412863731384,0.0281761884689331,0.0291695389896631,0.0234526991844177,0.0182839836925268,0.0677280649542809,0.0226415954530239,0.03174914047122,0.0297061391174793,0.0265086330473423,0.0182991400361061,0.0233114641159773,0.0300486963242292,0.0235516577959061,0.0311001632362604,0.0243974626064301,0.0263618119060993,1832,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"488","KIRC","KIRC",0.0179804842919111,0.0202322229743004,0.0211508385837078,0.0144716203212738,0.0144320717081428,0.0144713027402759,0.0144695052877069,0.0144140180200338,0.0144163351505995,0.0146644013002515,0.525971829891205,0.0225576665252447,0.0144749535247684,0.0148243522271514,0.0177182964980602,0.0149300191551447,0.0145568819716573,0.0144126154482365,0.0145550742745399,0.0174115523695946,0.0178879089653492,0.0183654073625803,0.0145365204662085,0.0144245652481914,0.0146246822550893,0.0196747109293938,0.0149123566225171,0.0144574949517846,0.0244949329644442,0.0145054347813129,1835,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"489","KIRC","KIRC",0.0174613445997238,0.0148387672379613,0.0174560137093067,0.0140537898987532,0.0150101277977228,0.014053481630981,0.0140777872875333,0.0139978500083089,0.0140001010149717,0.0156001318246126,0.510785758495331,0.0238975249230862,0.0140570262447,0.0163800790905952,0.0172067265957594,0.0140606500208378,0.0316179357469082,0.0139964893460274,0.0142236016690731,0.0162678528577089,0.0157048236578703,0.0162650477141142,0.0141168162226677,0.0140080936253071,0.0142532307654619,0.0191066544502974,0.0196813959628344,0.0324433892965317,0.0171772558242083,0.0142002860084176,1840,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"490","THCA","LUSC",0.0296609755605459,0.0457841791212559,0.0324916318058968,0.0339153930544853,0.0303551536053419,0.0299626812338829,0.0236493088304996,0.0190386064350605,0.0190416648983955,0.0257628597319126,0.0204351060092449,0.0321333408355713,0.0323976799845695,0.0274183955043554,0.0317268557846546,0.0386404953896999,0.0255808588117361,0.019036753103137,0.0285288263112307,0.0250253323465586,0.0330562889575958,0.0309291705489159,0.0276000220328569,0.0190525371581316,0.0272955670952797,0.180207848548889,0.0245213024318218,0.0323805846273899,0.0269234105944633,0.0274471547454596,1845,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"491","UVM","BRCA",0.0332335643470287,0.0364604294300079,0.03640516102314,0.0380004160106182,0.0239676870405674,0.0335716083645821,0.0227621141821146,0.0213317573070526,0.0213351845741272,0.0273915100842714,0.022896459326148,0.0360037200152874,0.0666913390159607,0.0307208690792322,0.035548273473978,0.0438973493874073,0.0249876137822866,0.0213296804577112,0.0313343666493893,0.0394169054925442,0.037037830799818,0.0346545092761517,0.039910089224577,0.0213473625481129,0.0276740603148937,0.0350541323423386,0.0230542048811913,0.0237699989229441,0.0242898296564817,0.0859219655394554,1848,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
