"","pred","obs","ACC","BLCA","BRCA","CESC","CHOL","COAD","DLBC","ESCA","GBM","KICH","KIRC","KIRP","LGG","LIHC","LUAD","LUSC","MESO","OV","PAAD","PCPG","PRAD","READ","SKCM","STAD","TGCT","THCA","THYM","UCEC","UCS","UVM","rowIndex","nrounds","max_depth","eta","gamma","colsample_bytree","min_child_weight","subsample","Resample"
"18","OV","OV",0.0169523768126965,0.0157558880746365,0.0157687086611986,0.0157523341476917,0.0157477706670761,0.0157607067376375,0.0157440286129713,0.0160644985735416,0.0156897157430649,0.0158352721482515,0.0159391425549984,0.0157575346529484,0.0157593470066786,0.0158897619694471,0.0157710704952478,0.0157578401267529,0.0157602969557047,0.519322633743286,0.0157607421278954,0.0171075109392405,0.0157634094357491,0.0157804954797029,0.0157934501767159,0.0289626512676477,0.016106303781271,0.0157589334994555,0.0201046820729971,0.015909081324935,0.0160834193229675,0.0178404096513987,231,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"19","OV","OV",0.0177801940590143,0.0205095782876015,0.0158236119896173,0.0210533365607262,0.0149165922775865,0.0140485381707549,0.0140003813430667,0.0757096186280251,0.0128046972677112,0.01578538864851,0.0135649098083377,0.0182644594460726,0.0203735381364822,0.014052664861083,0.0148981427773833,0.0142558962106705,0.0147491125389934,0.423829793930054,0.0191138554364443,0.0132860336452723,0.0186293963342905,0.0175251550972462,0.0155762881040573,0.0527332164347172,0.0174603685736656,0.0167920812964439,0.0184563882648945,0.0229383707046509,0.0170504692941904,0.0140179339796305,262,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"20","ESCA","STAD",0.0191107578575611,0.019885117188096,0.0153252361342311,0.0211079251021147,0.013787129893899,0.0138251986354589,0.0138120418414474,0.44096428155899,0.0137629248201847,0.0191759169101715,0.014580026268959,0.0145382713526487,0.0193862523883581,0.0151042826473713,0.0160130299627781,0.0138226831331849,0.0149894235655665,0.0145694361999631,0.0172070190310478,0.0142802810296416,0.0138275688514113,0.0188366323709488,0.0246748067438602,0.102715559303761,0.0138667989522219,0.015613466501236,0.0166001338511705,0.0184157490730286,0.0151351289823651,0.0150669533759356,263,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"21","STAD","STAD",0.019564064219594,0.0140672167763114,0.0261828191578388,0.0188050512224436,0.0138191701844335,0.018603939563036,0.0146903749555349,0.0753946676850319,0.0126360245049,0.015577451325953,0.0133862225338817,0.0180238671600819,0.0143366465345025,0.0149512449279428,0.0147018916904926,0.0203221794217825,0.0163814499974251,0.018550667911768,0.0151550006121397,0.0163174290210009,0.0193323418498039,0.0169161558151245,0.016273844987154,0.449156939983368,0.0168132409453392,0.016570882871747,0.0189149957150221,0.0216827224940062,0.0174391325563192,0.0154323801398277,268,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"22","ESCA","ESCA",0.0246665868908167,0.0183383747935295,0.0183533001691103,0.0183342397212982,0.0183289293199778,0.0183439869433641,0.0183245725929737,0.422816067934036,0.0182613581418991,0.0184307731688023,0.0202612727880478,0.0183402933180332,0.0183424036949873,0.0200295001268387,0.0183560475707054,0.0183406490832567,0.0183435082435608,0.0192781612277031,0.0183440260589123,0.0183922071009874,0.0183471292257309,0.0188988614827394,0.0217135529965162,0.0449305847287178,0.0183991845697165,0.019944878295064,0.0183908306062222,0.0185166783630848,0.0200820714235306,0.0185500122606754,271,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"23","OV","OV",0.0206619966775179,0.0148566672578454,0.0164914913475513,0.0198603887110949,0.0145947001874447,0.0196479894220829,0.0155147975310683,0.0183937326073647,0.013345155864954,0.0164516549557447,0.0141374552622437,0.0190353635698557,0.0151412170380354,0.0157903041690588,0.0155269606038928,0.0214626584202051,0.0173007752746344,0.441718727350235,0.0160054955631495,0.0172331612557173,0.020417271181941,0.0198693405836821,0.0171871315687895,0.064985066652298,0.0177567973732948,0.017500838264823,0.0199765041470528,0.0239065494388342,0.0184178166091442,0.0168120078742504,273,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"24","ESCA","ESCA",0.0228871498256922,0.0236772038042545,0.0164603665471077,0.0243049468845129,0.0172204039990902,0.0217639394104481,0.0214685685932636,0.355500429868698,0.0147823356091976,0.0182233843952417,0.0156599599868059,0.02108533680439,0.0235201586037874,0.0183542426675558,0.0171991046518087,0.0237740352749825,0.0207782965153456,0.0373087376356125,0.0220659151673317,0.019710049033165,0.0226160660386086,0.0220091268420219,0.0198486167937517,0.0526062399148941,0.0201570615172386,0.0193855557590723,0.0221278332173824,0.0264811180531979,0.02040128223598,0.0186225436627865,287,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"25","KIRC","KIRC",0.020091513171792,0.018442964181304,0.017635278403759,0.015199682675302,0.0148999020457268,0.0149586219340563,0.0148963611572981,0.0189196076244116,0.0148449735715985,0.0149826928973198,0.537393033504486,0.0185557920485735,0.0149231497198343,0.0173234734684229,0.0150043945759535,0.0150704849511385,0.0149117540568113,0.0148449521511793,0.0149302603676915,0.0149513417854905,0.0157911647111177,0.0149466190487146,0.0154817048460245,0.0158091001212597,0.0152391316369176,0.0176733527332544,0.0170145183801651,0.0150525271892548,0.0152174793183804,0.0149941463023424,321,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"26","KIRC","KIRC",0.016177412122488,0.018500916659832,0.0176906920969486,0.0157118756324053,0.0152349648997188,0.0150056248530746,0.0149125605821609,0.0148916766047478,0.0148916197940707,0.0150238359346986,0.539081633090973,0.0174807254225016,0.0149700418114662,0.0181938465684652,0.0150515418499708,0.01511783991009,0.0149586098268628,0.0168439354747534,0.0149771738797426,0.0150902587920427,0.0158407837152481,0.0149935847148299,0.0160340964794159,0.0148977460339665,0.015287016518414,0.0170873887836933,0.020190441980958,0.0150998253375292,0.0157782379537821,0.0149840749800205,327,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"27","OV","OV",0.0170209500938654,0.0150198517367244,0.0150320744141936,0.0150164635851979,0.015101371333003,0.0175427235662937,0.0149871911853552,0.015018368139863,0.0154356826096773,0.0150895658880472,0.0151945454999804,0.0150214228779078,0.0150231495499611,0.0173243451863527,0.0150343254208565,0.0216997191309929,0.0161111522465944,0.495062470436096,0.0150244785472751,0.0151712661609054,0.0158360805362463,0.0158429276198149,0.016653835773468,0.0624407716095448,0.0152943208813667,0.0150227546691895,0.016910120844841,0.0151658887043595,0.0156361609697342,0.0152660431340337,360,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"28","OV","OV",0.0237020310014486,0.0152147058397532,0.0152270877733827,0.0152112748473883,0.0192965101450682,0.0177703071385622,0.0151816215366125,0.0155127178877592,0.0156359318643808,0.0177948866039515,0.0153916655108333,0.0152162974700332,0.0152180464938283,0.0166593063622713,0.015997800976038,0.0219812318682671,0.0157008748501539,0.426002949476242,0.0152193922549486,0.0163855273276567,0.016041524708271,0.0160034410655499,0.0163326784968376,0.0886183455586433,0.0330996327102184,0.0152176478877664,0.0206364244222641,0.0153626361861825,0.0189033783972263,0.0154640907421708,362,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"29","OV","OV",0.0208585541695356,0.0185062140226364,0.0185212735086679,0.0185020416975021,0.0184966828674078,0.0216146893799305,0.0185173284262419,0.018504386767745,0.0191579591482878,0.0187545940279961,0.0187214575707912,0.0185081511735916,0.018510278314352,0.0186634585261345,0.0185240469872952,0.029032276943326,0.0190975610166788,0.382999747991562,0.0185119155794382,0.0185726266354322,0.0214140303432941,0.0193250365555286,0.0212488248944283,0.0730409622192383,0.0188049655407667,0.0185097921639681,0.019013911485672,0.0186861492693424,0.0186156239360571,0.0187654756009579,370,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"30","STAD","STAD",0.0226933434605598,0.0234767105430365,0.0163209829479456,0.0240991376340389,0.0170745849609375,0.021579647436738,0.021286778151989,0.0970696583390236,0.014657162129879,0.0180690716952085,0.0155273545533419,0.0209067929536104,0.0233209915459156,0.018198823556304,0.0170534662902355,0.0235727224498987,0.0206023510545492,0.0325015410780907,0.0218790639191866,0.0195431485772133,0.0224245581775904,0.0218227598816156,0.019680542871356,0.320540308952332,0.0199863761663437,0.0192214027047157,0.0219404585659504,0.0262568797916174,0.0202285274863243,0.0184648502618074,372,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"31","OV","OV",0.0232865065336227,0.0149479741230607,0.0149601381272078,0.014944601804018,0.0151094170287251,0.0152225997298956,0.014915470033884,0.0152407605201006,0.0153618156909943,0.0151426121592522,0.0151218315586448,0.0149495378136635,0.0149512561038136,0.0152152916416526,0.0149623779579997,0.0266958083957434,0.0152403572574258,0.492693364620209,0.0149525785818696,0.0150902383029461,0.0172966960817575,0.0182853825390339,0.0166520178318024,0.0559124983847141,0.0152211301028728,0.0149508640170097,0.0168291963636875,0.0150933116674423,0.0155613347887993,0.0151929873973131,380,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"32","OV","OV",0.0396089442074299,0.0254309605807066,0.0254462957382202,0.0254198703914881,0.0259025823324919,0.0296963211148977,0.0253703147172928,0.025923615321517,0.0261295214295387,0.0257566664367914,0.0257213246077299,0.0254528094083071,0.0254521537572145,0.0256416443735361,0.0254993308335543,0.0347517915070057,0.0262380540370941,0.131069362163544,0.0254334378987551,0.0256732609122992,0.0294206384569407,0.0265505760908127,0.0355163253843784,0.105699740350246,0.0290881544351578,0.0254305154085159,0.0256257448345423,0.025672810152173,0.0255759190768003,0.0258012861013412,383,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"33","ESCA","ESCA",0.0258369501680136,0.0192084815353155,0.0203344319015741,0.0219129770994186,0.0194159373641014,0.0201336406171322,0.0191940236836672,0.316635191440582,0.0192680023610592,0.0194662846624851,0.0262042302638292,0.0202616211026907,0.0192126985639334,0.0195171628147364,0.0192880239337683,0.0192163679748774,0.0192138571292162,0.0191277824342251,0.020040400326252,0.0192648656666279,0.020352041348815,0.019191388040781,0.0199482422322035,0.112973421812057,0.0192721746861935,0.0247637387365103,0.0192634277045727,0.0193952433764935,0.0226632356643677,0.0194241479039192,384,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"34","OV","OV",0.0162991639226675,0.0168269295245409,0.0151910642161965,0.0156693793833256,0.0151097550988197,0.0165832228958607,0.0151462266221642,0.0152814909815788,0.0151149649173021,0.021059712395072,0.0160123370587826,0.019617959856987,0.0166341178119183,0.0169451888650656,0.0175861157476902,0.0168279930949211,0.0160575304180384,0.500298619270325,0.0181281138211489,0.0152187533676624,0.021943524479866,0.0156426280736923,0.0176357664167881,0.0298940502107143,0.0152290426194668,0.0190237145870924,0.0161542072892189,0.0156993623822927,0.0166219715029001,0.0165470968931913,390,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"35","STAD","STAD",0.0238635968416929,0.0308569017797709,0.0182962045073509,0.0397723875939846,0.110122255980968,0.0148725463077426,0.0148583939298987,0.090784564614296,0.0148055553436279,0.0206286106258631,0.0156845580786467,0.0150819765403867,0.0161063335835934,0.0420044399797916,0.0163986869156361,0.0148698398843408,0.0170271601527929,0.0605494678020477,0.0211193542927504,0.0151902670040727,0.0156685877591372,0.0294124130159616,0.0236030519008636,0.165741637349129,0.0149172991514206,0.0194160062819719,0.020567812025547,0.0198108609765768,0.056443564593792,0.0215256903320551,394,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"36","OV","OV",0.0152170909568667,0.0157098192721605,0.0157396234571934,0.0146291172131896,0.0141066443175077,0.0154822915792465,0.0141406953334808,0.0162076912820339,0.014111508615315,0.0196615941822529,0.0148826837539673,0.0183155573904514,0.015529808588326,0.0154968537390232,0.0141846798360348,0.0157108120620251,0.0145682478323579,0.467084676027298,0.022610230371356,0.0142084062099457,0.0194492395967245,0.0146041410043836,0.0164649598300457,0.0897621288895607,0.0142180128023028,0.0147580811753869,0.0150817567482591,0.0146103892475367,0.0155184688046575,0.0179348178207874,408,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"37","STAD","STAD",0.0164331514388323,0.0154279302805662,0.0162257496267557,0.015080944634974,0.0148220555856824,0.0196099728345871,0.0156006952747703,0.0147890262305737,0.0151231866329908,0.0179336965084076,0.0148447705432773,0.0153375221416354,0.0146239586174488,0.0163399167358875,0.0445979051291943,0.0211057122796774,0.0178321413695812,0.0199877228587866,0.0146132027730346,0.0146617218852043,0.0154025889933109,0.0163777340203524,0.0187354274094105,0.485362410545349,0.0193564128130674,0.0158389154821634,0.0182348825037479,0.0192588586360216,0.0200769733637571,0.0163648519665003,409,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"38","STAD","ESCA",0.028698394075036,0.0296890567988157,0.0206397976726294,0.0304761882871389,0.0215928163379431,0.0272899959236383,0.0269196275621653,0.0723081007599831,0.0185357015579939,0.0228504613041878,0.0196361616253853,0.0264390911906958,0.0294921305030584,0.023014547303319,0.0215661097317934,0.029810469597578,0.0260540880262852,0.0458769537508488,0.0276686474680901,0.0247145984321833,0.0283584892749786,0.0275974422693253,0.0248883534222841,0.186416417360306,0.0252751149237156,0.0243077203631401,0.0277462843805552,0.0332049056887627,0.0255813505500555,0.0233509689569473,413,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"39","OV","OV",0.0156258549541235,0.0161318201571703,0.0199132692068815,0.015022087842226,0.0144949881359935,0.0158981811255217,0.0145713109523058,0.0184542778879404,0.0145967807620764,0.0178637057542801,0.016012029722333,0.020669175311923,0.0159469731152058,0.0158936139196157,0.0145657118409872,0.0161328408867121,0.0149017097428441,0.47963160276413,0.0173792522400618,0.0145900761708617,0.0275486838072538,0.0149964401498437,0.0169072449207306,0.04445431381464,0.0192808695137501,0.0182530581951141,0.0174898598343134,0.017615407705307,0.019295347854495,0.0158635471016169,428,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"40","OV","OV",0.0159245077520609,0.0163548104465008,0.0177244916558266,0.0152265289798379,0.0163331497460604,0.0161145441234112,0.0146880177780986,0.0148496022447944,0.0146877830848098,0.0147067019715905,0.0155597934499383,0.0209104344248772,0.0155467232689261,0.0161194838583469,0.0160793028771877,0.0163523983210325,0.0159726571291685,0.486159086227417,0.0235335677862167,0.0149459149688482,0.0265094861388206,0.0147366030141711,0.0171373412013054,0.0436488538980484,0.0176668148487806,0.0153607595711946,0.0185267385095358,0.0152556635439396,0.0183256715536118,0.0150425769388676,438,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"41","OV","OV",0.021068973466754,0.0156328417360783,0.0173632502555847,0.0156293157488108,0.0155618209391832,0.0156376231461763,0.015621074475348,0.0181048940867186,0.0155671872198582,0.0156865399330854,0.0166238024830818,0.0156344771385193,0.0156362745910883,0.0157656706869602,0.0156479049474001,0.0156347788870335,0.0156372170895338,0.515266954898834,0.015637656673789,0.0156787298619747,0.0156403034925461,0.0161501746624708,0.0156701114028692,0.0307884458452463,0.0156846772879362,0.0156358629465103,0.0165602117776871,0.015784839168191,0.0171192828565836,0.0179290883243084,442,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"42","OV","OV",0.0232998710125685,0.0149565525352955,0.0149687239900231,0.0149531792849302,0.0151180885732174,0.0152313355356455,0.0149240307509899,0.0152495075017214,0.0153706315904856,0.0151513032615185,0.0151305105537176,0.0149581171572208,0.0149598373100162,0.0152240237221122,0.0149709656834602,0.0267111286520958,0.0152491042390466,0.492976129055023,0.0149611607193947,0.01509889960289,0.0173066239804029,0.0182958766818047,0.0166615750640631,0.0559445880353451,0.0152298659086227,0.0149594442918897,0.016265019774437,0.0151019748300314,0.0155702652409673,0.0152017073705792,450,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"43","STAD","STAD",0.0181590635329485,0.0178959276527166,0.0178999938070774,0.0166648384183645,0.0160800963640213,0.0236674193292856,0.0186886917799711,0.0709410086274147,0.0160752031952143,0.0198172032833099,0.0170295834541321,0.0229294672608376,0.0176908653229475,0.0180667452514172,0.018703343346715,0.025853319093585,0.0202516615390778,0.0886448621749878,0.0192797724157572,0.0172742120921612,0.0233485754579306,0.0180978234857321,0.0207031387835741,0.314482539892197,0.0213893428444862,0.0182366501539946,0.0201500244438648,0.0195417534559965,0.0221855826675892,0.0202512759715319,460,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
