"","pred","obs","BLCA","BRCA","CESC","COAD","DLBC","ESCA","GBM","HNSC","KICH","KIRC","KIRP","LGG","LIHC","LUAD","LUSC","OV","PRAD","READ","SARC","SKCM","STAD","THCA","UCEC","UVM","rowIndex","nrounds","max_depth","eta","gamma","colsample_bytree","min_child_weight","subsample","Resample"
"1","LUSC","STAD",0.0340716429054737,0.0251553878188133,0.0257678758352995,0.0252857264131308,0.0244161654263735,0.0244177374988794,0.046502236276865,0.0341300331056118,0.024412777274847,0.0244087986648083,0.0244306772947311,0.026523744687438,0.0244552679359913,0.0478367619216442,0.294652998447418,0.0263009816408157,0.03158363327384,0.0334703214466572,0.0244207642972469,0.0376413613557816,0.0592208541929722,0.0268268082290888,0.0296503901481628,0.0244170743972063,7,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"2","LIHC","LIHC",0.0200900826603174,0.0252841301262379,0.0196109972894192,0.0223258305341005,0.0185393579304218,0.018540546298027,0.0185473561286926,0.023366192355752,0.0185367837548256,0.0185337625443935,0.0393695309758186,0.0194497685879469,0.518993377685547,0.0193662121891975,0.0185502395033836,0.0242025312036276,0.0188925787806511,0.0191992446780205,0.0188456028699875,0.0216831043362617,0.0195139143615961,0.0190032068639994,0.021015603095293,0.018540047109127,11,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"3","THCA","THCA",0.0546577945351601,0.0321113727986813,0.0328932255506516,0.0322777517139912,0.0313962996006012,0.0311697442084551,0.0559131652116776,0.0392824485898018,0.0311634223908186,0.031158335506916,0.0311862640082836,0.0334797948598862,0.0312176644802094,0.0325578264892101,0.0625721514225006,0.0642893314361572,0.0328030996024609,0.0334376692771912,0.0311736147850752,0.0474820137023926,0.0436318516731262,0.121106088161469,0.0318701229989529,0.0311689041554928,14,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"4","LUSC","LUSC",0.0602453462779522,0.0308073963969946,0.0316977053880692,0.0311046037822962,0.0300349351018667,0.0300368648022413,0.0435645058751106,0.0444623567163944,0.0300307720899582,0.0300258733332157,0.0300527811050415,0.0441599488258362,0.0300830435007811,0.0534992255270481,0.103603102266788,0.0323534905910492,0.0306071750819683,0.0522678159177303,0.0300405938178301,0.057631254196167,0.0348665118217468,0.0753144100308418,0.0334742292761803,0.0300360526889563,21,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"5","OV","KICH",0.0399120636284351,0.0575448572635651,0.0388703346252441,0.0384758561849594,0.0368313118815422,0.0368336774408817,0.0368472002446651,0.0464205630123615,0.0376903563737869,0.0368201956152916,0.0425548516213894,0.0472094677388668,0.0574919171631336,0.0384739860892296,0.0368529260158539,0.0596466325223446,0.0400374941527843,0.0381422787904739,0.0369577147066593,0.0437744744122028,0.0403151139616966,0.0377528220415115,0.0377112105488777,0.036832682788372,38,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"6","LUSC","THCA",0.0396064296364784,0.0318617969751358,0.0327825769782066,0.0321461036801338,0.0312906876206398,0.0310648921877146,0.0387053824961185,0.039150308817625,0.0310585908591747,0.0310535244643688,0.0310813542455435,0.0393466092646122,0.031112652271986,0.0324483029544353,0.120635822415352,0.0430029816925526,0.0346866250038147,0.0337891615927219,0.0310687497258186,0.0780107975006104,0.0505682714283466,0.0727014467120171,0.0317629128694534,0.0310640539973974,47,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"7","LIHC","LIHC",0.0273793544620275,0.0289411991834641,0.0256771259009838,0.0388454534113407,0.0242740046232939,0.0242755617946386,0.0242844764143229,0.0305938888341188,0.0242706350982189,0.024266678839922,0.0344993062317371,0.0256328042596579,0.332208454608917,0.0253566242754459,0.0242882519960403,0.033920880407095,0.0255476497113705,0.0283386446535587,0.0247549917548895,0.0352507308125496,0.0282663758844137,0.0489906407892704,0.0358613468706608,0.0242749080061913,54,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"8","LIHC","LIHC",0.0234904438257217,0.0223335474729538,0.0229302700608969,0.0266694184392691,0.0216772500425577,0.0216786451637745,0.0216866005212069,0.0273210536688566,0.0216742418706417,0.0216707065701485,0.0253417491912842,0.0237419530749321,0.470479875802994,0.0226758141070604,0.021689971908927,0.0233265589922667,0.0227185692638159,0.0224488265812397,0.0216813329607248,0.0243714619427919,0.0231774654239416,0.0223043393343687,0.0232318490743637,0.0216780565679073,58,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"9","CESC","CESC",0.0216672308743,0.0194648914039135,0.437973529100418,0.0197104196995497,0.018718296661973,0.0280858539044857,0.0187263712286949,0.0524665825068951,0.018715700134635,0.0187126491218805,0.0187294203788042,0.0229181591421366,0.0187482759356499,0.0284783095121384,0.0187421888113022,0.0191385224461555,0.0193977616727352,0.0198331996798515,0.0187218226492405,0.0199157912284136,0.0225784685462713,0.0233257692307234,0.0238842144608498,0.07134660333395,78,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"10","UCEC","UCEC",0.0358344838023186,0.0375672914087772,0.0417878963053226,0.0357020869851112,0.0306388158351183,0.0306407827883959,0.0306520331650972,0.048729844391346,0.030634569004178,0.0306295678019524,0.0306570213288069,0.0330929309129715,0.0306878890842199,0.0320360325276852,0.030656797811389,0.0466736033558846,0.0312225595116615,0.0349725857377052,0.0306445863097906,0.039604663848877,0.0373096168041229,0.0811707079410553,0.157813638448715,0.0306399557739496,82,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"11","PRAD","PRAD",0.0273830015212297,0.0260208565741777,0.0342996530234814,0.0332660600543022,0.0251484476029873,0.0251500625163317,0.0251592956483364,0.0515535399317741,0.0251449588686228,0.025140855461359,0.0251633897423744,0.153367221355438,0.0251887254416943,0.026836559176445,0.0251632072031498,0.0257130339741707,0.159405007958412,0.0260435771197081,0.0251531843096018,0.0337406136095524,0.0907985419034958,0.0286001600325108,0.0314106941223145,0.0251493807882071,92,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"12","LGG","PRAD",0.0244566909968853,0.0232401099056005,0.023704394698143,0.0379373505711555,0.0224609300494194,0.0224623773247004,0.0224706213921309,0.0283087734133005,0.0224578138440847,0.0224541537463665,0.0224742796272039,0.267054557800293,0.0224969051778316,0.023453900590539,0.0224741138517857,0.0229651816189289,0.176413759589195,0.0232604034245014,0.0224651619791985,0.03273805975914,0.0381909310817719,0.0255437716841698,0.0280539561063051,0.0224617663770914,108,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"13","PRAD","PRAD",0.0245719514787197,0.0233496371656656,0.0238161124289036,0.0235868133604527,0.0225667878985405,0.0225682407617569,0.0225765220820904,0.0284421872347593,0.0225636567920446,0.0225599762052298,0.0225801970809698,0.173699915409088,0.022602928802371,0.0267019215971231,0.0225800313055515,0.0230734124779701,0.269730001688004,0.0233700275421143,0.022571038454771,0.0351300090551376,0.0447964817285538,0.0256641563028097,0.0283303689211607,0.0225676260888577,128,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
"14","LGG","THCA",0.0276357308030128,0.0262610092759132,0.0475631356239319,0.0265277568250895,0.0253805480897427,0.0253821760416031,0.025391498580575,0.0319885276257992,0.0253770276904106,0.0253728907555342,0.0253956336528063,0.244976043701172,0.0254211984574795,0.0265209712088108,0.0253954455256462,0.0259503442794085,0.08509910851717,0.0262839421629906,0.0253853313624859,0.0475681312382221,0.04652414098382,0.0390916727483273,0.0441262312233448,0.0253814924508333,130,10,4,0.1,0,0.7,1,0.8,"Fold01.Rep1"
