"","x"
"logLoss",0.558166573359042
"AUC",0.972248349456341
"prAUC",0.912588902741094
"Accuracy",0.903717245581962
"Kappa",0.83693484450264
"Mean_F1",0.867814058203352
"Mean_Sensitivity",0.888479008039256
"Mean_Specificity",0.950548526182571
"Mean_Pos_Pred_Value",0.857546731684663
"Mean_Neg_Pred_Value",0.95187653879294
"Mean_Precision",0.857546731684663
"Mean_Recall",0.888479008039256
"Mean_Detection_Rate",0.301239081860654
"Mean_Balanced_Accuracy",0.919513767110914
