"","x"
"logLoss",1.52464980006075
"AUC",0.896726726513344
"prAUC",0.206436490549819
"Accuracy",0.714951714951715
"Kappa",0.664110331447235
"Mean_F1",NA
"Mean_Sensitivity",0.257963344782937
"Mean_Specificity",0.990058745229834
"Mean_Pos_Pred_Value",0.219115595612278
"Mean_Neg_Pred_Value",0.989936067352962
"Mean_Precision",0.219115595612278
"Mean_Recall",0.257963344782937
"Mean_Detection_Rate",0.0238317238317238
"Mean_Balanced_Accuracy",0.624011045006385
