"","x"
"logLoss",2.02342701795683
"AUC",0.950955301944933
"prAUC",0.574474055495293
"Accuracy",0.541383219954649
"Kappa",0.513782194882208
"Mean_F1",0.538941299206171
"Mean_Sensitivity",0.587698708995218
"Mean_Specificity",0.979759077074921
"Mean_Pos_Pred_Value",0.52413101407066
"Mean_Neg_Pred_Value",0.979769173103612
"Mean_Precision",0.52413101407066
"Mean_Recall",0.587698708995218
"Mean_Detection_Rate",0.022557634164777
"Mean_Balanced_Accuracy",0.783728893035069
