"","pred","obs","ESCA","OV","STAD","rowIndex","nrounds","max_depth","eta","gamma","colsample_bytree","min_child_weight","subsample","Resample"
"197","STAD","STAD",0.280802488327026,0.12612909078598,0.593068420886993,322,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"198","STAD","STAD",0.346402496099472,0.153315246105194,0.500282227993011,325,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"199","STAD","STAD",0.156777620315552,0.150654122233391,0.692568242549896,326,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"200","STAD","STAD",0.219954609870911,0.182976290583611,0.597069084644318,343,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"201","OV","OV",0.145912349224091,0.618739426136017,0.235348209738731,344,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"202","STAD","STAD",0.242534339427948,0.186402633786201,0.571063041687012,346,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"203","STAD","STAD",0.335226714611053,0.164386764168739,0.500386536121368,370,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"204","STAD","STAD",0.146136179566383,0.295164912939072,0.558698952198029,372,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"205","OV","OV",0.143526539206505,0.608622431755066,0.247851058840752,379,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"206","STAD","STAD",0.157794073224068,0.169783785939217,0.672422111034393,381,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"207","STAD","STAD",0.149275287985802,0.279297024011612,0.571427702903748,385,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"208","STAD","STAD",0.136440739035606,0.146484509110451,0.717074692249298,430,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"209","STAD","STAD",0.230346277356148,0.222658440470695,0.546995282173157,435,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"210","OV","OV",0.312853574752808,0.479398488998413,0.207747891545296,468,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"211","OV","OV",0.1495211571455,0.670070052146912,0.180408790707588,470,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"212","OV","OV",0.153725937008858,0.65187281370163,0.194401234388351,473,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"213","OV","OV",0.153725937008858,0.65187281370163,0.194401234388351,501,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"214","OV","OV",0.148752763867378,0.666626513004303,0.184620767831802,525,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"215","OV","OV",0.180348455905914,0.632054090499878,0.187597438693047,541,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"216","OV","OV",0.140327990055084,0.697847425937653,0.161824613809586,550,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"217","OV","OV",0.1495211571455,0.670070052146912,0.180408790707588,556,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"218","OV","OV",0.138540685176849,0.688959181308746,0.172500148415565,572,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"219","OV","OV",0.154106393456459,0.653486132621765,0.192407503724098,577,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"220","OV","OV",0.163285240530968,0.660056889057159,0.176657870411873,595,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"221","OV","OV",0.152972474694252,0.64867776632309,0.198349758982658,617,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"222","OV","OV",0.152407437562943,0.646281778812408,0.201310813426971,633,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"223","OV","OV",0.14729605615139,0.660098373889923,0.192605584859848,647,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"224","STAD","STAD",0.13620088994503,0.144169509410858,0.71962958574295,676,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"225","OV","OV",0.161460176110268,0.638147592544556,0.200392246246338,684,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"226","OV","OV",0.15617099404335,0.632516920566559,0.211312144994736,687,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"227","ESCA","ESCA",0.640646040439606,0.14669731259346,0.212656676769257,694,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"228","ESCA","ESCA",0.665598094463348,0.152410924434662,0.181991010904312,697,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"229","STAD","STAD",0.149435594677925,0.18522222340107,0.665342152118683,700,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"230","STAD","STAD",0.250010639429092,0.126701265573502,0.623288154602051,713,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"231","ESCA","ESCA",0.603102266788483,0.165145635604858,0.231752082705498,714,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"232","OV","OV",0.252580136060715,0.424958676099777,0.32246121764183,716,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"233","STAD","STAD",0.137372612953186,0.148104622960091,0.714522778987885,748,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"234","STAD","STAD",0.139559015631676,0.151512578129768,0.708928406238556,750,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"235","OV","OV",0.149681463837624,0.670788466930389,0.179530084133148,751,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"236","OV","OV",0.146067976951599,0.654594779014587,0.199337229132652,752,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"237","STAD","STAD",0.140833288431168,0.151200413703918,0.707966327667236,758,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"238","OV","OV",0.149681463837624,0.670788466930389,0.179530084133148,761,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"239","ESCA","ESCA",0.596541702747345,0.235849097371101,0.167609199881554,770,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"240","OV","OV",0.180982768535614,0.55466639995575,0.264350891113281,773,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"241","STAD","STAD",0.151548236608505,0.147260785102844,0.701190948486328,780,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"242","STAD","STAD",0.236936330795288,0.202338576316833,0.560725092887878,803,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"243","OV","OV",0.14638140797615,0.655999422073364,0.197619169950485,821,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"244","OV","OV",0.143669933080673,0.643848121166229,0.212481945753098,828,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"245","OV","OV",0.164119631052017,0.525494515895844,0.310385853052139,850,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"246","OV","OV",0.152233392000198,0.671630442142487,0.176136195659637,865,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"247","OV","OV",0.147624343633652,0.661569595336914,0.190806016325951,878,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"248","OV","OV",0.160010993480682,0.648069500923157,0.191919445991516,887,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"249","OV","STAD",0.144749596714973,0.613808810710907,0.24144159257412,901,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"250","OV","OV",0.15617099404335,0.632516920566559,0.211312144994736,946,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"251","OV","OV",0.168385744094849,0.629649996757507,0.201964259147644,947,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"252","OV","OV",0.1449064463377,0.677927434444427,0.177166119217873,953,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"253","OV","STAD",0.221579283475876,0.410878658294678,0.367542028427124,961,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"254","OV","OV",0.149681463837624,0.670788466930389,0.179530084133148,962,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"255","OV","OV",0.14924855530262,0.632886528968811,0.217864900827408,964,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"256","OV","OV",0.22251233458519,0.59841775894165,0.179069921374321,980,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"257","OV","OV",0.184610933065414,0.59052312374115,0.224865883588791,984,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"258","STAD","STAD",0.169261962175369,0.187924608588219,0.642813384532928,989,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"259","STAD","STAD",0.133728191256523,0.165380164980888,0.700891673564911,990,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"260","STAD","STAD",0.164529755711555,0.197998464107513,0.637471795082092,1024,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"261","STAD","STAD",0.153144344687462,0.277331829071045,0.569523811340332,1031,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"262","STAD","STAD",0.150435462594032,0.198607578873634,0.650956928730011,1040,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"263","ESCA","ESCA",0.587889790534973,0.155757144093513,0.256353080272675,1052,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"264","STAD","STAD",0.369151711463928,0.217036515474319,0.413811832666397,1064,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"265","STAD","STAD",0.136440739035606,0.146484509110451,0.717074692249298,1070,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"266","OV","OV",0.164516896009445,0.660724639892578,0.174758464097977,1075,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"267","OV","OV",0.14156748354435,0.634426116943359,0.224006369709969,1079,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"268","OV","OV",0.181298077106476,0.579251646995544,0.239450305700302,1091,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"269","STAD","STAD",0.136216998100281,0.14788430929184,0.715898752212524,1103,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"270","STAD","STAD",0.115681983530521,0.441485941410065,0.442832082509995,1115,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
"271","STAD","STAD",0.257536888122559,0.328343689441681,0.414119452238083,1120,10,4,0.1,0,0.7,1,0.8,"Fold02.Rep1"
