"","pred","obs","ESCA","OV","STAD","rowIndex","nrounds","max_depth","eta","gamma","colsample_bytree","min_child_weight","subsample","Resample"
"409","OV","OV",0.13921220600605,0.67418497800827,0.186602830886841,853,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"410","OV","OV",0.149205684661865,0.671139419078827,0.179654881358147,859,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"411","OV","OV",0.142436593770981,0.573698401451111,0.283864974975586,882,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"412","OV","OV",0.149033293128014,0.669436275959015,0.181530445814133,884,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"413","OV","OV",0.140668749809265,0.6318638920784,0.227467358112335,891,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"414","OV","OV",0.148743137717247,0.66966450214386,0.181592345237732,893,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"415","OV","OV",0.147975564002991,0.66189056634903,0.190133884549141,897,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"416","OV","OV",0.149033293128014,0.669436275959015,0.181530445814133,928,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"417","OV","OV",0.149033293128014,0.669436275959015,0.181530445814133,933,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"418","OV","STAD",0.198353543877602,0.566167116165161,0.235479325056076,952,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"419","OV","OV",0.145921185612679,0.655457079410553,0.19862174987793,955,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"420","STAD","STAD",0.317921906709671,0.244767248630524,0.437310814857483,956,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"421","OV","OV",0.142639145255089,0.640714645385742,0.216646164655685,957,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"422","STAD","STAD",0.169654279947281,0.169238835573196,0.661106884479523,970,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"423","OV","OV",0.149033293128014,0.669436275959015,0.181530445814133,972,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"424","ESCA","STAD",0.559303343296051,0.157329797744751,0.283366918563843,974,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"425","OV","OV",0.162257418036461,0.636337578296661,0.201404988765717,992,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"426","OV","OV",0.135774165391922,0.654178440570831,0.210047394037247,996,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"427","OV","OV",0.14949657022953,0.670909941196442,0.179593443870544,1003,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"428","OV","STAD",0.232806906104088,0.400553643703461,0.366639494895935,1010,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"429","OV","OV",0.143136322498322,0.642947912216187,0.213915780186653,1014,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"430","OV","OV",0.253456801176071,0.448085069656372,0.298458158969879,1019,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"431","OV","OV",0.148573145270348,0.667369306087494,0.184057518839836,1022,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"432","OV","OV",0.16551785171032,0.656468272209167,0.178013920783997,1033,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"433","OV","OV",0.148743137717247,0.66966450214386,0.181592345237732,1036,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"434","OV","OV",0.14717148244381,0.661073207855225,0.191755324602127,1038,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"435","STAD","STAD",0.247000113129616,0.22536526620388,0.527634561061859,1051,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"436","OV","OV",0.149033293128014,0.669436275959015,0.181530445814133,1058,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"437","STAD","STAD",0.180274412035942,0.177114963531494,0.642610609531403,1062,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"438","OV","OV",0.149033293128014,0.669436275959015,0.181530445814133,1063,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"439","OV","OV",0.148743137717247,0.66966450214386,0.181592345237732,1067,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"440","OV","OV",0.139773577451706,0.626144468784332,0.234081923961639,1072,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"441","STAD","ESCA",0.19513151049614,0.215665623545647,0.58920282125473,1083,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"442","OV","OV",0.159139692783356,0.66288810968399,0.177972182631493,1087,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"443","OV","OV",0.149033293128014,0.669436275959015,0.181530445814133,1096,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"444","OV","OV",0.156605452299118,0.627579808235168,0.21581469476223,1113,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"445","OV","OV",0.145471379160881,0.653436660766602,0.201091945171356,1118,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"446","OV","OV",0.149321228265762,0.666319489479065,0.184359297156334,1139,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"447","OV","OV",0.146163538098335,0.65319412946701,0.200642332434654,1154,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"448","STAD","STAD",0.180509001016617,0.167891785502434,0.651599228382111,1165,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"449","ESCA","STAD",0.659377455711365,0.150522038340569,0.190100535750389,1196,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"450","OV","OV",0.149033293128014,0.669436275959015,0.181530445814133,1205,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"451","STAD","STAD",0.17088209092617,0.22666372358799,0.60245418548584,1212,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"452","OV","OV",0.149033293128014,0.669436275959015,0.181530445814133,1217,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"453","ESCA","ESCA",0.648726463317871,0.142821356654167,0.208452209830284,1226,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"454","ESCA","ESCA",0.559570491313934,0.28306233882904,0.157367140054703,1227,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"455","OV","OV",0.129119828343391,0.57998776435852,0.290892362594604,1272,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"456","OV","OV",0.144461736083031,0.648901462554932,0.206636816263199,1277,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"457","OV","OV",0.174422666430473,0.592241764068604,0.233335539698601,1283,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"458","STAD","STAD",0.143752872943878,0.149750486016273,0.70649665594101,1314,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"459","ESCA","STAD",0.455900430679321,0.180548399686813,0.363551139831543,1327,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"460","STAD","STAD",0.357317537069321,0.218583732843399,0.424098700284958,1348,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"461","OV","OV",0.149033293128014,0.669436275959015,0.181530445814133,1352,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"462","STAD","STAD",0.166508510708809,0.206704795360565,0.626786708831787,1364,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"463","ESCA","STAD",0.487100780010223,0.180944889783859,0.331954330205917,1380,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"464","STAD","STAD",0.154868692159653,0.156989097595215,0.688142240047455,1396,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"465","STAD","STAD",0.20419342815876,0.160439670085907,0.635366916656494,1398,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"466","STAD","ESCA",0.243631154298782,0.191426813602448,0.564942061901093,1424,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"467","STAD","STAD",0.141334176063538,0.187470346689224,0.67119550704956,1431,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"468","STAD","STAD",0.139950379729271,0.149751842021942,0.710297763347626,1440,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"469","STAD","STAD",0.180936232209206,0.228293985128403,0.59076976776123,1464,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"470","OV","STAD",0.12475211918354,0.447388619184494,0.427859306335449,1474,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"471","STAD","ESCA",0.233987793326378,0.341741442680359,0.424270749092102,1485,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"472","STAD","STAD",0.171529948711395,0.17803567647934,0.650434374809265,1490,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"473","ESCA","OV",0.398958265781403,0.279579371213913,0.321462333202362,1491,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"474","STAD","STAD",0.140166833996773,0.14843687415123,0.711396276950836,1500,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"475","STAD","STAD",0.333659768104553,0.211625054478645,0.454715222120285,1507,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"476","ESCA","ESCA",0.634559988975525,0.145031675696373,0.220408350229263,1508,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"477","ESCA","STAD",0.426323413848877,0.237298175692558,0.336378425359726,1509,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"478","STAD","STAD",0.138439938426018,0.153387874364853,0.70817220211029,1517,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"479","OV","OV",0.157296150922775,0.653569519519806,0.189134299755096,1525,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"480","ESCA","ESCA",0.664816379547119,0.14821831882,0.18696528673172,1557,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"481","ESCA","ESCA",0.585951328277588,0.148981317877769,0.265067338943481,1558,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"482","STAD","STAD",0.362849205732346,0.170594125986099,0.466556638479233,1561,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"483","ESCA","STAD",0.625151336193085,0.142881274223328,0.231967389583588,1584,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"484","STAD","STAD",0.336673229932785,0.239561825990677,0.42376497387886,1587,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"485","STAD","STAD",0.139384925365448,0.14760884642601,0.71300619840622,1593,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"486","STAD","STAD",0.227511540055275,0.240733459591866,0.531755030155182,1596,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"487","STAD","STAD",0.140166833996773,0.14843687415123,0.711396276950836,1597,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"488","OV","OV",0.149568393826485,0.669015288352966,0.181416288018227,1611,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"489","OV","OV",0.146707117557526,0.65898734331131,0.194305524230003,1618,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"490","OV","OV",0.15583673119545,0.642015993595123,0.202147230505943,1627,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"491","OV","OV",0.133691862225533,0.530689120292664,0.335619062185287,1628,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"492","OV","OV",0.148573145270348,0.667369306087494,0.184057518839836,1633,10,4,0.1,0,0.7,1,0.8,"Fold03.Rep1"
"493","STAD","STAD",0.175144612789154,0.199075222015381,0.625780165195465,2,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"494","OV","OV",0.142075762152672,0.648471176624298,0.20945306122303,7,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"495","OV","OV",0.147650733590126,0.657375991344452,0.194973304867744,13,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"496","OV","OV",0.159836426377296,0.618940949440002,0.221222624182701,21,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"497","ESCA","ESCA",0.584598958492279,0.183692321181297,0.231708720326424,26,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"498","ESCA","ESCA",0.668456971645355,0.14711931347847,0.184423744678497,61,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"499","STAD","ESCA",0.337221175432205,0.25099378824234,0.411785036325455,65,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"500","STAD","STAD",0.171161502599716,0.284012973308563,0.544825553894043,92,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"501","OV","OV",0.149057492613792,0.663639187812805,0.187303274869919,100,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"502","OV","OV",0.142523720860481,0.666901767253876,0.190574482083321,102,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"503","OV","OV",0.139955118298531,0.651326537132263,0.208718314766884,123,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"504","OV","OV",0.193360030651093,0.490721255540848,0.315918743610382,157,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"505","OV","OV",0.149057492613792,0.663639187812805,0.187303274869919,161,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"506","STAD","STAD",0.295991778373718,0.256076514720917,0.447931706905365,180,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"507","OV","OV",0.136721953749657,0.662964642047882,0.200313419103622,192,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"508","OV","OV",0.157610341906548,0.641335487365723,0.201054126024246,198,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"509","OV","OV",0.144015699625015,0.673883080482483,0.182101190090179,199,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"510","STAD","STAD",0.138086438179016,0.144662290811539,0.717251300811768,207,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"511","ESCA","STAD",0.499833226203918,0.143954709172249,0.356212109327316,229,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"512","STAD","STAD",0.138876631855965,0.142754405736923,0.718369007110596,234,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"513","OV","OV",0.146870404481888,0.630302488803864,0.222827151417732,238,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"514","STAD","STAD",0.22315938770771,0.190038546919823,0.586802065372467,278,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"515","STAD","STAD",0.286240935325623,0.258405864238739,0.455353200435638,281,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"516","STAD","STAD",0.411325812339783,0.115933462977409,0.472740769386292,287,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"517","STAD","STAD",0.165685027837753,0.154692262411118,0.679622769355774,288,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"518","STAD","STAD",0.203328683972359,0.230468198657036,0.566203117370605,289,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"519","STAD","STAD",0.176933333277702,0.190198168158531,0.632868528366089,296,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"520","OV","OV",0.133856356143951,0.558722198009491,0.307421416044235,305,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"521","OV","OV",0.163826122879982,0.654412031173706,0.18176181614399,313,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"522","OV","OV",0.154259666800499,0.643886506557465,0.201853841543198,317,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"523","STAD","STAD",0.188958942890167,0.181952878832817,0.629088163375854,327,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"524","OV","OV",0.150169804692268,0.62681519985199,0.223014950752258,340,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"525","STAD","STAD",0.340918242931366,0.269679218530655,0.389402508735657,348,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"526","STAD","STAD",0.247052878141403,0.215144038200378,0.537803113460541,361,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"527","ESCA","ESCA",0.660027801990509,0.143786206841469,0.196185991168022,362,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"528","OV","OV",0.144015699625015,0.673883080482483,0.182101190090179,368,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"529","STAD","STAD",0.180103212594986,0.344401001930237,0.4754958152771,389,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"530","ESCA","STAD",0.421600192785263,0.181959226727486,0.396440505981445,425,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"531","STAD","STAD",0.161824494600296,0.175709962844849,0.662465572357178,431,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"532","STAD","STAD",0.152142837643623,0.297043472528458,0.550813734531403,447,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"533","OV","OV",0.138311579823494,0.615795850753784,0.245892599225044,475,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"534","OV","OV",0.15251687169075,0.636611998081207,0.210871160030365,477,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"535","STAD","STAD",0.150682032108307,0.180082380771637,0.669235587120056,485,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"536","OV","OV",0.148885503411293,0.670049250125885,0.181065186858177,487,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"537","OV","OV",0.150898456573486,0.644072532653809,0.205028980970383,505,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"538","OV","OV",0.141573280096054,0.672729969024658,0.185696706175804,514,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"539","STAD","STAD",0.156571254134178,0.206957787275314,0.636470913887024,528,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"540","OV","OV",0.148885503411293,0.670049250125885,0.181065186858177,529,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"541","ESCA","ESCA",0.562795400619507,0.174186512827873,0.263018071651459,530,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"542","OV","OV",0.144217357039452,0.642089784145355,0.213692888617516,538,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"543","OV","OV",0.174931541085243,0.570465207099915,0.254603266716003,560,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"544","OV","OV",0.144015699625015,0.673883080482483,0.182101190090179,561,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"545","OV","OV",0.131382778286934,0.659595489501953,0.209021747112274,601,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"546","ESCA","ESCA",0.669147551059723,0.148220926523209,0.182631567120552,615,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"547","STAD","STAD",0.173898160457611,0.282292813062668,0.543809056282043,620,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"548","ESCA","ESCA",0.597221493721008,0.171329438686371,0.231449067592621,643,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"549","OV","STAD",0.148290455341339,0.486905753612518,0.36480376124382,653,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"550","OV","OV",0.139770925045013,0.622293174266815,0.237935870885849,658,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"551","ESCA","ESCA",0.661713242530823,0.145635098218918,0.192651659250259,667,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"552","ESCA","ESCA",0.668456971645355,0.14711931347847,0.184423744678497,672,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"553","OV","OV",0.151724219322205,0.63330340385437,0.21497243642807,673,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"554","OV","STAD",0.156561732292175,0.4992416203022,0.344196677207947,677,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"555","OV","OV",0.158640146255493,0.62179297208786,0.219566896557808,698,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"556","OV","OV",0.144015699625015,0.673883080482483,0.182101190090179,708,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"557","ESCA","ESCA",0.668456971645355,0.14711931347847,0.184423744678497,717,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"558","STAD","STAD",0.182337135076523,0.197200164198875,0.620462715625763,718,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"559","OV","OV",0.182205259799957,0.480524569749832,0.337270140647888,725,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"560","STAD","STAD",0.149070009589195,0.15974135696888,0.691188633441925,742,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"561","STAD","STAD",0.149929895997047,0.157641798257828,0.692428350448608,746,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"562","OV","OV",0.154089704155922,0.643177092075348,0.202733248472214,754,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"563","STAD","ESCA",0.339134633541107,0.155452236533165,0.505413115024567,772,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"564","STAD","STAD",0.14304880797863,0.150406762957573,0.706544458866119,791,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"565","OV","OV",0.144015699625015,0.673883080482483,0.182101190090179,794,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"566","ESCA","ESCA",0.650659322738647,0.159907221794128,0.189433425664902,805,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"567","ESCA","ESCA",0.668456971645355,0.14711931347847,0.184423744678497,817,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"568","STAD","OV",0.286240935325623,0.258405864238739,0.455353200435638,820,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"569","STAD","STAD",0.278654783964157,0.330753564834595,0.390591621398926,822,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"570","OV","OV",0.178860634565353,0.475760698318481,0.345378696918488,823,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"571","OV","OV",0.156805321574211,0.642404556274414,0.200790092349052,831,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"572","OV","OV",0.135829955339432,0.67309582233429,0.191074207425117,833,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"573","OV","OV",0.151724219322205,0.63330340385437,0.21497243642807,838,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"574","STAD","STAD",0.137197032570839,0.185084700584412,0.677718281745911,841,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"575","OV","OV",0.156309172511101,0.652441203594208,0.191249668598175,864,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"576","OV","OV",0.149284198880196,0.669735372066498,0.180980384349823,868,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"577","OV","OV",0.176358118653297,0.619718551635742,0.203923314809799,869,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"578","OV","OV",0.142633244395256,0.635036945343018,0.222329840064049,912,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"579","ESCA","STAD",0.632315635681152,0.151962324976921,0.215722054243088,915,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"580","STAD","STAD",0.170298606157303,0.177527755498886,0.652173638343811,922,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"581","STAD","STAD",0.151610419154167,0.169297963380814,0.67909163236618,924,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"582","OV","OV",0.143259540200233,0.657151639461517,0.199588775634766,936,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"583","OV","OV",0.136123061180115,0.633492827415466,0.230384141206741,938,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"584","OV","OV",0.149284198880196,0.669735372066498,0.180980384349823,941,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"585","OV","OV",0.146555438637733,0.652499496936798,0.200945034623146,948,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"586","OV","OV",0.137974545359612,0.688435077667236,0.173590421676636,951,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"587","OV","OV",0.187730371952057,0.547798275947571,0.26447132229805,960,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"588","OV","OV",0.144015699625015,0.673883080482483,0.182101190090179,981,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"589","OV","OV",0.149899989366531,0.625688970088959,0.224411025643349,991,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"590","OV","STAD",0.151173338294029,0.631003975868225,0.217822685837746,1009,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"591","OV","OV",0.143170118331909,0.6374272108078,0.219402670860291,1011,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"592","STAD","STAD",0.209252446889877,0.187586039304733,0.603161573410034,1016,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"593","STAD","STAD",0.269132703542709,0.218889877200127,0.511977434158325,1042,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"594","STAD","STAD",0.140848144888878,0.190010190010071,0.669141709804535,1044,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"595","OV","OV",0.144217357039452,0.642089784145355,0.213692888617516,1048,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"596","OV","OV",0.153018996119499,0.545202434062958,0.301778584718704,1074,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"597","OV","OV",0.214064702391624,0.508571863174438,0.277363419532776,1081,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"598","OV","OV",0.14801213145256,0.637545347213745,0.214442551136017,1093,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"599","OV","OV",0.144217357039452,0.642089784145355,0.213692888617516,1099,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"600","OV","OV",0.154089704155922,0.643177092075348,0.202733248472214,1101,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"601","OV","OV",0.144015699625015,0.673883080482483,0.182101190090179,1108,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"602","OV","OV",0.149057492613792,0.663639187812805,0.187303274869919,1126,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"603","OV","OV",0.144015699625015,0.673883080482483,0.182101190090179,1128,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"604","OV","OV",0.140904933214188,0.65932708978653,0.199767932295799,1136,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"605","STAD","STAD",0.271680474281311,0.235043689608574,0.493275880813599,1150,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"606","STAD","STAD",0.182287469506264,0.158381313085556,0.659331262111664,1152,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"607","OV","OV",0.188709571957588,0.562503457069397,0.248786941170692,1170,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"608","ESCA","STAD",0.464300751686096,0.195488557219505,0.340210735797882,1179,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"609","OV","OV",0.149057492613792,0.663639187812805,0.187303274869919,1180,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"610","STAD","STAD",0.244194477796555,0.340510010719299,0.415295511484146,1182,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
"611","OV","OV",0.144015699625015,0.673883080482483,0.182101190090179,1197,10,4,0.1,0,0.7,1,0.8,"Fold04.Rep1"
