Feature ID	Taxon
G001648605	G001648605
G001648615	G001648615
G001648625	G001648625
G001648675	G001648675
G001648685	G001648685
G001652545	G001652545
G001652705	G001652705
G001654785	G001654785
G001655005	G001655005
G001660005	G001660005
G001661615	G001661615
G001663855	G001663855
G001675285	G001675285
G001678855	G001678855
G001679005	G001679005
G001679045	G001679045
G001679175	G001679175
G001679535	G001679535
G001682515	G001682515
G001683355	G001683355
G001688845	G001688845
G001693775	G001693775
G001698225	G001698225
G001700755	G001700755
G001701045	G001701045
G001717125	G001717125
G001718535	G001718535
G001718555	G001718555
G001718635	G001718635
G001729705	G001729705
G001729725	G001729725
G001729745	G001729745
G001729765	G001729765
G001729785	G001729785
G001742165	G001742165
G001748345	G001748345
G001750725	G001750725
G001753085	G001753085
G001758385	G001758385
G001792775	G001792775
G001866515	G001866515
G001870205	G001870205
G001875655	G001875655
G001881565	G001881565
G001885775	G001885775
G001885825	G001885825
G001885845	G001885845
G001885885	G001885885
G001885905	G001885905
G001885915	G001885915
G001885955	G001885955
G001885995	G001885995
G001886035	G001886035
G001886105	G001886105
G001886155	G001886155
G001886185	G001886185
G001886875	G001886875
G001886915	G001886915
G001888925	G001888925
G001888965	G001888965
G001894765	G001894765
G001894785	G001894785
G001894925	G001894925
G001902315	G001902315
G001905915	G001905915
G001907675	G001907675
G001908415	G001908415
G001908495	G001908495
G001913265	G001913265
G001921825	G001921825
G001922385	G001922385
G001922405	G001922405
G001932995	G001932995
G001936175	G001936175
G001938095	G001938095
G001940005	G001940005
G001941345	G001941345
G001941425	G001941425
G001941485	G001941485
G001941585	G001941585
G001941945	G001941945
G001950995	G001950995
G001951015	G001951015
G001951095	G001951095
G001953795	G001953795
G001953955	G001953955
G001956035	G001956035
G001956585	G001956585
G001975185	G001975185
G001975225	G001975225
G001982785	G001982785
G001991075	G001991075
G001997105	G001997105
G001997165	G001997165
G001997185	G001997185
G001997325	G001997325
G001998785	G001998785
G001999385	G001999385
G001999685	G001999685
G002000985	G002000985
G002008145	G002008145
G002008215	G002008215
G002008275	G002008275
G002009095	G002009095
G002009135	G002009135
G002014665	G002014665
G002014755	G002014755
G002014765	G002014765
G002014885	G002014885
G002014965	G002014965
G002014975	G002014975
G002014985	G002014985
G002015035	G002015035
G002015045	G002015045
G002015175	G002015175
G002022045	G002022045
G002023135	G002023135
G002023205	G002023205
G002023585	G002023585
G002023665	G002023665
G002024805	G002024805
G002027545	G002027545
G002027585	G002027585
G002042885	G002042885
G002055535	G002055535
G002055965	G002055965
G002056725	G002056725
G002073495	G002073495
G002074095	G002074095
G002075345	G002075345
G002076835	G002076835
G002080125	G002080125
G002081715	G002081715
G002081795	G002081795
G002082905	G002082905
G002082955	G002082955
G002086125	G002086125
G002086215	G002086215
G002086335	G002086335
G002086345	G002086345
G002086545	G002086545
G002086575	G002086575
G002086635	G002086635
G002086735	G002086735
G002086755	G002086755
G002087075	G002087075
G002087935	G002087935
G002087975	G002087975
G002088015	G002088015
G002088025	G002088025
G002091535	G002091535
G002091555	G002091555
G002091575	G002091575
G002091595	G002091595
G002091615	G002091615
G002091675	G002091675
G002091695	G002091695
G002091715	G002091715
G002091755	G002091755
G002091775	G002091775
G002091815	G002091815
G002095315	G002095315
G002095575	G002095575
G002095925	G002095925
G002101575	G002101575
G002101595	G002101595
G002101635	G002101635
G002101675	G002101675
G002101735	G002101735
G002101845	G002101845
G002102015	G002102015
G002102025	G002102025
G002102095	G002102095
G002102155	G002102155
G002102175	G002102175
G002102255	G002102255
G002102355	G002102355
G002102415	G002102415
G002105755	G002105755
G002108495	G002108495
G002108505	G002108505
G002108545	G002108545
G002108575	G002108575
G002108605	G002108605
G002116635	G002116635
G002119215	G002119215
G002119445	G002119445
G002127965	G002127965
G002139935	G002139935
G002148255	G002148255
G002153515	G002153515
G002154655	G002154655
G002154895	G002154895
G002155265	G002155265
G002155905	G002155905
G002155915	G002155915
G002159215	G002159215
G002159895	G002159895
G002160355	G002160355
G002160635	G002160635
G002161475	G002161475
G002161855	G002161855
G002196895	G002196895
G002196905	G002196905
G002197815	G002197815
G002200915	G002200915
G002201515	G002201515
G002204915	G002204915
G002208805	G002208805
G002208825	G002208825
G002209125	G002209125
G002209535	G002209535
G002215055	G002215055
G002219285	G002219285
G002220755	G002220755
G002221595	G002221595
G002222595	G002222595
G002222615	G002222615
G002224265	G002224265
G002237805	G002237805
G002243135	G002243135
G002250945	G002250945
G002269255	G002269255
G002273005	G002273005
G002278095	G002278095
G002282915	G002282915
G002285125	G002285125
G002285575	G002285575
G002285675	G002285675
G002285715	G002285715
G002287505	G002287505
G002289225	G002289225
G002302415	G002302415
G002302475	G002302475
G002302495	G002302495
G002302565	G002302565
G002302655	G002302655
G002310475	G002310475
G002327185	G002327185
G002327205	G002327205
G002346025	G002346025
G002355775	G002355775
G002356735	G002356735
G002370525	G002370525
G002374835	G002374835
G002386265	G002386265
G002393445	G002393445
G002393505	G002393505
G002441675	G002441675
G002441745	G002441745
G002441815	G002441815
G002441885	G002441885
G002442935	G002442935
G002443155	G002443155
G002504085	G002504085
G002504285	G002504285
G002553615	G002553615
G002554425	G002554425
G002568625	G002568625
G002706375	G002706375
G002706665	G002706665
G002732165	G002732165
G002735225	G002735225
G002736065	G002736065
G002736145	G002736145
G002742165	G002742165
G002749945	G002749945
G002761875	G002761875
G002763715	G002763715
G002797435	G002797435
G002797785	G002797785
G002811175	G002811175
G002813455	G002813455
G002813755	G002813755
G002834225	G002834225
G002836995	G002836995
G002837055	G002837055
G002846575	G002846575
G002847555	G002847555
G002848365	G002848365
G002849795	G002849795
G002860625	G002860625
G002860745	G002860745
G002861485	G002861485
G002861525	G002861525
G002861965	G002861965
G002865995	G002865995
G002871895	G002871895
G002871975	G002871975
G002874775	G002874775
G002892575	G002892575
G002894165	G002894165
G002899365	G002899365
G002899695	G002899695
G002899715	G002899715
G002900365	G002900365
G002901705	G002901705
G002901765	G002901765
G002901785	G002901785
G002901805	G002901805
G002901845	G002901845
G002901875	G002901875
G002901925	G002901925
G002901955	G002901955
G002901985	G002901985
G002902025	G002902025
G002902045	G002902045
G002902125	G002902125
G002902285	G002902285
G002902325	G002902325
G002902345	G002902345
G002902365	G002902365
G002902385	G002902385
G002902465	G002902465
G002902505	G002902505
G002902545	G002902545
G002902625	G002902625
G002902685	G002902685
G002902725	G002902725
G002902745	G002902745
G002915525	G002915525
G002925905	G002925905
G002943685	G002943685
G002949675	G002949675
G002959635	G002959635
G002959695	G002959695
G002959715	G002959715
G002959775	G002959775
G002959895	G002959895
G002959915	G002959915
G002959935	G002959935
G002982115	G002982115
G002982215	G002982215
G002982225	G002982225
G002982275	G002982275
G002982335	G002982335
G002984395	G002984395
G002993925	G002993925
G002998295	G002998295
G002998365	G002998365
G002998435	G002998435
G002998535	G002998535
G003004765	G003004765
G003006155	G003006155
G003010495	G003010495
G003012055	G003012055
G003012835	G003012835
G003019655	G003019655
G003019675	G003019675
G003019695	G003019695
G003019925	G003019925
G003019965	G003019965
G003024475	G003024475
G003026815	G003026815
G003030305	G003030305
G003030905	G003030905
G003031005	G003031005
G003031105	G003031105
G003046425	G003046425
G003047065	G003047065
G003049525	G003049525
G003050665	G003050665
G003054025	G003054025
G003061265	G003061265
G003096335	G003096335
G003096415	G003096415
G003096635	G003096635
G003096815	G003096815
G003113495	G003113495
G003121925	G003121925
G003124025	G003124025
G003124035	G003124035
G003130545	G003130545
G003144325	G003144325
G003144495	G003144495
G003144535	G003144535
G003148495	G003148495
G003148585	G003148585
G003149245	G003149245
G003150935	G003150935
G003172975	G003172975
G003172995	G003172995
G003176875	G003176875
G003182075	G003182075
G003183825	G003183825
G003201315	G003201315
G003201875	G003201875
G003204135	G003204135
G003207695	G003207695
G003209395	G003209395
G003215615	G003215615
G003253775	G003253775
G003254255	G003254255
G003263915	G003263915
G003266045	G003266045
G003269195	G003269195
G003269275	G003269275
G003289475	G003289475
G003290385	G003290385
G003294075	G003294075
G003312465	G003312465
G003314795	G003314795
G003315035	G003315035
G003315095	G003315095
G003315195	G003315195
G003315235	G003315235
G003315405	G003315405
G003320875	G003320875
G003323815	G003323815
G003324185	G003324185
G003337315	G003337315
G003339945	G003339945
G003339975	G003339975
G003340105	G003340105
G003340385	G003340385
G003343305	G003343305
G003350095	G003350095
G003350405	G003350405
G003350525	G003350525
G003350585	G003350585
G003351545	G003351545
G003351565	G003351565
G003367495	G003367495
G003385915	G003385915
G003391395	G003391395
G003397685	G003397685
G003428485	G003428485
G003428875	G003428875
G003431405	G003431405
G003431645	G003431645
G003431655	G003431655
G003431845	G003431845
G003433695	G003433695
G003433955	G003433955
G003435335	G003435335
G003435485	G003435485
G003454775	G003454775
G003457595	G003457595
G003457795	G003457795
G003459085	G003459085
G003464225	G003464225
G003470375	G003470375
G003472935	G003472935
G003475105	G003475105
G003475485	G003475485
G003516125	G003516125
G003516145	G003516145
G003516165	G003516165
G003546465	G003546465
G003568605	G003568605
G003570845	G003570845
G003571725	G003571725
G003572535	G003572535
G003577645	G003577645
G003579335	G003579335
G003581385	G003581385
G003589745	G003589745
G003590975	G003590975
G003606205	G003606205
G003606265	G003606265
G003609695	G003609695
G003614235	G003614235
G003614435	G003614435
G003614945	G003614945
G003628755	G003628755
G003634235	G003634235
G003634345	G003634345
G003634525	G003634525
G003634575	G003634575
G003634705	G003634705
G003634885	G003634885
G003641245	G003641245
G003663835	G003663835
G003667205	G003667205
G003667225	G003667225
G003667905	G003667905
G003668715	G003668715
G003688935	G003688935
G003697165	G003697165
G003703435	G003703435
G003710815	G003710815
G003710885	G003710885
G003726015	G003726015
G003788975	G003788975
G003788985	G003788985
G003795375	G003795375
G003798325	G003798325
G003812345	G003812345
G003812505	G003812505
G003814515	G003814515
G003814575	G003814575
G003815775	G003815775
G003815975	G003815975
G003818115	G003818115
G003850345	G003850345
G003851105	G003851105
G003851835	G003851835
G003851905	G003851905
G003862435	G003862435
G003862485	G003862485
G003864435	G003864435
G003932295	G003932295
G003945365	G003945365
G003945385	G003945385
G003945765	G003945765
G003952825	G003952825
G003953035	G003953035
G003955965	G003955965
G003957875	G003957875
G003966625	G003966625
G003968815	G003968815
G003968865	G003968865
G003968885	G003968885
G003970475	G003970475
G003970495	G003970495
G003970515	G003970515
G003987575	G003987575
G003990875	G003990875
G003992065	G003992065
G003999355	G003999355
G004000945	G004000945
G004000965	G004000965
G004001005	G004001005
G004001025	G004001025
G004006635	G004006635
G004028355	G004028355
G004089895	G004089895
G004115585	G004115585
G004117055	G004117055
G004121315	G004121315
G004125815	G004125815
G004136195	G004136195
G004137235	G004137235
G004138065	G004138065
G004154955	G004154955
G004166975	G004166975
G004216755	G004216755
G004217095	G004217095
G004283175	G004283175
G004283755	G004283755
G004291115	G004291115
G004295525	G004295525
G004328535	G004328535
G004328555	G004328555
G004328965	G004328965
G004336685	G004336685
G004337635	G004337635
G004341825	G004341825
G004342115	G004342115
G004342845	G004342845
G004345265	G004345265
G004345285	G004345285
G004345805	G004345805
G004346445	G004346445
G004349435	G004349435
G004354305	G004354305
G004354485	G004354485
G004354495	G004354495
G004354505	G004354505
G004354545	G004354545
G004354555	G004354555
G004354615	G004354615
G004358895	G004358895
G004361965	G004361965
G004362495	G004362495
G004367745	G004367745
G004368535	G004368535
G004368965	G004368965
G004378605	G004378605
G004405045	G004405045
G004519295	G004519295
G004525795	G004525795
G004563945	G004563945
G004684145	G004684145
G004684815	G004684815
G004723625	G004723625
G004745455	G004745455
G004770275	G004770275
G004771075	G004771075
G004802225	G004802225
G004803795	G004803795
G004803815	G004803815
G004843545	G004843545
G005217555	G005217555
G005221285	G005221285
G005221305	G005221305
G005280755	G005280755
G005281455	G005281455
G005405525	G005405525
G005706655	G005706655
G005863255	G005863255
G005876855	G005876855
G006088795	G006088795
G006094295	G006094295
G006094315	G006094315
G006094335	G006094335
G006094355	G006094355
G006094375	G006094375
G006094395	G006094395
G006094455	G006094455
G006094695	G006094695
G006094915	G006094915
G006152145	G006152145
G006176165	G006176165
G006274405	G006274405
G006364235	G006364235
G006364295	G006364295
G006364355	G006364355
G006364635	G006364635
G006364675	G006364675
G006365335	G006365335
G006385365	G006385365
G006494375	G006494375
G006494655	G006494655
G006538485	G006538485
G006538545	G006538545
G006539085	G006539085
G006539405	G006539405
G006539665	G006539665
G006539805	G006539805
G006539845	G006539845
G006539885	G006539885
G006539945	G006539945
G006540025	G006540025
G006540045	G006540045
G006540205	G006540205
G006542415	G006542415
G006542645	G006542645
G006546825	G006546825
G006546835	G006546835
G006716905	G006716905
G006717035	G006717035
G006739205	G006739205
G006740305	G006740305
G006741845	G006741845
G006742065	G006742065
G006742205	G006742205
G006757745	G006757745
G006770325	G006770325
G006802875	G006802875
G006874765	G006874765
G007018965	G007018965
G007035645	G007035645
G007066085	G007066085
G007362295	G007362295
G007632255	G007632255
G007665635	G007665635
G007814115	G007814115
G007830715	G007830715
G007858165	G007858165
G007858265	G007858265
G007858335	G007858335
G007954605	G007954605
G007954785	G007954785
G007989225	G007989225
G007989265	G007989265
G007989605	G007989605
G007989805	G007989805
G007990125	G007990125
G007990145	G007990145
G007990165	G007990165
G007990365	G007990365
G007990525	G007990525
G007990545	G007990545
G007990635	G007990635
G007990795	G007990795
G007991075	G007991075
G007992895	G007992895
G008000975	G008000975
G008011915	G008011915
G008016455	G008016455
G008016755	G008016755
G008064855	G008064855
G008085305	G008085305
G008121405	G008121405
G008124555	G008124555
G008245005	G008245005
G008245025	G008245025
G008271385	G008271385
G008330805	G008330805
G008364325	G008364325
G008571395	G008571395
G008572545	G008572545
G008632635	G008632635
G008633005	G008633005
G008692755	G008692755
G008692775	G008692775
G008692785	G008692785
G008692845	G008692845
G008692915	G008692915
G008692985	G008692985
G008692995	G008692995
G008693005	G008693005
G008693045	G008693045
G008693125	G008693125
G008693165	G008693165
G008693605	G008693605
G008693705	G008693705
G008693785	G008693785
G008694755	G008694755
G008728435	G008728435
G008801385	G008801385
G008801405	G008801405
G008801625	G008801625
G008801645	G008801645
G008801675	G008801675
G008801715	G008801715
G008801725	G008801725
G008801775	G008801775
G008801835	G008801835
G008801855	G008801855
G008801915	G008801915
G008801935	G008801935
G008802005	G008802005
G008802035	G008802035
G008802045	G008802045
G008802075	G008802075
G008802085	G008802085
G008802135	G008802135
G008802145	G008802145
G008802215	G008802215
G008830365	G008830365
G008868275	G008868275
G008868295	G008868295
G009035845	G009035845
G009173485	G009173485
G009183365	G009183365
G009495405	G009495405
G009498475	G009498475
G009586235	G009586235
G009627355	G009627355
G009648935	G009648935
G009660455	G009660455
G009665275	G009665275
G009665375	G009665375
G009717905	G009717905
G009721605	G009721605
G009730055	G009730055
G009730315	G009730315
G009730395	G009730395
G009730655	G009730655
G009731485	G009731485
G009731575	G009731575
G009734005	G009734005
G009738105	G009738105
G009741445	G009741445
G009759685	G009759685
G009763765	G009763765
G009763805	G009763805
G009767585	G009767585
G009806365	G009806365
G009826815	G009826815
G009913915	G009913915
G009914515	G009914515
G009932725	G009932725
G009936155	G009936155
G009936175	G009936175
G009936235	G009936235
G010093385	G010093385
G010120595	G010120595
G010191885	G010191885
G010508875	G010508875
G010509075	G010509075
G010649825	G010649825
G010669205	G010669205
G010669225	G010669225
G010723415	G010723415
G010726345	G010726345
G010727605	G010727605
G010728725	G010728725
G010730055	G010730055
G010730195	G010730195
G010730355	G010730355
G010730745	G010730745
G010731675	G010731675
G010731775	G010731775
G010918895	G010918895
G010974825	G010974825
G010993845	G010993845
G011017965	G011017965
G011045835	G011045835
G011058205	G011058205
G011064845	G011064845
G011137195	G011137195
G011397855	G011397855
G011455495	G011455495
G011600945	G011600945
G011612265	G011612265
G011612585	G011612585
G011617105	G011617105
G011754525	G011754525
G012223425	G012223425
G012273055	G012273055
G012273295	G012273295
G012277075	G012277075
G012396125	G012396125
G012396225	G012396225
G012396255	G012396255
G012396305	G012396305
G012396315	G012396315
G012396345	G012396345
G012396515	G012396515
G012396615	G012396615
G012396675	G012396675
G012396745	G012396745
G012689545	G012689545
G012844185	G012844185
G012848175	G012848175
G012871055	G012871055
G012931585	G012931585
G012931705	G012931705
G012978755	G012978755
G012978875	G012978875
G012986195	G012986195
G012986205	G012986205
G012986245	G012986245
G012987025	G012987025
G013004535	G013004535
G013004615	G013004615
G013004645	G013004645
G013009385	G013009385
G013030075	G013030075
G013046825	G013046825
G013116635	G013116635
G013127755	G013127755
G013185915	G013185915
G013186535	G013186535
G013267375	G013267375
G013267395	G013267395
G013267415	G013267415
G013267695	G013267695
G013282725	G013282725
G013282745	G013282745
G013285525	G013285525
G013300945	G013300945
G013302415	G013302415
G013305245	G013305245
G013343135	G013343135
G013345165	G013345165
G013347325	G013347325
G013359815	G013359815
G013367895	G013367895
G013372105	G013372105
G013372125	G013372125
G013372145	G013372145
G013372165	G013372165
G013372185	G013372185
G013372205	G013372205
G013372225	G013372225
G013372245	G013372245
G013374815	G013374815
G013375155	G013375155
G013376815	G013376815
G013387005	G013387005
G013388295	G013388295
G013388375	G013388375
G013403315	G013403315
G013408445	G013408445
G013410305	G013410305
G013457875	G013457875
G013488205	G013488205
G013892435	G013892435
G014054945	G014054945
G014054985	G014054985
G014055025	G014055025
G014070455	G014070455
G014109845	G014109845
G014116795	G014116795
G014131675	G014131675
G014131695	G014131695
G014131715	G014131715
G014131755	G014131755
G014131795	G014131795
G014138435	G014138435
G014144855	G014144855
G014155765	G014155765
G014163495	G014163495
G014174285	G014174285
G014180735	G014180735
G014190775	G014190775
G014191445	G014191445
G014191555	G014191555
G014192895	G014192895
G014195585	G014195585
G014196225	G014196225
G014201095	G014201095
G014202695	G014202695
G014203195	G014203195
G014203315	G014203315
G014206885	G014206885
G014207605	G014207605
G014217215	G014217215
G014217355	G014217355
G014287675	G014287675
G014334155	G014334155
G014335175	G014335175
G014389245	G014389245
G014397415	G014397415
G014466955	G014466955
G014467075	G014467075
G014524625	G014524625
G014634745	G014634745
G014634885	G014634885
G014634945	G014634945
G014635045	G014635045
G014635365	G014635365
G014635765	G014635765
G014647135	G014647135
G014647555	G014647555
G014647835	G014647835
G014648575	G014648575
G014651235	G014651235
G014651775	G014651775
G014652015	G014652015
G014654435	G014654435
G014672755	G014672755
G014705925	G014705925
G014705945	G014705945
G014830225	G014830225
G014841035	G014841035
G014874065	G014874065
G014877305	G014877305
G014883995	G014883995
G014905475	G014905475
G014931175	G014931175
G014982935	G014982935
G015097275	G015097275
G015099135	G015099135
G015137655	G015137655
G015139575	G015139575
G015230245	G015230245
G015276835	G015276835
G015291885	G015291885
G015311765	G015311765
G015351335	G015351335
G015478145	G015478145
G015478225	G015478225
G015478245	G015478245
G015547475	G015547475
G015548275	G015548275
G015552745	G015552745
G015554285	G015554285
G015555825	G015555825
G015557635	G015557635
G015558405	G015558405
G015565735	G015565735
G015668545	G015668545
G015668785	G015668785
G015686525	G015686525
G015689455	G015689455
G015698225	G015698225
G015710975	G015710975
G015739475	G015739475
G015845975	G015845975
G015965415	G015965415
G015965555	G015965555
G016009095	G016009095
G016026395	G016026395
G016026575	G016026575
G016026595	G016026595
G016026635	G016026635
G016026695	G016026695
G016026735	G016026735
G016026975	G016026975
G016027055	G016027055
G016027095	G016027095
G016027135	G016027135
G016027375	G016027375
G016027415	G016027415
G016027615	G016027615
G016027675	G016027675
G016027695	G016027695
G016027815	G016027815
G016027855	G016027855
G016028435	G016028435
G016028495	G016028495
G016028655	G016028655
G016028675	G016028675
G016028715	G016028715
G016028735	G016028735
G016028755	G016028755
G016028775	G016028775
G016028835	G016028835
G016029065	G016029065
G016029385	G016029385
G016030095	G016030095
G016103025	G016103025
G016103195	G016103195
G016107575	G016107575
G016107635	G016107635
G016117815	G016117815
G016117835	G016117835
G016126715	G016126715
G016127115	G016127115
G016127195	G016127195
G016127215	G016127215
G016127255	G016127255
G016127275	G016127275
G016127355	G016127355
G016127395	G016127395
G016127415	G016127415
G016127495	G016127495
G016127555	G016127555
G016127635	G016127635
G016127715	G016127715
G016127775	G016127775
G016127815	G016127815
G016127855	G016127855
G016127935	G016127935
G016127955	G016127955
G016127975	G016127975
G016128075	G016128075
G016403165	G016403165
G016403285	G016403285
G016404565	G016404565
G016406325	G016406325
G016415705	G016415705
G016466415	G016466415
G016502565	G016502565
G016505055	G016505055
G016592155	G016592155
G016599755	G016599755
G016599815	G016599815
G016599875	G016599875
G016603745	G016603745
G016622365	G016622365
G016628615	G016628615
G016647595	G016647595
G016694755	G016694755
G016696765	G016696765
G016696845	G016696845
G016698705	G016698705
G016724565	G016724565
G016724805	G016724805
G016724885	G016724885
G016725005	G016725005
G016725165	G016725165
G016725225	G016725225
G016725305	G016725305
G016725645	G016725645
G016725865	G016725865
G016726205	G016726205
G016726265	G016726265
G016726285	G016726285
G016726305	G016726305
G016726365	G016726365
G016726485	G016726485
G016726765	G016726765
G016726965	G016726965
G016726985	G016726985
G016727345	G016727345
G016727365	G016727365
G016728365	G016728365
G016728505	G016728505
G016728645	G016728645
G016728665	G016728665
G016728685	G016728685
G016728705	G016728705
G016728725	G016728725
G016728785	G016728785
G016745295	G016745295
G016766815	G016766815
G016766835	G016766835
G016766875	G016766875
G016766895	G016766895
G016791605	G016791605
G016803445	G016803445
G016812215	G016812215
G016836765	G016836765
G016859375	G016859375
G016861545	G016861545
G016862695	G016862695
G016863055	G016863055
G016863075	G016863075
G016865385	G016865385
G016882605	G016882605
G016889065	G016889065
G016889225	G016889225
G016889365	G016889365
G016889385	G016889385
G016889425	G016889425
G016889465	G016889465
G016889925	G016889925
G016890085	G016890085
G016894225	G016894225
G016900595	G016900595
G016904155	G016904155
G016904755	G016904755
G016907455	G016907455
G016907735	G016907735
G016907795	G016907795
G016908115	G016908115
G016919465	G016919465
G016939475	G016939475
G017090145	G017090145
G017124975	G017124975
G017132755	G017132755
G017132775	G017132775
G017161265	G017161265
G017298675	G017298675
G017298695	G017298695
G017298715	G017298715
G017298735	G017298735
G017298755	G017298755
G017298775	G017298775
G017298795	G017298795
G017298815	G017298815
G017298835	G017298835
G017298855	G017298855
G017298875	G017298875
G017298895	G017298895
G017298915	G017298915
G017298935	G017298935
G017298955	G017298955
G017298975	G017298975
G017298995	G017298995
G017299015	G017299015
G017299035	G017299035
G017299175	G017299175
G017299275	G017299275
G017299315	G017299315
G017299435	G017299435
G017299535	G017299535
G017299575	G017299575
G017301255	G017301255
G017301275	G017301275
G017301295	G017301295
G017301315	G017301315
G017309605	G017309605
G017310215	G017310215
G017315965	G017315965
G017498685	G017498685
G017504145	G017504145
G017580385	G017580385
G017582745	G017582745
G017638885	G017638885
G017638945	G017638945
G017654245	G017654245
G017753665	G017753665
G017821535	G017821535
G017873245	G017873245
G017873435	G017873435
G017873595	G017873595
G017873605	G017873605
G017874535	G017874535
G017876455	G017876455
G017893965	G017893965
G017909455	G017909455
G017979365	G017979365
G017979395	G017979395
G017979455	G017979455
G017979475	G017979475
G017979495	G017979495
G018033035	G018033035
G018064205	G018064205
G018094625	G018094625
G018127785	G018127785
G018127825	G018127825
G018127985	G018127985
G018128125	G018128125
G018128205	G018128205
G018128265	G018128265
G018206105	G018206105
G018206505	G018206505
G018257325	G018257325
G018292125	G018292125
G018292165	G018292165
G018309165	G018309165
G018323885	G018323885
G018324045	G018324045
G018359905	G018359905
G018359945	G018359945
G018360005	G018360005
G018360025	G018360025
G018409485	G018409485
G018415665	G018415665
G018499185	G018499185
G018739485	G018739485
G018785505	G018785505
G018883525	G018883525
G018885085	G018885085
G018916835	G018916835
G018917555	G018917555
G018917805	G018917805
G018987235	G018987235
G019037185	G019037185
G019042115	G019042115
G019046905	G019046905
G019046945	G019046945
G019047105	G019047105
G019047205	G019047205
G019047765	G019047765
G019047785	G019047785
G019047805	G019047805
G019047825	G019047825
G019048065	G019048065
G019048105	G019048105
G019048125	G019048125
G019048165	G019048165
G019048305	G019048305
G019048325	G019048325
G019048385	G019048385
G019048645	G019048645
G019048805	G019048805
G019130295	G019130295
G019141545	G019141545
G019175485	G019175485
G019201105	G019201105
G019219615	G019219615
G019243775	G019243775
G019249635	G019249635
G019331655	G019331655
G019334725	G019334725
G019334765	G019334765
G019355975	G019355975
G019355995	G019355995
G019375915	G019375915
G019633635	G019633635
G019645815	G019645815
G019645855	G019645855
G019645875	G019645875
G019650315	G019650315
G019656035	G019656035
G019665745	G019665745
G019668505	G019668505
G019693255	G019693255
G019704535	G019704535
G019731765	G019731765
G019734885	G019734885
G019795205	G019795205
G019795235	G019795235
G019803045	G019803045
G019823065	G019823065
G019844095	G019844095
G019890915	G019890915
G019890955	G019890955
G019898765	G019898765
G019916025	G019916025
G019930605	G019930605
G019930685	G019930685
G019930725	G019930725
G019930785	G019930785
G019930845	G019930845
G019930885	G019930885
G019930905	G019930905
G019930945	G019930945
G019931005	G019931005
G019931045	G019931045
G019933175	G019933175
G019972875	G019972875
G019972895	G019972895
G019973315	G019973315
G020097195	G020097195
G020097275	G020097275
G020097375	G020097375
G020097395	G020097395
G020097435	G020097435
G020097475	G020097475
G020099175	G020099175
G020099275	G020099275
G020099335	G020099335
G020099355	G020099355
G020115495	G020115495
G020115515	G020115515
G020115535	G020115535
G020115545	G020115545
G020149745	G020149745
G020179495	G020179495
G020297465	G020297465
G020297605	G020297605
G020341455	G020341455
G020341495	G020341495
G020341515	G020341515
G020341535	G020341535
G020525545	G020525545
G020525685	G020525685
G020525925	G020525925
G020731255	G020731255
G020731305	G020731305
G020731325	G020731325
G020731405	G020731405
G020731565	G020731565
G020735385	G020735385
G020735725	G020735725
G020735765	G020735765
G020735785	G020735785
G020735925	G020735925
G020735945	G020735945
G020735985	G020735985
G020736045	G020736045
G020736085	G020736085
G020736185	G020736185
G020736205	G020736205
G020736225	G020736225
G020736265	G020736265
G020736665	G020736665
G020736705	G020736705
G020784175	G020784175
G020813135	G020813135
G900011295	G900011295
G900045375	G900045375
G900046455	G900046455
G900059565	G900059565
G900078305	G900078305
G900078335	G900078335
G900078395	G900078395
G900078545	G900078545
G900078675	G900078675
G900079775	G900079775
G900079995	G900079995
G900086585	G900086585
G900086595	G900086595
G900086715	G900086715
G900086725	G900086725
G900087055	G900087055
G900087655	G900087655
G900092335	G900092335
G900095705	G900095705
G900095825	G900095825
G900095845	G900095845
G900095865	G900095865
G900096675	G900096675
G900096715	G900096715
G900099625	G900099625
G900100535	G900100535
G900101835	G900101835
G900102105	G900102105
G900102325	G900102325
G900102475	G900102475
G900102715	G900102715
G900102885	G900102885
G900103175	G900103175
G900103375	G900103375
G900103425	G900103425
G900103815	G900103815
G900104395	G900104395
G900104615	G900104615
G900104775	G900104775
G900104835	G900104835
G900105335	G900105335
G900105345	G900105345
G900105405	G900105405
G900105475	G900105475
G900105505	G900105505
G900105745	G900105745
G900105835	G900105835
G900105895	G900105895
G900106025	G900106025
G900106065	G900106065
G900106575	G900106575
G900106585	G900106585
G900106605	G900106605
G900106665	G900106665
G900106755	G900106755
G900106785	G900106785
G900106845	G900106845
G900107225	G900107225
G900107315	G900107315
G900107475	G900107475
G900107675	G900107675
G900108035	G900108035
G900108345	G900108345
G900108375	G900108375
G900110405	G900110405
G900110675	G900110675
G900111465	G900111465
G900111835	G900111835
G900111845	G900111845
G900112375	G900112375
G900112565	G900112565
G900113465	G900113465
G900113545	G900113545
G900113905	G900113905
G900113975	G900113975
G900114685	G900114685
G900115095	G900115095
G900115315	G900115315
G900115365	G900115365
G900115515	G900115515
G900115825	G900115825
G900116585	G900116585
G900116655	G900116655
G900119705	G900119705
G900119835	G900119835
G900119895	G900119895
G900120165	G900120165
G900128485	G900128485
G900128505	G900128505
G900128955	G900128955
G900129135	G900129135
G900129365	G900129365
G900129435	G900129435
G900129515	G900129515
G900129535	G900129535
G900129655	G900129655
G900130025	G900130025
G900130115	G900130115
G900130125	G900130125
