Feature ID	Taxon
Halarcobacter	Halarcobacter
Arcobacter	Arcobacter
Sulfurospirillum	Sulfurospirillum
Campylobacter	Campylobacter
Candidatus_Desulfofervidus	Candidatus_Desulfofervidus
Desulfurella	Desulfurella
Hippea	Hippea
Desulfotalea	Desulfotalea
Desulfocapsa	Desulfocapsa
Desulfopila	Desulfopila
Desulfurivibrio	Desulfurivibrio
Desulfobulbus	Desulfobulbus
Desulfobacula	Desulfobacula
Desulfatibacillum	Desulfatibacillum
Desulfobacterium	Desulfobacterium
Desulfosarcina	Desulfosarcina
Desulfococcus	Desulfococcus
Desulfobacter	Desulfobacter
Bradymonas	Bradymonas
Desulfarculus	Desulfarculus
Desulfobacca	Desulfobacca
Desulfomonile	Desulfomonile
Syntrophus	Syntrophus
Desulfoglaeba	Desulfoglaeba
Syntrophobacter	Syntrophobacter
Desulfohalobium	Desulfohalobium
Desulfomicrobium	Desulfomicrobium
Lawsonia	Lawsonia
Desulfocurvibacter	Desulfocurvibacter
Pseudodesulfovibrio	Pseudodesulfovibrio
Desulfovibrio	Desulfovibrio
Pelobacter	Pelobacter
Desulfuromonas	Desulfuromonas
Geoalkalibacter	Geoalkalibacter
Geobacter	Geobacter
Vulgatibacter	Vulgatibacter
Haliangium	Haliangium
Minicystis	Minicystis
Labilithrix	Labilithrix
Melittangium	Melittangium
Stigmatella	Stigmatella
Cystobacter	Cystobacter
Archangium	Archangium
Sandaracinus	Sandaracinus
Anaeromyxobacter	Anaeromyxobacter
Pajaroellobacter	Pajaroellobacter
Chondromyces	Chondromyces
Sorangium	Sorangium
Myxococcus	Myxococcus
Corallococcus	Corallococcus
Candidatus_Vesicomyosocius	Candidatus_Vesicomyosocius
Gallaecimonas	Gallaecimonas
Candidatus_Thioglobus	Candidatus_Thioglobus
Candidatus_Ruthia	Candidatus_Ruthia
Candidatus_Reidiella	Candidatus_Reidiella
Candidatus_Nardonella	Candidatus_Nardonella
Orbus	Orbus
Frischella	Frischella
Gilliamella	Gilliamella
Rickettsiella	Rickettsiella
Aquicella	Aquicella
Coxiella	Coxiella
Fluoribacter	Fluoribacter
Tatlockia	Tatlockia
Legionella	Legionella
Thiolapillus	Thiolapillus
Pseudohongiella	Pseudohongiella
Sedimenticola	Sedimenticola
Immundisolibacter	Immundisolibacter
Salinisphaera	Salinisphaera
Sinimarinibacterium	Sinimarinibacterium
Solimonas	Solimonas
Steroidobacter	Steroidobacter
Endozoicomonas	Endozoicomonas
Oleiphilus	Oleiphilus
Kangiella	Kangiella
Litoricola	Litoricola
Gynuella	Gynuella
Reinekea	Reinekea
Saccharospirillum	Saccharospirillum
Bermanella	Bermanella
Neptunomonas	Neptunomonas
Oleispira	Oleispira
Marinomonas	Marinomonas
Thalassolituus	Thalassolituus
Marinobacterium	Marinobacterium
Nitrincola	Nitrincola
Bacterioplanes	Bacterioplanes
Hahella	Hahella
Ketobacter	Ketobacter
Alcanivorax	Alcanivorax
Candidatus_Evansia	Candidatus_Evansia
Candidatus_Carsonella	Candidatus_Carsonella
Zymobacter	Zymobacter
Cobetia	Cobetia
Pistricoccus	Pistricoccus
Candidatus_Portiera	Candidatus_Portiera
Halotalea	Halotalea
Chromohalobacter	Chromohalobacter
Kushneria	Kushneria
Salinicola	Salinicola
Halomonas	Halomonas
Acidiferrobacter	Acidiferrobacter
Sulfurifustis	Sulfurifustis
Sulfuricaulis	Sulfuricaulis
Thioploca	Thioploca
Beggiatoa	Beggiatoa
Hydrogenovibrio	Hydrogenovibrio
Methylophaga	Methylophaga
Cycloclasticus	Cycloclasticus
Piscirickettsia	Piscirickettsia
Thiomicrospira	Thiomicrospira
Thiomicrorhabdus	Thiomicrorhabdus
Allofrancisella	Allofrancisella
Francisella	Francisella
Oceanicoccus	Oceanicoccus
Zhongshania	Zhongshania
Spongiibacter	Spongiibacter
Congregibacter	Congregibacter
Kineobactrum	Kineobactrum
Halioglobus	Halioglobus
Saccharophagus	Saccharophagus
Agarilytica	Agarilytica
Teredinibacter	Teredinibacter
Cellvibrio	Cellvibrio
Simiduia	Simiduia
Microbulbifer	Microbulbifer
Candidatus_Methylospira	Candidatus_Methylospira
Methylovulum	Methylovulum
Methylocaldum	Methylocaldum
Methylomicrobium	Methylomicrobium
Methylococcus	Methylococcus
Methylomonas	Methylomonas
Dichelobacter	Dichelobacter
Cardiobacterium	Cardiobacterium
Succinivibrio	Succinivibrio
Oceanimonas	Oceanimonas
Oceanisphaera	Oceanisphaera
Zobellella	Zobellella
Tolumonas	Tolumonas
Aeromonas	Aeromonas
Enterovibrio	Enterovibrio
Salinivibrio	Salinivibrio
Grimontia	Grimontia
Paraphotobacterium	Paraphotobacterium
Aliivibrio	Aliivibrio
Photobacterium	Photobacterium
Vibrio	Vibrio
Woeseia	Woeseia
Granulosicoccus	Granulosicoccus
Sulfuriflexus	Sulfuriflexus
Sulfurivermis	Sulfurivermis
Thiohalobacter	Thiohalobacter
Wenzhouxiangella	Wenzhouxiangella
Guyparkeria	Guyparkeria
Halothiobacillus	Halothiobacillus
Alkalilimnicola	Alkalilimnicola
Spiribacter	Spiribacter
Halorhodospira	Halorhodospira
Thioalkalivibrio	Thioalkalivibrio
Ectothiorhodospira	Ectothiorhodospira
Acidihalobacter	Acidihalobacter
Candidatus_Nitrosoglobus	Candidatus_Nitrosoglobus
Thiocystis	Thiocystis
Thermochromatium	Thermochromatium
Thioflavicoccus	Thioflavicoccus
Marichromatium	Marichromatium
Allochromatium	Allochromatium
Nitrosococcus	Nitrosococcus
Thiodictyon	Thiodictyon
Rheinheimera	Rheinheimera
Psychromonas	Psychromonas
Moritella	Moritella
Idiomarina	Idiomarina
Pseudoalteromonas	Pseudoalteromonas
Ferrimonas	Ferrimonas
Colwellia	Colwellia
Thalassotalea	Thalassotalea
Litorilituus	Litorilituus
Agarivorans	Agarivorans
Paraglaciecola	Paraglaciecola
Glaciecola	Glaciecola
Salinimonas	Salinimonas
Saliniradius	Saliniradius
Catenovulum	Catenovulum
Lacimicrobium	Lacimicrobium
Hydrocarboniclastica	Hydrocarboniclastica
Marinobacter	Marinobacter
Alteromonas	Alteromonas
Parashewanella	Parashewanella
Shewanella	Shewanella
Frederiksenia	Frederiksenia
Vespertiliibacter	Vespertiliibacter
Gallibacterium	Gallibacterium
Bibersteinia	Bibersteinia
Otariodibacter	Otariodibacter
Histophilus	Histophilus
Bisgaardia	Bisgaardia
Rodentibacter	Rodentibacter
Basfia	Basfia
Avibacterium	Avibacterium
Mannheimia	Mannheimia
Actinobacillus	Actinobacillus
Glaesserella	Glaesserella
Pasteurella	Pasteurella
Aggregatibacter	Aggregatibacter
Haemophilus	Haemophilus
Ahniella	Ahniella
Frateuria	Frateuria
Luteibacter	Luteibacter
Rhodanobacter	Rhodanobacter
Aerosticca	Aerosticca
Dokdonella	Dokdonella
Dyella	Dyella
Pseudolysobacter	Pseudolysobacter
Arenimonas	Arenimonas
Thermomonas	Thermomonas
Xylella	Xylella
Pseudoxanthomonas	Pseudoxanthomonas
Luteimonas	Luteimonas
Lysobacter	Lysobacter
Stenotrophomonas	Stenotrophomonas
Xanthomonas	Xanthomonas
Leminorella	Leminorella
Pragia	Pragia
Obesumbacterium	Obesumbacterium
Hafnia	Hafnia
Edwardsiella	Edwardsiella
Phytobacter	Phytobacter
Plesiomonas	Plesiomonas
Arsenophonus	Arsenophonus
Xenorhabdus	Xenorhabdus
Photorhabdus	Photorhabdus
Morganella	Morganella
Proteus	Proteus
Providencia	Providencia
Wigglesworthia	Wigglesworthia
Tatumella	Tatumella
Buchnera	Buchnera
Mixta	Mixta
Erwinia	Erwinia
Pantoea	Pantoea
Lonsdalea	Lonsdalea
Sodalis	Sodalis
Brenneria	Brenneria
Dickeya	Dickeya
Pectobacterium	Pectobacterium
Candidatus_Fukatsuia	Candidatus_Fukatsuia
Nissabacter	Nissabacter
Rouxiella	Rouxiella
Chania	Chania
Rahnella	Rahnella
Yersinia	Yersinia
Serratia	Serratia
Candidatus_Hoaglandella	Candidatus_Hoaglandella
Candidatus_Annandia	Candidatus_Annandia
Candidatus_Doolittlea	Candidatus_Doolittlea
Candidatus_Ishikawaella	Candidatus_Ishikawaella
Candidatus_Tachikawaea	Candidatus_Tachikawaea
Limnobaculum	Limnobaculum
Candidatus_Riesia	Candidatus_Riesia
Candidatus_Mikella	Candidatus_Mikella
Candidatus_Blochmannia	Candidatus_Blochmannia
Candidatus_Purcelliella	Candidatus_Purcelliella
Candidatus_Moranella	Candidatus_Moranella
Candidatus_Gullanella	Candidatus_Gullanella
Candidatus_Hamiltonella	Candidatus_Hamiltonella
Gibbsiella	Gibbsiella
Pseudescherichia	Pseudescherichia
Yokenella	Yokenella
Scandinavium	Scandinavium
Cedecea	Cedecea
Izhakiella	Izhakiella
Cronobacter	Cronobacter
Metakosakonia	Metakosakonia
Buttiauxella	Buttiauxella
Shimwellia	Shimwellia
Pluralibacter	Pluralibacter
Kosakonia	Kosakonia
Leclercia	Leclercia
Raoultella	Raoultella
Lelliottia	Lelliottia
Kluyvera	Kluyvera
Shigella	Shigella
Enterobacter	Enterobacter
Salmonella	Salmonella
Atlantibacter	Atlantibacter
Citrobacter	Citrobacter
Escherichia	Escherichia
Klebsiella	Klebsiella
Psychrobacter	Psychrobacter
Moraxella	Moraxella
Acinetobacter	Acinetobacter
Permianibacter	Permianibacter
Oblitimonas	Oblitimonas
Entomomonas	Entomomonas
Azotobacter	Azotobacter
Pseudomonas	Pseudomonas
Candidatus_Paracaedibacter	Candidatus_Paracaedibacter
Candidatus_Nucleicultrix	Candidatus_Nucleicultrix
Candidatus_Nesciobacter	Candidatus_Nesciobacter
Candidatus_Cytomitobacter	Candidatus_Cytomitobacter
Candidatus_Puniceispirillum	Candidatus_Puniceispirillum
Candidatus_Fonsibacter	Candidatus_Fonsibacter
Candidatus_Pelagibacter	Candidatus_Pelagibacter
Candidatus_Deianiraea	Candidatus_Deianiraea
Candidatus_Midichloria	Candidatus_Midichloria
Candidatus_Fokinia	Candidatus_Fokinia
Anaplasma	Anaplasma
Neorickettsia	Neorickettsia
Ehrlichia	Ehrlichia
Wolbachia	Wolbachia
Orientia	Orientia
Candidatus_Sneabacter	Candidatus_Sneabacter
Candidatus_Phycorickettsia	Candidatus_Phycorickettsia
Rickettsia	Rickettsia
Magnetococcus	Magnetococcus
Parvularcula	Parvularcula
Micavibrio	Micavibrio
Emcibacter	Emcibacter
Polymorphum	Polymorphum
Hirschia	Hirschia
Maricaulis	Maricaulis
Hyphomonas	Hyphomonas
Glycocaulis	Glycocaulis
Planktomarina	Planktomarina
Epibacterium	Epibacterium
Marivivens	Marivivens
Halocynthiibacter	Halocynthiibacter
Pseudovibrio	Pseudovibrio
Boseongicola	Boseongicola
Dinoroseobacter	Dinoroseobacter
Jannaschia	Jannaschia
Parasedimentitalea	Parasedimentitalea
Haematobacter	Haematobacter
Gemmobacter	Gemmobacter
Maribius	Maribius
Tateyamaria	Tateyamaria
Pseudorhodobacter	Pseudorhodobacter
Defluviimonas	Defluviimonas
Oceanicola	Oceanicola
Thioclava	Thioclava
Confluentimicrobium	Confluentimicrobium
Monaibacterium	Monaibacterium
Pseudohalocynthiibacter	Pseudohalocynthiibacter
Sagittula	Sagittula
Octadecabacter	Octadecabacter
Rhodobaca	Rhodobaca
Brevirhabdus	Brevirhabdus
Yoonia	Yoonia
Thalassobius	Thalassobius
Mameliella	Mameliella
Roseobacter	Roseobacter
Salipiger	Salipiger
Roseivivax	Roseivivax
Marinovum	Marinovum
Roseovarius	Roseovarius
Antarctobacter	Antarctobacter
Ketogulonicigenium	Ketogulonicigenium
Paraoceanicella	Paraoceanicella
Yangia	Yangia
Celeribacter	Celeribacter
Rhodovulum	Rhodovulum
Pelagibaca	Pelagibaca
Pannonibacter	Pannonibacter
Leisingera	Leisingera
Rhodobacter	Rhodobacter
Silicimonas	Silicimonas
Ruegeria	Ruegeria
Thalassococcus	Thalassococcus
Labrenzia	Labrenzia
Tabrizicola	Tabrizicola
Phaeobacter	Phaeobacter
Roseibacterium	Roseibacterium
Stappia	Stappia
Sulfitobacter	Sulfitobacter
Litoreibacter	Litoreibacter
Paracoccus	Paracoccus
Bombella	Bombella
Commensalibacter	Commensalibacter
Neokomagataea	Neokomagataea
Asaia	Asaia
Parasaccharibacter	Parasaccharibacter
Neoasaia	Neoasaia
Gluconobacter	Gluconobacter
Acidibrevibacterium	Acidibrevibacterium
Swingsia	Swingsia
Kozakia	Kozakia
Stella	Stella
Acidiphilium	Acidiphilium
Komagataeibacter	Komagataeibacter
Granulibacter	Granulibacter
Gluconacetobacter	Gluconacetobacter
Roseomonas	Roseomonas
Acetobacter	Acetobacter
Candidatus_Endolissoclinum	Candidatus_Endolissoclinum
Haematospirillum	Haematospirillum
Magnetospira	Magnetospira
Pararhodospirillum	Pararhodospirillum
Indioceanicola	Indioceanicola
Rhodospirillum	Rhodospirillum
Skermanella	Skermanella
Tistrella	Tistrella
Niveispirillum	Niveispirillum
Thalassospira	Thalassospira
Hypericibacter	Hypericibacter
Magnetospirillum	Magnetospirillum
Ferrovibrio	Ferrovibrio
Azospirillum	Azospirillum
Nitrospirillum	Nitrospirillum
Phreatobacter	Phreatobacter
Phenylobacterium	Phenylobacterium
Asticcacaulis	Asticcacaulis
Caulobacter	Caulobacter
Brevundimonas	Brevundimonas
Croceicoccus	Croceicoccus
Altererythrobacter	Altererythrobacter
Qipengyuania	Qipengyuania
Porphyrobacter	Porphyrobacter
Erythrobacter	Erythrobacter
Zymomonas	Zymomonas
Sandaracinobacter	Sandaracinobacter
Parasphingopyxis	Parasphingopyxis
Sphingorhabdus	Sphingorhabdus
Rhizorhabdus	Rhizorhabdus
Tardibacter	Tardibacter
Sphingosinicella	Sphingosinicella
Citromicrobium	Citromicrobium
Blastomonas	Blastomonas
Sphingopyxis	Sphingopyxis
Sphingosinithalassobacter	Sphingosinithalassobacter
Novosphingobium	Novosphingobium
Sphingobium	Sphingobium
Sphingomonas	Sphingomonas
Candidatus_Hodgkinia	Candidatus_Hodgkinia
Bartonella	Bartonella
Lichenihabitans	Lichenihabitans
Cohaesibacter	Cohaesibacter
Breoghania	Breoghania
Chelatococcus	Chelatococcus
Methyloligella	Methyloligella
Hartmannibacter	Hartmannibacter
Pseudorhodoplanes	Pseudorhodoplanes
Candidatus_Phaeomarinobacter	Candidatus_Phaeomarinobacter
Parvibaculum	Parvibaculum
Pyruvatibacter	Pyruvatibacter
Methylovirgula	Methylovirgula
Methylocella	Methylocella
Beijerinckia	Beijerinckia
Methyloceanibacter	Methyloceanibacter
Nordella	Nordella
Martelella	Martelella
Aureimonas	Aureimonas
Terasakiella	Terasakiella
Methylosinus	Methylosinus
Methylocystis	Methylocystis
Labrys	Labrys
Azorhizobium	Azorhizobium
Starkeya	Starkeya
Pseudolabrys	Pseudolabrys
Xanthobacter	Xanthobacter
Ancylobacter	Ancylobacter
Brucella	Brucella
Ochrobactrum	Ochrobactrum
Maritalea	Maritalea
Youhaiella	Youhaiella
Pelagibacterium	Pelagibacterium
Rhodomicrobium	Rhodomicrobium
Blastochloris	Blastochloris
Filomicrobium	Filomicrobium
Devosia	Devosia
Hyphomicrobium	Hyphomicrobium
Rhodoplanes	Rhodoplanes
Lentilitoribacter	Lentilitoribacter
Oricola	Oricola
Hoeflea	Hoeflea
Salaquimonas	Salaquimonas
Phyllobacterium	Phyllobacterium
Roseitalea	Roseitalea
Chelativorans	Chelativorans
Nitratireductor	Nitratireductor
Aminobacter	Aminobacter
Mesorhizobium	Mesorhizobium
Microvirga	Microvirga
Methylorubrum	Methylorubrum
Methylobacterium	Methylobacterium
Liberibacter	Liberibacter
Ciceribacter	Ciceribacter
Neorhizobium	Neorhizobium
Sinorhizobium	Sinorhizobium
Ensifer	Ensifer
Shinella	Shinella
Georhizobium	Georhizobium
Agrobacterium	Agrobacterium
Rhizobium	Rhizobium
Tardiphaga	Tardiphaga
Variibacter	Variibacter
Oligotropha	Oligotropha
Nitrobacter	Nitrobacter
Bosea	Bosea
Afipia	Afipia
Rhodopseudomonas	Rhodopseudomonas
Bradyrhizobium	Bradyrhizobium
Candidatus_Tremblaya	Candidatus_Tremblaya
Candidatus_Nasuia	Candidatus_Nasuia
Candidatus_Profftella	Candidatus_Profftella
Candidatus_Kinetoplastibacterium	Candidatus_Kinetoplastibacterium
Candidatus_Accumulibacter	Candidatus_Accumulibacter
Casimicrobium	Casimicrobium
Sulfuritortus	Sulfuritortus
Thiobacillus	Thiobacillus
Candidatus_Nitrotoga	Candidatus_Nitrotoga
Gallionella	Gallionella
Ferriphaselus	Ferriphaselus
Sideroxydans	Sideroxydans
Sulfuriferula	Sulfuriferula
Sulfuricella	Sulfuricella
Nitrosomonas	Nitrosomonas
Nitrosospira	Nitrosospira
Methylobacillus	Methylobacillus
Methylovorus	Methylovorus
Methylotenera	Methylotenera
Methylophilus	Methylophilus
Candidatus_Methylopumilus	Candidatus_Methylopumilus
Sterolibacterium	Sterolibacterium
Sulfuritalea	Sulfuritalea
Denitratisoma	Denitratisoma
Methyloversatilis	Methyloversatilis
Dechloromonas	Dechloromonas
Aromatoleum	Aromatoleum
Oryzomicrobium	Oryzomicrobium
Azospira	Azospira
Azoarcus	Azoarcus
Thauera	Thauera
Deefgea	Deefgea
Iodobacter	Iodobacter
Aquaspirillum	Aquaspirillum
Jeongeupia	Jeongeupia
Chitinibacter	Chitinibacter
Chromobacterium	Chromobacterium
Vogesella	Vogesella
Microvirgula	Microvirgula
Pseudogulbenkiania	Pseudogulbenkiania
Laribacter	Laribacter
Aquitalea	Aquitalea
Alysiella	Alysiella
Simonsiella	Simonsiella
Conchiformibius	Conchiformibius
Snodgrassella	Snodgrassella
Chitinolyticbacter	Chitinolyticbacter
Crenobacter	Crenobacter
Eikenella	Eikenella
Neisseria	Neisseria
Vitreoscilla	Vitreoscilla
Kingella	Kingella
Sutterella	Sutterella
Oxalobacter	Oxalobacter
Herminiimonas	Herminiimonas
Noviherbaspirillum	Noviherbaspirillum
Duganella	Duganella
Collimonas	Collimonas
Herbaspirillum	Herbaspirillum
Undibacterium	Undibacterium
Janthinobacterium	Janthinobacterium
Massilia	Massilia
Basilea	Basilea
Paenalcaligenes	Paenalcaligenes
Oligella	Oligella
Advenella	Advenella
Taylorella	Taylorella
Castellaniella	Castellaniella
Orrella	Orrella
Pusillimonas	Pusillimonas
Kerstersia	Kerstersia
Pelistega	Pelistega
Pigmentiphaga	Pigmentiphaga
Achromobacter	Achromobacter
Bordetella	Bordetella
Alcaligenes	Alcaligenes
Mycoavidus	Mycoavidus
Ephemeroptericola	Ephemeroptericola
Limnobacter	Limnobacter
Mycetohabitans	Mycetohabitans
Chitinimonas	Chitinimonas
Lautropia	Lautropia
Polynucleobacter	Polynucleobacter
Caballeronia	Caballeronia
Pandoraea	Pandoraea
Paraburkholderia	Paraburkholderia
Burkholderia	Burkholderia
Cupriavidus	Cupriavidus
Ralstonia	Ralstonia
Thiomonas	Thiomonas
Rhizobacter	Rhizobacter
Leptothrix	Leptothrix
Sphaerotilus	Sphaerotilus
Xylophilus	Xylophilus
Aquabacterium	Aquabacterium
Roseateles	Roseateles
Inhella	Inhella
Rubrivivax	Rubrivivax
Methylibium	Methylibium
Mitsuaria	Mitsuaria
Paucibacter	Paucibacter
Candidatus_Symbiobacter	Candidatus_Symbiobacter
Pulveribacter	Pulveribacter
Serpentinomonas	Serpentinomonas
Curvibacter	Curvibacter
Verminephrobacter	Verminephrobacter
Ottowia	Ottowia
Limnohabitans	Limnohabitans
Simplicispira	Simplicispira
Diaphorobacter	Diaphorobacter
Melaminivora	Melaminivora
Hylemonella	Hylemonella
Rhodoferax	Rhodoferax
Alicycliphilus	Alicycliphilus
Ramlibacter	Ramlibacter
Delftia	Delftia
Polaromonas	Polaromonas
Comamonas	Comamonas
Hydrogenophaga	Hydrogenophaga
Acidovorax	Acidovorax
Variovorax	Variovorax
Candidatus_Korarchaeum	Candidatus_Korarchaeum
Conexivisphaera	Conexivisphaera
Candidatus_Mancarchaeum	Candidatus_Mancarchaeum
Candidatus_Prometheoarchaeum	Candidatus_Prometheoarchaeum
Fervidicoccus	Fervidicoccus
Caldisphaera	Caldisphaera
Acidilobus	Acidilobus
Thermofilum	Thermofilum
Caldivirga	Caldivirga
Thermoproteus	Thermoproteus
Vulcanisaeta	Vulcanisaeta
Pyrobaculum	Pyrobaculum
Stygiolobus	Stygiolobus
Saccharolobus	Saccharolobus
Sulfodiicoccus	Sulfodiicoccus
Sulfurisphaera	Sulfurisphaera
Sulfuracidifex	Sulfuracidifex
Sulfolobus	Sulfolobus
Metallosphaera	Metallosphaera
Acidianus	Acidianus
Hyperthermus	Hyperthermus
Pyrolobus	Pyrolobus
Pyrodictium	Pyrodictium
Ignicoccus	Ignicoccus
Desulfurococcus	Desulfurococcus
Aeropyrum	Aeropyrum
Staphylothermus	Staphylothermus
Thermosphaera	Thermosphaera
Thermogladius	Thermogladius
Candidatus_Nitrosopelagicus	Candidatus_Nitrosopelagicus
Candidatus_Nitrosotalea	Candidatus_Nitrosotalea
Candidatus_Nitrosotenuis	Candidatus_Nitrosotenuis
Candidatus_Nitrosocaldus	Candidatus_Nitrosocaldus
Candidatus_Nitrosocosmicus	Candidatus_Nitrosocosmicus
Nitrososphaera	Nitrososphaera
Candidatus_Nitrosomarinus	Candidatus_Nitrosomarinus
Nitrosopumilus	Nitrosopumilus
Nitrosarchaeum	Nitrosarchaeum
Methanopyrus	Methanopyrus
Aciduliprofundum	Aciduliprofundum
Geoglobus	Geoglobus
Ferroglobus	Ferroglobus
Archaeoglobus	Archaeoglobus
Methanothermococcus	Methanothermococcus
Methanococcus	Methanococcus
Methanofervidicoccus	Methanofervidicoccus
Methanotorris	Methanotorris
Methanocaldococcus	Methanocaldococcus
Palaeococcus	Palaeococcus
Thermococcus	Thermococcus
Pyrococcus	Pyrococcus
Thermoplasma	Thermoplasma
Picrophilus	Picrophilus
Ferroplasma	Ferroplasma
Cuniculiplasma	Cuniculiplasma
Candidatus_Methanomethylophilus	Candidatus_Methanomethylophilus
Candidatus_Methanoplasma	Candidatus_Methanoplasma
Methanomassiliicoccus	Methanomassiliicoccus
Methanothermus	Methanothermus
Methanothermobacter	Methanothermobacter
Methanosphaera	Methanosphaera
Methanobacterium	Methanobacterium
Methanobrevibacter	Methanobrevibacter
Methanocella	Methanocella
Methanospirillum	Methanospirillum
Methanocorpusculum	Methanocorpusculum
Methanoregula	Methanoregula
Methanosphaerula	Methanosphaerula
Methanolacinia	Methanolacinia
Methanoplanus	Methanoplanus
Methanofollis	Methanofollis
Methanoculleus	Methanoculleus
Methanothrix	Methanothrix
Methanosalsum	Methanosalsum
Methanohalobium	Methanohalobium
Methanolobus	Methanolobus
Methanohalophilus	Methanohalophilus
Methanococcoides	Methanococcoides
Methanomethylovorans	Methanomethylovorans
Methanosarcina	Methanosarcina
Halalkaliarchaeum	Halalkaliarchaeum
Haloquadratum	Haloquadratum
Halogeometricum	Halogeometricum
Haloprofundus	Haloprofundus
Haloferax	Haloferax
Halobellus	Halobellus
Haloplanus	Haloplanus
Salinigranum	Salinigranum
Halopenitus	Halopenitus
Halolamina	Halolamina
Candidatus_Halobonum	Candidatus_Halobonum
Halorubrum	Halorubrum
Halostagnicola	Halostagnicola
Halobiforma	Halobiforma
Natrialba	Natrialba
Natronococcus	Natronococcus
Halovivax	Halovivax
Salinarchaeum	Salinarchaeum
Haloterrigena	Haloterrigena
Natronorubrum	Natronorubrum
Natronolimnobius	Natronolimnobius
Natronobacterium	Natronobacterium
Natrinema	Natrinema
Halopiger	Halopiger
Salinibaculum	Salinibaculum
Halodesulfurarchaeum	Halodesulfurarchaeum
Halostella	Halostella
Halarchaeum	Halarchaeum
Halanaeroarchaeum	Halanaeroarchaeum
Salarchaeum	Salarchaeum
Halorussus	Halorussus
Halalkalicoccus	Halalkalicoccus
Halobacterium	Halobacterium
Halapricum	Halapricum
Halorientalis	Halorientalis
Natronomonas	Natronomonas
Haloarcula	Haloarcula
Halomicrobium	Halomicrobium
Halosimplex	Halosimplex
Halorhabdus	Halorhabdus
Glossinavirus	Glossinavirus
Whispovirus	Whispovirus
Rudivirus	Rudivirus
Betalipothrixvirus	Betalipothrixvirus
Alphasphaerolipovirus	Alphasphaerolipovirus
Betanudivirus	Betanudivirus
Bracovirus	Bracovirus
Pandoravirus	Pandoravirus
Alphatrevirus	Alphatrevirus
Gequatrovirus	Gequatrovirus
Badnavirus	Badnavirus
Cavemovirus	Cavemovirus
Solendovirus	Solendovirus
Caulimovirus	Caulimovirus
Deltaretrovirus	Deltaretrovirus
Simiispumavirus	Simiispumavirus
Alpharetrovirus	Alpharetrovirus
Betaretrovirus	Betaretrovirus
Lentivirus	Lentivirus
Gammaretrovirus	Gammaretrovirus
Orthohepadnavirus	Orthohepadnavirus
Infulavirus	Infulavirus
Staminivirus	Staminivirus
Subteminivirus	Subteminivirus
Psecadovirus	Psecadovirus
Scuticavirus	Scuticavirus
Inovirus	Inovirus
Cyclovirus	Cyclovirus
Circovirus	Circovirus
Mastrevirus	Mastrevirus
Begomovirus	Begomovirus
Gemykrogvirus	Gemykrogvirus
Gemykroznavirus	Gemykroznavirus
Gemykibivirus	Gemykibivirus
Dyothetapapillomavirus	Dyothetapapillomavirus
Nupapillomavirus	Nupapillomavirus
Dyokappapapillomavirus	Dyokappapapillomavirus
Dyopipapillomavirus	Dyopipapillomavirus
Mupapillomavirus	Mupapillomavirus
Upsilonpapillomavirus	Upsilonpapillomavirus
Taupapillomavirus	Taupapillomavirus
Gammapapillomavirus	Gammapapillomavirus
Betapapillomavirus	Betapapillomavirus
Alphapapillomavirus	Alphapapillomavirus
Gammapolyomavirus	Gammapolyomavirus
Alphapolyomavirus	Alphapolyomavirus
Deltapolyomavirus	Deltapolyomavirus
Betapolyomavirus	Betapolyomavirus
Copiparvovirus	Copiparvovirus
Scindoambidensovirus	Scindoambidensovirus
Iteradensovirus	Iteradensovirus
Protoparvovirus	Protoparvovirus
Tetraparvovirus	Tetraparvovirus
Erythroparvovirus	Erythroparvovirus
Dependoparvovirus	Dependoparvovirus
Botybirnavirus	Botybirnavirus
Scleroulivirus	Scleroulivirus
Narnavirus	Narnavirus
Levivirus	Levivirus
Alphachrysovirus	Alphachrysovirus
Trichomonasvirus	Trichomonasvirus
Victorivirus	Victorivirus
Totivirus	Totivirus
Rymovirus	Rymovirus
Potyvirus	Potyvirus
Alphacoronavirus	Alphacoronavirus
Betacoronavirus	Betacoronavirus
Nyfulvavirus	Nyfulvavirus
Nepovirus	Nepovirus
Iflavirus	Iflavirus
Norovirus	Norovirus
Cripavirus	Cripavirus
Kobuvirus	Kobuvirus
Salivirus	Salivirus
Megrivirus	Megrivirus
Enterovirus	Enterovirus
Cardiovirus	Cardiovirus
Lolavirus	Lolavirus
Mandarivirus	Mandarivirus
Potexvirus	Potexvirus
Foveavirus	Foveavirus
Capillovirus	Capillovirus
Ilarvirus	Ilarvirus
Cucumovirus	Cucumovirus
Alfamovirus	Alfamovirus
Bromovirus	Bromovirus
Tobamovirus	Tobamovirus
Alphaendornavirus	Alphaendornavirus
Crinivirus	Crinivirus
Panicovirus	Panicovirus
Polerovirus	Polerovirus
Pestivirus	Pestivirus
Hepacivirus	Hepacivirus
Flavivirus	Flavivirus
Alphainfluenzavirus	Alphainfluenzavirus
Gammainfluenzavirus	Gammainfluenzavirus
Orthotospovirus	Orthotospovirus
Shangavirus	Shangavirus
Orthobunyavirus	Orthobunyavirus
Orthohantavirus	Orthohantavirus
Metapneumovirus	Metapneumovirus
Peropuvirus	Peropuvirus
Varicosavirus	Varicosavirus
Vesiculovirus	Vesiculovirus
Lyssavirus	Lyssavirus
Kuttervirus	Kuttervirus
