gIDs,start,stop,length
G001035285,1699000,1699370,371
G001035875,690567,690963,397
G001035875,803323,803752,430
G001035875,804651,805786,1136
G001035875,898046,898383,338
G001036235,1544859,1545197,339
G001036235,1701413,1701720,308
G001036765,628349,629790,1442
G001038565,4583,5338,756
G001038565,88652,88818,167
G001038565,89000,89496,497
G001044185,1088532,1088773,242
G001044185,7097508,7097999,492
G001044185,7454455,7454750,296
G001044185,7455000,7455171,172
G001045805,570014,570238,225
G001045935,226646,226907,262
G001045935,227759,227999,241
G001045935,303477,303686,210
G001045935,701137,701520,384
G001045935,787044,787391,348
G001045935,788000,788376,377
G001045935,952571,953234,664
G001045935,960654,960835,182
G001045935,961000,961104,105
G001045935,1089731,1090388,658
G001045935,1229546,1229936,391
G001045935,1342219,1342446,228
G001045935,1491115,1491229,115
G001045935,1722548,1722800,253
G001045935,1810000,1810489,490
G001046035,610000,610326,327
G001046035,1175330,1175571,242
G001046035,1819669,1819889,221
G001046145,975394,975611,218
G001046265,867478,867892,415
G001046375,324305,324554,250
G001046375,2429644,2430232,589
G001046375,2430671,2431831,1161
G001046375,2641286,2641794,509
G001046375,2714671,2714961,291
G001046395,658271,658832,562
G001046395,825805,825917,113
G001046395,892200,892483,284
G001046395,1125005,1125228,224
G001046555,91241,91759,519
G001046555,631000,631277,278
G001046555,2678000,2678208,209
G001046585,734045,734347,303
G001046855,4829896,4830919,1024
G001049935,2964829,2965338,510
G001050155,3468100,3468678,579
G001050155,3469514,3470101,588
G001050155,4133188,4133589,402
G001078075,5146753,5146879,127
G001083445,2074273,2075518,1246
G001083445,2076000,2079470,3471
G001083445,2080000,2080726,727
G001083445,2081000,2083999,3000
G001083445,2084162,2088367,4206
G001083445,2088754,2091698,2945
G001083445,2093475,2094536,1062
G001083445,2095646,2096737,1092
G001083445,2098000,2098179,180
G001083445,2098880,2099763,884
G001083445,2100000,2100729,730
G001083445,2101000,2101491,492
G001083445,2102279,2102860,582
G001083445,2103028,2103410,383
G001083445,2104000,2104674,675
G001083445,2106000,2106562,563
G001083445,2107137,2108607,1471
G001083445,2109000,2111129,2130
G001083445,2111498,2112144,647
G001086825,773119,773687,569
G001086825,774395,774786,392
G001086825,775062,775857,796
G001086825,776551,776789,239
G001086825,822000,822262,263
G001106285,2032717,2032999,283
G001109765,2060104,2061670,1567
G001110885,2010474,2015407,4934
G001110885,2016000,2016745,746
G001110885,2017000,2017226,227
G001110885,2018000,2024580,6581
G001110885,2025000,2025817,818
G001110885,2026000,2031999,6000
G001110885,2032395,2033488,1094
G001110885,2034000,2037352,3353
G001110885,2038060,2043572,5513
G001110885,2044000,2044998,999
G001110885,2045347,2046154,808
G001110885,2046355,2048654,2300
G001110885,2049000,2049116,117
G001110885,2050000,2050641,642
G001110885,2059204,2061801,2598
G001110885,2062000,2062559,560
G001110885,2064000,2064845,846
G001110885,2065000,2065429,430
G001110885,2066139,2068706,2568
G001110885,2069000,2069336,337
G001110885,2070000,2070664,665
G001110885,2071255,2072297,1043
G001110885,2072691,2073351,661
G001111125,2040830,2041999,1170
G001111125,2042562,2043216,655
G001111125,2043549,2044833,1285
G001111125,2045000,2045120,121
G001111125,2045309,2045466,158
G001111125,2047614,2048761,1148
G001111125,2049000,2050493,1494
G001111125,2051000,2052738,1739
G001111125,2053000,2053737,738
G001111125,2054000,2054838,839
G001111125,2055804,2056796,993
G001111125,2058508,2059252,745
G001111125,2060513,2061633,1121
G001111125,2062166,2062710,545
G001111125,2063000,2063982,983
G001114485,2091227,2091552,326
G001114485,2091793,2092286,494
G001114485,2092540,2093556,1017
G001114485,2094460,2095277,818
G001115165,2138347,2138805,459
G001115165,2139222,2139538,317
G001115365,2072532,2073579,1048
G001115365,2074001,2074147,147
G001115365,2076702,2077874,1173
G001115365,2078411,2078825,415
G001116085,2096631,2100999,4369
G001116085,2110414,2113378,2965
G001116085,2114000,2114505,506
G001116085,2127180,2127586,407
G001116085,2128112,2130716,2605
G001116085,2136484,2138699,2216
G001116085,2140732,2142728,1997
G001116085,2146283,2147661,1379
G001116085,2148000,2148472,473
G001116085,2149000,2149999,1000
G001116085,2154135,2156109,1975
G001116085,2157898,2161429,3532
G001116085,2162000,2162993,994
G001116085,2164648,2165827,1180
G001116085,2167429,2168769,1341
G001116085,2169000,2169122,123
G001116085,2170799,2171874,1076
G001116085,2173010,2175273,2264
G001116085,2176000,2177682,1683
G001116085,2178000,2178448,449
G001116085,2179293,2180487,1195
G001116085,2180766,2180999,234
G001116085,2181341,2182778,1438
G001116085,2183000,2183668,669
G001116085,2184400,2184725,326
G001116085,2185000,2185999,1000
G001116085,2186354,2186882,529
G001116085,2187891,2188628,738
G001116085,2189252,2190816,1565
G001116085,2191000,2191577,578
G001119545,2015875,2016104,230
G001120745,2081835,2082173,339
G001134185,2151222,2151838,617
G001134185,2152000,2152292,293
G001134185,2154858,2155999,1142
G001134185,2156533,2157367,835
G001137105,2095113,2095503,391
G001137105,2095872,2096178,307
G001143345,2064121,2064473,353
G001146425,2093686,2095225,1540
G001146425,2095459,2095999,541
G001146425,2096150,2097169,1020
G001146425,2098814,2100228,1415
G001146425,2103864,2104482,619
G001146425,2105000,2105999,1000
G001146425,2106226,2108738,2513
G001146425,2109085,2109878,794
G001146425,2110635,2111279,645
G001146425,2112000,2112441,442
G001146425,2113015,2113518,504
G001146425,2114061,2114408,348
G001146425,2114893,2114999,107
G001169705,2197878,2198275,398
G001169705,2199096,2199424,329
G001171765,1978890,1980999,2110
G001171765,1981203,1986545,5343
G001171765,1987000,1987546,547
G001171765,1988000,1989296,1297
G001171765,2019784,2020999,1216
G001171765,2021818,2023999,2182
G001171765,2024279,2025467,1189
G001171765,2027000,2027273,274
G001171765,2028240,2029103,864
G001171765,2029358,2029614,257
G001171765,2046089,2046666,578
G001171765,2047000,2048999,2000
G001171765,2049255,2051754,2500
G001171765,2052000,2052446,447
G001171765,2085741,2088598,2858
G001171765,2089000,2089732,733
G001171765,2093286,2100422,7137
G001171765,2101000,2105861,4862
G001171765,2106088,2106606,519
G001171765,2107000,2108698,1699
G001171765,2111018,2112464,1447
G001171765,2113000,2117447,4448
G001171765,2117886,2124390,6505
G001171765,2125017,2126545,1529
G001171765,2127357,2129447,2091
G001171765,2130093,2130333,241
G001171765,2131364,2134631,3268
G001171765,2135005,2135699,695
G001171765,2136000,2136230,231
G001171765,2137000,2138843,1844
G001171765,2139309,2139418,110
G001171765,2140581,2140999,419
G001171765,2141713,2142800,1088
G001171765,2143000,2143477,478
G001171765,2144065,2144314,250
G001171765,2145000,2145163,164
G001171765,2146234,2146350,117
G001171765,2147536,2148999,1464
G001171765,2149806,2155359,5554
G001171765,2156232,2157713,1482
G001171765,2158026,2158251,226
G001171765,2158416,2159495,1080
G001171765,2159690,2161507,1818
G001171765,2161723,2162178,456
G001171765,2164507,2165645,1139
G001171765,2166212,2166954,743
G001171765,2167355,2167702,348
G001171765,2168089,2169121,1033
G001171765,2169805,2170105,301
G001180545,2669463,2669675,213
G001181165,1084054,1084278,225
G001181185,973000,973149,150
G001181265,1156315,1156468,154
G001181325,6275648,6276473,826
G001181325,6402366,6402846,481
G001181325,6456081,6456475,395
G001181325,6457000,6457289,290
G001181325,6481649,6481856,208
G001181325,6482037,6482403,367
G001181325,6611808,6611999,192
G001181325,6612653,6612915,263
G001181325,6636622,6636864,243
G001181325,6637147,6637388,242
G001181325,6662472,6662573,102
G001189365,3389510,3389999,490
G001189365,3390179,3391914,1736
G001189365,3393267,3394150,884
G001192355,2023194,2024566,1373
G001192355,2033858,2035491,1634
G001199395,2108630,2108931,302
G001201495,4178807,4180169,1363
G001201495,4212288,4213215,928
G001201495,4218226,4219171,946
G001201495,4224559,4225377,819
G001201495,4235753,4236355,603
G001201495,4236579,4236975,397
G001201495,4238852,4239275,424
G001201495,4243061,4243579,519
G001201495,4244198,4244775,578
G001201495,4247286,4247672,387
G001201495,4251864,4252368,505
G001201495,4261321,4261461,141
G001201495,4261752,4262168,417
G001201495,4262624,4263454,831
G001201495,4264000,4264285,286
G001201495,4264712,4264999,288
G001201495,4271473,4271809,337
G001201495,4273230,4273548,319
G001201495,4274000,4274557,558
G001201495,4275241,4275550,310
G001201495,4276554,4276779,226
G001201495,4277449,4277749,301
G001201895,4136157,4141792,5636
G001201895,4165449,4167462,2014
G001201895,4177081,4178302,1222
G001201895,4179000,4179292,293
G001201895,4181479,4183544,2066
G001201895,4199012,4199285,274
G001201895,4200000,4200721,722
G001201895,4204204,4204509,306
G001201895,4205000,4205792,793
G001201895,4208844,4210297,1454
G001201895,4222739,4223961,1223
G001201895,4224213,4225478,1266
G001201895,4230000,4230208,209
G001201895,4230393,4232728,2336
G001201895,4236257,4237392,1136
G001201895,4238561,4240848,2288
G001201895,4241000,4242686,1687
G001201895,4243815,4244756,942
G001201895,4245000,4246692,1693
G001201895,4250475,4251756,1282
G001201895,4252000,4252589,590
G001201895,4253000,4253108,109
G001201895,4254000,4254845,846
G001201895,4264091,4265589,1499
G001201895,4266027,4266376,350
G001201895,4268664,4269214,551
G001201895,4269493,4269950,458
G001201895,4271305,4271973,669
G001201895,4273359,4273999,641
G001201895,4275851,4276300,450
G001201895,4277520,4277983,464
G001201895,4278525,4278999,475
G001201895,4281049,4281508,460
G001201895,4282073,4282438,366
G001201895,4283357,4283771,415
G001201895,4284658,4284954,297
G001201895,4286000,4286302,303
G001201895,4286731,4287111,381
G001201895,4287892,4288249,358
G001201895,4290098,4290429,332
G001201895,4290800,4291469,670
G001201895,4291831,4292483,653
G001202595,2880377,2880520,144
G001202595,2885602,2885720,119
G001205215,4138000,4140821,2822
G001205215,4148000,4151454,3455
G001205215,4214629,4216784,2156
G001205215,4244369,4245734,1366
G001205215,4247301,4247999,699
G001205215,4248168,4248542,375
G001205215,4250254,4251237,984
G001205215,4253347,4254453,1107
G001205215,4269501,4269999,499
G001205215,4270655,4271746,1092
G001205215,4272000,4273922,1923
G001205215,4285166,4285983,818
G001205215,4293695,4294362,668
G001205215,4295113,4296367,1255
G001205215,4297686,4298307,622
G001205215,4300852,4301402,551
G001205215,4303179,4303730,552
G001205215,4304317,4305405,1089
G001205215,4306698,4306999,302
G001205215,4309166,4310177,1012
G001205215,4311214,4311676,463
G001205215,4312000,4312632,633
G001205215,4313597,4313999,403
G001205215,4314524,4314961,438
G001205215,4315439,4315874,436
G001205215,4316351,4317189,839
G001205215,4317678,4317999,322
G001205215,4319386,4319778,393
G001205215,4320209,4320999,791
G001205215,4321423,4321795,373
G001205215,4322000,4322188,189
G001205215,4324094,4325531,1438
G001205215,4327000,4327648,649
G001205215,4329373,4329681,309
G001205215,4330034,4330672,639
G001205675,2145293,2145703,411
G001213045,1040891,1041881,991
G001213045,1043188,1043289,102
G001213525,1092789,1095639,2851
G001213525,1114432,1114565,134
G001213525,1115305,1115613,309
G001213525,1116264,1116691,428
G001232205,1646012,1646323,312
G001235985,1654000,1655233,1234
G001235985,1657455,1657862,408
G001235985,1658299,1658646,348
G001235985,1659341,1659973,633
G001239045,1772485,1773498,1014
G001239045,1781036,1781430,395
G001239045,1782000,1782179,180
G001239045,1782536,1782843,308
G001259695,4721600,4722104,505
G001259695,4728183,4728590,408
G001259695,4735041,4735394,354
G001259695,4740080,4740398,319
G001262745,5425545,5425752,208
G001267755,1577731,1583544,5814
G001270215,2592000,2592232,233
G001273555,4837896,4838328,433
G001273835,4034762,4034999,238
G001273835,4138847,4138999,153
G001273845,2127058,2127236,179
G001280845,6457480,6457879,400
G001282965,266357,267463,1107
G001282965,1210496,1210832,337
G001294685,1635368,1635919,552
G001302325,1168000,1168317,318
G001302325,2279806,2279999,194
G001302325,2605257,2605441,185
G001306525,565496,565771,276
G001306525,2784093,2784365,273
G001309645,751887,752471,585
G001309645,4463777,4464394,618
G001309645,5314471,5315166,696
G001317705,1056829,1056958,130
G001318825,4122788,4124184,1397
G001318825,4197000,4197463,464
G001318825,4224309,4224766,458
G001318825,4227038,4227455,418
G001318825,4229206,4229615,410
G001318825,4231000,4231311,312
G001318825,4236000,4236279,280
G001318825,4236651,4236974,324
G001318825,4237334,4237649,316
G001319805,7616002,7616259,258
G001319865,9141111,9141473,363
G001319865,9141803,9142168,366
G001319865,9312098,9312818,721
G001319865,9343888,9343999,112
G001319905,8491007,8491425,419
G001319905,8501000,8501270,271
G001328115,4240000,4243598,3599
G001328115,4280060,4280269,210
G001328115,4283900,4284733,834
G001328115,4285139,4285567,429
G001328115,4286249,4286462,214
G001328115,4299009,4299821,813
G001328115,4300734,4301166,433
G001328115,4301418,4301517,100
G001328115,4310207,4310434,228
G001328115,4314468,4314849,382
G001334835,2081295,2081690,396
G001338235,2095039,2095704,666
G001338235,2096000,2096786,787
G001338235,2100661,2101756,1096
G001338235,2104777,2105756,980
G001338235,2106723,2107583,861
G001338235,2109341,2111622,2282
G001338235,2113388,2114801,1414
G001338235,2117000,2117252,253
G001343555,1958275,1964495,6221
G001343555,2002399,2004421,2023
G001343555,2005000,2012324,7325
G001343555,2013000,2016565,3566
G001343555,2017000,2018476,1477
G001343555,2019000,2020999,2000
G001343555,2021261,2021999,739
G001343555,2022382,2022999,618
G001343555,2027145,2028889,1745
G001343555,2031075,2031384,310
G001343555,2032000,2033999,2000
G001343555,2034280,2036795,2516
G001343555,2037000,2037755,756
G001343555,2038000,2038999,1000
G001343555,2040881,2041732,852
G001343555,2042000,2042242,243
G001343555,2044794,2045975,1182
G001343555,2047188,2049308,2121
G001343555,2050000,2051475,1476
G001343555,2053498,2053598,101
G001343555,2054000,2054373,374
G001343555,2056781,2057384,604
G001343555,2057706,2057999,294
G001343555,2058887,2059507,621
G001343555,2060000,2062554,2555
G001343555,2064000,2065673,1674
G001343555,2066000,2066274,275
G001343555,2067000,2067336,337
G001343555,2068415,2070523,2109
G001343555,2072139,2072441,303
G001343555,2073175,2073625,451
G001343555,2074115,2074874,760
G001343555,2075595,2075915,321
G001343555,2076310,2076664,355
G001343555,2077123,2077537,415
G001343555,2078000,2078356,357
G001343555,2079172,2079938,767
G001343555,2080345,2080999,655
G001343555,2081424,2082471,1048
G001343555,2083161,2083468,308
G001343555,2083811,2084111,301
G001348075,2110528,2110929,402
G001350855,4366880,4367189,310
G001354515,2765042,2765192,151
G001354515,2767052,2767426,375
G001354515,2771797,2771927,131
G001373415,3584350,3584999,650
G001373415,4570548,4571447,900
G001394555,4293692,4293999,308
G001394555,4380000,4380292,293
G001394555,4529610,4529845,236
G001394555,4538729,4538958,230
G001394815,4260018,4260503,486
G001394815,4261000,4263483,2484
G001394815,4283347,4285262,1916
G001394815,4309310,4309552,243
G001394815,4310002,4310232,231
G001394815,4313045,4313740,696
G001394815,4316398,4316561,164
G001394815,4320101,4320575,475
G001394815,4321000,4321143,144
G001394815,4322163,4323135,973
G001394815,4324214,4324484,271
G001394815,4325730,4326619,890
G001394815,4327519,4327753,235
G001394815,4328112,4328645,534
G001394815,4329000,4329137,138
G001394815,4329893,4330151,259
G001394815,4335071,4336241,1171
G001394815,4337407,4337862,456
G001394815,4338697,4338921,225
G001394815,4343307,4343706,400
G001394815,4347479,4348145,667
G001394815,4348507,4348825,319
G001394815,4349000,4349163,164
G001398195,1432025,1432952,928
G001398195,1456724,1457369,646
G001398195,1467507,1468129,623
G001398195,1473667,1473829,163
G001398195,1474010,1474999,990
G001398195,1475671,1476246,576
G001398195,1489899,1490374,476
G001398195,1501621,1501999,379
G001398195,1503835,1504252,418
G001398195,1521689,1521980,292
G001403915,6684099,6685101,1003
G001403915,6688441,6689238,798
G001403915,6695415,6695999,585
G001403915,6696222,6696834,613
G001418395,76306,77482,1177
G001420585,41279,41846,568
G001422865,198000,198259,260
G001422865,198711,198877,167
G001423125,3175020,3175999,980
G001425345,2566721,2566888,168
G001425345,2567311,2567518,208
G001425485,4238629,4239578,950
G001425865,993373,993959,587
G001426065,1289457,1289755,299
G001426065,1290088,1290295,208
G001426425,6273644,6274694,1051
G001426995,3542077,3543999,1923
G001427245,5820069,5820999,931
G001427245,5821640,5822936,1297
G001427245,5823108,5823766,659
G001427365,1521105,1521546,442
G001427425,3738436,3738556,121
G001427425,3738878,3739473,596
G001427425,3739628,3739999,372
G001427425,3740193,3740305,113
G001427425,3740524,3743981,3458
G001427445,1487000,1487808,809
G001427445,1488066,1488783,718
G001427445,2161057,2161495,439
G001427445,2161650,2163539,1890
G001427485,3612118,3612477,360
G001427485,3612632,3613999,1368
G001427485,3614206,3614868,663
G001427565,4253004,4256586,3583
G001427565,4256741,4257336,596
G001427685,500245,500440,196
G001427685,1101197,1102698,1502
G001427685,2297073,2298422,1350
G001427685,3257266,3258904,1639
G001427685,4244000,4244492,493
G001427685,4245000,4245286,287
G001427685,4722000,4723765,1766
G001428005,5363674,5365578,1905
G001428005,5551890,5552484,595
G001428005,5552699,5553915,1217
G001428045,6461000,6461503,504
G001428625,2414594,2415332,739
G001428625,2415602,2416305,704
G001428625,2837652,2837999,348
G001428625,2838245,2838840,596
G001428625,2839013,2839157,145
G001428625,2841544,2842637,1094
G001428745,4065529,4065999,471
G001428895,3895885,3897814,1930
G001428895,3898000,3899411,1412
G001429255,4245000,4246405,1406
G001429255,4246595,4247673,1079
G001429385,4589750,4590488,739
G001429385,4590746,4591449,704
G001429385,4595000,4595405,406
G001429385,4595560,4597418,1859
G001429555,1055804,1057287,1484
G001429555,1507836,1508999,1164
G001429555,1509577,1510164,588
G001429645,1282042,1283228,1187
G001429645,4537561,4538386,826
G001429645,4538561,4538706,146
G001429685,4403241,4403651,411
G001429685,4403805,4404792,988
G001429685,4405363,4406335,973
G001429745,6218612,6219207,596
G001429745,6219362,6219774,413
G001429745,6220047,6220785,739
G001429745,6221022,6221425,404
G001429745,6221745,6221884,140
G001429745,6620499,6621840,1342
G001429835,3471211,3472256,1046
G001431645,435059,435278,220
G001439515,574720,575158,439
G001439625,228000,228176,177
G001439635,329000,329191,192
G001439725,5538481,5538679,199
G001439855,2376665,2377999,1335
G001439855,2385852,2385997,146
G001439855,2386399,2386818,420
G001439855,2387000,2387530,531
G001439855,2387781,2388870,1090
G001439855,2389083,2389300,218
G001439915,62000,62150,151
G001440395,7032311,7032544,234
G001440395,7380506,7380748,243
G001445525,57000,57250,251
G001445525,65269,65612,344
G001445525,103114,103412,299
G001445525,4344560,4344957,398
G001445685,3346077,3346447,371
G001451885,5824741,5825489,749
G001454665,6603779,6604395,617
G001454665,6607216,6607643,428
G001455025,3756047,3756464,418
G001455025,3821276,3821379,104
G001455025,3821562,3821907,346
G001455025,3887074,3887874,801
G001455025,3891285,3891786,502
G001455025,4204411,4204741,331
G001455025,4775702,4775999,298
G001455025,4905001,4905472,472
G001461695,2769534,2770129,596
G001461765,7353626,7353911,286
G001468765,1190021,1190282,262
G001468765,1849377,1849596,220
G001468765,1953046,1953303,258
G001468785,4368270,4368856,587
G001468785,4369101,4370723,1623
G001468785,4377380,4378232,853
G001476955,105513,105725,213
G001481285,337235,337562,328
G001485145,10541637,10544179,2543
G001485145,10558220,10559526,1307
G001485145,10562468,10563746,1279
G001485145,10567617,10568764,1148
G001485145,10569888,10570864,977
G001485145,10571858,10572661,804
G001485145,10576318,10576716,399
G001485145,10578041,10578821,781
G001485145,10579075,10580479,1405
G001507325,3880000,3880232,233
G001516785,1971784,1972302,519
G001517685,815701,816602,902
G001517685,817028,817556,529
G001519275,2571110,2571718,609
G001526005,1096673,1097497,825
G001526005,1221877,1222628,752
G001526005,2579139,2579733,595
G001541335,4493574,4494649,1076
G001541335,4495681,4496593,913
G001541335,4514754,4515232,479
G001541335,4517203,4517658,456
G001541335,4520675,4520999,325
G001541335,4525266,4525445,180
G001541335,4529000,4529193,194
G001541335,4530036,4530432,397
G001541335,4530876,4530999,124
G001541335,4532128,4532360,233
G001541335,4533131,4533355,225
G001541335,4535032,4535240,209
G001541335,4535489,4535695,207
G001543565,1193742,1194602,861
G001543575,1059359,1060895,1537
G001543735,2990000,2990693,694
G001543735,2994000,2995174,1175
G001543825,691751,691908,158
G001543835,1296115,1296673,559
G001545505,854033,854431,399
G001545505,1153887,1154268,382
G001545505,1633255,1634243,989
G001545505,1635260,1635607,348
G001545505,1638778,1639158,381
G001545505,1642583,1642962,380
G001545505,1644484,1644863,380
G001545505,1825654,1825999,346
G001545505,1831131,1831240,110
G001545505,1974624,1974998,375
G001545505,2122449,2122841,393
G001545505,2125218,2125606,389
G001545505,2126833,2127182,350
G001545505,2128000,2128342,343
G001545505,2130694,2131152,459
G001545505,2132055,2132513,459
G001545505,2249054,2249441,388
G001545505,2370759,2371202,444
G001546055,1279900,1279999,100
G001546055,1436760,1437259,500
G001546055,6344012,6344495,484
G001549985,3120118,3121253,1136
G001549985,3376749,3377296,548
G001549985,3377540,3377666,127
G001549985,3381724,3382345,622
G001549985,3618354,3618657,304
G001549985,3619630,3619735,106
G001550215,1684,1998,315
G001550215,7894139,7894908,770
G001553055,800486,800999,514
G001553055,1546573,1547205,633
G001553055,1549205,1549896,692
G001553055,2133699,2134249,551
G001553495,844495,844893,399
G001553495,1144031,1144412,382
G001553495,1623454,1623940,487
G001553495,1624096,1624442,347
G001553495,1625459,1625806,348
G001553495,1629000,1629357,358
G001553495,1632782,1633161,380
G001553495,1634683,1634999,317
G001553495,1815853,1816269,417
G001553495,1821330,1821439,110
G001553495,1964823,1965258,436
G001553495,2112648,2112999,352
G001553495,2115417,2115805,389
G001553495,2117032,2117381,350
G001553495,2118155,2118541,387
G001553495,2120893,2121351,459
G001553495,2122254,2122712,459
G001553495,2239253,2239640,388
G001553495,2361000,2361401,402
G001560465,717811,720999,3189
G001560465,722656,722999,344
G001560465,723152,723707,556
G001560465,1667089,1668763,1675
G001560465,1669000,1670144,1145
G001560465,1868822,1869316,495
G001560465,1967095,1967353,259
G001560465,1967751,1969416,1666
G001563385,624499,624739,241
G001564755,2188857,2189322,466
G001564855,1995884,1996495,612
G001566355,5344660,5345108,449
G001566385,5492350,5492476,127
G001566385,5499703,5500418,716
G001566435,521298,522205,908
G001566435,522514,522693,180
G001566435,523000,523527,528
G001566435,525336,525646,311
G001566435,526061,526425,365
G001566455,5518776,5519262,487
G001566535,598105,598686,582
G001566535,601505,601869,365
G001566535,602284,602594,311
G001566535,603321,603493,173
G001566535,604571,604998,428
G001566535,605730,605999,270
G001566705,5193124,5193456,333
G001569625,4526733,4527159,427
G001569725,4757000,4757274,275
G001569765,2835,3237,403
G001569765,4164000,4164352,353
G001569845,12582,12963,382
G001569945,223226,223653,428
G001569985,170846,171226,381
G001570025,4572432,4572887,456
G001570085,20719,21128,410
G001570085,4554527,4554921,395
G001570125,4681188,4681582,395
G001570145,1256322,1256746,425
G001570285,628331,628808,478
G001570325,3335560,3335978,419
G001570325,3339340,3339798,459
G001570325,3344900,3345315,416
G001570625,3184831,3185304,474
G001580035,5360238,5360362,125
G001580035,5364112,5364213,102
G001580035,5366616,5366726,111
G001582855,3549535,3551158,1624
G001582855,3551402,3551998,597
G001582855,3553419,3555195,1777
G001583745,5768327,5768498,172
G001584095,1289331,1290218,888
G001584095,1290376,1295361,4986
G001584095,2337255,2337999,745
G001584095,2546502,2546860,359
G001584095,2605397,2605790,394
G001584095,2608024,2608617,594
G001584095,2660418,2660898,481
G001584095,2711195,2711349,155
G001584095,2713000,2713352,353
G001584095,2762184,2763106,923
G001584095,2763807,2764165,359
G001584095,2997877,2997999,123
G001584095,2998387,2999769,1383
G001584095,3000136,3000452,317
G001584095,3048520,3048633,114
G001584095,3049563,3049817,255
G001584095,3050159,3050292,134
G001584095,3096816,3097933,1118
G001584095,3098369,3098959,591
G001584095,3142356,3142501,146
G001584095,3143000,3143212,213
G001584095,3186432,3186579,148
G001584095,3186759,3186986,228
G001584095,3187292,3188115,824
G001584095,3229448,3229592,145
G001584095,3230171,3230359,189
G001584095,3231004,3231259,256
G001584095,3272075,3272796,722
G001584095,3313863,3314110,248
G001584645,344205,344673,469
G001584645,1191008,1191229,222
G001588645,1238430,1238849,420
G001588645,1239000,1241493,2494
G001588645,1242185,1243274,1090
G001588645,1505450,1505667,218
G001588695,255805,256126,322
G001588715,399437,399747,311
G001588715,400571,400889,319
G001588715,401753,401880,128
G001588715,534088,534549,462
G001588715,535172,535464,293
G001588825,1337735,1338173,439
G001588855,1980289,1980506,218
G001588875,1412000,1412239,240
G001588875,1709463,1709713,251
G001588905,1962719,1963253,535
G001588905,1964253,1964673,421
G001588905,1992172,1992573,402
G001588905,1993070,1993552,483
G001589015,545516,545787,272
G001589015,1987215,1987659,445
G001589015,2007000,2007447,448
G001589115,500871,500999,129
G001589115,720141,720369,229
G001589115,927520,927745,226
G001589115,933236,933517,282
G001589135,1078873,1078999,127
G001589135,1079420,1079839,420
G001589135,1080000,1082483,2484
G001589135,1083175,1084694,1520
G001594285,2476000,2476389,390
G001595745,1504307,1504607,301
G001595975,2664293,2665730,1438
G001595975,3415866,3415999,134
G001595975,3746360,3746718,359
G001595975,4028000,4028255,256
G001595975,4387356,4387544,189
G001602485,500780,501729,950
G001602485,559438,560216,779
G001602485,621815,622110,296
G001602485,675895,675999,105
G001606975,2271887,2272292,406
G001607225,4904151,4904270,120
G001618265,179090,180252,1163
G001618265,287820,288383,564
G001618265,289106,289220,115
G001618265,289617,289999,383
G001618265,340000,340322,323
G001618265,340874,341132,259
G001618265,425186,425646,461
G001618265,427489,427930,442
G001618265,469342,469724,383
G001618265,470133,470543,411
G001618265,512608,512877,270
G001618265,513778,513995,218
G001618265,514245,514598,354
G001618265,555557,555749,193
G001618265,556484,556878,395
G001618265,597556,597941,386
G001618265,598371,598746,376
G001623025,2394000,2394423,424
G001623085,5834794,5834999,206
G001623085,5922000,5922145,146
G001623145,5658786,5658978,193
G001623145,5936223,5936542,320
G001623225,5564270,5564678,409
G001625005,736189,736406,218
G001625005,736619,737708,1090
G001625005,737880,738350,471
G001625005,739405,741899,2495
G001633745,1592000,1592246,247
G001634065,4973218,4973740,523
G001634065,5246543,5247610,1068
G001634065,5367444,5368120,677
G001634065,5377412,5378770,1359
G001634065,5420274,5420661,388
G001634065,5428457,5429411,955
G001634065,5430435,5430588,154
G001634065,5431000,5431471,472
G001634065,5432067,5433362,1296
G001634065,5434651,5435201,551
G001634065,5436254,5437288,1035
G001634065,5437723,5437929,207
G001634065,5438603,5438794,192
G001634065,5439000,5439239,240
G001636625,873201,873799,599
G001639925,3782000,3782999,1000
G001639925,3783382,3784341,960
G001639925,3784804,3786416,1613
G001640145,4818389,4819284,896
G001640145,4825092,4826297,1206
G001640145,4863330,4863734,405
G001640145,4864172,4864564,393
G001640145,4865000,4865371,372
G001640145,4865794,4866127,334
G001640145,4879584,4880623,1040
G001640145,4881000,4881300,301
G001640145,4881654,4881959,306
G001640145,4910524,4910811,288
G001640145,4925781,4925999,219
G001641845,2399067,2399680,614
G001641845,2791542,2791999,458
G001643245,2391000,2391999,1000
G001645135,2629315,2629786,472
G001645135,3869694,3870136,443
G001645135,8482240,8482678,439
G001645385,4488099,4488926,828
G001645405,4928489,4928738,250
G001645535,4696001,4700618,4618
G001645535,5168049,5168488,440
G001645535,5169000,5169356,357
G001645535,5170001,5170284,284
G001645535,5170726,5171122,397
G001645535,5370483,5370712,230
G001645535,5559005,5559203,199
G001645635,623854,624218,365
G001645685,96,649,554
G001645685,1000,4133,3134
G001645815,3373707,3375238,1532
G001648835,395766,396458,693
G001648835,397000,398250,1251
G001648935,2923120,2923717,598
G001648935,2961667,2962252,586
G001648935,3155695,3156166,472
G001648935,3327215,3327641,427
G001648935,3360453,3361328,876
G001648935,3528458,3528866,409
G001648935,3655000,3655304,305
G001648945,3012409,3012811,403
G001649105,2877116,2877426,311
G001649105,3525224,3525623,400
G001649265,2786204,2786615,412
G001649355,3211220,3211611,392
G001651765,5380000,5380104,105
G001651765,5380800,5381328,529
