fastq_fn	fastq_prep_ID	HG38	T2T_pese	Pangenome_pese	Transcript_pese
UNCID_1144997.9f3ddcc1-a6a9-4f55-84b3-cbe06e58ff8d.sorted_genome_alignments.	117447	3000	2674	884	328
UNCID_1145326.e7a1527b-dbaf-48ae-a322-e54efd36985d.sorted_genome_alignments.	117439	3172	2266	704	144
UNCID_1145498.2b721e04-5452-4b34-b3df-c6cdd04e87b1.sorted_genome_alignments.	117436	2386	2198	650	106
UNCID_1145651.4eaae575-d631-4e2e-8e70-4b4e0a429d74.sorted_genome_alignments.	117433	3666	2650	780	140
UNCID_1145715.856452d1-5480-4921-bf5b-4c6f625a99c0.sorted_genome_alignments.	117421	2562	2230	660	156
UNCID_1145731.4808bc63-000a-4a49-a25b-4b817ca5ea54.sorted_genome_alignments.	117451	2812	2364	716	168
UNCID_1145807.2d4b31ad-8790-426a-965b-25b74293156c.sorted_genome_alignments.	117442	3670	3258	954	120
UNCID_1146306.09c248f8-cdd7-4c13-9085-26c56544bcf7.sorted_genome_alignments.	117420	2560	2164	634	196
UNCID_1146444.9384eb09-5787-49e8-b07e-bd9f71997771.sorted_genome_alignments.	117444	2862	2318	750	158
UNCID_1146509.8bbaef6c-31c4-47a4-8e7b-7e6242d02666.sorted_genome_alignments.	117426	2674	2376	672	140
UNCID_1146558.682942cb-589f-4348-abc2-3c7cc76fb34d.sorted_genome_alignments.	118022	1932	1740	454	84
UNCID_1146575.34b7764e-748a-415c-84b5-c45d0932e642.sorted_genome_alignments.	117444	3332	2902	884	364
UNCID_1146716.4aac7c40-db6b-4648-a82a-7bf397de913a.sorted_genome_alignments.	117460	3038	2656	788	268
UNCID_1146813.2e9c893c-1d72-49a7-8755-1ede20b26fcf.sorted_genome_alignments.	117447	3478	2766	928	168
UNCID_1146899.80cfaf9d-f0aa-4a35-918a-2eaad05b3a5a.sorted_genome_alignments.	117433	2566	2206	574	132
UNCID_1146955.85845e8c-e9d7-43c4-8dfc-d7fb0cf85ac5.sorted_genome_alignments.	117422	2970	2622	804	122
UNCID_1147009.e074391d-348f-4f95-aad0-7f51c56b9696.sorted_genome_alignments.	117433	2062	1838	550	90
UNCID_1147033.9857acef-08eb-43d6-b086-4b513e23753a.sorted_genome_alignments.	117436	2544	2240	634	140
UNCID_1147071.f8fd0762-44b8-41ff-9c1a-ff688497e312.sorted_genome_alignments.	117432	1964	1748	536	86
UNCID_1147139.d99fef01-1eb5-4300-8031-d5a157fd5b28.sorted_genome_alignments.	117434	2058	1864	560	100
UNCID_1147145.0172d30c-287c-4f3e-b70c-5760c6dccb7c.sorted_genome_alignments.	117441	2598	2252	702	270
UNCID_1147148.91d63f86-9c62-47cb-8b4a-e3bd981ab8b2.sorted_genome_alignments.	117420	2422	2152	582	126
UNCID_1147171.c71ca9f7-248f-460c-b5d3-afb2c648fef2.sorted_genome_alignments.	117460	2806	2396	680	206
UNCID_1147172.463d3f12-16bb-456a-8fb1-f200c7996406.sorted_genome_alignments.	117441	2766	2474	684	188
UNCID_1147182.4c15b588-6017-4f0c-9b66-4f18122acc83.sorted_genome_alignments.	118022	1992	1814	542	106
UNCID_1147282.7175b3eb-5198-4d7f-b205-91ae8df344b4.sorted_genome_alignments.	117427	2942	2576	702	216
UNCID_1147285.25068ef3-d87f-45e2-a15f-152b87e9dedb.sorted_genome_alignments.	117421	2226	1980	672	126
UNCID_1147371.92f53e8e-abd5-4597-a6be-678be549315d.sorted_genome_alignments.	117445	2438	2202	656	258
UNCID_1147376.f40b4aa3-b474-4c2e-a197-0347e46d3309.sorted_genome_alignments.	117440	2982	2702	736	164
UNCID_1147384.61017170-a36a-4ce9-9b8e-324755b88dd7.sorted_genome_alignments.	117426	2008	1834	502	76
UNCID_1147432.e3639f71-cfe7-46c7-8390-73f8043ac6b0.sorted_genome_alignments.	117460	2014	1766	588	120
UNCID_1147440.fac9101c-a974-4415-9eac-d2d433d02b13.sorted_genome_alignments.	117417	2920	2632	682	124
UNCID_1147466.986550fb-92db-4e9f-b79a-6c3023dd63a3.sorted_genome_alignments.	117418	3460	3202	798	136
UNCID_1147471.08d85849-cda7-4709-a934-fdc586418d7f.sorted_genome_alignments.	117432	2060	1752	480	76
UNCID_1147474.827431d3-e25a-45b6-9b0f-5732501e2a5b.sorted_genome_alignments.	117423	2542	2324	642	270
UNCID_1147562.9bf836ee-036e-40f2-88fb-cf903a40d9f5.sorted_genome_alignments.	117422	2052	1908	508	110
UNCID_1147576.718599d7-723a-4121-ac07-51120cde9af1.sorted_genome_alignments.	117447	2350	2094	626	154
UNCID_1147645.a77173cb-3e81-4957-a76f-18824d5e06dd.sorted_genome_alignments.	117441	2188	1954	564	100
UNCID_1147722.f7e26041-2b2f-45ea-8da9-5a0d5bf25781.sorted_genome_alignments.	117422	2830	2548	654	216
UNCID_1147729.5b92fd62-9fec-4b18-b7c3-50c88fa0d464.sorted_genome_alignments.	117420	5024	4644	1286	142
UNCID_1147744.dce3de3e-f851-4859-a208-72e65d36ab3d.sorted_genome_alignments.	117434	1784	1576	468	100
UNCID_1147822.fef221ff-634b-4188-92cf-5723b9a3c04d.sorted_genome_alignments.	117423	2286	2092	560	56
UNCID_1147830.1ccf908a-7620-4af8-b83f-0e287f3655c5.sorted_genome_alignments.	117430	2322	2122	582	226
UNCID_1147861.00ee8acd-0841-4c85-a99a-8966a6828dd7.sorted_genome_alignments.	117420	2672	2372	650	192
UNCID_1147890.29ac13ea-a350-42e9-a3eb-024c537ead94.sorted_genome_alignments.	117449	3360	2936	870	362
UNCID_1147909.b62f3825-9634-4252-b841-4c455a007353.sorted_genome_alignments.	117420	2340	2108	488	186
UNCID_1147914.67b214bc-ac5f-4993-9907-fe0e0398d4ed.sorted_genome_alignments.	117419	2986	2674	764	84
UNCID_1147939.1a99c4ba-6948-4054-96cd-62164ff4a6f0.sorted_genome_alignments.	117440	2654	2320	808	230
UNCID_1147966.d17676ea-d64e-49d0-9737-3b852879ce52.sorted_genome_alignments.	117430	2300	1976	512	96
UNCID_1148010.7abad802-817a-4d95-b022-f21cc4b1d9bc.sorted_genome_alignments.	117425	3016	2536	690	248
UNCID_1148032.a63583ca-0ef2-4417-b435-5f3a6951d0c2.sorted_genome_alignments.	117433	2204	2010	572	128
UNCID_1148055.fb0cd718-5300-4447-9740-a63308f65d92.sorted_genome_alignments.	117424	2210	2052	540	164
UNCID_1148074.783d861d-ba0c-4b0d-9922-06ac23d3fc85.sorted_genome_alignments.	117443	2134	1860	588	104
UNCID_1148168.7e073ecd-452a-4cba-9dfd-8601f3245721.sorted_genome_alignments.	117436	2366	2174	650	192
UNCID_1148190.e637db43-508a-4a37-92e4-eea96b35b65b.sorted_genome_alignments.	117439	1996	1826	550	94
UNCID_1148195.8b615995-6210-4dd5-bf58-cf8a109d7648.sorted_genome_alignments.	117419	2366	2122	580	80
UNCID_1148222.f71db767-ac59-49c8-b6a9-50bf20767ddc.sorted_genome_alignments.	117420	2116	1918	526	176
UNCID_1148239.7b53ba9f-506e-4af7-9752-ae50e4445880.sorted_genome_alignments.	117418	2988	2790	680	126
UNCID_1148240.006e88ce-ad31-45bf-8da5-802f0e387b3a.sorted_genome_alignments.	117418	2400	2232	544	84
UNCID_1148247.72967b75-a711-425a-819d-dd673c5edc44.sorted_genome_alignments.	117421	2390	2198	616	134
UNCID_1148272.c3c6bd09-e8ea-45f3-bdd6-e592bfc2b94f.sorted_genome_alignments.	117434	2976	2458	758	230
UNCID_1148306.b605d803-523b-46e6-b656-7d9888d306cc.sorted_genome_alignments.	117423	2384	2192	634	106
UNCID_1148319.f77e9ef0-0a62-426b-98d9-6813edeb63a5.sorted_genome_alignments.	117450	3014	2700	750	242
UNCID_1148378.3ac4a6fe-9d2b-4c95-a74a-525b0328c7ed.sorted_genome_alignments.	117441	2014	1760	522	124
UNCID_1148415.b31bf328-6ead-4ee4-b8c7-4407372dc683.sorted_genome_alignments.	117442	2226	2022	564	142
UNCID_1148438.0e704d8f-c0c0-4165-83c4-a1fa93014894.sorted_genome_alignments.	117436	2530	2180	636	164
UNCID_1148590.8fb338fe-ffa8-45c2-857b-f713d1935330.sorted_genome_alignments.	117419	3664	3312	856	110
UNCID_1148619.8ffcb765-094c-4623-b172-ea8400965f00.sorted_genome_alignments.	117421	3500	2790	716	188
UNCID_1148622.28f9b0d6-8b8f-4dd6-8a7d-73cdd374a825.sorted_genome_alignments.	117438	2348	2024	562	132
UNCID_1148683.30fad3cd-09a5-4867-9d18-a940041a2b60.sorted_genome_alignments.	117435	2102	1852	494	92
UNCID_1148714.6ba764ba-f6ae-4977-8b7f-4e9528009eb0.sorted_genome_alignments.	117418	2746	2444	612	178
UNCID_1148726.3389d4b9-0190-4a69-a647-a6d53e3c96be.sorted_genome_alignments.	117425	2086	1914	504	118
UNCID_1148748.97b5ef6f-d621-4093-ab77-d60dcf706173.sorted_genome_alignments.	117460	2396	2062	556	156
UNCID_1148828.0bef9bfc-43d3-4ac9-a60f-9b65623f7e37.sorted_genome_alignments.	117426	2560	2310	734	106
UNCID_1148831.f091d050-4847-4d4d-b94c-1efacecdef6b.sorted_genome_alignments.	117431	2068	1890	548	134
UNCID_1148849.755912f4-6725-4b7b-84b1-518c7529a176.sorted_genome_alignments.	117435	1788	1594	514	74
UNCID_1148903.224cbe13-ebf8-41eb-ab1c-1d6792a66774.sorted_genome_alignments.	117431	1908	1760	424	92
UNCID_1148929.d73174ef-182c-48b9-af79-dfb457d5b7be.sorted_genome_alignments.	117427	2548	2342	610	132
UNCID_1148937.7c7b9232-aadf-476f-b9c7-2fdd67efe1e7.sorted_genome_alignments.	117446	2342	2098	574	170
UNCID_1149033.651d6ca6-8e1c-4c5a-b7f4-1af98b415561.sorted_genome_alignments.	117433	2350	2124	594	174
UNCID_1149034.5c911cb7-4e7b-4ffd-bd2b-4498ee7b0e88.sorted_genome_alignments.	117423	2296	2122	526	78
UNCID_1149050.8a19b992-4173-400d-8aec-d156525eedd6.sorted_genome_alignments.	117438	2194	1948	542	84
UNCID_1149163.d38a839f-06dc-40d2-81e9-3b7822e258c7.sorted_genome_alignments.	117430	2742	2484	654	248
UNCID_1149168.2448118f-9664-4b9e-b67f-c019cf5b8d35.sorted_genome_alignments.	117420	3378	2978	786	142
UNCID_1149185.09787ddc-336f-4a53-a687-339d90457085.sorted_genome_alignments.	117420	1942	1738	436	50
UNCID_1149318.38e26122-c473-41c1-afb0-cd3b9096e9f4.sorted_genome_alignments.	117444	2288	2036	668	174
UNCID_1149423.34980e1d-956b-4d89-8bf2-dcc008dbaad7.sorted_genome_alignments.	117431	2114	1886	556	114
UNCID_1149436.6f5986b6-28b9-4213-97a9-899190ea36dd.sorted_genome_alignments.	117439	2140	1952	500	116
UNCID_1149453.ae592879-5689-4818-8ac3-23a00c5d3934.sorted_genome_alignments.	117434	3798	3128	936	336
UNCID_1149729.e3b4918d-43c1-4dde-9a92-f9c5cd6e63a0.sorted_genome_alignments.	117460	3060	2482	684	232
UNCID_1149741.6022db68-1e06-4974-b657-cd65aed560c4.sorted_genome_alignments.	117426	2098	1908	554	90
UNCID_1149865.05aa0960-505b-4b04-be9f-7b54940f5b27.sorted_genome_alignments.	117423	2032	1878	506	70
UNCID_1150001.6d2744ba-4817-482b-ad46-2e4e0897ad88.sorted_genome_alignments.	117435	2268	2044	586	112
UNCID_1150111.c643222a-e138-4b3c-a96d-02be24ccb0d0.sorted_genome_alignments.	117430	1862	1712	516	86
UNCID_1150410.0f578102-ede7-46ad-ae1f-3c7351edb491.sorted_genome_alignments.	117426	2814	2496	806	134
UNCID_1150552.653e3eb4-ebdb-42d2-9479-a1ea8a43bdc5.sorted_genome_alignments.	117420	1850	1700	482	60
UNCID_1150585.9fc55d1c-ecb6-4406-bf25-34f59a0dcfec.sorted_genome_alignments.	117460	2454	2224	668	186
UNCID_1150725.a998e0ce-9248-460f-aabc-2dad452a1ff9.sorted_genome_alignments.	117437	2122	1900	534	116
UNCID_1150759.dc2ddb88-79d7-44b2-a770-a5f7dde21e3c.sorted_genome_alignments.	117427	2148	1898	550	112
UNCID_1150779.f8ac9655-03ed-4e14-a4d3-88f63ef6bf7c.sorted_genome_alignments.	117419	3598	2932	798	242
UNCID_1150892.8522865b-457c-4199-a870-bf8353f2b0a5.sorted_genome_alignments.	117417	2778	2530	720	74
UNCID_1150963.ad46ed65-3cc2-4956-9d90-3e1edca24417.sorted_genome_alignments.	117426	2282	2034	532	108
UNCID_1150981.c417152a-d278-4aeb-951e-a7b6ae5654c1.sorted_genome_alignments.	117425	2006	1810	518	84
UNCID_1151002.53a89c04-16e5-4cc3-838c-6b6d1b8ea0c0.sorted_genome_alignments.	117422	2372	2176	574	78
UNCID_1151023.f33b0a48-706b-4fd8-b8b3-0a9f625bd0c0.sorted_genome_alignments.	117420	2642	2342	688	134
UNCID_1151216.7953e62d-4871-4928-a2ba-a38c740134e1.sorted_genome_alignments.	117423	3730	3406	902	166
UNCID_1151342.9c5eb452-caec-4a9a-9ced-215be92c91d2.sorted_genome_alignments.	117421	1944	1770	422	44
UNCID_1151346.229ebbe9-4dc8-434f-998c-fc0660cd2b00.sorted_genome_alignments.	117424	2170	1984	482	108
UNCID_1151355.f4fcb7e1-20b8-4b66-86a2-1be81b06785e.sorted_genome_alignments.	117443	2050	1878	550	122
UNCID_1151389.752efa27-8d87-4007-9dc5-baef53b37a87.sorted_genome_alignments.	117422	2284	2080	652	120
UNCID_1151487.b5eeba4f-8e46-4084-9054-961ea524cf72.sorted_genome_alignments.	118022	3136	2854	746	234
UNCID_1151488.6dc89d5b-7613-4a0f-bbdc-ba13f51d12cc.sorted_genome_alignments.	117425	1986	1778	482	92
UNCID_1151489.d6b8993f-e850-47a9-842d-ef6173866780.sorted_genome_alignments.	117422	2224	2044	544	84
UNCID_1151492.920e47c0-1b19-46e6-b1db-b5fd95e44df0.sorted_genome_alignments.	117433	2470	2244	644	108
UNCID_1151507.7b1992b8-781d-49cc-a600-4bee56bcf1b5.sorted_genome_alignments.	117420	2394	2210	602	80
UNCID_1151539.e8ef8b75-7c0c-4a42-9a10-3789b6afa5d2.sorted_genome_alignments.	117437	2198	2008	582	140
UNCID_1151571.491c6c41-d1c5-4be7-bb7c-9df7275aa388.sorted_genome_alignments.	117427	2140	1920	546	78
UNCID_1151604.f2563687-e055-41a8-8436-614fbad762d4.sorted_genome_alignments.	117430	2032	1878	524	84
UNCID_1151622.03403807-a06f-4d79-ac2d-2d494d4fabee.sorted_genome_alignments.	117437	1988	1784	520	116
UNCID_1151787.3850a348-8e53-497d-8e06-680672b19557.sorted_genome_alignments.	117442	2532	2302	646	176
UNCID_1151794.3d0d24de-c3b4-4396-bfb1-2c8c2788cf0c.sorted_genome_alignments.	117434	1910	1734	578	100
UNCID_1151860.2ad8d416-08a4-4e6f-947e-d74269d02ab1.sorted_genome_alignments.	117426	2270	1998	554	144
UNCID_1151896.01370d42-f75c-4532-9b9c-24ff7302b033.sorted_genome_alignments.	117424	2360	2080	588	100
UNCID_1152006.54d372bf-07c8-4525-a081-ff26c28aff39.sorted_genome_alignments.	117439	1946	1784	490	142
UNCID_1152085.9d8f2b85-f203-47ac-8217-987640f89b26.sorted_genome_alignments.	117440	2078	1900	572	114
UNCID_1152096.14f20743-35f3-4e68-a2e5-e03edfe31a97.sorted_genome_alignments.	117422	2386	2188	610	100
UNCID_1152204.8d30a0ab-a41f-40ef-bd59-f738f4b39941.sorted_genome_alignments.	117430	2264	2030	610	186
UNCID_1152205.6fcf4a82-7687-4a9b-bae9-9dabff66aca8.sorted_genome_alignments.	117442	2088	1808	518	76
UNCID_1152332.76cbecbe-22ef-479a-9306-2f09e1d87757.sorted_genome_alignments.	117427	1938	1764	612	114
UNCID_1152361.cdeceaf0-beb6-4374-8aea-83bd35318892.sorted_genome_alignments.	117435	2810	2522	652	204
UNCID_1152524.43bbd0f7-87d7-472f-ad3e-e016df3d5d89.sorted_genome_alignments.	117444	2406	2210	684	160
UNCID_1152577.1766e42e-f8cf-447d-a694-3999a1fec43a.sorted_genome_alignments.	117446	2044	1850	536	120
UNCID_1152976.efb01993-cfe4-4f01-b628-ee34fceb4a5e.sorted_genome_alignments.	117443	2452	2206	632	158
UNCID_1152980.17fdb26d-d808-4b0d-a794-6b664dae8b2b.sorted_genome_alignments.	117435	2136	1896	574	90
UNCID_1153033.600db536-d7c5-4cfa-bb80-fcc269b96b8c.sorted_genome_alignments.	117433	2236	2034	586	118
UNCID_1153060.9c8e0865-894b-4a0b-83e4-c3e7a40e871b.sorted_genome_alignments.	117443	2376	2118	608	158
UNCID_1153116.a083b072-7c1e-4ed6-90cf-1e49d21df4cb.sorted_genome_alignments.	117432	2592	2272	602	154
UNCID_1153348.d9d0e575-bca2-45e6-9df3-fb6fee59ccd9.sorted_genome_alignments.	117426	3128	2576	856	190
UNCID_1153396.0b3c65ed-ff55-45c9-b6a3-dd3a596a0271.sorted_genome_alignments.	117440	2462	2126	644	182
UNCID_1153597.0042b857-502f-4d8e-baac-845c1a9bb64b.sorted_genome_alignments.	117434	2466	2146	638	102
UNCID_1153689.24c0ef45-670d-4595-b623-87f81aeb92a7.sorted_genome_alignments.	117444	2832	2550	744	160
UNCID_1154367.df95b9f5-437f-438d-89b4-7c556e79b616.sorted_genome_alignments.	117437	1996	1702	554	68
UNCID_1154431.bf23a402-18ab-47b7-8bca-a9b01eeaf605.sorted_genome_alignments.	117460	2280	2020	550	168
UNCID_1154491.70633069-e9df-4fce-84df-6849f4b2693c.sorted_genome_alignments.	117423	2968	2408	730	114
UNCID_1154560.67e019fc-65c4-4274-a0f7-5a92f0f87bba.sorted_genome_alignments.	117442	2496	2268	656	216
UNCID_1154590.9bb258a4-dd26-4c43-bd29-04b68ea3c7ca.sorted_genome_alignments.	117443	2406	2184	652	132
UNCID_1154631.a5405b3a-e351-4e9e-b3fa-07c33e3318d3.sorted_genome_alignments.	117419	1892	1774	464	96
UNCID_1154796.6050d8b9-2d10-4a03-ae57-979cba25bb70.sorted_genome_alignments.	117440	2590	2242	688	188
UNCID_1154804.3ea9e7f1-39af-4089-b1c0-3c62db4e3102.sorted_genome_alignments.	117418	1994	1802	490	100
UNCID_1154856.a2bec98a-d946-40d2-b4d9-6495d815de9a.sorted_genome_alignments.	117446	2618	2254	666	132
UNCID_1155076.7347a336-6248-47be-817b-88543164d564.sorted_genome_alignments.	117446	2510	2324	754	310
UNCID_1155086.edda9023-a8d9-45dc-af21-5bba663967e4.sorted_genome_alignments.	117447	2438	2164	622	172
UNCID_1155165.15acd388-f958-4f43-bc38-39bab4cb830e.sorted_genome_alignments.	117434	2532	2110	622	132
UNCID_1155185.dad4f72e-cb2c-4015-af6a-53ad0ae45f12.sorted_genome_alignments.	117437	2282	2068	576	246
UNCID_1155333.523e45c2-4f98-4010-b48e-bdbda62865cf.sorted_genome_alignments.	117430	2504	2248	640	122
UNCID_1155418.0b225e38-d4c8-4cb5-a668-316894ab858f.sorted_genome_alignments.	117423	2762	2516	728	174
UNCID_1155522.95b5d7ca-4078-4af9-ac6b-4ed1c3cd9c60.sorted_genome_alignments.	117445	2442	2186	622	248
UNCID_1155532.0c74bde4-0411-4cfd-9c60-d8eaf8a09629.sorted_genome_alignments.	117436	2160	1974	590	142
UNCID_1155594.7391b882-0be5-45b0-aa01-43c3381a476d.sorted_genome_alignments.	117448	2448	2192	564	94
UNCID_1155605.0307bd0b-b59a-4996-b89d-612e72652890.sorted_genome_alignments.	117419	12248	11626	3116	150
UNCID_1155622.1edf44b5-61ba-47cd-81ed-b586ae81cb32.sorted_genome_alignments.	117444	2340	2130	618	200
UNCID_1155625.62dd11c2-2271-45e7-b753-d0f0d79fdf23.sorted_genome_alignments.	117421	2704	2356	632	158
UNCID_1155732.7dbd8795-b264-4f68-bdea-4cfe39884864.sorted_genome_alignments.	117445	2452	2254	614	232
UNCID_1155745.83fe3d7b-6905-49ea-bbc8-ea9c468004f6.sorted_genome_alignments.	117449	2372	2078	676	172
UNCID_1155768.147d6ebb-7359-449a-9e6a-6c8443ebaa2e.sorted_genome_alignments.	117446	2508	2288	610	142
UNCID_1155791.3c38c1fe-9f57-4523-9654-c4bc6b02e84f.sorted_genome_alignments.	117449	2590	2320	744	136
UNCID_1155827.416041ff-f179-4c72-a281-f39d32c595c1.sorted_genome_alignments.	117449	2660	2234	784	202
UNCID_1155841.9b54f75f-80eb-441d-83ca-5ae1d00bdfa9.sorted_genome_alignments.	117430	2480	2302	594	118
UNCID_1155848.5285c747-0cb2-4f6a-83d8-40e45f8e4f6e.sorted_genome_alignments.	117451	2488	2182	668	108
UNCID_1155915.0a9215ea-d5d2-41ad-a00d-bd7722f41229.sorted_genome_alignments.	117449	2704	2366	628	154
UNCID_1155975.80817359-b0f0-4bea-ada4-b48bea37f5d2.sorted_genome_alignments.	117425	6130	5700	1202	122
UNCID_1156015.2fd81438-46a2-42f5-910e-728faea3872a.sorted_genome_alignments.	117430	2230	2034	498	96
UNCID_1156016.877adc79-0651-4140-bb6a-876162733bf3.sorted_genome_alignments.	117425	2586	2372	632	132
UNCID_1156083.48bf0fa5-66c2-495d-93ef-943bc7ff31ac.sorted_genome_alignments.	117450	2770	2468	688	194
UNCID_1156152.a1460e9a-c4aa-4e07-abf4-fdb5f42f5eeb.sorted_genome_alignments.	117427	3446	3208	930	348
UNCID_1156233.f97f68be-6838-455c-91bf-7549543a82c3.sorted_genome_alignments.	117432	3200	2912	802	106
UNCID_1156258.84ea9827-9ad4-4e2f-be02-c88a9d4c4051.sorted_genome_alignments.	117434	2278	2050	666	130
UNCID_1156268.0c9fe532-3920-4a59-b348-65b184c0eff4.sorted_genome_alignments.	117418	9790	9104	3290	546
UNCID_1156459.7c8b9d9a-653a-4dc7-8c53-b196fbd0482a.sorted_genome_alignments.	117436	2028	1840	540	118
UNCID_1156477.6330ab59-db9d-4b22-a96b-1024c9b4908d.sorted_genome_alignments.	117450	2518	2096	676	128
UNCID_1156484.354adce5-6ca4-4d6d-a519-4eabc01c6b36.sorted_genome_alignments.	117432	2812	2582	648	100
UNCID_1156658.d5e600a3-d273-4879-ac33-1a72a02073e5.sorted_genome_alignments.	117426	1886	1728	474	90
UNCID_1156738.ed6ebb15-1401-49e0-be9a-e1391e84b374.sorted_genome_alignments.	117439	2188	1998	520	144
UNCID_1156899.1873a785-0f15-40ef-a7c9-1799ab482338.sorted_genome_alignments.	117450	2564	2084	612	166
UNCID_1156930.4977200c-765d-475f-8df4-bf8d9a3b0aa9.sorted_genome_alignments.	117452	2430	2144	558	126
UNCID_1156987.9560e482-cb14-4456-b9a6-d2ac12f96a4f.sorted_genome_alignments.	117445	2374	2138	598	224
UNCID_1157023.f8dbf3ce-7c30-4e62-a25f-d98843794672.sorted_genome_alignments.	117425	5448	4948	1350	196
UNCID_1157033.0e6447b4-6e63-4420-bfa8-5b1d711d90fc.sorted_genome_alignments.	117432	3126	2856	784	104
UNCID_1157052.95bcf18b-40bf-4a20-82bf-727c7bb2a8c2.sorted_genome_alignments.	117439	2544	2258	608	182
UNCID_1157065.bae23acf-5981-4071-a7e1-6363ab128561.sorted_genome_alignments.	117439	2788	2564	698	244
UNCID_1157140.98b2b18a-004d-459c-8aba-499d06897910.sorted_genome_alignments.	117444	2516	2298	684	230
UNCID_1157445.00bf750b-2ce6-4d91-8b8a-3db59e4f6c24.sorted_genome_alignments.	117423	3238	2962	1000	350
UNCID_1157461.619ffb2b-a591-4f3b-aa48-b0c44f4ee36a.sorted_genome_alignments.	117456	2956	2606	764	156
UNCID_1157522.20eb1da4-ef70-49dd-956f-18d65725ba27.sorted_genome_alignments.	117440	2560	2288	636	130
UNCID_1157708.bfa78a45-16bf-410a-816d-bd369ded91e5.sorted_genome_alignments.	117452	2656	2376	768	178
UNCID_1157989.a4ae2bc2-bc93-4f5c-aef7-730eb0e2ba0c.sorted_genome_alignments.	117453	2712	2428	762	182
UNCID_1158098.19d713e8-e754-44a4-9b23-0ef70f5d6b44.sorted_genome_alignments.	117453	2302	2014	624	146
UNCID_1158110.ed40061b-ad15-4f91-94ae-ae276394f42d.sorted_genome_alignments.	117451	2504	2234	724	174
UNCID_1158189.5610fa97-eac4-4306-aead-983ee6570baf.sorted_genome_alignments.	117452	2972	2662	724	216
UNCID_1158400.052b565f-1955-4c4e-8b1f-dd48743ba944.sorted_genome_alignments.	117452	2728	2464	718	164
UNCID_1158566.e3008c10-aa31-40ef-ad50-77fd8ec7a1a9.sorted_genome_alignments.	117452	2788	2396	678	172
UNCID_1158830.3a1d8959-f829-4b8a-a65f-70a51845f118.sorted_genome_alignments.	117445	2966	2290	708	204
UNCID_1159116.61fb0e49-a3e7-4425-bb88-8e7d70fe76d8.sorted_genome_alignments.	118022	3156	2850	952	166
UNCID_1159130.bd545b26-2f5e-4e5e-bda6-769900270267.sorted_genome_alignments.	117424	2838	2502	786	238
UNCID_1159164.77634712-9931-46c9-b434-851f8dde2132.sorted_genome_alignments.	117422	4080	3668	1342	310
UNCID_1159214.d1810175-47a5-4409-b1b8-f5ba78ed1c30.sorted_genome_alignments.	117453	2704	2438	752	174
UNCID_1159658.c4f3e6e5-6b8b-4ecd-9fd7-99797d9a100b.sorted_genome_alignments.	117432	2714	2418	748	152
UNCID_1159756.897b769d-f66a-4baf-b5fa-fe92ed49a8b4.sorted_genome_alignments.	117419	2002	1816	444	104
UNCID_1159829.d4d04af8-9c60-4d14-90a2-c2b211e20092.sorted_genome_alignments.	117424	2064	1912	636	98
UNCID_1160208.0507f62d-e776-4efb-bd51-dba9d74090bd.sorted_genome_alignments.	117418	1800	1654	464	66
UNCID_1160213.3d3d2beb-8c6f-45d0-bde3-12a68dbd5317.sorted_genome_alignments.	117422	2256	2072	614	90
UNCID_1160247.8cf1853a-55b2-4fb9-9a65-a46243304d54.sorted_genome_alignments.	117453	2760	2456	720	186
UNCID_1160510.b36b5a17-972f-442a-84a0-469099a619ec.sorted_genome_alignments.	117419	2016	1836	574	72
UNCID_1160657.7265c93b-7138-4bc8-bc9c-22ce1abf0ef2.sorted_genome_alignments.	117444	2400	2102	608	84
UNCID_1160658.3bdcdadf-67da-4a50-b311-81196c0c8362.sorted_genome_alignments.	117419	2488	2264	648	50
UNCID_1161077.87bdfb78-8690-4569-ba85-592cd2390c24.sorted_genome_alignments.	117424	2162	1964	628	100
UNCID_1161138.6130b450-8b88-4a9a-b462-a34ec94183c9.sorted_genome_alignments.	117452	2460	2158	668	112
UNCID_1161272.acd59617-770c-4653-891f-71ea87d67c41.sorted_genome_alignments.	117452	2442	2210	664	116
UNCID_1161356.3fc1c7a8-e5ad-4a4e-89ab-ddf12aa11a3b.sorted_genome_alignments.	117441	2296	2098	598	120
UNCID_1161887.2a4747b5-1eeb-45b1-9e92-0e0e3d7a9c1b.sorted_genome_alignments.	117454	2576	2206	652	170
UNCID_1162351.45f011a1-cc58-47f8-9545-66c313441650.sorted_genome_alignments.	117445	2698	2418	656	130
UNCID_1162502.60534f8f-970a-4308-9844-a3a41dd6c187.sorted_genome_alignments.	117444	2792	2512	754	232
UNCID_1162570.f5b16ba5-0fd1-4ca4-865f-fdff0af65901.sorted_genome_alignments.	117454	2796	2334	720	144
UNCID_1163205.04931dc2-f51b-4d87-97e9-af5af0132e23.sorted_genome_alignments.	117452	2984	2516	946	190
UNCID_1163277.517d2fa2-c95a-454d-b53e-5f4806a4eef3.sorted_genome_alignments.	117460	3220	2922	1018	226
UNCID_1163974.42a7e579-365d-4393-8b98-e4516863299e.sorted_genome_alignments.	117419	2654	2436	824	266
UNCID_1164566.da13db3f-cde6-4e25-9596-009147aa3fa9.sorted_genome_alignments.	117439	2298	2024	512	126
UNCID_1164597.a2f3fd7f-9a5d-44aa-8810-4978abad6e12.sorted_genome_alignments.	117435	2592	2346	704	200
