fastq_fn	fastq_prep_ID	HG38	T2T_pese	Pangenome_pese	Transcript_pese
UNCID_2357764.21363134-c998-4af5-8052-59fa30f18176.sorted_genome_alignments.	117447	2862	2580	828	160
UNCID_2357831.822e5a1e-8118-4940-8bd4-bc3f8d678c09.sorted_genome_alignments.	117427	2652	2476	770	144
UNCID_2357832.28107f81-2e82-4bc9-99e4-f1b24444c811.sorted_genome_alignments.	117435	2932	2692	988	238
UNCID_2357916.a6976ea0-4858-4432-85f2-33a18784b499.sorted_genome_alignments.	117444	3198	2966	1004	218
UNCID_2357944.47a386b5-7214-48b3-91fa-ce7101b8d662.sorted_genome_alignments.	117419	2562	2340	724	88
UNCID_2358063.dffc4440-e64a-4235-9e1e-e313f25a2bb5.sorted_genome_alignments.	117450	2820	2640	966	196
UNCID_2358228.9959f266-1024-4dfc-b1d8-3c3a3cf2125d.sorted_genome_alignments.	117452	3210	2878	1002	260
UNCID_2361944.187074a8-21c9-46fb-9d36-7968d5a87314.sorted_genome_alignments.	117423	3448	3158	968	176
UNCID_2361956.1a166c96-b6cc-4398-a1ca-d23c255fd783.sorted_genome_alignments.	117422	3132	2860	848	124
UNCID_2361979.87ebe65a-b512-4ea6-9c1b-4a9018dcaf7b.sorted_genome_alignments.	117430	2548	2338	816	134
UNCID_2361985.5bcb5dd5-84a3-48fb-9942-e2f888cbd672.sorted_genome_alignments.	117431	2992	2742	872	196
UNCID_2362037.ffe5c342-c91a-46da-8cf3-0a86b9ca9608.sorted_genome_alignments.	117430	3192	2930	904	164
UNCID_2362051.6d835ad5-66b9-46d1-b1dc-eb830b8912e4.sorted_genome_alignments.	117420	2704	2558	824	118
UNCID_2362079.2a497089-5263-4338-adac-9a8f82897aae.sorted_genome_alignments.	117426	3710	3334	1016	104
UNCID_2362086.a02050d3-7dd0-4c74-afe4-54835d396984.sorted_genome_alignments.	117437	3006	2738	900	294
UNCID_2362128.776d3a26-fa83-4b65-ad9b-f7d0fd3d5585.sorted_genome_alignments.	117434	3162	2934	886	162
UNCID_2362168.0ff8209b-37f3-4e71-83e7-06d533bd6aa8.sorted_genome_alignments.	117437	2992	2752	968	250
UNCID_2362191.c6b67553-7a87-468e-90fd-cb6df1e5db5b.sorted_genome_alignments.	117432	3448	3142	976	184
UNCID_2362192.9a738f7b-2a84-47af-bba4-b79a945872e2.sorted_genome_alignments.	117433	3244	2962	922	230
UNCID_2362195.cf58f205-e3e2-4eec-8df2-22adf77d6ec1.sorted_genome_alignments.	117426	2440	2284	696	154
UNCID_2362245.bcaa4853-de3c-479c-83ac-008181336cba.sorted_genome_alignments.	117435	3010	2760	910	190
UNCID_2362257.276a1e00-cf3a-4463-a97b-d544381219ea.sorted_genome_alignments.	117434	2914	2624	952	236
UNCID_2362292.dc201a89-1126-41fb-b59c-34410890dbef.sorted_genome_alignments.	117437	2842	2590	806	202
UNCID_2362314.52f1bc0d-3386-4f6c-9b8f-442d42655bba.sorted_genome_alignments.	117426	3354	3074	1050	180
UNCID_2362329.ff30f911-6a2a-47ba-b348-0c0a637579f2.sorted_genome_alignments.	118022	3346	3064	976	174
UNCID_2362334.6f669cee-b2a9-4912-b972-2a1f73db4bd2.sorted_genome_alignments.	117426	3056	2854	862	190
UNCID_2362357.db8d4662-feee-44d6-9825-5ad9424640a2.sorted_genome_alignments.	117431	3674	3350	1070	166
UNCID_2362394.b524a0e1-2127-4848-9806-0c3454c56e22.sorted_genome_alignments.	117424	2506	2328	708	114
UNCID_2362407.08ed2b94-bffb-4814-9b9c-cbed531cd1a1.sorted_genome_alignments.	117425	3528	3222	994	142
UNCID_2362439.9a429f7d-2445-468f-b5e4-cb8ea5059ff2.sorted_genome_alignments.	117424	3088	2862	950	150
UNCID_2362442.5e413540-8945-45ce-a033-8901ee56eb7d.sorted_genome_alignments.	117435	3160	2850	910	122
UNCID_2362519.6b234ea7-7c91-4880-92c6-12ebc5520c90.sorted_genome_alignments.	117437	3056	2776	834	216
UNCID_2362578.e37650fb-30e7-4fc5-bf02-25d5dbfccc29.sorted_genome_alignments.	117443	2884	2668	862	164
UNCID_2362638.f8c789c9-629e-4a36-9cbf-2e52ecabe74c.sorted_genome_alignments.	117420	2222	2048	704	102
UNCID_2362795.aa3a931d-435c-4858-ab16-4788770587ed.sorted_genome_alignments.	117444	2884	2654	872	212
UNCID_2363002.419325de-c6ad-4d9f-a470-4c64431ba335.sorted_genome_alignments.	117434	2814	2598	808	220
UNCID_2363429.c3ff9063-fcc5-4d2f-9328-dc71d1f232d6.sorted_genome_alignments.	117454	3238	2924	984	312
UNCID_2363570.13a6c447-2479-4719-8f2b-7e0b1a3d2883.sorted_genome_alignments.	117418	2436	2278	684	108
UNCID_2363586.8a2e5312-9379-4355-ab4a-31de5065d3dc.sorted_genome_alignments.	117420	2892	2674	762	100
UNCID_2363587.e88c6b20-6ca5-4758-a46f-eb2daa1ffac7.sorted_genome_alignments.	117419	2350	2192	694	120
UNCID_2363618.483dc49d-24ad-49e2-b6eb-cf690eb2509c.sorted_genome_alignments.	117427	2496	2364	780	146
UNCID_2363697.e5cd9627-d938-43e8-ab5a-7e61ca1a887a.sorted_genome_alignments.	117420	2782	2576	742	88
UNCID_2363756.79cbef95-e0ce-40bd-8c93-5d2383ad4cbe.sorted_genome_alignments.	117418	3138	2932	988	98
UNCID_2363780.d0c544ce-2fab-4111-8351-8595a0089b31.sorted_genome_alignments.	117418	2692	2522	814	84
UNCID_2363802.c9bd38a7-823d-4019-8016-1e5bd8cd8ee1.sorted_genome_alignments.	117418	3028	2836	798	50
UNCID_2363815.93ae706d-cb90-4893-aa69-b46561e5ea6e.sorted_genome_alignments.	118022	2432	2236	732	140
UNCID_2363867.3838e293-3045-4310-bea8-c94db4a79c3e.sorted_genome_alignments.	117433	3474	3230	882	94
UNCID_2364149.d9120f00-7f10-49d5-ae84-6177e9424c7c.sorted_genome_alignments.	117442	3168	2910	924	184
UNCID_2364211.ab73be97-98a8-424d-babf-c6802c10dc1e.sorted_genome_alignments.	117421	3030	2818	886	78
UNCID_2364259.0911ea83-66b8-4255-96a4-cf5b22223cf0.sorted_genome_alignments.	117451	3826	3446	1152	258
UNCID_2364294.f2550cd8-e489-42c3-be9d-31f765c15fcb.sorted_genome_alignments.	117434	2960	2714	880	148
UNCID_2364376.a9efcdd6-eb6e-40c9-9bc2-0297d1ec8f6b.sorted_genome_alignments.	117453	3364	3080	1168	294
UNCID_2366728.734756ba-8004-4b24-837a-75f326d1df08.sorted_genome_alignments.	117430	2676	2476	788	260
UNCID_2366729.f4051cc1-b08f-4657-aeea-5b71394a3fd6.sorted_genome_alignments.	118022	2500	2294	728	212
UNCID_2366760.4d7eab0f-9ff4-49b5-ac79-9bc65a808882.sorted_genome_alignments.	117426	2832	2578	808	224
UNCID_2366790.2addf84e-ba23-45e5-beb1-99a8217d3c30.sorted_genome_alignments.	117431	3052	2796	878	180
UNCID_2366818.c8367fe4-687e-4f4d-8564-2d46d05e460d.sorted_genome_alignments.	117430	2862	2610	890	234
UNCID_2366861.cf37c1f7-bda9-4cd2-a3e9-a7c11f7707ca.sorted_genome_alignments.	118022	3344	3068	880	186
UNCID_2366862.274eebbb-f481-4c6b-bae3-da27efdef3d5.sorted_genome_alignments.	117432	2764	2566	766	164
UNCID_2366887.5b56898c-ea92-4ef1-a877-b68b0c40d1ba.sorted_genome_alignments.	117433	2782	2558	892	248
UNCID_2366898.0275d061-9d9e-4f3e-9fcd-44566dd9ccd9.sorted_genome_alignments.	117430	3146	2878	912	158
UNCID_2366921.b3133dcd-d39f-441d-b553-0fe4553fc2ed.sorted_genome_alignments.	117433	2926	2686	892	238
UNCID_2366932.eaf6306d-f11d-4b21-be36-6ef6750fb4c4.sorted_genome_alignments.	117430	3480	3226	1010	192
UNCID_2366962.e9566249-b898-4da6-ae19-360b3c71aa20.sorted_genome_alignments.	118022	3268	2992	1026	160
UNCID_2367023.92d92d33-6f95-4b8f-ad23-bb87d43773de.sorted_genome_alignments.	118022	3038	2824	904	134
UNCID_2367037.270574c4-6a67-4639-9fd8-7734044ac317.sorted_genome_alignments.	117430	2804	2576	852	194
UNCID_2367069.57cb9b37-a93a-4b21-bac5-e588e56612b4.sorted_genome_alignments.	117435	2542	2322	780	182
UNCID_2367134.dd851272-51a0-456c-87e6-b31dcdf4d36f.sorted_genome_alignments.	117422	3242	2984	888	90
UNCID_2367156.8f143ea3-314d-4d89-ad70-6209ff9852d4.sorted_genome_alignments.	117445	3386	3108	972	304
UNCID_2367166.355fc3cd-c43b-41cd-b608-3e88100693fd.sorted_genome_alignments.	117460	2864	2634	884	206
UNCID_2367168.d2589a77-5a81-4e9b-8ca8-5adebb259b54.sorted_genome_alignments.	117441	3046	2814	984	276
UNCID_2367216.9ee6277c-e6d1-494e-92b9-1df4b81ba155.sorted_genome_alignments.	117442	3086	2764	942	256
UNCID_2367239.534e617a-bcbe-4e5e-b4e9-4b979f6dfa54.sorted_genome_alignments.	117427	2816	2610	812	148
UNCID_2367473.269e47df-94de-4d27-86be-3a404cdaaf08.sorted_genome_alignments.	117432	3212	2896	946	202
UNCID_2369261.48360943-522a-4dbe-a99c-5a1ac8fc4e47.sorted_genome_alignments.	117422	2926	2738	832	136
UNCID_2369341.9393f6bc-5b3c-4cad-8141-8076f9d4ffce.sorted_genome_alignments.	117422	3690	3328	1138	150
UNCID_2369361.1971661a-5b77-4c90-8c1a-c81e9abebec5.sorted_genome_alignments.	117424	3386	3094	960	118
UNCID_2369378.6d58864b-b895-4908-bf83-3e7535f946bc.sorted_genome_alignments.	117419	2976	2724	842	120
UNCID_2369395.ddcac11d-6dc7-4183-b685-5b4cfb573222.sorted_genome_alignments.	117424	2548	2356	746	144
UNCID_2369451.e8d3931d-0611-4c2d-8c8c-1ef12b00a5e1.sorted_genome_alignments.	117434	2972	2714	820	224
UNCID_2369470.c64368f9-ec98-4417-bc41-c19ae5b043a5.sorted_genome_alignments.	117433	3334	3024	922	172
UNCID_2369511.faa89b72-ce59-4f2a-b992-72af20963202.sorted_genome_alignments.	117460	2958	2704	958	268
UNCID_2369551.786e4975-18e4-473c-97bf-2f5a57f4cd1d.sorted_genome_alignments.	117426	2726	2508	778	174
UNCID_2369585.6e8968b9-e233-4938-8e66-79b1181e23b0.sorted_genome_alignments.	117422	3786	3434	1106	176
UNCID_2369614.aaa4291c-795b-4bca-aab5-6c0c795a7ef4.sorted_genome_alignments.	117431	3044	2770	860	192
UNCID_2369648.2949f94b-4965-4d54-a1f8-247069ea7298.sorted_genome_alignments.	117430	2942	2690	860	224
UNCID_2369726.62120496-0ec0-445b-8cf7-5335dc6eb2ae.sorted_genome_alignments.	117460	2984	2770	918	244
UNCID_2369751.15419dae-0aa7-437b-8508-1078b88552fc.sorted_genome_alignments.	117434	3454	3158	982	184
UNCID_2369752.79ad5242-1b2c-4838-b5b6-93fd88ed98d8.sorted_genome_alignments.	117442	2694	2460	750	220
UNCID_2369780.ff0535f4-481d-479e-aa3a-715124d9e1d7.sorted_genome_alignments.	117460	2760	2548	860	226
UNCID_2369799.0d996919-44ed-43cc-a2ae-99c684ac2707.sorted_genome_alignments.	117435	2640	2404	756	212
UNCID_2369824.abcb146e-a12e-4400-8d55-856de7fb8492.sorted_genome_alignments.	117430	3168	2910	874	158
UNCID_2369842.41ef5f02-a15e-4d02-90a5-474f1de0659f.sorted_genome_alignments.	117447	2994	2740	940	236
UNCID_2369849.be5f6966-6a46-4ed2-8fc0-b97b943ad67a.sorted_genome_alignments.	117432	3142	2890	884	180
UNCID_2369920.512bb8af-2748-4186-ac38-f91dc5c683ab.sorted_genome_alignments.	117438	3108	2812	870	236
UNCID_2369947.91ec8922-93e2-4e55-ae26-db5e4a71b953.sorted_genome_alignments.	117443	3046	2796	952	288
UNCID_2370028.6459fde3-b0b0-4b97-bdb3-06ea4b9a3451.sorted_genome_alignments.	117441	2850	2640	868	256
UNCID_2370172.ed44bcc4-99b7-4308-8673-64797735fb5a.sorted_genome_alignments.	117442	3186	2860	946	276
UNCID_2373586.5802832e-0c7c-4ca1-b556-906a20be861e.sorted_genome_alignments.	117419	3148	2870	826	112
UNCID_2373644.6eed26fc-d4c7-4fb9-99c0-54ea55e09091.sorted_genome_alignments.	117423	2928	2694	836	212
UNCID_2373677.4f6640d7-8b5b-4f5c-8379-e27e6c0bce44.sorted_genome_alignments.	117423	3052	2738	904	188
UNCID_2373684.2a8232ef-ce9b-47f7-9b78-da42ac45355f.sorted_genome_alignments.	117425	2736	2490	780	146
UNCID_2373755.90f060d8-632f-466e-9175-e4e1748d684f.sorted_genome_alignments.	117431	2694	2434	770	208
UNCID_2373805.7374c112-195a-4bb5-b047-cdc99b0841ec.sorted_genome_alignments.	117435	2674	2458	780	228
UNCID_2373814.07771c8c-332b-4a93-bb47-10195f148957.sorted_genome_alignments.	117431	2634	2418	794	202
UNCID_2373838.b85005d9-b5ed-4b0c-8a8d-adaeac34b08e.sorted_genome_alignments.	117426	2870	2578	760	156
UNCID_2373887.b5c88aed-daf9-4746-9b87-44ec9ce1a70a.sorted_genome_alignments.	117432	2978	2718	938	244
UNCID_2373890.5d88a24f-8626-4f65-b034-f85282eef80e.sorted_genome_alignments.	117420	3124	2916	868	138
UNCID_2373943.3cb892b5-2e68-4f7d-8c0f-f6d0a1577e0c.sorted_genome_alignments.	117437	3034	2750	898	244
UNCID_2373952.0a4fe787-7462-4fa2-9fd1-7424a966f541.sorted_genome_alignments.	117422	2712	2492	816	196
UNCID_2373981.bf24582f-1c4b-419a-8ee2-58d8531dde5f.sorted_genome_alignments.	117435	2886	2660	834	226
UNCID_2374012.4c81b542-cb70-4b53-850c-03a17237dfdf.sorted_genome_alignments.	117423	2610	2404	712	132
UNCID_2374023.43294ec5-2c5b-4931-8c24-af98a08d5213.sorted_genome_alignments.	117424	3006	2780	898	200
UNCID_2374027.f788beee-beb2-442a-9a18-e5674e889707.sorted_genome_alignments.	117432	2670	2450	820	190
UNCID_2374064.d7a07593-9b26-4028-aa23-98d2b3e2f331.sorted_genome_alignments.	117425	3356	3036	1070	182
UNCID_2374082.55ad376a-2d52-45b2-854e-1ea1c67765f6.sorted_genome_alignments.	117437	2918	2688	852	194
UNCID_2374114.ceffbb74-affa-4aca-a90b-e5f9d55ad39f.sorted_genome_alignments.	117427	2672	2466	862	196
UNCID_2374124.c6b39e1f-7695-4b33-a71e-938734a8993c.sorted_genome_alignments.	117430	2956	2728	818	220
UNCID_2374140.d912e540-038b-4862-92d0-3af57d120cd6.sorted_genome_alignments.	117437	3144	2902	936	218
UNCID_2374163.151007c3-6f83-4ea6-9bd7-1cdcad4b61c7.sorted_genome_alignments.	117426	3146	2938	958	264
UNCID_2374189.3e0f51da-21ee-405c-8d56-e2578cab4901.sorted_genome_alignments.	117426	2688	2448	750	226
UNCID_2374206.30bf9d46-b868-43c0-a605-e6808c036d77.sorted_genome_alignments.	117431	2638	2396	778	216
UNCID_2374260.0d31feba-eda3-482c-bcbf-28f28b6cd9b2.sorted_genome_alignments.	117427	3148	2886	982	224
UNCID_2374317.b4028e6e-0010-42a3-b84b-e4c5594c86df.sorted_genome_alignments.	117437	2998	2730	890	270
UNCID_2374374.639eeaea-0da3-4bf5-9ec7-f5cd356142ed.sorted_genome_alignments.	117439	2916	2628	856	280
UNCID_2374484.ad7199e5-0e3c-44dc-9166-7d3b23fe43e9.sorted_genome_alignments.	117425	3074	2856	860	116
UNCID_2375123.e1de4889-03a7-4e3b-8759-1eb9e087725e.sorted_genome_alignments.	117421	3596	3306	934	162
UNCID_2375184.2f0e0b9f-2660-4f2a-b6f3-e5c5476238ca.sorted_genome_alignments.	117430	3062	2814	904	212
UNCID_2375208.1f96103c-6baa-4ef0-8134-a34af346295b.sorted_genome_alignments.	117427	2852	2580	838	192
UNCID_2375240.7fa1bbfe-f0e7-40d9-97fb-992b97729f96.sorted_genome_alignments.	117423	2862	2632	786	148
UNCID_2375254.b2dc2165-2964-4aaf-84ab-fa8c56b94ac1.sorted_genome_alignments.	117432	2912	2690	792	214
UNCID_2375272.e80ab011-e10d-4201-8701-c2824268d455.sorted_genome_alignments.	117426	2930	2634	856	256
UNCID_2375286.8121e7ad-1325-431e-8d64-6eabfde1c5f8.sorted_genome_alignments.	117419	2844	2530	720	114
UNCID_2375310.76ed9300-2e50-4791-973c-6ee8bec19f6f.sorted_genome_alignments.	117436	2782	2516	816	230
UNCID_2375378.6abbad6b-e297-4ee8-a037-68b9d9e13eb8.sorted_genome_alignments.	117425	2996	2716	816	104
UNCID_2375559.d5dcffa7-2d14-4826-a55f-acec4e9b282c.sorted_genome_alignments.	117460	2848	2540	832	212
UNCID_2375628.4d01a3d8-d9b7-45e7-82d6-420c5d786de2.sorted_genome_alignments.	117427	2732	2466	772	166
UNCID_2377933.2ea07252-37a1-4c62-924c-6674242fe238.sorted_genome_alignments.	117425	3032	2826	898	232
UNCID_2377954.01f0386d-7263-42c4-8b4f-0ce542414c6d.sorted_genome_alignments.	117421	3208	2840	884	92
UNCID_2377968.b0d0bc0c-201d-42c0-988b-11f5aab60ede.sorted_genome_alignments.	117424	3252	3002	862	132
UNCID_2378047.342e3c12-c4c5-4fc9-9a6c-babc11ac944e.sorted_genome_alignments.	117432	3002	2790	920	246
UNCID_2378067.78959883-a07c-41e2-8002-6032b710e4b3.sorted_genome_alignments.	117432	3040	2792	908	266
UNCID_2378077.a75fa2d5-0c31-45a7-831a-357443c12483.sorted_genome_alignments.	117430	2970	2740	836	238
UNCID_2378078.c688d205-4bc6-4b47-bf68-f77fa0ade2a5.sorted_genome_alignments.	117436	2746	2532	776	232
UNCID_2378133.09eb0599-7435-4c1f-b96b-a02a490fb246.sorted_genome_alignments.	117434	3008	2712	856	224
UNCID_2378140.467b29ec-2529-4553-85d7-b64107791eb5.sorted_genome_alignments.	117435	2852	2586	850	300
UNCID_2378149.420ac635-2482-4a6d-ac4f-5c8dd7f82401.sorted_genome_alignments.	117432	2868	2588	852	222
UNCID_2378173.83afb7e3-b801-464e-a6dc-5128f336a113.sorted_genome_alignments.	117435	2700	2460	816	212
UNCID_2378218.0172416d-e694-4e99-bd93-fa6ac04dda81.sorted_genome_alignments.	117436	3282	3022	968	224
UNCID_2378246.801f506a-c31c-47a9-9cd6-cfe7da0222c8.sorted_genome_alignments.	117443	2798	2582	844	284
UNCID_2378264.951535db-1e3a-436a-989f-52197336b6b6.sorted_genome_alignments.	117433	3578	3288	1082	240
UNCID_2378265.7b6a1a09-716e-4382-88b3-e36dcfadcba7.sorted_genome_alignments.	117436	3156	2880	892	244
UNCID_2378322.f15ef4cf-2f81-4c1d-b89c-2f88e33c324d.sorted_genome_alignments.	117443	2796	2562	914	258
UNCID_2380667.83478c86-d662-4b9c-b5fa-c09cf1c6d00d.sorted_genome_alignments.	117422	3336	3030	924	178
UNCID_2380697.749030db-8f34-4348-a3b2-143600d7aad2.sorted_genome_alignments.	117425	3000	2796	952	258
UNCID_2380700.1d3edb73-2445-43e4-b33e-be68b26c63f3.sorted_genome_alignments.	117421	2830	2496	738	114
UNCID_2380715.d3528468-9e9d-4ff1-b4fd-07ea0694670f.sorted_genome_alignments.	117425	2726	2502	768	208
UNCID_2380741.8a1c649e-43ae-4024-83d5-7ec8da50667f.sorted_genome_alignments.	117426	3290	3080	908	264
UNCID_2380756.0d74c61e-34fe-4345-bc5e-4bf32464d0a6.sorted_genome_alignments.	117425	2930	2666	854	236
UNCID_2380797.c2850229-e8a6-436a-9ed9-b8c6b101a0c9.sorted_genome_alignments.	117430	3020	2784	962	250
UNCID_2380807.e69bb6e7-9c70-4eb0-ab2a-6921dfff0c38.sorted_genome_alignments.	117430	2894	2592	896	210
UNCID_2380812.a59acb0f-1136-42ff-abb7-6708dcf51563.sorted_genome_alignments.	117430	2924	2684	910	270
UNCID_2380852.1cba2729-ee83-44a3-a21a-ad5359a2bbe3.sorted_genome_alignments.	117427	2894	2668	850	196
UNCID_2380876.89ba1e47-fba2-4222-aaeb-bb2365807fbd.sorted_genome_alignments.	117433	2818	2582	804	194
UNCID_2380903.081322b7-2088-4950-bfc6-8ce215869974.sorted_genome_alignments.	117432	3410	3142	990	228
UNCID_2380915.6f4d55e9-37fc-40c3-92d0-5bdabc063447.sorted_genome_alignments.	117427	3186	2934	1042	258
UNCID_2380922.6d552bed-1386-4a0e-bbb5-6abacd2c2cb1.sorted_genome_alignments.	117434	2942	2678	934	228
UNCID_2380929.2405edaf-b4cc-4292-92a3-8b890ffaa70f.sorted_genome_alignments.	117430	3376	3070	1016	282
UNCID_2380986.aa86654d-003d-4190-b2bc-f4b40f77474f.sorted_genome_alignments.	118022	3586	3252	1066	162
UNCID_2381021.a899dca6-deb0-49f8-8c8b-2854b108de5a.sorted_genome_alignments.	118022	3162	2900	952	212
UNCID_2381073.3fcb60a3-8ee8-48b8-a07e-218ca6dbb24a.sorted_genome_alignments.	117435	3222	2936	980	272
UNCID_2381107.1310852c-459c-4abf-a6bf-993fcf3faeff.sorted_genome_alignments.	117426	2948	2700	800	160
UNCID_2381167.1a9b6614-f2fd-4a0f-9586-a8b7d339c7ca.sorted_genome_alignments.	117438	3084	2786	938	232
UNCID_2381197.b095864c-bcf7-41cc-b49f-a76b1adfe6d1.sorted_genome_alignments.	117444	3142	2868	1044	328
UNCID_2381240.49951b76-0020-4c3c-a279-8175c82c3bc6.sorted_genome_alignments.	117430	3322	2960	936	184
UNCID_2381375.34982e2a-db69-4bc1-ac82-39ea181190d2.sorted_genome_alignments.	117432	2898	2672	808	190
UNCID_2381718.621b5b13-6568-41fa-9e42-3992fa05dd1f.sorted_genome_alignments.	117433	3450	3086	1004	252
UNCID_2382122.c4fbc7f9-5a13-40bf-ae16-9d146d7f79b2.sorted_genome_alignments.	117432	2724	2564	846	130
UNCID_2382136.068b2053-5df0-411c-9384-f3bd52c76065.sorted_genome_alignments.	117435	2860	2666	900	236
UNCID_2382152.961e1a4e-9e7f-4d2a-a090-50d9457a218b.sorted_genome_alignments.	117425	2762	2564	816	200
UNCID_2384019.4f8be51b-2aea-44fe-b754-82262225d991.sorted_genome_alignments.	117424	2872	2628	886	216
UNCID_2384033.b80146b3-ebce-461c-9c30-f089c7039828.sorted_genome_alignments.	117426	2642	2400	730	176
UNCID_2384051.02fffe37-3890-4985-abcc-dc450d300659.sorted_genome_alignments.	117425	3028	2794	826	158
UNCID_2384067.ebafc56b-e0e8-45b0-a36c-cc9f4de2e14e.sorted_genome_alignments.	117431	2644	2434	734	206
UNCID_2384083.a30dd71f-039e-4713-995d-3237b7b5cbe3.sorted_genome_alignments.	117430	3092	2876	950	230
UNCID_2384133.02ad7be5-f194-4d34-a61d-40138d07477f.sorted_genome_alignments.	117443	3136	2830	1018	292
UNCID_2385812.625d2894-bb92-450a-af72-013d81df221d.sorted_genome_alignments.	117419	3208	2940	926	182
UNCID_2385817.0c31e1a3-2920-48f3-8609-f2e7ecd5ec51.sorted_genome_alignments.	117424	2968	2784	846	188
UNCID_2385909.e6310fd5-418f-4315-8c0a-78b05a95c214.sorted_genome_alignments.	117423	2966	2756	878	194
UNCID_2385926.67e967d6-be17-4fe1-a1fb-197655fad18d.sorted_genome_alignments.	117423	3292	3076	976	276
UNCID_2385937.f01339fa-0c8b-440f-98d2-9f7365e0cc9b.sorted_genome_alignments.	118022	3152	2910	998	208
UNCID_2385946.4558d242-2bd6-4272-913f-59c6b8f05d64.sorted_genome_alignments.	117430	3178	2922	960	228
UNCID_2385973.a8f619f1-c92e-4e7b-99f9-d25984935cde.sorted_genome_alignments.	117434	2942	2708	876	244
UNCID_2386003.2de65e78-be71-4f41-be55-d9ef61b277c3.sorted_genome_alignments.	117430	3172	2928	1002	242
UNCID_2386011.6bf0259e-8b61-4b97-97a3-ccea8a0fa44f.sorted_genome_alignments.	117433	2790	2570	842	222
UNCID_2386029.f7aad847-52aa-4dc8-8ea5-6f1a4f47e2aa.sorted_genome_alignments.	117434	3186	2950	914	230
UNCID_2386052.e6e404f0-3317-496c-b4f8-555408a3dfd6.sorted_genome_alignments.	117433	3364	3100	1010	306
UNCID_2386059.9795c475-908b-40e2-93d3-f07e5b94b91f.sorted_genome_alignments.	117422	2952	2684	792	126
UNCID_2386080.da8e08c7-6006-4e66-ae0f-7047177ca02a.sorted_genome_alignments.	117437	3236	2954	960	260
UNCID_2386091.7fe70e80-a35e-4a3d-bfb5-e044aec3e6a2.sorted_genome_alignments.	117436	3740	3426	1114	258
UNCID_2386128.2345f76d-8250-4586-a15a-633ac5abc070.sorted_genome_alignments.	117441	3270	3006	1046	258
UNCID_2386129.e256282c-da2c-4272-a94b-14cf44da6178.sorted_genome_alignments.	117430	3660	3408	1014	270
UNCID_2386160.8ab941c0-6e1c-403c-901d-03ac81bbb81f.sorted_genome_alignments.	117460	3022	2780	946	246
UNCID_2386163.b19c4e9c-2caf-436b-b728-9849b668c663.sorted_genome_alignments.	117439	3556	3280	1082	354
UNCID_2386168.be979660-2d11-4707-9c74-b1222c7cb56e.sorted_genome_alignments.	117433	3062	2834	938	238
UNCID_2386195.c16ddaf4-4bfe-4917-a208-aa5a89beb17e.sorted_genome_alignments.	117443	3450	3168	1186	334
UNCID_2386245.c47f8609-65d3-4cca-b599-58add67672c7.sorted_genome_alignments.	117443	3446	3148	1044	270
UNCID_2386330.c44359a0-d7c7-45bc-80e7-5139d4a77234.sorted_genome_alignments.	117431	3088	2876	950	294
UNCID_2386459.8bc6822e-7701-4719-a42a-3b7916cde80b.sorted_genome_alignments.	117460	4114	3776	1222	370
UNCID_2387537.f8fba04c-cd45-4f85-8b75-dcf5426b7637.sorted_genome_alignments.	117420	3402	3044	966	266
UNCID_2388475.38344f50-9bf3-4386-8eeb-e8a79ca1ee8e.sorted_genome_alignments.	117420	3594	3254	876	72
UNCID_2388491.585bed4d-5d57-4308-ab8e-7a0f97e48153.sorted_genome_alignments.	117421	3056	2810	862	136
UNCID_2388513.0d138b3f-4212-47cf-a65e-fc1cbf618e99.sorted_genome_alignments.	117423	2190	2008	616	144
UNCID_2388549.f88a5259-4413-4d0c-9083-600d74caffbc.sorted_genome_alignments.	117424	2896	2710	754	154
UNCID_2388586.c7225e98-bd83-450e-9792-6983424f5726.sorted_genome_alignments.	118022	2440	2226	692	152
UNCID_2388619.a5a16312-b50a-4c79-a2b9-530bd0fc66b1.sorted_genome_alignments.	117430	2784	2578	850	144
UNCID_2388647.932e8866-4903-4541-a239-8318abbca064.sorted_genome_alignments.	118022	3216	2980	944	272
UNCID_2388705.ef59f19f-f7c0-4cf3-b686-a0cd09a996b3.sorted_genome_alignments.	117425	3236	3008	918	132
UNCID_2388732.fcbdaa46-c576-42e9-ac1f-0ba553247f4f.sorted_genome_alignments.	117426	2924	2714	814	134
UNCID_2388757.5c49d176-0f55-4312-91f9-32457304966e.sorted_genome_alignments.	117433	3488	3270	818	158
UNCID_2388821.c19f7f59-5df6-4a57-91b0-635817d4fafd.sorted_genome_alignments.	117438	2796	2612	798	186
UNCID_2388836.3380e6d8-52a0-4b19-acb1-2fb686cbd5df.sorted_genome_alignments.	117431	2904	2636	878	250
UNCID_2388873.d1dd5b3b-40b8-4740-ba42-1fe4ba4e35d1.sorted_genome_alignments.	117431	2952	2696	854	184
UNCID_2388907.5230a88e-698c-4c4c-a54a-d960d2da3214.sorted_genome_alignments.	118022	2770	2518	764	164
UNCID_2388919.adb4622b-d3a2-414a-83a9-57ac28c52a7f.sorted_genome_alignments.	117427	3202	2898	956	268
UNCID_2389011.0f3672e4-ab71-4cb6-9d46-3ae57b58e249.sorted_genome_alignments.	117438	3098	2862	952	284
UNCID_2389012.3292c30c-9fa5-4c11-a6ff-57282c7961fa.sorted_genome_alignments.	117437	3024	2820	908	202
