fastq_fn	fastq_prep_ID	HG38	T2T_pese	Pangenome_pese
TCGA-V4-A9EM-10A-01D-A40E_140808_SN590_0254_BC49WNACXX_s_2_rg.sorted.filtered	115219	223578	99452	66330
TCGA-V4-A9EU-10A-01D-A40E_140808_SN590_0254_BC49WNACXX_s_6_rg.sorted.filtered	115219	160358	65602	43352
TCGA-V4-A9EV-10A-01D-A40E_140808_SN590_0254_BC49WNACXX_s_7_rg.sorted.filtered	115219	145946	28222	11794
TCGA-V4-A9EW-10A-01D-A40E_140808_SN590_0254_BC49WNACXX_s_8_rg.sorted.filtered	115219	1280406	200614	53282
TCGA-VD-AA8M-01A-11D-A40D_140807_SN1440_0194_AC5B5RACXX_s_1_rg.sorted.filtered	115219	5751176	4213778	3415394
TCGA-VD-AA8P-01A-11D-A40D_140829_SN208_0523_BC5FKTACXX_s_7_rg.sorted.filtered	115219	164648	36832	17040
TCGA-VD-AA8P-10A-01D-A40E_140829_SN208_0523_BC5FKTACXX_s_8_rg.sorted.filtered	115219	133692	31252	13490
TCGA-05-4390-01A-02D-1751_120305_SN1120_0118_AD0L4HACXX_s_1_rg.sorted.filtered	115220	48809390	12707776	11047294
TCGA-05-4405-01A-21D-1853_111204_SN208_0256_C0562ACXX_s_2.rg.sorted.filtered	115220	15770336	13812878	12298714
TCGA-05-4410-01A-21D-1853_111204_SN208_0256_C0562ACXX_s_4_rg.sorted.filtered	115220	13635978	11655530	10166078
TCGA-05-4410-10A-01D-1853_120228_SN1120_0116_AD0KRVACXX_s_4_rg.sorted.filtered	115220	38497658	10207954	8887024
TCGA-05-4425-01A-01D-1751_120305_SN1120_0118_AD0L4HACXX_s_3_rg.sorted.filtered	115220	39555366	9465912	8219790
TCGA-05-4425-10A-01D-1751_120305_SN1120_0118_AD0L4HACXX_s_4_rg.sorted.filtered	115220	17889970	8348328	7035094
TCGA-38-4629-01A-02D-1203_120305_SN1120_0119_BD0REAACXX_s_8_rg.sorted.filtered	115220	102819994	19861834	17745012
TCGA-44-5643-10A-01D-1623_120228_SN1120_0116_AD0KRVACXX_s_5_rg.sorted.filtered	115220	38853116	9191804	7903712
TCGA-44-6777-01A-11D-1853_120123_SN590_0134_AC0DJKACXX_s_2_rg.sorted.filtered	115220	28332764	25981582	23111098
TCGA-44-6777-11A-01D-1853_120123_SN590_0134_AC0DJKACXX_s_3_rg.sorted.filtered	115220	16702944	14586726	12560752
TCGA-49-4512-11A-01D-1853_120123_SN590_0134_AC0DJKACXX_s_7_rg.sorted.filtered	115220	21676794	19547388	16925662
TCGA-50-5939-01A-11D-1623_120302_SN208_0271_BC0D91ACXX_s_3_rg.sorted.filtered	115220	20119118	13808894	12139328
TCGA-55-6642-11A-01D-1853_120310_SN590_0144_AD0PNFACXX_s_2_rg.sorted.filtered	115220	17755696	15649172	13831502
TCGA-67-6217-01A-11D-1751_120309_SN208_0274_AD0R6DACXX_s_3_rg.sorted.filtered	115220	17743618	10112840	8882378
TCGA-71-6725-01A-11D-1853_120312_SN1120_0121_BD0RHPACXX_s_7_rg.sorted.filtered	115220	28350454	8947482	7874082
TCGA-71-6725-10A-01D-1853_120305_SN1120_0119_BD0REAACXX_s_1_rg.sorted.filtered	115220	37499982	9848280	8643182
TCGA-75-5126-10A-01D-1751_120309_SN208_0273_BC0HEAACXX_s_6_rg.sorted.filtered	115220	39872480	14397248	12818794
TCGA-91-6828-01A-11D-1853_120310_SN590_0144_AD0PNFACXX_s_3_rg.sorted.filtered	115220	14439110	12552686	11068386
TCGA-91-6828-10A-01D-1853_120310_SN590_0144_AD0PNFACXX_s_4_rg.sorted.filtered	115220	13794742	12339724	10751302
TCGA-91-6831-01A-11D-1853_120305_SN1120_0119_BD0REAACXX_s_4_rg.sorted.filtered	115220	23786282	10339854	9154368
TCGA-91-6836-01A-21D-1853_120310_SN590_0144_AD0PNFACXX_s_7_rg.sorted.filtered	115220	14278850	12700156	11173478
TCGA-91-6836-11A-01D-1853_120310_SN590_0144_AD0PNFACXX_s_8_rg.sorted.filtered	115220	16756944	14834310	13079660
TCGA-A5-A0GD-10A-01D-A043_120504_SN208_0297_BC0VJEACXX_s_7_rg.sorted.filtered	115220	54453440	51429176	46777776
TCGA-A5-A0GE-01A-11D-A043_120214_SN590_0139_BC0DYEACXX_s_1_rg.sorted.filtered	115220	18854830	16231704	13139500
TCGA-A5-A0GW-01A-11D-A043_120301_SN590_0142_AD0LPVACXX_s_5_rg.sorted.filtered	115220	20987824	18466900	15317486
TCGA-A5-A0GX-01A-11D-A043_120504_SN590_0156_BC0H68ACXX_s_2_rg.sorted.filtered	115220	37086646	14920478	13151682
TCGA-A5-A0R8-10A-01D-A101_120406_SN1120_0131_BD0UK4ACXX_s_4_rg.sorted.filtered	115220	9876646	8033442	6852692
TCGA-A5-A0RA-10A-01D-A101_120406_SN1120_0131_BD0UK4ACXX_s_6_rg.sorted.filtered	115220	9024276	7240310	6104658
TCGA-AP-A0LL-10A-01D-A101_120406_SN208_0281_AC0KDBACXX_s_4_rg.sorted.filtered	115220	11033972	9425916	8262524
TCGA-AP-A0LO-01A-11D-A043_120318_SN590_0147_BD0U3RACXX_s_7_rg.sorted.filtered	115220	13386726	11842350	10407268
TCGA-AP-A0LO-10A-01D-A043_120327_SN590_0148_BC0LM8ACXX_s_5_rg.sorted.filtered	115220	15744988	13752138	12196922
TCGA-AX-A0J1-10A-01D-A043_120403_SN1222_0094_BD0UKBACXX_s_5_rg.sorted.filtered	115220	9175068	7442986	6512168
TCGA-B5-A0JR-10A-01D-A043_120403_SN1222_0094_BD0UKBACXX_s_7_rg.sorted.filtered	115220	8314394	6442526	5523792
TCGA-B5-A0K1-01A-11D-A043_120214_SN590_0138_AC0E8HACXX_s_3_rg.sorted.filtered	115220	35550090	31259000	25607658
TCGA-BA-4078-01A-01D-1431_120612_SN590_0161_AC0VUTACXX_s_5_rg.sorted.filtered	115220	77841278	17090848	14826824
TCGA-BA-4078-10A-01D-1431_120612_SN590_0161_AC0VUTACXX_s_6_rg.sorted.filtered	115220	62973698	13350114	11639930
TCGA-BF-A1PX-01A-12D-A18Z_120518_SN1120_0142_AC0VG4ACXX_s_2_rg.sorted.filtered	115220	9964998	7997264	6997330
TCGA-BG-A0LW-01A-11D-A043_120214_SN590_0138_AC0E8HACXX_s_5_rg.sorted.filtered	115220	32028844	23913786	19930764
TCGA-BG-A0LX-10A-01D-A043_120322_SN208_0278_BD0RB0ACXX_s_6_rg.sorted.filtered	115220	16230270	14196850	12005430
TCGA-BG-A0M9-10A-01D-A101_120406_SN208_0281_AC0KDBACXX_s_6_rg.sorted.filtered	115220	16080616	14002824	12014580
TCGA-BJ-A0Z2-10A-01D-A10R_120711_SN208_0414_BD13L5ACXX_s_3_rg.sorted.filtered	115220	12963100	10507758	9144974
TCGA-BJ-A0ZF-01A-11D-A10R_120711_SN1120_0174_BD13R2ACXX_s_1_rg.sorted.filtered	115220	11527752	9417374	8237352
TCGA-BJ-A0ZF-10A-01D-A10R_120711_SN1120_0174_BD13R2ACXX_s_3_rg.sorted.filtered	115220	9444132	7389422	6429840
TCGA-BJ-A0ZG-10A-01D-A10R_120711_SN1120_0174_BD13R2ACXX_s_7_rg.sorted.filtered	115220	12884464	9432746	7998054
TCGA-BJ-A0ZH-01A-11D-A10R_120711_SN208_0414_BD13L5ACXX_s_2_rg.sorted.filtered	115220	11964482	10246344	9078532
TCGA-BJ-A0ZH-10A-01D-A10R_120711_SN208_0414_BD13L5ACXX_s_4_rg.sorted.filtered	115220	11965658	9821644	8656654
TCGA-BJ-A28R-01A-11D-A16N_121204_SN208_0442_BC1F7YACXX_s_7_rg.sorted.filtered	115220	255320	47454	20388
TCGA-BK-A0CB-10A-05D-A101_120406_SN208_0281_AC0KDBACXX_s_1_rg.sorted.filtered	115220	177054658	169126784	168137710
TCGA-BR-4183-01A-02D-1128_120807_SN590_0174_BC11N6ACXX_s_7_rg.sorted.filtered	115220	13491686	11864582	10441996
TCGA-BR-4188-01A-01D-1128_120805_SN1222_0143_BD172BACXX_s_1_rg.sorted.filtered	115220	8105064	6432474	5514880
TCGA-BR-4253-11A-01D-1128_120816_SN590_0176_BD13T7ACXX_s_6_rg.sorted.filtered	115220	17003194	14894414	13143554
TCGA-BR-4280-01A-01D-1128_121127_SN208_0440_AC1F4LACXX_s_1_rg.sorted.filtered	115220	1372008	265696	121598
TCGA-BR-4292-01A-01D-1128_121204_SN590_0204_BC1H5VACXX_s_1_rg.sorted.filtered	115220	205584	47252	23838
TCGA-BR-4294-11A-01D-1128_121204_SN590_0204_BC1H5VACXX_s_5_rg.sorted.filtered	115220	223666	77556	50992
TCGA-BR-4368-11A-01D-1154_130815_VM001_0002_VMR0002CXX_s_6_rg.sorted.filtered	115220	7271456	6828430	5537070
TCGA-BR-6564-10A-01D-1880_121220_SN1222_0163_AC1HA2ACXX_s_2_rg.sorted.filtered	115220	361804	58720	21064
TCGA-BR-6705-01A-12D-1880_121220_SN1222_0163_AC1HA2ACXX_s_3_rg.sorted.filtered	115220	396036	62568	23018
TCGA-BR-6705-10A-01D-1880_121220_SN1222_0163_AC1HA2ACXX_s_4_rg.sorted.filtered	115220	426016	68110	22508
TCGA-BR-6710-01A-11D-1880_121220_SN1222_0164_BC1HJ3ACXX_s_3_rg.sorted.filtered	115220	1428566	311888	149024
TCGA-BR-6710-10A-01D-1880_121220_SN1222_0164_BC1HJ3ACXX_s_4_rg.sorted.filtered	115220	1470814	305002	129404
TCGA-BR-6801-01A-11D-1880_121220_SN1222_0164_BC1HJ3ACXX_s_5_rg.sorted.filtered	115220	377144	87468	42828
TCGA-BR-6801-10A-01D-1880_121220_SN1222_0164_BC1HJ3ACXX_s_6_rg.sorted.filtered	115220	435476	92130	39690
TCGA-BS-A0TD-10A-01D-A101_120409_SN1222_0095_AD0V1JACXX_s_2_rg.sorted.filtered	115220	8603872	7319080	6434444
TCGA-BS-A0TG-10A-01D-A101_120409_SN1222_0095_AD0V1JACXX_s_4_rg.sorted.filtered	115220	7621946	6414660	5605244
TCGA-BS-A0TJ-10A-01D-A101_120409_SN1222_0095_AD0V1JACXX_s_6_rg.sorted.filtered	115220	7573740	6052222	5281748
TCGA-BS-A0U7-10A-01D-A101_120409_SN1222_0095_AD0V1JACXX_s_7_rg.sorted.filtered	115220	7967312	6274198	5481580
TCGA-BS-A0UJ-10A-01D-A101_120409_SN1222_0096_BD0VA2ACXX_s_2_rg.sorted.filtered	115220	8078066	6434774	5619454
TCGA-BS-A0UV-10A-01D-A101_120409_SN1222_0096_BD0VA2ACXX_s_5_rg.sorted.filtered	115220	10972212	9065416	7978950
TCGA-BT-A0YX-01A-11D-A10R_120920_SN1222_0150_AC1927ACXX_s_6_rg.sorted.filtered	115220	8967588	7402042	6485304
TCGA-BT-A0YX-10A-01D-A10R_120920_SN1222_0150_AC1927ACXX_s_7_rg.sorted.filtered	115220	9268652	7558646	6634874
TCGA-BT-A20J-11A-11D-A14U_120926_SN1222_0152_AC187DACXX_s_2_rg.sorted.filtered	115220	10556376	8619812	7529316
TCGA-BT-A20W-01A-21D-A14U_120921_SN208_0431_BD1D5FACXX_s_5_rg.sorted.filtered	115220	14483780	12861346	11389336
TCGA-BT-A3PH-01A-11D-A221_120902_SN1222_0147_AC195DACXX_s_7_rg.sorted.filtered	115220	8997286	7428972	6505894
TCGA-C4-A0F6-10A-01D-A10R_120920_SN1222_0150_AC1927ACXX_s_3_rg.sorted.filtered	115220	9435948	8083714	7155656
TCGA-C5-A2LS-10A-01D-A232_140124_SN1120_0291_AC2PHAACXX_s_8_rg.sorted.filtered	115220	1181030	172944	78674
TCGA-C5-A3HE-01A-21D-A232_140124_SN1120_0292_BD2F1HACXX_s_8_rg.sorted.filtered	115220	278192	52454	27454
TCGA-C5-A3HE-10A-01D-A232_140124_SN208_0506_BC2PD5ACXX_s_5_rg.sorted.filtered	115220	1317716	277284	147042
TCGA-CD-5798-10A-01D-1598_121107_SN590_0199_AC179PACXX_s_3_rg.sorted.filtered	115220	1303208	215808	46156
TCGA-CF-A3MI-01A-11D-A210_120913_SN208_0428_BC188KACXX_s_1_rg.sorted.filtered	115220	14120000	12397112	10995326
TCGA-CG-4465-01A-01D-1154_121026_SN1120_0197_AC1878ACXX_s_1_rg.sorted.filtered	115220	1379100	225454	77828
TCGA-CG-4465-01A-01D-1154_130815_VM001_0005_VMR0005CXX_s_1_rg.sorted.filtered	115220	1379100	225454	77828
TCGA-CG-4466-01A-01D-1154_121026_SN1120_0197_AC1878ACXX_s_2_rg.sorted.filtered	115220	6155088	5399610	3876872
TCGA-CG-4474-10A-01D-1154_130815_VM001_0006_VMR0006CXX_s_4_rg.sorted.filtered	115220	1213242	219480	80562
TCGA-CG-4475-10A-01D-1154_130815_VM001_0006_VMR0006CXX_s_6_rg.sorted.filtered	115220	362642	62674	20426
TCGA-CG-4476-01A-01D-1154_121029_SN208_0438_AC18NJACXX_s_1_rg.sorted.filtered	115220	1330902	219874	82128
TCGA-CG-4476-01A-01D-1154_130815_VM001_0006_VMR0006CXX_s_7_rg.sorted.filtered	115220	1330902	219874	82128
TCGA-CG-4477-10A-01D-1154_121029_SN208_0438_AC18NJACXX_s_4_rg.sorted.filtered	115220	196772	28576	10174
TCGA-CG-5725-01A-11D-1598_121011_SN208_0435_BD1E43ACXX_s_1_rg.sorted.filtered	115220	166526	33534	15246
TCGA-CH-5741-01A-11D-1572_130104_SN1120_0209_BD1KP6ACXX_s_1_rg.sorted.filtered	115220	839850	450404	188804
TCGA-CH-5743-01A-21D-1572_130104_SN1120_0209_BD1KP6ACXX_s_3_rg.sorted.filtered	115220	580872	296402	117764
TCGA-CH-5745-01A-11D-1572_130104_SN1120_0209_BD1KP6ACXX_s_7_rg.sorted.filtered	115220	555022	196072	73098
TCGA-CH-5746-01A-11D-1572_130103_SN1222_0165_AC1FBHACXX_s_1_rg.sorted.filtered	115220	1547906	262750	84210
TCGA-CH-5746-10A-01D-1572_130103_SN1222_0165_AC1FBHACXX_s_2_rg.sorted.filtered	115220	505540	73426	21922
TCGA-CH-5748-10A-01D-1572_130103_SN1222_0165_AC1FBHACXX_s_4_rg.sorted.filtered	115220	474862	91284	40812
TCGA-CH-5750-10A-01D-1572_130103_SN1222_0165_AC1FBHACXX_s_6_rg.sorted.filtered	115220	421210	66214	21842
TCGA-CH-5751-10A-01D-1572_130103_SN1222_0165_AC1FBHACXX_s_8_rg.sorted.filtered	115220	1474100	270438	88074
TCGA-CH-5753-01A-11D-1572_130103_SN1222_0166_BD1K7EACXX_s_3_rg.sorted.filtered	115220	420398	89092	42310
TCGA-CH-5768-01A-11D-1572_130104_SN208_0446_BD1KR5ACXX_s_3_rg.sorted.filtered	115220	1686368	238062	75228
TCGA-CH-5768-11A-01D-1572_130104_SN208_0446_BD1KR5ACXX_s_4_rg.sorted.filtered	115220	284566	45718	17888
TCGA-CH-5771-11A-01D-1572_130104_SN208_0446_BD1KR5ACXX_s_8_rg.sorted.filtered	115220	1652568	230178	74302
TCGA-CH-5772-01A-11D-1572_130125_SN208_0450_AC1K3NACXX_s_1_rg.sorted.filtered	115220	1573076	246834	96544
TCGA-CH-5772-11A-01D-1572_130125_SN208_0450_AC1K3NACXX_s_2_rg.sorted.filtered	115220	257700	52048	27482
TCGA-CH-5788-10A-01D-1572_130125_SN208_0450_AC1K3NACXX_s_4_rg.sorted.filtered	115220	151450	41642	24642
TCGA-CH-5789-10A-01D-1572_130125_SN208_0450_AC1K3NACXX_s_6_rg.sorted.filtered	115220	197782	46780	24620
TCGA-CH-5790-01A-11D-1572_130125_SN208_0450_AC1K3NACXX_s_7_rg.sorted.filtered	115220	245464	56634	30246
TCGA-CH-5790-10A-01D-1572_130125_SN208_0450_AC1K3NACXX_s_8_rg.sorted.filtered	115220	267238	57644	28232
TCGA-CH-5791-10A-01D-1572_130125_SN208_0451_BD1RB1ACXX_s_2_rg.sorted.filtered	115220	163268	34682	14956
TCGA-CH-5792-10A-01D-1572_130125_SN208_0451_BD1RB1ACXX_s_4_rg.sorted.filtered	115220	126834	29466	16178
TCGA-CH-5794-01A-11D-1572_130125_SN208_0451_BD1RB1ACXX_s_5_rg.sorted.filtered	115220	382260	55510	19102
TCGA-CN-4730-10A-01D-1431_120712_SN1222_0125_BD13TPACXX_s_8_rg.sorted.filtered	115220	10289298	8523644	7209594
TCGA-CN-5356-10A-01D-1431_120412_SN208_0284_BD0T51ACXX_s_8_rg.sorted.filtered	115220	18217898	15750102	13344308
TCGA-CN-6998-01A-23D-2317_120623_SN1222_0118_AD13T1ACXX_s_5_rg.sorted.filtered	115220	8801500	7011052	6150282
TCGA-CQ-6220-01A-11D-1911_120504_SN1222_0102_BC0VHDACXX_s_1_rg.sorted.filtered	115220	8554214	7097180	6178664
TCGA-CQ-6221-01A-11D-2317_120623_SN1222_0119_BC0WLLACXX_s_6_rg.sorted.filtered	115220	9144056	7417602	6530056
TCGA-CQ-6224-01A-11D-1911_120504_SN1222_0102_BC0VHDACXX_s_4_rg.sorted.filtered	115220	9017118	7141282	6254820
TCGA-CQ-6225-01A-11D-1911_120504_SN208_0296_AC0V09ACXX_s_1_rg.sorted.filtered	115220	16785352	15024072	13248094
TCGA-CQ-6229-01A-11D-1911_120504_SN208_0296_AC0V09ACXX_s_2_rg.sorted.filtered	115220	14125874	12383244	10862266
TCGA-CS-5396-10A-01D-1465_130808_SN208_0487_AC28U7ACXX_s_6_rg.sorted.filtered	115220	165764	30314	12546
TCGA-CU-A0YR-11A-13D-A10R_120920_SN1222_0150_AC1927ACXX_s_5_rg.sorted.filtered	115220	9383372	7614256	6708166
TCGA-CV-5431-11A-01D-1509_120420_SN208_0286_BD0T87ACXX_s_6_rg.sorted.filtered	115220	17220618	15133730	13031456
TCGA-CV-5973-01A-11D-1681_120427_SN1120_0137_BD0T3FACXX_s_1_rg.sorted.filtered	115220	11230412	9430674	8357788
TCGA-CV-5977-11A-01D-1681_120427_SN1120_0137_BD0T3FACXX_s_7_rg.sorted.filtered	115220	11335908	9013014	7856748
TCGA-CV-6938-01A-11D-1911_120504_SN208_0296_AC0V09ACXX_s_4_rg.sorted.filtered	115220	13526540	11828330	10490422
TCGA-CV-6954-01A-11D-1911_120505_SN1120_0138_AD11NHACXX_s_3_rg.sorted.filtered	115220	10749480	8924874	7775024
TCGA-CV-6960-10A-01D-2317_120623_SN1222_0118_AD13T1ACXX_s_2_rg.sorted.filtered	115220	9554380	8027428	7003400
TCGA-CV-7263-10A-01D-2317_120623_SN1222_0118_AD13T1ACXX_s_4_rg.sorted.filtered	115220	9366588	7704358	6754624
TCGA-CV-7428-10A-01D-2317_120623_SN1222_0119_BC0WLLACXX_s_1_rg.sorted.filtered	115220	8354124	6968338	6110162
TCGA-CV-7429-10A-01D-2317_120622_SN1120_0156_BD123WACXX_s_7_rg.sorted.filtered	115220	8924176	7199536	6092870
TCGA-D1-A169-10A-01D-A12F_120522_SN208_0301_BC0VNWACXX_s_5_rg.sorted.filtered	115220	12951694	11145432	9772530
TCGA-D1-A177-01A-21D-A12F_120523_SN1222_0108_AC0VL4ACXX_s_1_rg.sorted.filtered	115220	7580488	6216490	5343212
TCGA-D1-A17U-01A-21D-A12F_120523_SN1222_0108_AC0VL4ACXX_s_3_rg.sorted.filtered	115220	7485288	6057836	5203388
TCGA-D1-A1O0-01A-11D-A17E_120511_SN1120_0141_BC0VK9ACXX_s_3_rg.sorted.filtered	115220	7577304	6193972	5381672
TCGA-D3-A1Q7-06A-11D-A18Z_120516_SN1222_0107_BD12HYACXX_s_1_rg.sorted.filtered	115220	15790054	7625042	6659350
TCGA-D6-6517-01A-11D-1868_120427_SN208_0288_BD0RWBACXX_s_3_rg.sorted.filtered	115220	15196418	13143632	11702304
TCGA-D7-5577-01A-01D-1598_121023_SN208_0437_BD1H3FACXX_s_1_rg.sorted.filtered	115220	922436	174426	90056
TCGA-D7-6520-01A-11D-1798_130214_SN1120_0236_AC1RPCACXX_s_7_rg.sorted.filtered	115220	398024	33416	1462
TCGA-D7-6815-01A-11D-1880_130111_SN208_0447_AC1JP0ACXX_s_1_rg.sorted.filtered	115220	220518	44054	21368
TCGA-D7-6815-10A-01D-1880_130111_SN208_0447_AC1JP0ACXX_s_2_rg.sorted.filtered	115220	204538	43864	22092
TCGA-D7-6817-01A-11D-1880_130111_SN208_0447_AC1JP0ACXX_s_3_rg.sorted.filtered	115220	713870	397210	286702
TCGA-D7-6817-10A-01D-1880_130111_SN208_0447_AC1JP0ACXX_s_4_rg.sorted.filtered	115220	1701900	389340	131258
TCGA-DB-5276-01A-01D-1465_130806_SN1440_0159_BC29Y3ACXX_s_5_rg.sorted.filtered	115220	4610784	3177200	2307558
TCGA-DJ-A13R-01A-11D-A10R_120711_SN1120_0174_BD13R2ACXX_s_2_rg.sorted.filtered	115220	10606346	8821214	7700644
TCGA-DJ-A1QG-10A-01D-A14U_120629_SN1222_0121_BD143UACXX_s_4_rg.sorted.filtered	115220	10721910	6921756	5992708
TCGA-DJ-A1QI-10A-01D-A14U_120717_SN1120_0175_AC1179ACXX_s_7_rg.sorted.filtered	115220	13206794	7775208	6785924
TCGA-DK-A1A3-01A-11D-A13U_120921_SN208_0431_BD1D5FACXX_s_7_rg.sorted.filtered	115220	14564152	12347706	10947730
TCGA-DK-A1A3-10A-01D-A13U_120921_SN208_0431_BD1D5FACXX_s_8_rg.sorted.filtered	115220	13048478	11092004	9758432
TCGA-DK-A2HX-10A-01D-A18D_120913_SN208_0429_AC187FACXX_s_2_rg.sorted.filtered	115220	11604094	9883670	8700682
TCGA-DK-A3IL-01A-11D-A210_120913_SN208_0428_BC188KACXX_s_3_rg.sorted.filtered	115220	11727930	10202028	8900726
TCGA-DK-A3IN-10A-01D-A210_120911_SN1120_0189_BD1D04ACXX_s_2_rg.sorted.filtered	115220	7705830	6500924	5543758
TCGA-DK-A3IQ-01A-31D-A210_120911_SN1120_0189_BD1D04ACXX_s_3_rg.sorted.filtered	115220	8495478	6782756	5732268
TCGA-DK-A3IT-01A-31D-A210_120911_SN1120_0189_BD1D04ACXX_s_5_rg.sorted.filtered	115220	8135890	6459344	5459450
TCGA-DK-A3IU-01A-11D-A210_120911_SN1120_0189_BD1D04ACXX_s_7_rg.sorted.filtered	115220	7955906	6263808	5242294
TCGA-DQ-5624-01A-01D-1868_120427_SN208_0288_BD0RWBACXX_s_5_rg.sorted.filtered	115220	17664970	15910170	14228570
TCGA-DQ-5630-01A-01D-1868_120504_SN1222_0101_AC0UMDACXX_s_1_rg.sorted.filtered	115220	8182238	6736466	5876606
TCGA-E8-A242-10A-01D-A16N_121204_SN208_0442_BC1F7YACXX_s_4_rg.sorted.filtered	115220	298556	45474	19358
TCGA-EA-A1QS-10A-01D-A232_140124_SN208_0506_BC2PD5ACXX_s_7_rg.sorted.filtered	115220	1190126	226030	100112
TCGA-EA-A3QD-01A-32D-A232_140124_SN1120_0291_AC2PHAACXX_s_2_rg.sorted.filtered	115220	1044338	149990	53428
TCGA-EA-A3QD-10A-01D-A232_140124_SN1120_0292_BD2F1HACXX_s_1_rg.sorted.filtered	115220	1704386	634256	268156
TCGA-EB-A24D-10A-01D-A190_120730_SN208_0420_BC12YJACXX_s_7_rg.sorted.filtered	115220	15808044	13533302	11901268
TCGA-EB-A299-10A-01D-A190_120805_SN1222_0142_AD16TGACXX_s_1_rg.sorted.filtered	115220	10427914	7896224	6864104
TCGA-EE-A17X-10A-01D-A190_120730_SN1222_0141_BC115GACXX_s_7_rg.sorted.filtered	115220	9082124	7370324	6473482
TCGA-EE-A29T-06A-11D-A18Y_120726_SN590_0172_BC0WN3ACXX_s_5_rg.sorted.filtered	115220	13296076	11801756	10449600
TCGA-EE-A2A1-10A-01D-A190_120726_SN590_0172_BC0WN3ACXX_s_6_rg.sorted.filtered	115220	14503964	12778358	11351904
TCGA-EE-A2GC-06A-11D-A18Y_120726_SN590_0171_AD13PJACXX_s_3_rg.sorted.filtered	115220	14018024	12242822	10690414
TCGA-EE-A2GP-10A-01D-A190_120726_SN590_0171_AD13PJACXX_s_6_rg.sorted.filtered	115220	12524768	11010680	9774318
TCGA-EE-A2GR-10A-01D-A190_120726_SN590_0171_AD13PJACXX_s_5_rg.sorted.filtered	115220	12869628	10695900	9362504
TCGA-EE-A2M7-06A-11D-A18Y_120724_SN208_0417_AC117BACXX_s_4_rg.sorted.filtered	115220	11271018	9722628	8565202
TCGA-EE-A2MC-06A-12D-A18Y_120724_SN208_0417_AC117BACXX_s_3_rg.sorted.filtered	115220	12442372	10555066	9332166
TCGA-EJ-5494-10A-01D-1573_130125_SN208_0451_BD1RB1ACXX_s_8_rg.sorted.filtered	115220	1155674	312234	116014
TCGA-EJ-5497-01A-02D-1572_130125_SN1120_0233_AD1K3HACXX_s_5_rg.sorted.filtered	115220	485664	50168	2780
TCGA-EJ-5498-01A-01D-1572_130125_SN1120_0233_AD1K3HACXX_s_7_rg.sorted.filtered	115220	474050	43326	2196
TCGA-EJ-5498-10A-01D-1573_130125_SN1120_0233_AD1K3HACXX_s_8_rg.sorted.filtered	115220	90112	10448	866
TCGA-EJ-5499-01A-01D-1572_130223_SN590_0214_BC1UJ3ACXX_s_1_rg.sorted.filtered	115220	1503200	177228	34048
TCGA-EJ-5503-10A-01D-1573_130223_SN590_0214_BC1UJ3ACXX_s_8_rg.sorted.filtered	115220	73634	15130	4548
TCGA-EJ-5510-10A-01D-1573_130308_SN590_0219_BC1UVPACXX_s_6_rg.sorted.filtered	115220	958050	180746	56268
TCGA-EJ-5516-01A-01D-1572_130131_SN1120_0235_BD1TAFACXX_s_3_rg.sorted.filtered	115220	2485628	670406	159680
TCGA-EJ-5516-10A-01D-1573_130131_SN1120_0235_BD1TAFACXX_s_4_rg.sorted.filtered	115220	205230	60480	13020
TCGA-EJ-5517-01A-01D-1572_130131_SN1120_0235_BD1TAFACXX_s_5_rg.sorted.filtered	115220	899908	122316	14492
TCGA-EJ-5521-10A-01D-1573_130218_SN208_0454_BD1TBTACXX_s_4_rg.sorted.filtered	115220	1020756	215152	94694
TCGA-EJ-5522-10A-01D-1573_130218_SN208_0454_BD1TBTACXX_s_6_rg.sorted.filtered	115220	1381416	293324	108080
TCGA-EJ-5526-01A-01D-1572_130221_SN1120_0238_AC1TDEACXX_s_3_rg.sorted.filtered	115220	407596	39178	1894
TCGA-EJ-5526-10A-01D-1573_130221_SN1120_0238_AC1TDEACXX_s_4_rg.sorted.filtered	115220	942324	141296	29882
TCGA-EJ-5527-10A-01D-1573_130221_SN1120_0238_AC1TDEACXX_s_6_rg.sorted.filtered	115220	1121470	166642	33636
TCGA-EJ-5530-01A-01D-1572_130221_SN1120_0238_AC1TDEACXX_s_7_rg.sorted.filtered	115220	1464974	137320	11950
TCGA-EJ-5531-10A-01D-1573_130221_SN1120_0239_BD1V59ACXX_s_2_rg.sorted.filtered	115220	219980	39054	8180
TCGA-EJ-5532-01A-01D-1572_130221_SN1120_0239_BD1V59ACXX_s_3_rg.sorted.filtered	115220	1450180	135822	11182
TCGA-EJ-7317-01A-31D-2111_130422_SN590_0225_BD23TLACXX_s_6_rg.sorted.filtered	115220	1361762	186126	36462
TCGA-EJ-7327-01A-11D-2111_130422_SN590_0225_BD23TLACXX_s_8_rg.sorted.filtered	115220	1421166	200834	42976
TCGA-EK-A2PM-01A-11D-A18I_140204_SN208_0508_BC2R1UACXX_s_2_rg.sorted.filtered	115220	193736	44446	23638
TCGA-EK-A2PM-10A-01D-A18I_140204_SN208_0508_BC2R1UACXX_s_6_rg.sorted.filtered	115220	199564	42568	21744
TCGA-ER-A197-10A-01D-A190_120723_SN1120_0178_BD1887ACXX_s_6_rg.sorted.filtered	115220	13806076	11447296	9794132
