fastq_fn	fastq_prep_ID	HG38	T2T_pese	Pangenome_pese
TCGA-73-4662-11A-01D-1203_110629_SN208_0211_AB0BP8ABXX_s_6_rg.sorted.filtered	115214	15185790	8339224	7363914
TCGA-75-5125-10A-01D-1751_120309_SN208_0273_BC0HEAACXX_s_4_rg.sorted.filtered	115214	31114184	4039674	3497650
TCGA-75-5126-01A-01D-1751_120309_SN208_0273_BC0HEAACXX_s_5_rg.sorted.filtered	115214	50220006	5601950	4969228
TCGA-A5-A0GN-10A-01D-A043_120324_SN1120_0127_BC0L80ACXX_s_4_rg.sorted.filtered	115214	5847460	4569758	3704804
TCGA-A5-A0GW-10A-01D-A043_120301_SN590_0142_AD0LPVACXX_s_6_rg.sorted.filtered	115214	62683036	7434624	6621120
TCGA-A5-A0R7-01A-31D-A101_120403_SN1222_0093_AC0L7VACXX_s_3_rg.sorted.filtered	115214	2491774	1656216	1389102
TCGA-AA-3510-11A-01D-1405-02_IlluminaHiSeq-DNASeq_whole.filtered	115214	34101582	31380346	29109338
TCGA-AA-A00R-01A-01D-A077-02_IlluminaHiSeq-DNASeq_whole.filtered	115214	12712020	11177470	9797960
TCGA-AA-A01G-01A-01D-A077-02_IlluminaHiSeq-DNASeq_whole.filtered	115214	12354108	9800982	8582486
TCGA-AA-A03J-11A-11D-A079_110405_SN590_0074_AB04EUABXX_s_2_rg.sorted.filtered	115214	13579686	10129566	8679478
TCGA-AG-3893-01A-01D-1115-02_IlluminaHiSeq-DNASeq_whole.filtered	115214	37595698	34630286	31078694
TCGA-AG-3893-10A-01D-1115-02_IlluminaHiSeq-DNASeq_whole.filtered	115214	30497612	28040118	25420192
TCGA-AG-3894-01A-01D-1115-02_IlluminaHiSeq-DNASeq_whole.filtered	115214	29563322	26940552	24250318
TCGA-AG-3894-10A-01D-1115-02_IlluminaHiSeq-DNASeq_whole.filtered	115214	24493258	22397170	20236708
TCGA-AG-3896-01A-01D-1115-02_IlluminaHiSeq-DNASeq_whole.filtered	115214	38924318	36077302	32711274
TCGA-AG-3901-01A-01D-1115-02_IlluminaHiSeq-DNASeq_whole.filtered	115214	31650596	29363640	26673818
TCGA-AG-3901-10A-01D-1115-02_IlluminaHiSeq-DNASeq_whole.filtered	115214	28300544	25993066	23604936
TCGA-AG-A00H-10A-01D-A078_110405_SN590_0074_AB04EUABXX_s_6_rg.sorted.filtered	115214	11710094	7665150	6137226
TCGA-AG-A00Y-01A-02D-A077-02_110405_SN590_0074_AB04EUABXX_s_7.rg.sorted.filtered	115214	12131724	10704886	9227496
TCGA-AG-A011-01A-01D-A077-02_110409_SN590_0076_AB04G5ABXX_s_1.rg.sorted.filtered	115214	13772920	11937198	10570798
TCGA-AP-A0LP-01A-12D-A101_120330_SN208_0279_BC0L73ACXX_s_4_rg.sorted.filtered	115214	6611966	5471390	4401986
TCGA-AZ-4308-01A-01D-1405-02_IlluminaHiSeq-DNASeq_whole.filtered	115214	28194930	26299164	23928880
TCGA-AZ-4315-10A-01D-1405_110225_SN177_0142_B81JPFABXX_s_4.rg.sorted.filtered	115214	57421808	53267038	48268402
TCGA-B5-A0K6-01A-11D-A043_120327_SN590_0149_AD0U12ACXX_s_5_rg.sorted.filtered	115214	9090148	7672458	5999336
TCGA-B5-A0K7-01A-11D-A101_120330_SN208_0280_AD0UKLACXX_s_8_rg.sorted.filtered	115214	5253582	4219968	3515602
TCGA-B5-A0K9-01A-21D-A101_120330_SN208_0279_BC0L73ACXX_s_1_rg.sorted.filtered	115214	4249146	3423004	2886780
TCGA-BA-4075-10A-01D-1431_120310_SN590_0145_BD0RGYACXX_s_4_rg.sorted.filtered	115214	4287394	2933004	2486778
TCGA-BA-4078-10A-01D-1431_120423_SN590_0154_AC0JBHACXX_s_2_rg.sorted.filtered	115214	2894266	2100764	1760594
TCGA-BA-5151-10A-01D-1431_120423_SN590_0154_AC0JBHACXX_s_4_rg.sorted.filtered	115214	3111164	2143152	1808422
TCGA-BA-5153-10A-01D-1431_120423_SN590_0154_AC0JBHACXX_s_6_rg.sorted.filtered	115214	3347052	2300546	1946872
TCGA-BF-A1PZ-01A-11D-A18Z_120612_SN590_0162_BC0VNGACXX_s_5_rg.sorted.filtered	115214	3795436	2999102	2557010
TCGA-BF-A1Q0-01A-21D-A18Z_120520_SN590_0158_AC0J99ACXX_s_5_rg.sorted.filtered	115214	4312994	3514550	3030920
TCGA-BG-A0M0-01A-11D-A101_120330_SN208_0279_BC0L73ACXX_s_6_rg.sorted.filtered	115214	6392016	5306038	4350374
TCGA-BG-A0M2-01A-11D-A101_120330_SN208_0279_BC0L73ACXX_s_7_rg.sorted.filtered	115214	5990574	4966454	4086374
TCGA-BG-A0M3-01A-11D-A101_120330_SN208_0279_BC0L73ACXX_s_8_rg.sorted.filtered	115214	4134748	3298386	2754888
TCGA-BG-A0RY-10A-02D-A101_120409_SN1222_0096_BD0VA2ACXX_s_8_rg.sorted.filtered	115214	6045418	4735646	3759876
TCGA-BH-A0DK-01A-21D-A060_130807_SN590_0236_BC291KACXX_s_5_rg.sorted.filtered	115214	325178	34820	10024
TCGA-BJ-A0Z2-01A-11D-A10R_120711_SN208_0414_BD13L5ACXX_s_1_rg.sorted.filtered	115214	4051998	3073468	2616570
TCGA-BJ-A0ZA-01A-11D-A10R_120616_SN1120_0154_BD142VACXX_s_5_rg.sorted.filtered	115214	3316212	2226130	1858354
TCGA-BJ-A0ZB-01A-11D-A10R_120617_SN1222_0116_AC0WMMACXX_s_4_rg.sorted.filtered	115214	3111050	1957636	1612814
TCGA-BJ-A191-01A-11D-A13U_120706_SN1120_0170_BD1422ACXX_s_1_rg.sorted.filtered	115214	2863140	2008520	1689756
TCGA-BJ-A191-10A-01D-A13U_120706_SN1120_0170_BD1422ACXX_s_2_rg.sorted.filtered	115214	3216834	2376308	2025890
TCGA-BJ-A192-01A-31D-A13U_120706_SN1120_0170_BD1422ACXX_s_4_rg.sorted.filtered	115214	2864080	1949956	1645118
TCGA-BJ-A291-10A-01D-A16N_120718_SN590_0170_BD141RACXX_s_4_rg.sorted.filtered	115214	3964658	2970728	2521026
TCGA-BJ-A3PU-10A-01D-A221_120530_SN1222_0111_BD12L1ACXX_s_7_rg.sorted.filtered	115214	3298536	2334590	1997130
TCGA-BJ-A3PU-11A-11D-A221_120611_SN1222_0115_BD141KACXX_s_3_rg.sorted.filtered	115214	2909002	1991898	1702370
TCGA-BK-A0CB-11A-33D-A101_120504_SN590_0156_BC0H68ACXX_s_6_rg.sorted.filtered	115214	4533894	3492790	2817888
TCGA-BL-A0C8-10A-01D-A10R_120926_SN590_0181_AC19HCACXX_s_2_rg.sorted.filtered	115214	4371704	3277754	2763686
TCGA-BR-4191-11A-01D-1128_120805_SN1222_0143_BD172BACXX_s_6_rg.sorted.filtered	115214	3305438	2266106	1898648
TCGA-BR-4279-01A-01D-1128_121127_SN208_0441_BC1F8CACXX_s_1_rg.sorted.filtered	115214	1376358	183178	62944
TCGA-BR-4280-11A-01D-1128_121127_SN208_0440_AC1F4LACXX_s_3_rg.sorted.filtered	115214	489570	61696	17760
TCGA-BR-4363-11A-01D-1154_130815_VM001_0001_VMR0001CXX_s_8_rg.sorted.filtered	115214	5470702	4563498	3282184
TCGA-BR-4366-01A-01D-1154_130815_VM001_0002_VMR0002CXX_s_1_rg.sorted.filtered	115214	236536	29240	3792
TCGA-BR-4370-01A-01D-1154_130815_VM001_0003_VMR0003CXX_s_1_rg.sorted.filtered	115214	213744	24460	4186
TCGA-BR-6456-10A-01D-1798_130116_SN208_0448_AC1J58ACXX_s_2_rg.sorted.filtered	115214	253260	44754	17874
TCGA-BR-6458-01A-11D-1798_130116_SN208_0448_AC1J58ACXX_s_5_rg.sorted.filtered	115214	810172	132316	50618
TCGA-BR-6565-01A-11D-1798_130116_SN208_0448_AC1J58ACXX_s_7_rg.sorted.filtered	115214	355478	43932	16720
TCGA-BR-6566-01A-11D-1798_130116_SN208_0449_BD1RNWACXX_s_2_rg.sorted.filtered	115214	364846	51296	22494
TCGA-BT-A2LA-11A-11D-A18D_120912_SN1222_0148_AC188PACXX_s_4_rg.sorted.filtered	115214	3755470	2365120	1970892
TCGA-BT-A2LB-01A-11D-A18D_120904_SN1120_0186_BC1911ACXX_s_6_rg.sorted.filtered	115214	3773994	2835442	2387030
TCGA-C5-A2LZ-01A-11D-A20X_140106_SN590_0244_BC384EACXX_s_2_rg.sorted.filtered	115214	293226	30576	6568
TCGA-C5-A3HL-01A-11D-A20X_140117_SN590_0246_BC37BDACXX_s_7_rg.sorted.filtered	115214	245540	22980	3664
TCGA-CD-5801-01A-11D-1598_121025_SN590_0187_BC191FACXX_s_6_rg.sorted.filtered	115214	786790	101080	16468
TCGA-CF-A1HR-01A-11D-A13U_121011_SN590_0184_BC192GACXX_s_3_rg.sorted.filtered	115214	4723464	3520672	2982074
TCGA-CF-A1HR-10A-01D-A13U_121011_SN590_0184_BC192GACXX_s_4_rg.sorted.filtered	115214	4160368	3083178	2636768
TCGA-CF-A1HS-10A-01D-A13U_121011_SN590_0184_BC192GACXX_s_6_rg.sorted.filtered	115214	4038598	3148268	2711166
TCGA-CG-4304-01A-01D-A326_131002_SN208_0497_AC2CLVACXX_s_3_rg.sorted.filtered	115214	1031746	165782	34646
TCGA-CG-4304-10A-01D-A326_131002_SN208_0497_AC2CLVACXX_s_4_rg.sorted.filtered	115214	890472	128122	32388
TCGA-CG-4437-10A-01D-1798_130116_SN208_0449_BD1RNWACXX_s_5_rg.sorted.filtered	115214	1009534	158458	62722
TCGA-CG-5718-10A-01D-1598_121029_SN208_0438_AC18NJACXX_s_8_rg.sorted.filtered	115214	783824	129702	55092
TCGA-CM-4750-10A-01D-1405-02_IlluminaHiSeq-DNASeq_whole.filtered	115214	27941330	25323102	23032778
TCGA-CN-4722-01A-01D-1431_120423_SN590_0153_BC0KJ3ACXX_s_7_rg.sorted.filtered	115214	3759418	2821016	2064462
TCGA-CN-4725-01A-01D-1431_120504_SN590_0155_AC0KTHACXX_s_3_rg.sorted.filtered	115214	10405098	9136946	8712846
TCGA-CN-4729-01A-01D-1431_120513_SN590_0157_AD0PU3ACXX_s_3_rg.sorted.filtered	115214	4524898	3385830	2943934
TCGA-CN-4735-01A-01D-1431_120412_SN208_0283_AD0V1GACXX_s_2_rg.sorted.filtered	115214	3518248	2343742	1963406
TCGA-CN-4736-01A-01D-1431_120412_SN208_0283_AD0V1GACXX_s_3_rg.sorted.filtered	115214	3289542	2447784	2074966
TCGA-CQ-5330-10A-01D-1681_120425_SN1222_0100_BD0T1VACXX_s_8_rg.sorted.filtered	115214	3511864	2367742	2008980
TCGA-CS-5396-01A-02D-1465_130906_SN1440_0166_BC2A68ACXX_s_4_rg.sorted.filtered	115214	393802	59530	16280
TCGA-CS-6186-01A-12D-2022_130910_SN208_0494_AC2A1DACXX_s_3_rg.sorted.filtered	115214	390406	54892	16770
TCGA-CU-A3YL-01A-11D-A233_120829_SN1120_0183_AC18U8ACXX_s_3_rg.sorted.filtered	115214	3284620	2391486	2012832
TCGA-CV-6951-11A-01D-1911_120526_SN208_0303_BD12PWACXX_s_4_rg.sorted.filtered	115214	4452744	3301210	2859684
TCGA-CV-7247-01A-11D-2317_120730_SN1222_0140_AC11GKACXX_s_7_rg.sorted.filtered	115214	2826930	1844886	1530412
TCGA-CV-7407-01A-11D-2317_120710_SN590_0166_AC0VNFACXX_s_8_rg.sorted.filtered	115214	3571128	2762354	2384652
TCGA-D1-A16B-01A-11D-A12F_120511_SN208_0299_BD12J9ACXX_s_1_rg.sorted.filtered	115214	3254290	2395440	2022052
TCGA-D1-A16D-01A-11D-A12F_120511_SN208_0299_BD12J9ACXX_s_3_rg.sorted.filtered	115214	3650514	2824512	2409634
TCGA-D1-A16Q-01A-12D-A12F_120511_SN208_0299_BD12J9ACXX_s_5_rg.sorted.filtered	115214	3239420	2360816	1958166
TCGA-D1-A2G0-01A-11D-A17E_120511_SN1120_0140_AD12J0ACXX_s_5_rg.sorted.filtered	115214	2863696	2015906	1699366
TCGA-D1-A2G6-10A-01D-A17E_120511_SN208_0299_BD12J9ACXX_s_8_rg.sorted.filtered	115214	3488628	2507802	2123056
TCGA-D3-A1Q9-06A-11D-A18Z_120626_SN590_0163_AC0VU5ACXX_s_3_rg.sorted.filtered	115214	4259988	3329936	2830840
TCGA-D3-A2JC-06A-11D-A18Z_120518_SN1120_0142_AC0VG4ACXX_s_6_rg.sorted.filtered	115214	3498336	2696952	2284064
TCGA-D3-A2JC-10A-01D-A18Z_120518_SN1120_0142_AC0VG4ACXX_s_8_rg.sorted.filtered	115214	5706736	4531102	3763772
TCGA-D3-A2JD-06A-11D-A18Z_120518_SN1120_0142_AC0VG4ACXX_s_1_rg.sorted.filtered	115214	4146488	3211524	2703224
TCGA-D3-A2JP-10A-01D-A18Z_120612_SN590_0162_BC0VNGACXX_s_4_rg.sorted.filtered	115214	3857406	2896192	2470720
TCGA-D3-A3C3-06A-12D-A18Z_120520_SN590_0158_AC0J99ACXX_s_3_rg.sorted.filtered	115214	4548606	3679058	3179078
TCGA-D3-A3C3-10A-01D-A18Z_120520_SN590_0158_AC0J99ACXX_s_4_rg.sorted.filtered	115214	3954260	3108814	2719198
TCGA-D3-A3C8-06A-12D-A18Z_120626_SN590_0163_AC0VU5ACXX_s_5_rg.sorted.filtered	115214	4264510	3342384	2881740
TCGA-D3-A3CC-10A-01D-A18Z_120626_SN590_0164_BC0VMVACXX_s_6_rg.sorted.filtered	115214	3349430	2402706	2037280
TCGA-D3-A3CE-06A-11D-A18Z_120626_SN590_0164_BC0VMVACXX_s_7_rg.sorted.filtered	115214	2941924	2172028	1858820
TCGA-D3-A3CE-10A-01D-A18Z_120626_SN590_0164_BC0VMVACXX_s_8_rg.sorted.filtered	115214	3705352	2653148	2215354
TCGA-D9-A148-06A-11D-A18Z_120626_SN590_0164_BC0VMVACXX_s_1_rg.sorted.filtered	115214	3718072	2747124	2238420
TCGA-D9-A148-10A-01D-A18Z_120626_SN590_0164_BC0VMVACXX_s_2_rg.sorted.filtered	115214	3318782	2197840	1830404
TCGA-DA-A1I5-06A-11D-A18Y_120730_SN208_0419_AC13W9ACXX_s_3_rg.sorted.filtered	115214	3592578	2692000	2332686
TCGA-DA-A1IC-06A-11D-A18Y_120730_SN208_0420_BC12YJACXX_s_1_rg.sorted.filtered	115214	3584384	2772120	2369602
TCGA-DB-5273-10A-01D-1465_130808_SN208_0488_BC294YACXX_s_2_rg.sorted.filtered	115214	522500	57298	13140
TCGA-DB-5279-01A-01D-1465_130806_SN1440_0159_BC29Y3ACXX_s_7_rg.sorted.filtered	115214	1093938	629378	464312
TCGA-DB-5280-01A-01D-1465_130906_SN1440_0166_BC2A68ACXX_s_5_rg.sorted.filtered	115214	438510	69284	21136
TCGA-DE-A0Y2-10A-01D-A10R_120617_SN1222_0116_AC0WMMACXX_s_6_rg.sorted.filtered	115214	3053984	1651826	1374254
TCGA-DJ-A13M-10A-01D-A10R_120616_SN1120_0154_BD142VACXX_s_8_rg.sorted.filtered	115214	3274990	2131922	1768342
TCGA-DJ-A13P-10A-01D-A10R_120617_SN1222_0117_BD1414ACXX_s_8_rg.sorted.filtered	115214	4135476	2447252	2068196
TCGA-DJ-A13T-01A-11D-A10R_120629_SN1120_0167_AC0WMBACXX_s_1_rg.sorted.filtered	115214	4927614	2536082	2156296
TCGA-DJ-A13T-10A-01D-A10R_120629_SN1120_0167_AC0WMBACXX_s_2_rg.sorted.filtered	115214	5186878	2479244	2092448
TCGA-DJ-A13X-01A-11D-A10R_120617_SN1222_0117_BD1414ACXX_s_1_rg.sorted.filtered	115214	2654934	1762832	1485922
TCGA-DJ-A13X-10A-01D-A10R_120617_SN1222_0117_BD1414ACXX_s_2_rg.sorted.filtered	115214	12158292	2527960	2192470
TCGA-DJ-A1QI-01A-11D-A14U_120717_SN1120_0175_AC1179ACXX_s_5_rg.sorted.filtered	115214	6757192	3038116	2613380
TCGA-DK-A3IM-01A-11D-A210_120906_SN208_0425_AD1CU2ACXX_s_7_rg.sorted.filtered	115214	3613028	2701974	2324392
TCGA-DK-A3X1-01A-12D-A233_120829_SN1120_0184_BD1DRAACXX_s_1_rg.sorted.filtered	115214	3231810	2413904	2033082
TCGA-DK-A3X1-10A-01D-A233_120829_SN1120_0184_BD1DRAACXX_s_2_rg.sorted.filtered	115214	2942514	2146654	1804852
TCGA-DK-A3X2-01A-11D-A233_120829_SN1120_0184_BD1DRAACXX_s_3_rg.sorted.filtered	115214	3397508	2569696	2141254
TCGA-DU-6392-01A-11D-1703_130906_SN1440_0166_BC2A68ACXX_s_6_rg.sorted.filtered	115214	859032	132944	45796
TCGA-DU-6408-01A-11D-1703_130813_SN1440_0160_AD2B87ACXX_s_8_rg.sorted.filtered	115214	431118	72584	25560
TCGA-DU-7006-01A-11D-2022_130910_SN208_0494_AC2A1DACXX_s_5_rg.sorted.filtered	115214	781408	113428	46824
TCGA-DU-7006-10A-01D-2022_130910_SN208_0494_AC2A1DACXX_s_6_rg.sorted.filtered	115214	278268	41824	18960
TCGA-DU-7008-10A-01D-2022_130910_SN208_0495_BD2FGNACXX_s_2_rg.sorted.filtered	115214	753446	106324	45890
TCGA-DU-7018-10A-01D-2022_130910_SN208_0495_BD2FGNACXX_s_6_rg.sorted.filtered	115214	312770	47172	21638
TCGA-DU-7290-01A-11D-2022_130910_SN208_0495_BD2FGNACXX_s_7_rg.sorted.filtered	115214	310294	40080	12204
TCGA-DU-7294-10A-01D-2022_130911_SN1222_0218_BC2A1NACXX_s_4_rg.sorted.filtered	115214	370956	40314	9538
TCGA-E7-A3Y1-01A-11D-A233_120829_SN1120_0184_BD1DRAACXX_s_7_rg.sorted.filtered	115214	2830422	2000614	1659570
TCGA-EA-A3HQ-10A-01D-A20X_140131_SN590_0247_AC3FDBACXX_s_6_rg.sorted.filtered	115214	792626	90020	13900
TCGA-EA-A3HR-01A-11D-A20X_140417_SN590_0248_AC3EUFACXX_s_1_rg.sorted.filtered	115214	684634	79268	15268
TCGA-EA-A3HU-01A-11D-A20X_140106_SN590_0244_BC384EACXX_s_3_rg.sorted.filtered	115214	686406	84102	33228
TCGA-EE-A29D-10A-01D-A190_120730_SN208_0419_AC13W9ACXX_s_2_rg.sorted.filtered	115214	4363466	3138892	2693116
TCGA-EE-A29R-10A-01D-A190_120729_SN1120_0179_AC11G3ACXX_s_8_rg.sorted.filtered	115214	3507600	2552384	2164518
TCGA-EE-A2GT-06A-12D-A18Y_120724_SN208_0418_BD13N7ACXX_s_2_rg.sorted.filtered	115214	3766456	2666360	2263986
TCGA-EE-A2MD-10A-01D-A190_120724_SN1222_0139_BD13UNACXX_s_8_rg.sorted.filtered	115214	3085734	2061618	1716518
TCGA-EE-A2MI-06A-11D-A18Y_120724_SN208_0418_BD13N7ACXX_s_7_rg.sorted.filtered	115214	3996756	2730802	2293100
TCGA-EE-A2MJ-06A-11D-A18Y_120724_SN1222_0138_AC1168ACXX_s_4_rg.sorted.filtered	115214	3553938	2459450	2041528
TCGA-EE-A2MN-06A-11D-A18Y_120724_SN1222_0138_AC1168ACXX_s_2_rg.sorted.filtered	115214	3642574	2377958	2022694
TCGA-EE-A2MN-10A-01D-A190_120724_SN1222_0138_AC1168ACXX_s_6_rg.sorted.filtered	115214	3474528	2426018	2068998
TCGA-EM-A1CU-01A-11D-A13U_120706_SN1120_0170_BD1422ACXX_s_3_rg.sorted.filtered	115214	3480298	2453422	2086802
TCGA-EM-A1CU-10A-02D-A13U_120706_SN1120_0170_BD1422ACXX_s_5_rg.sorted.filtered	115214	3569026	2431596	2065384
TCGA-EM-A1YA-01A-11D-A14U_120629_SN1222_0121_BD143UACXX_s_2_rg.sorted.filtered	115214	4467676	2375876	2035512
TCGA-EM-A3FR-01A-11D-A221_120610_SN1120_0152_BD13TDACXX_s_6_rg.sorted.filtered	115214	4495424	3432116	2846558
TCGA-EM-A3O6-10A-01D-A221_120524_SN1120_0144_AC0VNCACXX_s_4_rg.sorted.filtered	115214	3609986	2712648	2317746
TCGA-EM-A3O8-10A-01D-A221_120530_SN1222_0111_BD12L1ACXX_s_4_rg.sorted.filtered	115214	3039412	2169664	1849940
TCGA-EM-A3OA-01A-11D-A221_120610_SN1120_0151_AC0WN0ACXX_s_6_rg.sorted.filtered	115214	3543022	2623736	2242484
TCGA-EM-A3OB-01A-11D-A221_120610_SN1120_0152_BD13TDACXX_s_7_rg.sorted.filtered	115214	3482128	2584228	2146650
TCGA-ER-A19L-10A-01D-A190_120718_SN208_0416_BD140PACXX_s_8_rg.sorted.filtered	115214	3992940	2879990	2471494
TCGA-ER-A19N-06A-11D-A18Y_120718_SN208_0416_BD140PACXX_s_3_rg.sorted.filtered	115214	4586080	3488310	2936044
TCGA-ER-A19Q-06A-11D-A18Y_120718_SN208_0416_BD140PACXX_s_1_rg.sorted.filtered	115214	3925938	3092564	2637026
TCGA-ER-A19T-10A-01D-A18Z_120520_SN590_0158_AC0J99ACXX_s_8_rg.sorted.filtered	115214	4163118	3109076	2671880
TCGA-ER-A2NF-01A-11D-A18Z_120516_SN1222_0107_BD12HYACXX_s_7_rg.sorted.filtered	115214	3879680	2845748	2368058
TCGA-ET-A25M-01A-11D-A16N_120718_SN590_0170_BD141RACXX_s_6_rg.sorted.filtered	115214	4180464	3209018	2711962
TCGA-ET-A25M-10A-01D-A16N_120718_SN590_0170_BD141RACXX_s_8_rg.sorted.filtered	115214	3925428	2925146	2463360
TCGA-FD-A3SJ-10A-01D-A233_120830_SN208_0423_AC190AACXX_s_2_rg.sorted.filtered	115214	3699738	2816376	2396750
TCGA-FD-A3SL-10A-01D-A233_120830_SN208_0423_AC190AACXX_s_4_rg.sorted.filtered	115214	3758086	2681632	2286050
TCGA-FD-A3SM-01A-11D-A233_120830_SN208_0423_AC190AACXX_s_5_rg.sorted.filtered	115214	3767768	2788502	2403890
TCGA-FE-A232-10A-01D-A14U_120629_SN1222_0120_AC0WKWACXX_s_8_rg.sorted.filtered	115214	4323324	2368730	2019622
TCGA-FE-A234-01A-11D-A14U_120717_SN1120_0175_AC1179ACXX_s_2_rg.sorted.filtered	115214	4974090	3231880	2769852
TCGA-FG-6689-10A-01D-1891_130919_SN590_0239_BC2N06ACXX_s_4_rg.sorted.filtered	115214	213396	23308	2814
TCGA-FI-A2CY-01A-11D-A17E_120511_SN1120_0140_AD12J0ACXX_s_1_rg.sorted.filtered	115214	2939638	2146614	1802862
TCGA-FI-A2D4-01A-12D-A17E_120511_SN1120_0140_AD12J0ACXX_s_7_rg.sorted.filtered	115214	3162336	2189272	1872316
TCGA-FS-A1ZB-06A-12D-A18Y_120609_SN208_0343_BC0WVWACXX_s_4_rg.sorted.filtered	115214	6351326	5236602	4584170
TCGA-FS-A1ZC-06A-11D-A18Y_120609_SN208_0343_BC0WVWACXX_s_3_rg.sorted.filtered	115214	5934832	5091478	4461176
TCGA-FS-A1ZD-10A-01D-A190_120609_SN208_0343_BC0WVWACXX_s_6_rg.sorted.filtered	115214	6545904	5344022	4657874
TCGA-FS-A1ZF-06A-12D-A18Y_120605_SN1222_0113_BC0WUCACXX_s_4_rg.sorted.filtered	115214	3160940	2369360	2046550
TCGA-FS-A1ZH-06A-11D-A18Y_120605_SN1222_0113_BC0WUCACXX_s_2_rg.sorted.filtered	115214	3514558	2560066	2203154
TCGA-FS-A1ZK-06A-11D-A18Y_120605_SN1222_0112_AC0WJJACXX_s_4_rg.sorted.filtered	115214	3646304	2710448	2311492
TCGA-FS-A1ZP-06A-11D-A18Y_120605_SN1222_0112_AC0WJJACXX_s_1_rg.sorted.filtered	115214	3617764	2656678	2250838
TCGA-FS-A1ZR-10A-01D-A190_120602_SN208_0304_BC0WTWACXX_s_8_rg.sorted.filtered	115214	3835204	2865700	2494214
TCGA-FS-A1ZW-06A-12D-A18Y_120602_SN1120_0147_BD13TBACXX_s_1_rg.sorted.filtered	115214	2911208	2043656	1763798
TCGA-FS-A1ZY-06A-11D-A18Y_120602_SN1120_0146_AC0WLVACXX_s_6_rg.sorted.filtered	115214	3358142	2504006	2140304
TCGA-FY-A3ON-10A-01D-A221_120610_SN1120_0152_BD13TDACXX_s_4_rg.sorted.filtered	115214	3361672	2357452	1988480
TCGA-FY-A3R6-10A-01D-A221_120622_SN1120_0155_AC0WVLACXX_s_2_rg.sorted.filtered	115214	2898506	2070506	1761604
TCGA-FY-A3RA-10A-01D-A221_120611_SN1222_0114_AC0WL3ACXX_s_5_rg.sorted.filtered	115214	3534622	2624818	2231906
TCGA-G9-6342-01A-11D-1957_130222_SN1222_0174_BC1RNEACXX_s_7_rg.sorted.filtered	115214	406242	44192	7844
TCGA-G9-6348-10A-01D-1784_130115_SN590_0208_BD1TAGACXX_s_8_rg.sorted.filtered	115214	1135066	109732	10892
TCGA-G9-6362-10A-01D-1784_130215_SN590_0211_AC1UJWACXX_s_4_rg.sorted.filtered	115214	1083706	113644	12334
TCGA-G9-6367-10A-01D-1784_130215_SN590_0212_BC1NP2ACXX_s_4_rg.sorted.filtered	115214	1211504	233038	104180
TCGA-G9-6378-01A-11D-1784_130301_SN590_0217_BC1UHMACXX_s_3_rg.sorted.filtered	115214	1052090	108634	10642
TCGA-G9-6378-10A-01D-1784_130301_SN590_0217_BC1UHMACXX_s_4_rg.sorted.filtered	115214	1053996	112208	13552
TCGA-G9-6385-10A-01D-1784_130301_SN590_0217_BC1UHMACXX_s_8_rg.sorted.filtered	115214	1088852	100834	11804
TCGA-G9-6494-01A-11D-1784_130131_SN1120_0234_AD1PVUACXX_s_1_rg.sorted.filtered	115214	756904	80008	5340
TCGA-GC-A3BM-10A-01D-A23Q_120926_SN1222_0153_BD1D4MACXX_s_4_rg.sorted.filtered	115214	3897314	2793044	2394288
TCGA-GC-A3BM-11A-11D-A23Q_120926_SN1222_0153_BD1D4MACXX_s_5_rg.sorted.filtered	115214	3754888	2675140	2282838
TCGA-GC-A3RD-10B-01D-A233_120905_SN1120_0187_AD1E4NACXX_s_8_rg.sorted.filtered	115214	3659748	2771458	2300500
TCGA-GF-A2C7-01A-11D-A18Y_120602_SN208_0304_BC0WTWACXX_s_3_rg.sorted.filtered	115214	3938764	3108144	2742642
TCGA-GN-A265-10A-01D-A190_120602_SN208_0304_BC0WTWACXX_s_5_rg.sorted.filtered	115214	4717156	3485728	3037402
TCGA-GV-A3JW-01A-11D-A210_120912_SN1222_0149_BD1CW3ACXX_s_7_rg.sorted.filtered	115214	4590916	3668462	3175538
TCGA-HG-A2PA-01A-11D-A20X_140106_SN590_0244_BC384EACXX_s_4_rg.sorted.filtered	115214	263640	41996	19634
TCGA-HR-A2OG-10A-01D-A190_120602_SN1120_0146_AC0WLVACXX_s_4_rg.sorted.filtered	115214	3811996	2631964	2195308
TCGA-HT-7468-01A-11D-2022_130911_SN1222_0218_BC2A1NACXX_s_5_rg.sorted.filtered	115214	1053520	129754	34090
TCGA-HT-7601-10A-01D-2088_130910_SN208_0494_AC2A1DACXX_s_1_rg.sorted.filtered	115214	386424	71534	39186
TCGA-IG-A51D-01A-11D-A267_131001_SN1120_0279_AC2DKPACXX_s_3_rg.sorted.filtered	115214	429942	39448	1834
TCGA-IG-A51D-10A-01D-A267_131001_SN1120_0279_AC2DKPACXX_s_4_rg.sorted.filtered	115214	496020	42804	3052
TCGA-IR-A3LC-01A-11D-A20X_140117_SN590_0246_BC37BDACXX_s_3_rg.sorted.filtered	115214	676622	72118	9388
TCGA-IR-A3LH-01A-21D-A20X_140117_SN590_0246_BC37BDACXX_s_8_rg.sorted.filtered	115214	423336	54718	4408
TCGA-IR-A3LH-10A-01D-A20X_140131_SN590_0247_AC3FDBACXX_s_2_rg.sorted.filtered	115214	319516	41526	4588
